time,performance_context,performance_type,instruments,notes,flux,number_performers,entropy,trace,length_seconds,determinant,norm,filename
2014-07-19 15:05:10.533829,study,improvisation,iPad,2014 iPad Study Session.,0.25027322404371594,3,4.162846303386758,0.7497267759562842,305.199942,1.5900662893101724e-11,0.30715827065360235,2014-07-19T15-04-54-MetatoneOSCLog
2014-07-19 15:12:10.783353,study,improvisation,iPad,2014 iPad Study Session.,0.21412803532008845,3,4.17740539786492,0.7858719646799117,302.189425,8.666851268738951e-11,0.30421156119802784,2014-07-19T15-11-54-MetatoneOSCLog
2014-07-19 15:18:48.473461,study,improvisation,iPad,2014 iPad Study Session.,0.1428571428571428,3,3.232393314626778,0.8571428571428572,301.192359,2.811189772255895e-13,0.45580916433034707,2014-07-19T15-18-35-MetatoneOSCLog
2014-07-19 15:50:19.420698,study,improvisation,iPad,2014 iPad Study Session.,0.23411371237458184,3,3.7606023568913054,0.765886287625418,298.895639,1.4445250493180052e-12,0.40867351316176104,2014-07-19T15-50-04-MetatoneOSCLog
2014-07-19 15:57:29.513102,study,improvisation,iPad,2014 iPad Study Session.,0.16721311475409847,3,3.6579204598574386,0.8327868852459017,304.905901,9.89294391884908e-12,0.3615108260326759,2014-07-19T15-57-19-MetatoneOSCLog
2014-07-19 16:04:29.100564,study,improvisation,iPad,2014 iPad Study Session.,0.15309446254071687,3,3.5645076344783435,0.8469055374592833,307.461416,2.4160047827207465e-11,0.40853335413263375,2014-07-19T16-04-06-MetatoneOSCLog
2014-07-19 16:19:55.315323,study,improvisation,iPad,2014 iPad Study Session.,0.11221122112211224,3,2.930457566795334,0.8877887788778878,303.163343,0.0,0.4779126571012306,2014-07-19T16-19-28-MetatoneOSCLog
2014-07-19 16:26:48.191563,study,improvisation,iPad,2014 iPad Study Session.,0.2379421221864953,3,4.1553197556012975,0.7620578778135049,311.122943,1.0053806233855018e-11,0.31019080008039723,2014-07-19T16-26-31-MetatoneOSCLog
2014-07-19 16:36:11.818301,study,improvisation,iPad,2014 iPad Study Session.,0.2225877192982456,3,4.113860041020367,0.7774122807017544,303.404443,1.5002585001189395e-11,0.30071459342280904,2014-07-19T16-35-49-MetatoneOSCLog
2014-07-19 16:48:48.416779,study,improvisation,iPad,2014 iPad Study Session.,0.2376237623762376,3,4.029937195249899,0.7623762376237624,303.378785,3.11709024103277e-12,0.3384389709268113,2014-07-19T16-48-26-MetatoneOSCLog
2014-07-19 16:56:08.130468,study,improvisation,iPad,2014 iPad Study Session.,0.2019867549668875,3,3.9211807607255964,0.7980132450331127,301.878486,1.3716664966203513e-11,0.3287479002027754,2014-07-19T16-55-41-MetatoneOSCLog
2014-07-19 17:03:06.941374,study,improvisation,iPad,2014 iPad Study Session.,0.14596949891067534,3,3.179486129186966,0.8540305010893247,305.324569,5.039138868114837e-13,0.4588992482940756,2014-07-19T17-02-51-MetatoneOSCLog
2014-08-11 20:02:33.877976,rehearsal,improvisation,iPad,"metatone rehearsal for colour music - singing bowls (charles, christina, jonathan)",0.14544319600499378,3,3.487510139427485,0.8545568039950062,533.129614,4.446025474527408e-12,0.403215986642576,2014-08-11T20-01-49-MetatoneOSCLog
2014-08-11 20:30:48.929615,rehearsal,improvisation,iPad,"metatone rehearsal for colour music - singing bowls (charles, christina, jonathan)",0.15351681957186558,3,3.461885482361012,0.8464831804281344,544.468246,1.5150747175144145e-12,0.40111554085182316,2014-08-11T20-30-18-MetatoneOSCLog
2014-08-11 20:54:53.093791,rehearsal,fail,iPad,"metatone rehearsal for colour music - singing bowls (charles, christina, jonathan)",0.08739837398373974,3,2.296597727766877,0.9126016260162602,328.199318,0.0,0.6549495174296922,2014-08-11T20-54-49-MetatoneOSCLog
2014-08-14 18:41:12.603087,performance,improvisation,iPad," colour music opening - singing bowls (charles, christina, jonathan)",0.19868637110016402,3,3.7701030292686717,0.8013136288998358,406.090691,1.6946217752862145e-11,0.38634461592844344,2014-08-14T18-40-57-MetatoneOSCLog
2014-08-14 18:50:23.809251,demonstration,improvisation,iPad,colour music opening - singing bowls demonstration (portrait),0.052407068860450885,3,1.2027412510259734,0.947592931139549,546.417655,1.2068913677373213e-18,0.848927319619832,2014-08-14T18-50-23-MetatoneOSCLog-autosplit
2014-08-14 19:02:40.780914,demonstration,improvisation,iPad,colour music opening - singing bowls demonstration (portrait),0.02886597938144331,3,0.842261947203728,0.9711340206185566,484.791444,0.0,0.8901850766000481,2014-08-14T19-02-40-MetatoneOSCLog-autosplit
2014-08-14 19:14:47.714817,demonstration,improvisation,iPad,colour music opening - singing bowls demonstration (portrait),0.12639405204460974,3,2.7500147794281484,0.8736059479553903,538.105933,2.1969873914537372e-15,0.5242624283898831,2014-08-14T19-14-47-MetatoneOSCLog-autosplit
2014-08-23 16:47:50.317145,rehearsal,composition,iPad,metatone colour music rehearsal - amores with different apps,0.1534772182254198,3,2.7307414062181827,0.8465227817745804,555.752182,0.0,0.5155317576214857,2014-08-23T16-47-33-MetatoneOSCLog
2014-08-23 17:00:02.325541,rehearsal,fail,iPad,metatone colour music rehearsal,0.0714285714285714,1,1.1663428898406687,0.9285714285714286,28.527736,0.0,0.7474446263020125,2014-08-23T17-00-00-MetatoneOSCLog
2014-08-23 17:03:25.327045,rehearsal,composition,iPad,metatone colour music rehearsal - correspondences with birds nest (first go),0.11149825783972112,3,2.9793054506213363,0.8885017421602789,574.595359,-2.2919017733185867e-20,0.4586909473799294,2014-08-23T17-03-00-MetatoneOSCLog
2014-08-23 17:18:58.322993,rehearsal,fail,iPad,metatone colour music rehearsal,0.07692307692307687,1,1.386614174262459,0.9230769230769231,26.054093,0.0,0.6572310573321177,2014-08-23T17-18-00-MetatoneOSCLog
2014-08-23 17:27:25.313216,rehearsal,fail,iPad,metatone colour music rehearsal,0.3333333333333333,1,1.2516291673878228,0.6666666666666666,6.535975,0.0,0.7071067811865476,2014-08-23T17-27-00-MetatoneOSCLog
2014-08-23 17:39:30.349798,rehearsal,composition,percussion,metatone colour music rehearsal - using birds nest (Second Correspondences rehearsal),0.170542635658915,3,3.2145075766658397,0.8294573643410852,430.176441,1.2307644622253455e-14,0.43898424691590254,2014-08-23T17-38-05-MetatoneOSCLog
2014-08-23 17:50:48.789577,rehearsal,composition,iPad,metatone colour music rehearsal - using Phase Rings for Gesture Study #1,0.1428571428571427,3,3.6648423782906487,0.8571428571428571,398.562517,-2.197216250240749e-14,0.34156088776564564,2014-08-23T17-50-37-MetatoneOSCLog
2014-08-24 14:01:41.489372,rehearsal,composition,percussion,colour music concert rehearsal - correspondences,0.14494163424124507,4,3.2486549099920974,0.8550583657587549,514.364828,8.871711930835998e-18,0.43537567725807047,2014-08-24T14-01-09-MetatoneOSCLog
2014-08-24 14:36:48.750693,rehearsal,composition,iPad,colour music concert rehearsal - gesture study,0.14761904761904754,4,3.4812274809321404,0.8523809523809525,419.385884,2.5756902632918183e-12,0.39929696579541407,2014-08-24T14-36-35-MetatoneOSCLog
2014-08-24 15:05:24.532787,performance,composition,iPad,colour music concert gesture study,0.12675233644859807,4,3.540359912234286,0.8732476635514019,427.985845,5.3899427705249565e-12,0.3570602608406661,2014-08-24T15-04-15-MetatoneOSCLog
2014-08-24 15:15:22.633761,performance,improvisation,iPad,colour music concert birds nest,0.1476244343891403,4,3.4895520782060854,0.8523755656108597,441.553372,1.9650995892501538e-12,0.3854487577694261,2014-08-24T15-13-11-MetatoneOSCLog
2014-08-24 15:23:48.189557,performance,improvisation,iPad,colour music concert snow music,0.1535874439461884,4,3.6621285924173015,0.8464125560538116,446.019655,2.970418283495152e-12,0.3530135373921161,2014-08-24T15-23-02-MetatoneOSCLog
2014-08-24 15:32:56.216753,performance,improvisation,iPad,colour music concert singing bowls,0.15668662674650694,4,3.669483202756088,0.843313373253493,500.851624,7.884390990981761e-12,0.3670355578641536,2014-08-24T15-31-37-MetatoneOSCLog
2014-08-24 15:45:01.750883,performance,composition,iPad,colour music concert Cage Amores,0.1440329218106996,3,2.0288010650915127,0.8559670781893004,81.207986,0.0,0.6329560587308058,2014-08-24T15-44-55-MetatoneOSCLog
2014-08-24 15:47:43.664464,performance,composition,percussion,colour music concert correspondences,0.13249999999999995,4,3.1795745866363,0.8675,500.118212,8.410485934915395e-15,0.412619679608232,2014-08-24T15-47-42-MetatoneOSCLog
2014-08-24 15:56:07.952397,demonstration,improvisation,iPad,colour music concert - audience demo session.,0.1740196078431373,4,3.3124602088939525,0.8259803921568627,612.008947,8.755920693624962e-13,0.495534991827958,2014-08-24T15-56-07-MetatoneOSCLog-autosplit
2014-08-24 16:10:02.141891,demonstration,improvisation,iPad,colour music concert - audience demo session.,0.10897435897435903,2,1.9820230234446092,0.891025641025641,78.330483,0.0,0.6438399758712677,2014-08-24T16-10-02-MetatoneOSCLog-autosplit
