time,24C41EC3-7ECC-40DA-B942-7ABE23017E74,BD49B35A-8999-4987-9759-8D3F28D1292B,9A5116EA-2793-4C75-AC93-524C9EF550FD,1A56F5DD-C5B6-4E56-8690-E5A12BAA7E78
2015-05-08 15:29:35,7,7,7,7
2015-05-08 15:29:36,7,7,7,7
2015-05-08 15:29:37,7,7,7,7
2015-05-08 15:29:38,7,7,7,7
2015-05-08 15:29:39,7,7,7,7
2015-05-08 15:29:40,7,7,7,7
2015-05-08 15:29:41,7,7,7,7
2015-05-08 15:29:42,5,7,7,7
2015-05-08 15:29:43,5,7,7,7
2015-05-08 15:29:44,5,7,7,7
2015-05-08 15:29:45,5,8,7,7
2015-05-08 15:29:46,5,8,8,7
2015-05-08 15:29:47,5,8,8,7
2015-05-08 15:29:48,2,8,8,7
2015-05-08 15:29:49,8,3,4,7
2015-05-08 15:29:50,8,3,7,7
2015-05-08 15:29:51,4,3,7,7
2015-05-08 15:29:52,4,3,7,7
2015-05-08 15:29:53,4,3,7,7
2015-05-08 15:29:54,3,3,7,7
2015-05-08 15:29:55,3,3,7,7
2015-05-08 15:29:56,3,7,7,7
2015-05-08 15:29:57,3,7,7,7
2015-05-08 15:29:58,3,7,7,6
2015-05-08 15:29:59,3,4,7,6
2015-05-08 15:30:00,3,4,6,6
2015-05-08 15:30:01,3,4,0,7
2015-05-08 15:30:02,3,2,2,7
2015-05-08 15:30:03,1,1,3,7
2015-05-08 15:30:04,3,1,3,7
2015-05-08 15:30:05,1,1,3,7
2015-05-08 15:30:06,2,1,3,7
2015-05-08 15:30:07,2,1,3,7
2015-05-08 15:30:08,2,3,4,7
2015-05-08 15:30:09,2,2,4,7
2015-05-08 15:30:10,5,2,4,7
2015-05-08 15:30:11,5,5,4,7
2015-05-08 15:30:12,5,5,4,7
2015-05-08 15:30:13,8,3,4,7
2015-05-08 15:30:14,7,3,4,7
2015-05-08 15:30:15,8,3,8,7
2015-05-08 15:30:16,8,1,7,4
2015-05-08 15:30:17,8,2,8,4
2015-05-08 15:30:18,4,2,8,3
2015-05-08 15:30:19,3,1,8,4
2015-05-08 15:30:20,3,1,8,2
2015-05-08 15:30:21,3,1,7,3
2015-05-08 15:30:22,3,1,5,3
2015-05-08 15:30:23,3,1,3,4
2015-05-08 15:30:24,3,1,3,3
2015-05-08 15:30:25,0,3,3,3
2015-05-08 15:30:26,2,3,3,4
2015-05-08 15:30:27,2,1,2,3
2015-05-08 15:30:28,2,1,2,3
2015-05-08 15:30:29,2,8,2,4
2015-05-08 15:30:30,2,8,2,3
2015-05-08 15:30:31,2,8,0,3
2015-05-08 15:30:32,2,8,0,3
2015-05-08 15:30:33,2,8,0,3
2015-05-08 15:30:34,2,8,0,4
2015-05-08 15:30:35,2,8,2,3
2015-05-08 15:30:36,2,8,2,3
2015-05-08 15:30:37,2,8,2,4
2015-05-08 15:30:38,2,8,2,3
2015-05-08 15:30:39,2,8,2,3
2015-05-08 15:30:40,2,8,2,4
2015-05-08 15:30:41,2,8,2,3
2015-05-08 15:30:42,2,8,2,4
2015-05-08 15:30:43,2,8,0,4
2015-05-08 15:30:44,2,8,2,4
2015-05-08 15:30:45,2,8,2,2
2015-05-08 15:30:46,2,7,2,4
2015-05-08 15:30:47,2,8,2,4
2015-05-08 15:30:48,2,7,2,4
2015-05-08 15:30:49,2,7,2,4
2015-05-08 15:30:50,2,7,2,3
2015-05-08 15:30:51,0,7,2,4
2015-05-08 15:30:52,0,3,2,4
2015-05-08 15:30:53,0,3,2,4
2015-05-08 15:30:54,0,3,2,4
2015-05-08 15:30:55,0,2,2,4
2015-05-08 15:30:56,0,2,2,3
2015-05-08 15:30:57,2,2,2,3
2015-05-08 15:30:58,2,2,2,4
2015-05-08 15:30:59,2,2,2,4
2015-05-08 15:31:00,2,2,2,4
2015-05-08 15:31:01,2,2,2,4
2015-05-08 15:31:02,2,2,2,4
2015-05-08 15:31:03,2,2,0,3
2015-05-08 15:31:04,2,2,2,3
2015-05-08 15:31:05,6,2,2,2
2015-05-08 15:31:06,6,2,2,4
2015-05-08 15:31:07,2,2,2,3
2015-05-08 15:31:08,2,2,2,3
2015-05-08 15:31:09,2,2,2,3
2015-05-08 15:31:10,2,2,2,3
2015-05-08 15:31:11,2,2,2,3
2015-05-08 15:31:12,2,2,2,3
2015-05-08 15:31:13,2,2,2,3
2015-05-08 15:31:14,2,2,2,4
2015-05-08 15:31:15,2,2,2,3
2015-05-08 15:31:16,2,2,2,3
2015-05-08 15:31:17,2,2,8,3
2015-05-08 15:31:18,2,3,7,3
2015-05-08 15:31:19,6,3,7,3
2015-05-08 15:31:20,0,3,7,3
2015-05-08 15:31:21,6,3,7,3
2015-05-08 15:31:22,6,3,7,3
2015-05-08 15:31:23,6,3,7,3
2015-05-08 15:31:24,5,3,7,3
2015-05-08 15:31:25,5,8,7,4
2015-05-08 15:31:26,7,8,4,4
2015-05-08 15:31:27,7,8,4,3
2015-05-08 15:31:28,7,6,2,3
2015-05-08 15:31:29,7,6,2,3
2015-05-08 15:31:30,7,4,5,3
2015-05-08 15:31:31,7,4,6,3
2015-05-08 15:31:32,7,4,7,3
2015-05-08 15:31:33,7,2,7,3
2015-05-08 15:31:34,7,3,7,3
2015-05-08 15:31:35,7,3,7,3
2015-05-08 15:31:36,7,3,7,3
2015-05-08 15:31:37,7,1,7,1
2015-05-08 15:31:38,7,1,7,1
2015-05-08 15:31:39,7,1,7,1
2015-05-08 15:31:40,7,1,7,1
2015-05-08 15:31:41,7,1,6,1
2015-05-08 15:31:42,2,1,6,8
2015-05-08 15:31:43,2,1,7,8
2015-05-08 15:31:44,2,3,8,8
2015-05-08 15:31:45,2,4,3,8
2015-05-08 15:31:46,2,7,3,8
2015-05-08 15:31:47,2,6,3,1
2015-05-08 15:31:48,1,6,3,1
2015-05-08 15:31:49,3,6,3,3
2015-05-08 15:31:50,1,6,4,3
2015-05-08 15:31:51,1,6,4,3
2015-05-08 15:31:52,1,6,4,3
2015-05-08 15:31:53,1,8,7,3
2015-05-08 15:31:54,3,8,7,3
2015-05-08 15:31:55,3,8,7,3
2015-05-08 15:31:56,1,4,7,3
2015-05-08 15:31:57,1,4,7,3
2015-05-08 15:31:58,1,4,7,3
2015-05-08 15:31:59,2,2,7,2
2015-05-08 15:32:00,2,0,7,2
2015-05-08 15:32:01,2,2,7,2
2015-05-08 15:32:02,2,2,7,2
2015-05-08 15:32:03,1,2,7,2
2015-05-08 15:32:04,3,2,7,2
2015-05-08 15:32:05,1,2,8,2
2015-05-08 15:32:06,1,2,2,2
2015-05-08 15:32:07,1,2,5,2
2015-05-08 15:32:08,1,2,5,2
2015-05-08 15:32:09,8,1,5,1
2015-05-08 15:32:10,8,1,4,1
2015-05-08 15:32:11,8,1,4,1
2015-05-08 15:32:12,8,1,4,1
2015-05-08 15:32:13,8,1,8,2
2015-05-08 15:32:14,8,1,7,2
2015-05-08 15:32:15,8,1,7,2
2015-05-08 15:32:16,8,1,7,1
2015-05-08 15:32:17,8,1,7,1
2015-05-08 15:32:18,8,1,7,1
2015-05-08 15:32:19,1,1,7,1
2015-05-08 15:32:20,3,1,7,1
2015-05-08 15:32:21,3,1,7,3
2015-05-08 15:32:22,2,1,7,1
2015-05-08 15:32:23,2,1,5,1
2015-05-08 15:32:24,3,1,6,1
2015-05-08 15:32:25,4,1,4,1
2015-05-08 15:32:26,4,1,4,1
2015-05-08 15:32:27,4,1,4,1
2015-05-08 15:32:28,4,1,4,3
2015-05-08 15:32:29,4,1,4,2
2015-05-08 15:32:30,2,1,4,2
2015-05-08 15:32:31,2,1,7,2
2015-05-08 15:32:32,2,1,8,1
2015-05-08 15:32:33,2,1,6,1
2015-05-08 15:32:34,2,1,4,1
2015-05-08 15:32:35,2,1,6,1
2015-05-08 15:32:36,2,8,6,1
2015-05-08 15:32:37,2,8,4,3
2015-05-08 15:32:38,7,8,7,3
2015-05-08 15:32:39,8,8,6,3
2015-05-08 15:32:40,8,8,4,3
2015-05-08 15:32:41,8,8,4,3
2015-05-08 15:32:42,8,7,4,1
2015-05-08 15:32:43,3,4,8,1
2015-05-08 15:32:44,3,4,4,1
2015-05-08 15:32:45,3,3,4,1
2015-05-08 15:32:46,3,3,4,1
2015-05-08 15:32:47,3,1,4,1
2015-05-08 15:32:48,3,1,4,3
2015-05-08 15:32:49,3,1,7,3
2015-05-08 15:32:50,3,1,7,3
2015-05-08 15:32:51,3,1,7,3
2015-05-08 15:32:52,3,1,4,3
2015-05-08 15:32:53,3,8,4,3
2015-05-08 15:32:54,3,1,2,3
2015-05-08 15:32:55,3,1,2,3
2015-05-08 15:32:56,3,1,8,4
2015-05-08 15:32:57,3,3,7,2
2015-05-08 15:32:58,2,2,7,2
2015-05-08 15:32:59,2,1,7,2
2015-05-08 15:33:00,2,1,7,2
2015-05-08 15:33:01,2,1,8,2
2015-05-08 15:33:02,2,1,4,2
2015-05-08 15:33:03,2,1,4,2
2015-05-08 15:33:04,2,3,4,2
2015-05-08 15:33:05,2,3,4,2
2015-05-08 15:33:06,2,3,4,2
2015-05-08 15:33:07,2,1,0,2
2015-05-08 15:33:08,2,1,0,2
2015-05-08 15:33:09,2,3,0,2
2015-05-08 15:33:10,2,1,2,2
2015-05-08 15:33:11,2,1,7,2
2015-05-08 15:33:12,2,1,4,2
2015-05-08 15:33:13,2,1,4,1
2015-05-08 15:33:14,2,1,4,1
2015-05-08 15:33:15,2,3,4,1
2015-05-08 15:33:16,2,1,0,1
2015-05-08 15:33:17,2,1,0,1
2015-05-08 15:33:18,2,1,0,1
2015-05-08 15:33:19,2,3,0,3
2015-05-08 15:33:20,2,4,0,3
2015-05-08 15:33:21,2,4,4,3
2015-05-08 15:33:22,2,4,7,4
2015-05-08 15:33:23,2,4,4,4
2015-05-08 15:33:24,2,4,2,4
2015-05-08 15:33:25,2,4,3,3
2015-05-08 15:33:26,8,4,3,3
2015-05-08 15:33:27,8,4,3,3
2015-05-08 15:33:28,8,4,3,3
2015-05-08 15:33:29,8,4,3,3
2015-05-08 15:33:30,6,7,3,3
2015-05-08 15:33:31,8,7,3,2
2015-05-08 15:33:32,8,7,3,8
2015-05-08 15:33:33,2,7,3,8
2015-05-08 15:33:34,2,7,3,8
2015-05-08 15:33:35,2,7,1,8
2015-05-08 15:33:36,2,7,1,4
2015-05-08 15:33:37,2,7,1,4
2015-05-08 15:33:38,2,3,1,2
2015-05-08 15:33:39,2,3,1,2
2015-05-08 15:33:40,2,3,1,2
2015-05-08 15:33:41,2,1,1,2
2015-05-08 15:33:42,2,1,1,1
2015-05-08 15:33:43,2,1,1,1
2015-05-08 15:33:44,2,1,1,1
2015-05-08 15:33:45,2,1,3,1
2015-05-08 15:33:46,2,1,3,1
2015-05-08 15:33:47,2,1,3,1
2015-05-08 15:33:48,2,1,3,1
2015-05-08 15:33:49,2,1,3,1
2015-05-08 15:33:50,2,1,3,1
2015-05-08 15:33:51,2,1,3,4
2015-05-08 15:33:52,2,1,1,2
2015-05-08 15:33:53,2,1,3,2
2015-05-08 15:33:54,2,1,1,2
2015-05-08 15:33:55,2,1,8,2
2015-05-08 15:33:56,2,1,8,2
2015-05-08 15:33:57,2,1,8,2
2015-05-08 15:33:58,2,1,8,2
2015-05-08 15:33:59,2,1,8,2
2015-05-08 15:34:00,2,1,8,2
2015-05-08 15:34:01,2,1,8,2
2015-05-08 15:34:02,2,1,8,2
2015-05-08 15:34:03,2,3,8,2
2015-05-08 15:34:04,2,4,8,2
2015-05-08 15:34:05,2,6,8,2
2015-05-08 15:34:06,2,6,8,2
2015-05-08 15:34:07,2,6,3,2
2015-05-08 15:34:08,2,6,3,2
2015-05-08 15:34:09,2,6,3,2
2015-05-08 15:34:10,2,6,3,2
2015-05-08 15:34:11,2,7,3,3
2015-05-08 15:34:12,2,7,3,2
2015-05-08 15:34:13,2,7,3,2
2015-05-08 15:34:14,2,7,3,2
2015-05-08 15:34:15,2,7,3,2
2015-05-08 15:34:16,3,7,3,2
2015-05-08 15:34:17,1,7,8,2
2015-05-08 15:34:18,1,4,8,2
2015-05-08 15:34:19,1,4,8,2
2015-05-08 15:34:20,1,3,8,2
2015-05-08 15:34:21,1,2,8,2
2015-05-08 15:34:22,1,2,8,2
2015-05-08 15:34:23,1,3,8,4
2015-05-08 15:34:24,2,3,1,4
2015-05-08 15:34:25,2,1,1,4
2015-05-08 15:34:26,2,1,8,4
2015-05-08 15:34:27,2,1,8,4
2015-05-08 15:34:28,2,1,8,4
2015-05-08 15:34:29,2,1,8,4
2015-05-08 15:34:30,1,3,8,2
2015-05-08 15:34:31,1,1,8,2
2015-05-08 15:34:32,1,1,8,2
2015-05-08 15:34:33,1,1,3,2
2015-05-08 15:34:34,1,1,3,2
2015-05-08 15:34:35,1,1,4,2
2015-05-08 15:34:36,3,1,3,2
2015-05-08 15:34:37,6,3,4,2
2015-05-08 15:34:38,6,3,4,2
2015-05-08 15:34:39,6,3,4,2
2015-05-08 15:34:40,6,3,4,2
2015-05-08 15:34:41,0,3,4,2
2015-05-08 15:34:42,2,3,4,2
2015-05-08 15:34:43,2,3,4,2
2015-05-08 15:34:44,2,3,4,2
2015-05-08 15:34:45,2,3,4,2
2015-05-08 15:34:46,2,3,3,2
2015-05-08 15:34:47,2,3,3,2
2015-05-08 15:34:48,2,3,3,2
2015-05-08 15:34:49,2,3,3,2
2015-05-08 15:34:50,2,3,3,4
2015-05-08 15:34:51,2,3,3,4
2015-05-08 15:34:52,2,3,3,4
2015-05-08 15:34:53,2,3,4,2
2015-05-08 15:34:54,2,1,8,2
2015-05-08 15:34:55,2,3,4,2
2015-05-08 15:34:56,2,3,4,2
2015-05-08 15:34:57,2,3,4,4
2015-05-08 15:34:58,2,3,4,3
2015-05-08 15:34:59,2,3,4,4
2015-05-08 15:35:00,2,4,4,3
2015-05-08 15:35:01,2,7,4,4
2015-05-08 15:35:02,2,7,4,4
2015-05-08 15:35:03,2,7,4,4
2015-05-08 15:35:04,2,7,4,4
2015-05-08 15:35:05,0,4,4,3
2015-05-08 15:35:06,2,4,4,3
2015-05-08 15:35:07,2,4,4,3
2015-05-08 15:35:08,2,6,3,3
2015-05-08 15:35:09,2,7,3,3
2015-05-08 15:35:10,2,7,3,3
2015-05-08 15:35:11,2,7,3,3
2015-05-08 15:35:12,2,7,3,3
2015-05-08 15:35:13,8,4,3,3
2015-05-08 15:35:14,8,4,3,3
2015-05-08 15:35:15,8,4,3,3
2015-05-08 15:35:16,7,2,3,3
2015-05-08 15:35:17,7,2,3,3
2015-05-08 15:35:18,7,2,3,3
2015-05-08 15:35:19,7,2,3,3
2015-05-08 15:35:20,7,2,1,3
2015-05-08 15:35:21,7,5,2,2
2015-05-08 15:35:22,2,2,2,2
2015-05-08 15:35:23,2,2,1,2
2015-05-08 15:35:24,2,2,1,3
2015-05-08 15:35:25,2,2,1,3
2015-05-08 15:35:26,2,2,1,3
2015-05-08 15:35:27,2,2,1,3
2015-05-08 15:35:28,2,7,1,3
2015-05-08 15:35:29,2,7,1,3
2015-05-08 15:35:30,2,7,1,1
2015-05-08 15:35:31,2,7,8,1
2015-05-08 15:35:32,2,7,8,1
2015-05-08 15:35:33,2,7,8,3
2015-05-08 15:35:34,2,7,8,3
2015-05-08 15:35:35,2,7,8,3
2015-05-08 15:35:36,2,4,8,2
2015-05-08 15:35:37,2,4,8,2
2015-05-08 15:35:38,2,7,8,3
2015-05-08 15:35:39,2,7,8,1
2015-05-08 15:35:40,2,4,8,1
2015-05-08 15:35:41,2,7,8,1
2015-05-08 15:35:42,2,7,8,1
2015-05-08 15:35:43,2,4,8,1
2015-05-08 15:35:44,2,4,8,1
2015-05-08 15:35:45,2,4,8,1
2015-05-08 15:35:46,2,7,8,1
2015-05-08 15:35:47,2,4,8,1
2015-05-08 15:35:48,2,4,8,1
2015-05-08 15:35:49,2,4,8,3
2015-05-08 15:35:50,2,4,8,3
2015-05-08 15:35:51,2,4,3,3
2015-05-08 15:35:52,2,4,3,3
2015-05-08 15:35:53,2,7,3,2
2015-05-08 15:35:54,2,7,4,2
2015-05-08 15:35:55,2,6,2,2
2015-05-08 15:35:56,2,6,2,2
2015-05-08 15:35:57,2,6,2,3
2015-05-08 15:35:58,2,6,2,1
2015-05-08 15:35:59,0,7,2,1
2015-05-08 15:36:00,6,7,2,1
2015-05-08 15:36:01,6,7,2,1
2015-05-08 15:36:02,6,7,2,1
2015-05-08 15:36:03,2,6,2,1
2015-05-08 15:36:04,2,6,2,1
2015-05-08 15:36:05,6,6,2,1
2015-05-08 15:36:06,6,6,8,1
2015-05-08 15:36:07,6,6,7,1
2015-05-08 15:36:08,0,7,7,1
2015-05-08 15:36:09,0,4,7,2
2015-05-08 15:36:10,0,4,7,2
2015-05-08 15:36:11,0,4,7,2
2015-05-08 15:36:12,0,4,7,2
2015-05-08 15:36:13,0,3,7,2
2015-05-08 15:36:14,6,3,7,2
2015-05-08 15:36:15,2,3,7,2
2015-05-08 15:36:16,2,8,7,2
2015-05-08 15:36:17,2,8,5,0
2015-05-08 15:36:18,2,8,7,2
2015-05-08 15:36:19,2,8,2,2
2015-05-08 15:36:20,2,8,6,2
2015-05-08 15:36:21,2,8,7,2
2015-05-08 15:36:22,2,7,7,2
2015-05-08 15:36:23,2,7,7,2
2015-05-08 15:36:24,1,5,7,2
2015-05-08 15:36:25,3,5,4,2
2015-05-08 15:36:26,3,0,7,2
2015-05-08 15:36:27,1,0,7,2
2015-05-08 15:36:28,1,0,7,2
2015-05-08 15:36:29,1,6,7,2
2015-05-08 15:36:30,1,4,7,2
2015-05-08 15:36:31,1,7,0,2
2015-05-08 15:36:32,1,7,0,2
2015-05-08 15:36:33,1,7,0,0
2015-05-08 15:36:34,1,7,0,0
2015-05-08 15:36:35,1,7,0,2
2015-05-08 15:36:36,0,7,0,0
2015-05-08 15:36:37,0,7,0,0
2015-05-08 15:36:38,0,7,0,0
2015-05-08 15:36:39,0,7,0,0
2015-05-08 15:36:40,0,6,0,0
2015-05-08 15:36:41,0,0,0,0
2015-05-08 15:36:42,0,0,0,0
2015-05-08 15:36:43,0,0,0,0
