time,jonathan,charles_ipadair
2014-03-13 16:13:09,5,1
2014-03-13 16:13:10,2,1
2014-03-13 16:13:11,2,1
2014-03-13 16:13:12,2,1
2014-03-13 16:13:13,2,1
2014-03-13 16:13:14,2,1
2014-03-13 16:13:15,2,1
2014-03-13 16:13:16,2,1
2014-03-13 16:13:17,2,1
2014-03-13 16:13:18,2,1
2014-03-13 16:13:19,2,1
2014-03-13 16:13:20,0,1
2014-03-13 16:13:21,2,1
2014-03-13 16:13:22,2,1
2014-03-13 16:13:23,2,1
2014-03-13 16:13:24,2,1
2014-03-13 16:13:25,2,2
2014-03-13 16:13:26,2,0
2014-03-13 16:13:27,2,0
2014-03-13 16:13:28,2,0
2014-03-13 16:13:29,2,0
2014-03-13 16:13:30,2,2
2014-03-13 16:13:31,2,2
2014-03-13 16:13:32,2,2
2014-03-13 16:13:33,2,1
2014-03-13 16:13:34,2,1
2014-03-13 16:13:35,2,1
2014-03-13 16:13:36,2,1
2014-03-13 16:13:37,2,1
2014-03-13 16:13:38,2,1
2014-03-13 16:13:39,2,1
2014-03-13 16:13:40,0,1
2014-03-13 16:13:41,2,1
2014-03-13 16:13:42,2,1
2014-03-13 16:13:43,8,1
2014-03-13 16:13:44,8,1
2014-03-13 16:13:45,8,1
2014-03-13 16:13:46,8,2
2014-03-13 16:13:47,4,2
2014-03-13 16:13:48,4,8
2014-03-13 16:13:49,4,7
2014-03-13 16:13:50,4,7
2014-03-13 16:13:51,4,7
2014-03-13 16:13:52,4,7
2014-03-13 16:13:53,4,7
2014-03-13 16:13:54,4,7
2014-03-13 16:13:55,4,7
2014-03-13 16:13:56,4,7
2014-03-13 16:13:57,4,7
2014-03-13 16:13:58,3,7
2014-03-13 16:13:59,3,7
2014-03-13 16:14:00,3,7
2014-03-13 16:14:01,3,7
2014-03-13 16:14:02,3,6
2014-03-13 16:14:03,3,0
2014-03-13 16:14:04,3,0
2014-03-13 16:14:05,3,0
2014-03-13 16:14:06,3,0
2014-03-13 16:14:07,3,0
2014-03-13 16:14:08,3,0
2014-03-13 16:14:09,7,0
2014-03-13 16:14:10,7,0
2014-03-13 16:14:11,7,0
2014-03-13 16:14:12,7,0
2014-03-13 16:14:13,7,2
2014-03-13 16:14:14,7,3
2014-03-13 16:14:15,7,3
2014-03-13 16:14:16,7,3
2014-03-13 16:14:17,6,3
2014-03-13 16:14:18,4,3
2014-03-13 16:14:19,4,3
2014-03-13 16:14:20,4,3
2014-03-13 16:14:21,2,3
2014-03-13 16:14:22,2,3
2014-03-13 16:14:23,6,3
2014-03-13 16:14:24,6,3
2014-03-13 16:14:25,6,3
2014-03-13 16:14:26,6,3
2014-03-13 16:14:27,6,3
2014-03-13 16:14:28,3,3
2014-03-13 16:14:29,7,3
2014-03-13 16:14:30,7,3
2014-03-13 16:14:31,7,3
2014-03-13 16:14:32,4,3
2014-03-13 16:14:33,7,3
2014-03-13 16:14:34,7,4
2014-03-13 16:14:35,4,3
2014-03-13 16:14:36,4,4
2014-03-13 16:14:37,7,3
2014-03-13 16:14:38,4,4
2014-03-13 16:14:39,7,3
2014-03-13 16:14:40,7,4
2014-03-13 16:14:41,7,4
2014-03-13 16:14:42,7,4
2014-03-13 16:14:43,7,4
2014-03-13 16:14:44,7,4
2014-03-13 16:14:45,4,4
2014-03-13 16:14:46,4,3
2014-03-13 16:14:47,4,2
2014-03-13 16:14:48,8,2
2014-03-13 16:14:49,8,2
2014-03-13 16:14:50,8,2
2014-03-13 16:14:51,7,2
2014-03-13 16:14:52,8,2
2014-03-13 16:14:53,8,2
2014-03-13 16:14:54,7,2
2014-03-13 16:14:55,4,2
2014-03-13 16:14:56,7,2
2014-03-13 16:14:57,4,2
2014-03-13 16:14:58,4,2
2014-03-13 16:14:59,8,2
2014-03-13 16:15:00,2,2
2014-03-13 16:15:01,3,2
2014-03-13 16:15:02,3,2
2014-03-13 16:15:03,3,2
2014-03-13 16:15:04,3,2
2014-03-13 16:15:05,4,2
2014-03-13 16:15:06,3,2
2014-03-13 16:15:07,4,2
2014-03-13 16:15:08,3,2
2014-03-13 16:15:09,4,2
2014-03-13 16:15:10,4,2
2014-03-13 16:15:11,4,2
2014-03-13 16:15:12,4,2
2014-03-13 16:15:13,3,2
2014-03-13 16:15:14,3,2
2014-03-13 16:15:15,4,2
2014-03-13 16:15:16,2,2
2014-03-13 16:15:17,3,2
2014-03-13 16:15:18,7,2
2014-03-13 16:15:19,7,2
2014-03-13 16:15:20,7,2
2014-03-13 16:15:21,7,2
