time,charles_ipadair,jonathan_iPad2,yvonne,jonathan,christina,iPad2-64-white,charles
2014-03-17 18:11:32,8,8,8,8,6,6,8
2014-03-17 18:11:33,8,8,7,7,6,6,7
2014-03-17 18:11:34,8,8,8,8,8,8,8
2014-03-17 18:11:35,7,8,7,7,6,8,7
2014-03-17 18:11:36,8,8,8,7,8,8,6
2014-03-17 18:11:37,6,8,7,7,6,6,7
2014-03-17 18:11:38,6,8,7,7,6,6,7
2014-03-17 18:11:39,6,8,7,6,6,6,7
2014-03-17 18:11:40,6,8,7,6,6,6,7
2014-03-17 18:11:41,6,8,7,6,6,6,7
2014-03-17 18:11:42,6,7,7,6,6,6,7
2014-03-17 18:11:43,6,8,7,6,6,6,7
2014-03-17 18:11:44,6,8,7,6,6,6,7
2014-03-17 18:11:45,6,8,8,8,6,4,7
2014-03-17 18:11:46,6,8,7,6,4,4,7
2014-03-17 18:11:47,6,8,8,8,4,4,8
2014-03-17 18:11:48,6,7,6,7,4,4,7
2014-03-17 18:11:49,6,8,8,8,2,2,7
2014-03-17 18:11:50,6,8,8,7,2,2,7
2014-03-17 18:11:51,6,8,8,7,2,2,7
2014-03-17 18:11:52,6,8,8,7,2,2,7
2014-03-17 18:11:53,8,8,8,8,2,2,8
2014-03-17 18:11:54,6,8,6,7,2,2,7
2014-03-17 18:11:55,6,8,8,8,2,2,7
2014-03-17 18:11:56,6,8,6,7,2,2,7
2014-03-17 18:11:57,6,8,6,8,2,2,7
2014-03-17 18:11:58,6,8,6,7,2,2,7
2014-03-17 18:11:59,6,8,6,8,2,2,7
2014-03-17 18:12:00,6,8,6,7,2,2,7
2014-03-17 18:12:01,6,8,6,7,2,2,7
2014-03-17 18:12:02,6,8,6,7,2,2,7
2014-03-17 18:12:03,6,8,6,7,2,2,8
2014-03-17 18:12:04,6,8,6,7,2,2,7
2014-03-17 18:12:05,6,8,6,7,2,2,7
2014-03-17 18:12:06,6,8,6,7,2,2,7
2014-03-17 18:12:07,6,8,6,8,2,2,7
2014-03-17 18:12:08,6,8,6,7,2,2,7
2014-03-17 18:12:09,6,8,6,7,2,2,7
2014-03-17 18:12:10,6,8,6,7,2,2,7
2014-03-17 18:12:11,6,7,6,7,2,2,7
2014-03-17 18:12:12,6,8,6,7,2,2,7
2014-03-17 18:12:13,6,8,6,7,2,2,7
2014-03-17 18:12:14,6,8,8,7,2,2,8
2014-03-17 18:12:15,6,8,6,7,2,2,7
2014-03-17 18:12:16,6,8,8,7,2,2,8
2014-03-17 18:12:17,6,8,6,7,2,2,7
2014-03-17 18:12:18,6,8,8,8,2,2,7
2014-03-17 18:12:19,6,8,6,7,2,2,7
2014-03-17 18:12:20,6,8,6,7,2,2,7
2014-03-17 18:12:21,6,8,6,7,2,2,7
2014-03-17 18:12:22,6,7,6,7,2,2,7
2014-03-17 18:12:23,6,8,6,7,2,2,7
2014-03-17 18:12:24,6,8,6,7,2,2,7
2014-03-17 18:12:25,6,8,6,7,2,2,7
2014-03-17 18:12:26,6,8,6,7,2,2,7
2014-03-17 18:12:27,6,8,7,7,2,2,8
2014-03-17 18:12:28,7,8,4,7,2,2,7
2014-03-17 18:12:29,4,8,4,8,2,2,7
2014-03-17 18:12:30,4,8,4,8,2,2,7
2014-03-17 18:12:31,3,8,2,8,2,2,7
2014-03-17 18:12:32,2,8,2,2,2,2,7
2014-03-17 18:12:33,2,8,2,2,2,2,7
2014-03-17 18:12:34,2,8,2,2,2,2,7
2014-03-17 18:12:35,2,8,2,2,2,2,7
2014-03-17 18:12:36,2,8,2,2,2,2,7
2014-03-17 18:12:37,2,8,2,2,2,2,7
2014-03-17 18:12:38,2,8,2,2,2,2,7
2014-03-17 18:12:39,2,8,2,2,2,2,7
2014-03-17 18:12:40,2,8,2,2,2,2,7
2014-03-17 18:12:41,2,8,2,2,2,2,7
2014-03-17 18:12:42,2,8,2,2,2,2,7
2014-03-17 18:12:43,8,8,2,2,2,2,7
2014-03-17 18:12:44,8,8,2,2,2,2,7
2014-03-17 18:12:45,2,8,2,2,2,2,7
2014-03-17 18:12:46,2,8,2,2,2,2,7
2014-03-17 18:12:47,2,8,2,2,2,2,7
2014-03-17 18:12:48,2,8,2,2,2,2,7
2014-03-17 18:12:49,2,8,2,2,2,2,7
2014-03-17 18:12:50,2,8,2,2,2,2,7
2014-03-17 18:12:51,2,8,2,2,2,2,7
2014-03-17 18:12:52,2,8,2,2,2,2,7
2014-03-17 18:12:53,2,8,2,2,2,2,7
2014-03-17 18:12:54,2,8,2,2,2,2,7
2014-03-17 18:12:55,2,8,2,2,2,2,7
2014-03-17 18:12:56,2,8,2,2,2,2,7
2014-03-17 18:12:57,2,8,2,2,2,2,7
2014-03-17 18:12:58,2,8,2,2,2,2,7
2014-03-17 18:12:59,2,8,2,2,2,2,7
2014-03-17 18:13:00,2,8,2,2,2,2,7
2014-03-17 18:13:01,2,8,2,2,2,2,7
2014-03-17 18:13:02,2,8,2,2,2,2,7
2014-03-17 18:13:03,2,8,2,2,2,2,7
2014-03-17 18:13:04,2,8,2,2,2,2,7
2014-03-17 18:13:05,2,8,2,2,2,2,7
2014-03-17 18:13:06,2,8,2,2,2,2,7
2014-03-17 18:13:07,2,8,2,2,2,2,7
2014-03-17 18:13:08,2,8,2,2,2,2,7
2014-03-17 18:13:09,2,7,2,2,2,2,4
2014-03-17 18:13:10,2,4,2,2,2,2,4
2014-03-17 18:13:11,2,4,2,2,2,2,4
2014-03-17 18:13:12,2,4,2,2,2,2,4
2014-03-17 18:13:13,2,2,2,2,2,2,2
2014-03-17 18:13:14,2,2,2,2,2,2,2
2014-03-17 18:13:15,2,2,2,2,2,2,8
2014-03-17 18:13:16,2,2,2,2,2,2,8
2014-03-17 18:13:17,2,2,2,2,2,2,8
2014-03-17 18:13:18,2,2,2,2,2,2,8
2014-03-17 18:13:19,2,2,2,2,2,2,8
2014-03-17 18:13:20,2,2,2,2,2,2,2
2014-03-17 18:13:21,2,2,2,2,2,2,2
2014-03-17 18:13:22,2,2,2,2,2,2,2
2014-03-17 18:13:23,2,2,2,2,2,2,2
2014-03-17 18:13:24,2,2,2,2,2,2,8
2014-03-17 18:13:25,2,2,2,2,2,2,8
2014-03-17 18:13:26,2,2,2,2,2,2,8
2014-03-17 18:13:27,2,2,2,2,2,2,2
2014-03-17 18:13:28,2,2,2,2,2,2,2
2014-03-17 18:13:29,2,2,2,2,2,2,2
2014-03-17 18:13:30,2,2,2,2,2,2,2
2014-03-17 18:13:31,2,2,2,2,2,2,4
2014-03-17 18:13:32,2,2,2,2,2,2,4
2014-03-17 18:13:33,2,2,2,2,2,2,8
2014-03-17 18:13:34,2,2,2,2,2,2,8
2014-03-17 18:13:35,2,2,2,2,2,2,8
2014-03-17 18:13:36,2,2,2,2,2,2,8
2014-03-17 18:13:37,2,2,2,2,2,2,4
2014-03-17 18:13:38,2,2,2,2,2,2,4
2014-03-17 18:13:39,2,2,2,2,2,2,4
2014-03-17 18:13:40,2,2,2,2,2,2,4
2014-03-17 18:13:41,2,2,2,2,2,2,4
2014-03-17 18:13:42,2,2,2,2,2,2,2
2014-03-17 18:13:43,2,2,2,2,2,2,2
2014-03-17 18:13:44,2,2,2,2,2,2,2
2014-03-17 18:13:45,2,2,2,2,2,2,4
2014-03-17 18:13:46,2,2,2,2,2,2,3
2014-03-17 18:13:47,2,2,2,2,2,2,4
2014-03-17 18:13:48,2,2,2,2,2,2,2
2014-03-17 18:13:49,2,2,2,2,2,2,4
2014-03-17 18:13:50,4,2,4,4,0,3,4
2014-03-17 18:13:51,4,4,4,4,4,4,4
2014-03-17 18:13:52,4,4,4,4,4,4,4
2014-03-17 18:13:53,4,4,7,4,4,4,7
2014-03-17 18:13:54,7,7,7,6,6,6,7
2014-03-17 18:13:55,7,7,7,6,6,6,7
2014-03-17 18:13:56,8,8,7,6,7,8,7
2014-03-17 18:13:57,8,8,7,8,7,8,8
2014-03-17 18:13:58,7,7,7,7,7,7,7
2014-03-17 18:13:59,7,7,7,8,7,8,8
2014-03-17 18:14:00,7,8,7,8,8,8,8
2014-03-17 18:14:01,7,7,7,7,7,6,7
2014-03-17 18:14:02,7,7,7,8,8,8,8
2014-03-17 18:14:03,7,7,7,7,7,8,8
2014-03-17 18:14:04,6,7,6,7,7,7,7
2014-03-17 18:14:05,8,7,6,8,8,8,8
2014-03-17 18:14:06,8,8,6,8,8,8,8
2014-03-17 18:14:07,4,7,6,7,7,6,7
2014-03-17 18:14:08,8,7,6,8,8,8,8
2014-03-17 18:14:09,8,8,6,8,8,8,8
2014-03-17 18:14:10,6,7,6,7,7,7,7
2014-03-17 18:14:11,8,8,6,8,8,8,8
2014-03-17 18:14:12,8,8,6,7,8,8,8
2014-03-17 18:14:13,7,8,6,7,7,8,7
2014-03-17 18:14:14,8,8,6,8,8,8,8
2014-03-17 18:14:15,7,7,6,7,7,6,7
2014-03-17 18:14:16,7,8,6,6,7,8,7
2014-03-17 18:14:17,8,8,6,8,8,8,8
2014-03-17 18:14:18,6,7,6,7,7,7,7
2014-03-17 18:14:19,6,7,6,7,7,8,7
2014-03-17 18:14:20,8,8,8,8,8,8,8
2014-03-17 18:14:21,7,6,6,7,7,7,7
2014-03-17 18:14:22,6,7,6,7,7,8,7
2014-03-17 18:14:23,8,7,8,8,8,8,8
2014-03-17 18:14:24,6,7,6,7,7,7,7
2014-03-17 18:14:25,6,7,4,7,7,7,7
2014-03-17 18:14:26,8,7,6,8,8,8,8
2014-03-17 18:14:27,6,7,4,6,7,6,7
2014-03-17 18:14:28,6,7,4,6,7,6,7
2014-03-17 18:14:29,8,7,6,8,8,8,8
2014-03-17 18:14:30,8,7,6,8,7,8,8
2014-03-17 18:14:31,6,7,6,7,7,7,7
2014-03-17 18:14:32,8,7,6,8,8,8,8
2014-03-17 18:14:33,8,7,6,8,8,8,8
2014-03-17 18:14:34,6,7,6,7,7,7,7
2014-03-17 18:14:35,8,8,6,8,8,8,8
2014-03-17 18:14:36,8,8,6,8,8,8,8
2014-03-17 18:14:37,6,7,6,7,7,6,7
2014-03-17 18:14:38,8,8,7,8,7,8,8
2014-03-17 18:14:39,8,8,7,8,7,8,8
2014-03-17 18:14:40,6,7,6,7,7,6,7
2014-03-17 18:14:41,6,8,6,8,7,6,7
2014-03-17 18:14:42,6,7,6,8,7,7,7
2014-03-17 18:14:43,6,7,6,7,7,7,7
2014-03-17 18:14:44,6,4,6,8,5,4,4
2014-03-17 18:14:45,6,4,6,8,5,8,4
2014-03-17 18:14:46,4,4,6,7,2,2,4
2014-03-17 18:14:47,4,4,6,7,2,2,4
2014-03-17 18:14:48,4,4,6,7,2,2,4
2014-03-17 18:14:49,4,4,6,7,2,2,4
2014-03-17 18:14:50,4,4,6,7,2,2,4
2014-03-17 18:14:51,4,4,6,4,2,2,4
2014-03-17 18:14:52,6,4,6,7,2,2,4
2014-03-17 18:14:53,6,4,6,4,2,2,4
2014-03-17 18:14:54,6,4,6,4,2,2,4
2014-03-17 18:14:55,6,4,6,4,2,2,4
2014-03-17 18:14:56,7,4,6,4,2,2,4
2014-03-17 18:14:57,7,4,6,4,2,2,4
2014-03-17 18:14:58,6,4,6,4,2,2,3
2014-03-17 18:14:59,6,4,6,4,2,2,4
2014-03-17 18:15:00,6,4,6,4,2,2,4
2014-03-17 18:15:01,6,4,6,4,2,2,4
2014-03-17 18:15:02,7,4,6,4,2,2,4
2014-03-17 18:15:03,7,4,6,4,2,2,4
2014-03-17 18:15:04,4,4,6,4,2,2,4
2014-03-17 18:15:05,6,4,6,4,2,2,4
2014-03-17 18:15:06,6,4,6,8,2,2,4
2014-03-17 18:15:07,6,4,6,4,2,2,4
2014-03-17 18:15:08,6,4,4,8,2,2,4
2014-03-17 18:15:09,6,4,6,8,2,2,8
2014-03-17 18:15:10,7,4,7,8,2,2,4
2014-03-17 18:15:11,4,4,7,8,2,2,4
2014-03-17 18:15:12,4,4,4,8,2,2,4
2014-03-17 18:15:13,4,4,4,8,2,2,4
2014-03-17 18:15:14,7,4,4,8,2,2,4
2014-03-17 18:15:15,4,4,4,8,2,2,4
2014-03-17 18:15:16,7,4,4,7,2,2,4
2014-03-17 18:15:17,4,4,4,8,2,2,4
2014-03-17 18:15:18,7,4,7,8,2,2,4
2014-03-17 18:15:19,4,4,4,8,2,2,4
2014-03-17 18:15:20,7,4,6,8,2,2,8
2014-03-17 18:15:21,4,4,6,8,2,2,4
2014-03-17 18:15:22,4,4,6,8,2,2,4
2014-03-17 18:15:23,4,4,6,8,2,2,4
2014-03-17 18:15:24,4,4,6,8,2,2,4
2014-03-17 18:15:25,7,4,6,8,2,2,4
2014-03-17 18:15:26,7,4,6,8,2,2,4
2014-03-17 18:15:27,7,4,4,7,2,2,4
2014-03-17 18:15:28,4,4,4,8,2,2,4
