time,christina,yvonne,jonathan
2014-07-19 17:03:06,0,0,0
2014-07-19 17:03:07,2,0,0
2014-07-19 17:03:08,2,0,0
2014-07-19 17:03:09,2,0,0
2014-07-19 17:03:10,2,2,0
2014-07-19 17:03:11,2,5,0
2014-07-19 17:03:12,2,5,0
2014-07-19 17:03:13,2,5,0
2014-07-19 17:03:14,2,5,0
2014-07-19 17:03:15,2,5,0
2014-07-19 17:03:16,2,5,0
2014-07-19 17:03:17,0,5,0
2014-07-19 17:03:18,0,5,0
2014-07-19 17:03:19,0,2,0
2014-07-19 17:03:20,0,0,0
2014-07-19 17:03:21,0,0,0
2014-07-19 17:03:22,2,0,0
2014-07-19 17:03:23,2,0,0
2014-07-19 17:03:24,2,0,2
2014-07-19 17:03:25,2,0,2
2014-07-19 17:03:26,2,0,2
2014-07-19 17:03:27,2,0,2
2014-07-19 17:03:28,2,0,2
2014-07-19 17:03:29,2,0,0
2014-07-19 17:03:30,2,0,0
2014-07-19 17:03:31,2,0,0
2014-07-19 17:03:32,2,0,0
2014-07-19 17:03:33,2,0,2
2014-07-19 17:03:34,2,0,2
2014-07-19 17:03:35,2,0,2
2014-07-19 17:03:36,2,0,2
2014-07-19 17:03:37,2,0,2
2014-07-19 17:03:38,2,0,0
2014-07-19 17:03:39,2,0,0
2014-07-19 17:03:40,2,0,0
2014-07-19 17:03:41,2,0,0
2014-07-19 17:03:42,2,0,0
2014-07-19 17:03:43,2,0,2
2014-07-19 17:03:44,2,0,2
2014-07-19 17:03:45,2,0,2
2014-07-19 17:03:46,2,0,2
2014-07-19 17:03:47,2,0,2
2014-07-19 17:03:48,2,0,0
2014-07-19 17:03:49,2,0,0
2014-07-19 17:03:50,2,0,2
2014-07-19 17:03:51,2,0,2
2014-07-19 17:03:52,2,0,2
2014-07-19 17:03:53,2,0,2
2014-07-19 17:03:54,2,0,2
2014-07-19 17:03:55,2,0,0
2014-07-19 17:03:56,2,0,2
2014-07-19 17:03:57,2,0,2
2014-07-19 17:03:58,2,0,2
2014-07-19 17:03:59,2,0,2
2014-07-19 17:04:00,2,0,2
2014-07-19 17:04:01,2,0,2
2014-07-19 17:04:02,2,0,2
2014-07-19 17:04:03,2,0,6
2014-07-19 17:04:04,2,0,2
2014-07-19 17:04:05,2,0,2
2014-07-19 17:04:06,2,0,2
2014-07-19 17:04:07,2,0,2
2014-07-19 17:04:08,2,0,2
2014-07-19 17:04:09,2,0,2
2014-07-19 17:04:10,2,0,2
2014-07-19 17:04:11,2,0,2
2014-07-19 17:04:12,2,0,2
2014-07-19 17:04:13,2,0,2
2014-07-19 17:04:14,2,2,2
2014-07-19 17:04:15,2,2,0
2014-07-19 17:04:16,2,2,0
2014-07-19 17:04:17,2,2,2
2014-07-19 17:04:18,2,2,2
2014-07-19 17:04:19,2,1,2
2014-07-19 17:04:20,2,0,2
2014-07-19 17:04:21,2,0,2
2014-07-19 17:04:22,2,0,2
2014-07-19 17:04:23,2,0,2
2014-07-19 17:04:24,2,0,2
2014-07-19 17:04:25,2,2,2
2014-07-19 17:04:26,2,2,2
2014-07-19 17:04:27,2,2,2
2014-07-19 17:04:28,2,2,2
2014-07-19 17:04:29,2,2,2
2014-07-19 17:04:30,2,2,2
2014-07-19 17:04:31,0,2,2
2014-07-19 17:04:32,0,2,2
2014-07-19 17:04:33,2,2,2
2014-07-19 17:04:34,2,2,2
2014-07-19 17:04:35,2,2,2
2014-07-19 17:04:36,2,2,2
2014-07-19 17:04:37,2,2,2
2014-07-19 17:04:38,2,2,1
2014-07-19 17:04:39,2,2,1
2014-07-19 17:04:40,2,2,2
2014-07-19 17:04:41,2,0,2
2014-07-19 17:04:42,2,0,2
2014-07-19 17:04:43,2,0,2
2014-07-19 17:04:44,2,0,2
2014-07-19 17:04:45,2,0,0
2014-07-19 17:04:46,2,0,0
2014-07-19 17:04:47,2,0,2
2014-07-19 17:04:48,2,0,2
2014-07-19 17:04:49,2,0,2
2014-07-19 17:04:50,2,0,2
2014-07-19 17:04:51,2,0,2
2014-07-19 17:04:52,2,0,2
2014-07-19 17:04:53,2,0,2
2014-07-19 17:04:54,2,0,2
2014-07-19 17:04:55,2,0,1
2014-07-19 17:04:56,2,0,1
2014-07-19 17:04:57,2,0,2
2014-07-19 17:04:58,2,0,2
2014-07-19 17:04:59,2,0,2
