time,christina,yvonne,jonathan
2014-07-19 17:05:00,2,0,0
2014-07-19 17:05:01,2,0,0
2014-07-19 17:05:02,2,0,0
2014-07-19 17:05:03,2,0,0
2014-07-19 17:05:04,2,0,0
2014-07-19 17:05:05,2,0,0
2014-07-19 17:05:06,2,0,0
2014-07-19 17:05:07,2,0,0
2014-07-19 17:05:08,2,0,0
2014-07-19 17:05:09,0,0,0
2014-07-19 17:05:10,0,0,2
2014-07-19 17:05:11,0,0,2
2014-07-19 17:05:12,2,2,2
2014-07-19 17:05:13,2,2,4
2014-07-19 17:05:14,2,2,4
2014-07-19 17:05:15,2,2,4
2014-07-19 17:05:16,2,2,4
2014-07-19 17:05:17,2,1,4
2014-07-19 17:05:18,2,2,4
2014-07-19 17:05:19,2,2,4
2014-07-19 17:05:20,8,2,4
2014-07-19 17:05:21,4,2,4
2014-07-19 17:05:22,4,2,4
2014-07-19 17:05:23,7,5,4
2014-07-19 17:05:24,7,5,4
2014-07-19 17:05:25,7,7,0
2014-07-19 17:05:26,7,7,2
2014-07-19 17:05:27,7,7,2
2014-07-19 17:05:28,7,7,2
2014-07-19 17:05:29,7,7,2
2014-07-19 17:05:30,7,7,2
2014-07-19 17:05:31,6,7,2
2014-07-19 17:05:32,6,7,2
2014-07-19 17:05:33,6,7,2
2014-07-19 17:05:34,7,7,2
2014-07-19 17:05:35,7,4,2
2014-07-19 17:05:36,7,6,2
2014-07-19 17:05:37,7,2,2
2014-07-19 17:05:38,4,2,2
2014-07-19 17:05:39,4,2,2
2014-07-19 17:05:40,4,2,2
2014-07-19 17:05:41,4,2,2
2014-07-19 17:05:42,2,2,2
2014-07-19 17:05:43,2,2,2
2014-07-19 17:05:44,2,2,2
2014-07-19 17:05:45,2,2,0
2014-07-19 17:05:46,2,2,2
2014-07-19 17:05:47,2,2,2
2014-07-19 17:05:48,1,1,2
2014-07-19 17:05:49,3,1,3
2014-07-19 17:05:50,3,1,3
2014-07-19 17:05:51,3,1,1
2014-07-19 17:05:52,3,1,3
2014-07-19 17:05:53,2,1,3
2014-07-19 17:05:54,2,1,2
2014-07-19 17:05:55,2,1,2
2014-07-19 17:05:56,2,1,2
2014-07-19 17:05:57,2,1,2
2014-07-19 17:05:58,2,1,2
2014-07-19 17:05:59,2,1,2
2014-07-19 17:06:00,2,1,2
2014-07-19 17:06:01,2,1,2
2014-07-19 17:06:02,2,1,2
2014-07-19 17:06:03,2,1,2
2014-07-19 17:06:04,2,1,2
2014-07-19 17:06:05,2,1,2
2014-07-19 17:06:06,2,1,2
2014-07-19 17:06:07,2,1,2
2014-07-19 17:06:08,2,1,2
2014-07-19 17:06:09,2,1,2
2014-07-19 17:06:10,2,1,2
2014-07-19 17:06:11,2,1,2
2014-07-19 17:06:12,2,1,2
2014-07-19 17:06:13,2,1,2
2014-07-19 17:06:14,2,1,2
2014-07-19 17:06:15,2,1,2
2014-07-19 17:06:16,2,1,2
2014-07-19 17:06:17,2,1,2
2014-07-19 17:06:18,2,1,2
2014-07-19 17:06:19,2,1,2
2014-07-19 17:06:20,2,1,2
2014-07-19 17:06:21,2,1,2
2014-07-19 17:06:22,2,1,2
2014-07-19 17:06:23,2,1,2
2014-07-19 17:06:24,2,1,2
2014-07-19 17:06:25,2,1,2
2014-07-19 17:06:26,2,1,2
2014-07-19 17:06:27,2,1,4
2014-07-19 17:06:28,2,1,8
2014-07-19 17:06:29,2,1,3
2014-07-19 17:06:30,2,1,3
2014-07-19 17:06:31,2,1,4
2014-07-19 17:06:32,2,1,4
2014-07-19 17:06:33,2,1,2
2014-07-19 17:06:34,2,1,0
2014-07-19 17:06:35,2,1,0
2014-07-19 17:06:36,2,1,0
2014-07-19 17:06:37,2,1,0
2014-07-19 17:06:38,2,1,0
2014-07-19 17:06:39,2,1,0
2014-07-19 17:06:40,2,1,2
2014-07-19 17:06:41,2,1,2
2014-07-19 17:06:42,2,1,2
2014-07-19 17:06:43,0,1,3
2014-07-19 17:06:44,0,1,8
2014-07-19 17:06:45,0,1,3
2014-07-19 17:06:46,0,1,8
2014-07-19 17:06:47,0,1,8
2014-07-19 17:06:48,0,1,3
2014-07-19 17:06:49,0,1,2
2014-07-19 17:06:50,0,1,2
2014-07-19 17:06:51,0,1,4
2014-07-19 17:06:52,0,1,3
2014-07-19 17:06:53,0,1,3
2014-07-19 17:06:54,0,1,2
2014-07-19 17:06:55,0,1,3
2014-07-19 17:06:56,0,1,3
2014-07-19 17:06:57,0,1,3
2014-07-19 17:06:58,4,3,3
2014-07-19 17:06:59,4,8,3
2014-07-19 17:07:00,4,0,3
2014-07-19 17:07:01,6,0,3
2014-07-19 17:07:02,6,0,2
2014-07-19 17:07:03,6,0,2
2014-07-19 17:07:04,6,0,2
2014-07-19 17:07:05,6,0,3
2014-07-19 17:07:06,6,0,2
2014-07-19 17:07:07,6,0,3
2014-07-19 17:07:08,6,0,2
2014-07-19 17:07:09,6,0,3
2014-07-19 17:07:10,6,0,3
2014-07-19 17:07:11,6,0,3
2014-07-19 17:07:12,6,0,1
2014-07-19 17:07:13,6,0,2
2014-07-19 17:07:14,6,0,2
2014-07-19 17:07:15,6,0,2
2014-07-19 17:07:16,6,0,2
2014-07-19 17:07:17,6,0,2
2014-07-19 17:07:18,6,0,2
2014-07-19 17:07:19,7,0,2
2014-07-19 17:07:20,4,0,3
2014-07-19 17:07:21,4,0,2
2014-07-19 17:07:22,4,0,2
2014-07-19 17:07:23,4,0,2
2014-07-19 17:07:24,0,0,0
2014-07-19 17:07:25,4,0,0
2014-07-19 17:07:26,4,0,0
2014-07-19 17:07:27,7,0,0
2014-07-19 17:07:28,7,0,0
2014-07-19 17:07:29,7,0,0
2014-07-19 17:07:30,7,0,0
2014-07-19 17:07:31,7,0,0
2014-07-19 17:07:32,4,0,0
2014-07-19 17:07:33,4,0,8
2014-07-19 17:07:34,4,0,8
2014-07-19 17:07:35,6,0,8
2014-07-19 17:07:36,4,0,8
2014-07-19 17:07:37,4,0,8
2014-07-19 17:07:38,4,0,3
2014-07-19 17:07:39,4,0,4
2014-07-19 17:07:40,4,0,4
2014-07-19 17:07:41,4,0,4
2014-07-19 17:07:42,4,0,4
2014-07-19 17:07:43,4,2,4
2014-07-19 17:07:44,4,2,4
2014-07-19 17:07:45,4,4,4
2014-07-19 17:07:46,4,4,4
2014-07-19 17:07:47,4,4,3
2014-07-19 17:07:48,4,8,3
2014-07-19 17:07:49,4,8,3
2014-07-19 17:07:50,4,4,8
2014-07-19 17:07:51,4,4,3
2014-07-19 17:07:52,4,4,3
2014-07-19 17:07:53,4,4,3
2014-07-19 17:07:54,4,4,3
2014-07-19 17:07:55,4,4,3
2014-07-19 17:07:56,4,4,8
2014-07-19 17:07:57,4,3,7
2014-07-19 17:07:58,4,0,8
2014-07-19 17:07:59,4,0,8
2014-07-19 17:08:00,4,0,8
2014-07-19 17:08:01,7,0,8
2014-07-19 17:08:02,4,0,3
2014-07-19 17:08:03,7,0,3
2014-07-19 17:08:04,7,0,4
2014-07-19 17:08:05,7,0,8
2014-07-19 17:08:06,4,0,3
2014-07-19 17:08:07,4,0,8
2014-07-19 17:08:08,4,0,8
2014-07-19 17:08:09,4,0,3
2014-07-19 17:08:10,4,0,3
2014-07-19 17:08:11,0,0,0
2014-07-19 17:08:12,0,0,0
