time,24C41EC3-7ECC-40DA-B942-7ABE23017E74,9A5116EA-2793-4C75-AC93-524C9EF550FD,1A56F5DD-C5B6-4E56-8690-E5A12BAA7E78,BD49B35A-8999-4987-9759-8D3F28D1292B
2015-04-29 18:05:26,7,4,7,7
2015-04-29 18:05:27,7,4,7,7
2015-04-29 18:05:28,7,4,7,7
2015-04-29 18:05:29,7,4,7,7
2015-04-29 18:05:30,7,4,7,7
2015-04-29 18:05:31,7,4,7,7
2015-04-29 18:05:32,6,3,7,6
2015-04-29 18:05:33,5,3,6,6
2015-04-29 18:05:34,5,3,7,6
2015-04-29 18:05:35,4,3,4,6
2015-04-29 18:05:36,4,1,0,6
2015-04-29 18:05:37,8,1,0,6
2015-04-29 18:05:38,4,1,0,4
2015-04-29 18:05:39,4,3,0,4
2015-04-29 18:05:40,6,3,0,4
2015-04-29 18:05:41,4,3,0,6
2015-04-29 18:05:42,2,3,0,8
2015-04-29 18:05:43,2,3,0,8
2015-04-29 18:05:44,2,3,0,8
2015-04-29 18:05:45,4,3,0,8
2015-04-29 18:05:46,4,3,0,0
2015-04-29 18:05:47,4,2,0,0
2015-04-29 18:05:48,4,2,0,0
2015-04-29 18:05:49,4,2,0,0
2015-04-29 18:05:50,2,2,0,0
2015-04-29 18:05:51,0,2,0,0
2015-04-29 18:05:52,0,2,0,0
2015-04-29 18:05:53,0,3,0,0
2015-04-29 18:05:54,0,4,0,0
2015-04-29 18:05:55,0,4,0,0
2015-04-29 18:05:56,0,0,0,0
2015-04-29 18:05:57,0,0,0,0
2015-04-29 18:05:58,0,0,0,0
