time,jonathan,yvonne,charles,christina
2014-04-28 18:50:47,0,0,0,2
2014-04-28 18:50:48,0,0,0,2
2014-04-28 18:50:49,0,0,0,0
2014-04-28 18:50:50,0,0,0,0
2014-04-28 18:50:51,0,0,0,0
2014-04-28 18:50:52,0,0,0,0
2014-04-28 18:50:53,0,0,0,0
2014-04-28 18:50:54,0,0,0,0
2014-04-28 18:50:55,0,0,0,0
2014-04-28 18:50:56,0,0,0,0
2014-04-28 18:50:57,0,0,0,0
2014-04-28 18:50:58,0,0,0,0
2014-04-28 18:50:59,0,0,0,0
2014-04-28 18:51:00,0,0,0,0
2014-04-28 18:51:01,0,0,0,0
2014-04-28 18:51:02,0,0,0,0
2014-04-28 18:51:03,0,0,0,0
2014-04-28 18:51:04,0,0,0,0
2014-04-28 18:51:05,0,0,0,0
2014-04-28 18:51:06,0,0,0,0
2014-04-28 18:51:07,0,0,0,0
2014-04-28 18:51:08,0,0,0,0
2014-04-28 18:51:09,0,0,0,0
2014-04-28 18:51:10,0,0,0,0
2014-04-28 18:51:11,0,0,0,0
2014-04-28 18:51:12,0,0,0,0
2014-04-28 18:51:13,0,0,0,0
2014-04-28 18:51:14,0,0,0,0
2014-04-28 18:51:15,0,0,0,0
2014-04-28 18:51:16,2,0,0,0
2014-04-28 18:51:17,2,0,0,0
2014-04-28 18:51:18,2,0,0,0
2014-04-28 18:51:19,7,0,0,0
2014-04-28 18:51:20,7,0,0,0
2014-04-28 18:51:21,8,0,0,0
2014-04-28 18:51:22,8,0,0,0
2014-04-28 18:51:23,8,0,0,0
2014-04-28 18:51:24,8,0,0,0
2014-04-28 18:51:25,7,0,0,0
2014-04-28 18:51:26,4,0,0,0
2014-04-28 18:51:27,4,0,0,0
2014-04-28 18:51:28,0,0,0,0
2014-04-28 18:51:29,0,0,0,0
2014-04-28 18:51:30,3,0,0,0
2014-04-28 18:51:31,4,0,2,0
2014-04-28 18:51:32,3,0,4,0
2014-04-28 18:51:33,3,0,4,0
2014-04-28 18:51:34,1,0,4,0
2014-04-28 18:51:35,1,0,4,0
2014-04-28 18:51:36,1,0,3,0
2014-04-28 18:51:37,1,0,3,0
2014-04-28 18:51:38,1,0,3,0
2014-04-28 18:51:39,1,0,0,0
2014-04-28 18:51:40,1,0,0,0
2014-04-28 18:51:41,1,0,0,0
2014-04-28 18:51:42,1,0,0,2
2014-04-28 18:51:43,1,0,0,2
2014-04-28 18:51:44,1,0,0,2
2014-04-28 18:51:45,1,0,0,2
2014-04-28 18:51:46,1,0,0,2
2014-04-28 18:51:47,1,0,0,2
2014-04-28 18:51:48,1,0,0,2
2014-04-28 18:51:49,1,0,0,4
2014-04-28 18:51:50,1,0,0,4
2014-04-28 18:51:51,1,0,0,4
2014-04-28 18:51:52,1,0,0,4
2014-04-28 18:51:53,1,0,2,4
2014-04-28 18:51:54,1,0,2,4
2014-04-28 18:51:55,1,0,2,4
2014-04-28 18:51:56,1,0,2,7
2014-04-28 18:51:57,1,0,2,4
2014-04-28 18:51:58,1,0,0,4
2014-04-28 18:51:59,1,0,8,4
2014-04-28 18:52:00,1,0,8,4
2014-04-28 18:52:01,0,0,0,0
2014-04-28 18:52:02,0,0,0,0
