time,yvonne,christina,charles,jonathan
2014-07-19 13:42:20,0,0,0,0
2014-07-19 13:42:21,2,0,0,0
2014-07-19 13:42:22,2,0,0,0
2014-07-19 13:42:23,2,0,0,0
2014-07-19 13:42:24,2,0,0,0
2014-07-19 13:42:25,2,0,0,0
2014-07-19 13:42:26,2,0,0,0
2014-07-19 13:42:27,0,0,0,0
2014-07-19 13:42:28,0,0,0,0
2014-07-19 13:42:29,0,0,0,0
2014-07-19 13:42:30,0,0,0,0
2014-07-19 13:42:31,0,0,0,0
2014-07-19 13:42:32,0,0,0,0
2014-07-19 13:42:33,0,0,0,0
2014-07-19 13:42:34,0,0,0,0
2014-07-19 13:42:35,0,0,0,0
2014-07-19 13:42:36,0,0,0,0
2014-07-19 13:42:37,0,0,0,0
2014-07-19 13:42:38,0,0,0,0
2014-07-19 13:42:39,0,0,0,0
2014-07-19 13:42:40,0,0,0,0
2014-07-19 13:42:41,0,0,0,0
2014-07-19 13:42:42,0,0,0,0
2014-07-19 13:42:43,0,0,0,0
2014-07-19 13:42:44,0,0,0,0
2014-07-19 13:42:45,0,0,0,0
2014-07-19 13:42:46,0,0,0,0
2014-07-19 13:42:47,0,0,0,0
2014-07-19 13:42:48,0,0,0,0
2014-07-19 13:42:49,0,0,0,0
2014-07-19 13:42:50,0,0,0,0
2014-07-19 13:42:51,0,0,0,0
2014-07-19 13:42:52,0,0,0,0
2014-07-19 13:42:53,0,0,0,0
2014-07-19 13:42:54,0,0,0,0
2014-07-19 13:42:55,0,0,0,0
2014-07-19 13:42:56,0,0,0,0
2014-07-19 13:42:57,0,0,0,0
2014-07-19 13:42:58,0,0,0,0
2014-07-19 13:42:59,0,0,0,0
2014-07-19 13:43:00,0,0,0,0
2014-07-19 13:43:01,0,0,0,0
2014-07-19 13:43:02,0,0,0,0
2014-07-19 13:43:03,0,0,0,0
2014-07-19 13:43:04,0,0,0,0
2014-07-19 13:43:05,0,0,0,0
2014-07-19 13:43:06,0,0,0,0
2014-07-19 13:43:07,0,0,0,0
2014-07-19 13:43:08,0,0,0,0
2014-07-19 13:43:09,0,0,0,0
2014-07-19 13:43:10,0,0,0,0
2014-07-19 13:43:11,0,0,0,0
2014-07-19 13:43:12,0,0,0,0
2014-07-19 13:43:13,0,0,0,0
2014-07-19 13:43:14,0,0,0,0
2014-07-19 13:43:15,0,2,0,0
2014-07-19 13:43:16,2,2,0,0
2014-07-19 13:43:17,2,2,0,0
2014-07-19 13:43:18,2,2,0,0
2014-07-19 13:43:19,4,4,4,0
2014-07-19 13:43:20,8,4,4,0
2014-07-19 13:43:21,7,7,7,0
2014-07-19 13:43:22,7,6,7,0
2014-07-19 13:43:23,7,6,7,0
2014-07-19 13:43:24,7,6,7,0
2014-07-19 13:43:25,8,8,7,1
2014-07-19 13:43:26,7,7,7,2
2014-07-19 13:43:27,7,6,7,2
2014-07-19 13:43:28,8,8,8,2
2014-07-19 13:43:29,7,7,7,2
2014-07-19 13:43:30,7,7,8,2
2014-07-19 13:43:31,8,8,8,2
2014-07-19 13:43:32,7,7,7,2
2014-07-19 13:43:33,7,7,7,2
2014-07-19 13:43:34,8,8,8,2
2014-07-19 13:43:35,7,6,7,2
2014-07-19 13:43:36,7,6,6,2
2014-07-19 13:43:37,8,8,8,2
2014-07-19 13:43:38,7,7,6,2
2014-07-19 13:43:39,7,7,6,2
2014-07-19 13:43:40,8,8,7,2
2014-07-19 13:43:41,7,6,3,2
2014-07-19 13:43:42,7,6,3,2
2014-07-19 13:43:43,7,6,3,2
2014-07-19 13:43:44,7,6,1,2
2014-07-19 13:43:45,7,6,1,2
2014-07-19 13:43:46,7,6,1,2
2014-07-19 13:43:47,7,6,1,2
2014-07-19 13:43:48,7,7,1,2
2014-07-19 13:43:49,7,7,1,2
2014-07-19 13:43:50,8,8,1,2
2014-07-19 13:43:51,7,7,1,2
2014-07-19 13:43:52,7,7,1,2
2014-07-19 13:43:53,8,8,1,2
2014-07-19 13:43:54,7,7,1,2
2014-07-19 13:43:55,6,7,1,2
2014-07-19 13:43:56,8,8,1,2
2014-07-19 13:43:57,6,7,1,2
2014-07-19 13:43:58,6,7,1,2
2014-07-19 13:43:59,6,7,1,2
2014-07-19 13:44:00,6,7,1,2
2014-07-19 13:44:01,7,7,1,1
2014-07-19 13:44:02,6,7,1,2
2014-07-19 13:44:03,7,4,1,2
2014-07-19 13:44:04,6,7,1,2
2014-07-19 13:44:05,7,7,1,2
2014-07-19 13:44:06,7,6,1,2
2014-07-19 13:44:07,7,6,1,2
2014-07-19 13:44:08,7,6,1,2
2014-07-19 13:44:09,7,6,3,2
2014-07-19 13:44:10,7,6,3,2
2014-07-19 13:44:11,7,7,3,2
2014-07-19 13:44:12,7,6,3,2
2014-07-19 13:44:13,7,6,3,2
2014-07-19 13:44:14,6,4,3,2
2014-07-19 13:44:15,6,7,3,2
2014-07-19 13:44:16,6,7,3,2
2014-07-19 13:44:17,6,4,3,2
2014-07-19 13:44:18,6,3,3,2
2014-07-19 13:44:19,6,3,3,2
2014-07-19 13:44:20,6,3,3,2
2014-07-19 13:44:21,6,3,3,2
2014-07-19 13:44:22,6,3,3,2
2014-07-19 13:44:23,6,3,3,2
2014-07-19 13:44:24,6,3,3,2
2014-07-19 13:44:25,7,3,3,2
2014-07-19 13:44:26,6,3,3,2
2014-07-19 13:44:27,7,3,3,2
2014-07-19 13:44:28,7,3,3,2
2014-07-19 13:44:29,7,1,3,2
2014-07-19 13:44:30,7,1,3,2
2014-07-19 13:44:31,7,1,3,2
2014-07-19 13:44:32,7,1,3,2
2014-07-19 13:44:33,8,1,3,2
2014-07-19 13:44:34,7,1,3,2
2014-07-19 13:44:35,7,1,3,2
2014-07-19 13:44:36,8,1,3,2
2014-07-19 13:44:37,7,3,3,2
2014-07-19 13:44:38,7,3,3,2
2014-07-19 13:44:39,7,3,3,2
2014-07-19 13:44:40,7,3,3,2
2014-07-19 13:44:41,7,3,3,2
2014-07-19 13:44:42,7,3,4,2
2014-07-19 13:44:43,7,3,3,2
2014-07-19 13:44:44,7,3,3,2
2014-07-19 13:44:45,7,1,0,2
2014-07-19 13:44:46,7,3,0,2
2014-07-19 13:44:47,7,3,0,2
2014-07-19 13:44:48,4,3,0,2
2014-07-19 13:44:49,7,3,0,2
2014-07-19 13:44:50,0,2,0,2
2014-07-19 13:44:51,0,2,0,2
2014-07-19 13:44:52,0,2,0,2
2014-07-19 13:44:53,0,0,0,2
2014-07-19 13:44:54,0,0,0,6
2014-07-19 13:44:55,0,0,0,0
2014-07-19 13:44:56,0,0,0,0
2014-07-19 13:44:57,0,0,0,0
2014-07-19 13:44:58,0,0,0,0
2014-07-19 13:44:59,0,0,0,0
2014-07-19 13:45:00,0,0,0,0
2014-07-19 13:45:01,0,0,0,0
2014-07-19 13:45:02,0,0,0,0
2014-07-19 13:45:03,0,0,0,0
2014-07-19 13:45:04,0,0,0,0
2014-07-19 13:45:05,0,0,0,0
2014-07-19 13:45:06,0,0,0,0
2014-07-19 13:45:07,0,0,0,0
2014-07-19 13:45:08,0,0,0,0
2014-07-19 13:45:09,0,0,0,0
2014-07-19 13:45:10,0,0,0,0
2014-07-19 13:45:11,0,0,0,0
2014-07-19 13:45:12,0,0,0,0
2014-07-19 13:45:13,0,0,0,0
2014-07-19 13:45:14,0,0,0,0
2014-07-19 13:45:15,0,0,0,0
2014-07-19 13:45:16,0,0,0,0
2014-07-19 13:45:17,0,0,0,0
2014-07-19 13:45:18,0,0,0,0
2014-07-19 13:45:19,0,0,0,0
2014-07-19 13:45:20,0,0,0,0
2014-07-19 13:45:21,0,0,0,0
2014-07-19 13:45:22,0,0,0,0
2014-07-19 13:45:23,0,0,0,0
2014-07-19 13:45:24,0,0,0,0
2014-07-19 13:45:25,0,0,0,0
2014-07-19 13:45:26,0,0,0,0
2014-07-19 13:45:27,0,0,0,0
2014-07-19 13:45:28,0,0,0,0
2014-07-19 13:45:29,0,0,0,0
2014-07-19 13:45:30,0,0,0,0
2014-07-19 13:45:31,0,0,0,0
2014-07-19 13:45:32,0,0,0,0
2014-07-19 13:45:33,0,0,0,0
2014-07-19 13:45:34,0,0,0,0
2014-07-19 13:45:35,0,0,0,0
2014-07-19 13:45:36,0,0,0,0
2014-07-19 13:45:37,0,0,4,0
2014-07-19 13:45:38,0,0,4,0
2014-07-19 13:45:39,0,2,4,0
2014-07-19 13:45:40,0,2,4,0
2014-07-19 13:45:41,2,2,7,0
2014-07-19 13:45:42,7,2,6,0
2014-07-19 13:45:43,7,2,6,0
2014-07-19 13:45:44,8,2,6,7
2014-07-19 13:45:45,3,2,6,6
2014-07-19 13:45:46,3,2,7,7
2014-07-19 13:45:47,3,2,7,7
2014-07-19 13:45:48,3,2,7,7
2014-07-19 13:45:49,3,2,7,5
2014-07-19 13:45:50,3,1,7,6
2014-07-19 13:45:51,3,1,6,4
2014-07-19 13:45:52,1,1,7,2
2014-07-19 13:45:53,1,1,7,2
2014-07-19 13:45:54,3,1,7,2
2014-07-19 13:45:55,3,1,7,2
2014-07-19 13:45:56,3,1,7,2
2014-07-19 13:45:57,3,1,8,2
2014-07-19 13:45:58,3,1,6,2
2014-07-19 13:45:59,1,1,7,2
2014-07-19 13:46:00,1,2,8,2
2014-07-19 13:46:01,1,2,7,2
2014-07-19 13:46:02,3,2,7,2
2014-07-19 13:46:03,3,2,8,2
2014-07-19 13:46:04,3,8,3,2
2014-07-19 13:46:05,3,8,3,4
2014-07-19 13:46:06,4,3,1,4
2014-07-19 13:46:07,6,3,1,7
2014-07-19 13:46:08,6,3,1,7
2014-07-19 13:46:09,6,3,1,7
2014-07-19 13:46:10,6,2,1,7
2014-07-19 13:46:11,6,2,1,4
2014-07-19 13:46:12,6,2,1,2
2014-07-19 13:46:13,6,2,1,2
2014-07-19 13:46:14,6,2,1,2
2014-07-19 13:46:15,6,3,1,2
2014-07-19 13:46:16,6,3,1,2
2014-07-19 13:46:17,6,1,1,3
2014-07-19 13:46:18,7,1,1,3
2014-07-19 13:46:19,4,1,1,1
2014-07-19 13:46:20,7,3,1,3
2014-07-19 13:46:21,3,3,1,3
2014-07-19 13:46:22,3,3,1,1
2014-07-19 13:46:23,3,3,1,1
2014-07-19 13:46:24,3,1,1,1
2014-07-19 13:46:25,3,3,1,3
2014-07-19 13:46:26,3,3,1,1
2014-07-19 13:46:27,3,4,1,3
2014-07-19 13:46:28,3,4,1,3
2014-07-19 13:46:29,3,6,1,3
2014-07-19 13:46:30,1,6,1,1
2014-07-19 13:46:31,3,6,1,1
2014-07-19 13:46:32,1,6,1,1
2014-07-19 13:46:33,1,8,1,2
2014-07-19 13:46:34,1,4,1,2
2014-07-19 13:46:35,3,4,1,2
2014-07-19 13:46:36,1,4,1,2
2014-07-19 13:46:37,3,4,1,2
2014-07-19 13:46:38,3,4,1,2
