time,christina,yvonne,jonathan
2014-07-19 14:13:35,0,0,0
2014-07-19 14:13:36,2,0,0
2014-07-19 14:13:37,5,0,0
2014-07-19 14:13:38,5,0,0
2014-07-19 14:13:39,7,0,0
2014-07-19 14:13:40,7,0,0
2014-07-19 14:13:41,7,0,0
2014-07-19 14:13:42,6,0,0
2014-07-19 14:13:43,6,0,0
2014-07-19 14:13:44,6,8,0
2014-07-19 14:13:45,6,5,2
2014-07-19 14:13:46,7,5,2
2014-07-19 14:13:47,7,5,2
2014-07-19 14:13:48,7,5,2
2014-07-19 14:13:49,7,5,2
2014-07-19 14:13:50,7,2,0
2014-07-19 14:13:51,7,0,0
2014-07-19 14:13:52,7,0,0
2014-07-19 14:13:53,6,2,0
2014-07-19 14:13:54,6,6,0
2014-07-19 14:13:55,6,7,2
2014-07-19 14:13:56,6,7,2
2014-07-19 14:13:57,6,7,2
2014-07-19 14:13:58,4,5,2
2014-07-19 14:13:59,7,5,2
2014-07-19 14:14:00,7,6,0
2014-07-19 14:14:01,6,7,0
2014-07-19 14:14:02,6,7,2
2014-07-19 14:14:03,6,7,6
2014-07-19 14:14:04,6,7,7
2014-07-19 14:14:05,7,7,7
2014-07-19 14:14:06,4,7,8
2014-07-19 14:14:07,4,7,8
2014-07-19 14:14:08,4,4,8
2014-07-19 14:14:09,4,4,8
2014-07-19 14:14:10,4,5,8
2014-07-19 14:14:11,4,7,8
2014-07-19 14:14:12,7,7,8
2014-07-19 14:14:13,6,7,8
2014-07-19 14:14:14,6,7,8
2014-07-19 14:14:15,6,4,8
2014-07-19 14:14:16,4,4,8
2014-07-19 14:14:17,4,4,7
2014-07-19 14:14:18,4,4,8
2014-07-19 14:14:19,4,4,2
2014-07-19 14:14:20,8,7,8
2014-07-19 14:14:21,8,7,8
2014-07-19 14:14:22,4,7,8
2014-07-19 14:14:23,4,6,7
2014-07-19 14:14:24,7,6,7
2014-07-19 14:14:25,6,7,7
2014-07-19 14:14:26,6,6,7
2014-07-19 14:14:27,4,6,7
2014-07-19 14:14:28,4,4,4
2014-07-19 14:14:29,4,4,2
2014-07-19 14:14:30,4,7,8
2014-07-19 14:14:31,2,7,4
2014-07-19 14:14:32,2,7,7
2014-07-19 14:14:33,2,7,7
2014-07-19 14:14:34,2,8,8
2014-07-19 14:14:35,2,7,6
2014-07-19 14:14:36,2,7,7
2014-07-19 14:14:37,2,7,7
2014-07-19 14:14:38,2,8,8
2014-07-19 14:14:39,2,7,7
2014-07-19 14:14:40,2,7,7
2014-07-19 14:14:41,2,7,7
2014-07-19 14:14:42,2,7,7
2014-07-19 14:14:43,2,7,8
2014-07-19 14:14:44,2,7,8
2014-07-19 14:14:45,2,7,8
2014-07-19 14:14:46,3,7,8
2014-07-19 14:14:47,3,7,8
2014-07-19 14:14:48,4,7,7
2014-07-19 14:14:49,4,6,7
2014-07-19 14:14:50,4,7,7
2014-07-19 14:14:51,4,5,7
2014-07-19 14:14:52,4,0,7
2014-07-19 14:14:53,4,0,7
2014-07-19 14:14:54,4,0,7
2014-07-19 14:14:55,7,0,7
2014-07-19 14:14:56,7,0,7
2014-07-19 14:14:57,7,0,7
2014-07-19 14:14:58,7,0,7
2014-07-19 14:14:59,7,4,6
2014-07-19 14:15:00,7,4,6
2014-07-19 14:15:01,7,4,6
2014-07-19 14:15:02,7,7,6
