time,christina,charles,jonathan,yvonne
2013-08-03 18:56:48,2,6,0,0
2013-08-03 18:56:49,2,7,0,0
2013-08-03 18:56:50,2,7,0,0
2013-08-03 18:56:51,2,7,0,0
2013-08-03 18:56:52,2,7,2,0
2013-08-03 18:56:53,2,7,2,0
2013-08-03 18:56:54,2,7,2,0
2013-08-03 18:56:55,2,7,2,0
2013-08-03 18:56:56,2,7,2,0
2013-08-03 18:56:57,2,7,8,0
2013-08-03 18:56:58,2,7,3,0
2013-08-03 18:56:59,0,7,3,0
2013-08-03 18:57:00,0,8,3,0
2013-08-03 18:57:01,0,8,3,0
2013-08-03 18:57:02,0,7,0,0
2013-08-03 18:57:03,0,7,0,0
2013-08-03 18:57:04,0,7,0,0
2013-08-03 18:57:05,0,8,0,0
2013-08-03 18:57:06,0,2,0,0
2013-08-03 18:57:07,0,2,0,0
2013-08-03 18:57:08,0,2,0,0
2013-08-03 18:57:09,0,2,0,0
2013-08-03 18:57:10,0,2,0,0
2013-08-03 18:57:11,0,0,0,0
2013-08-03 18:57:12,0,2,0,0
2013-08-03 18:57:13,0,2,0,0
2013-08-03 18:57:14,0,2,0,0
2013-08-03 18:57:15,0,2,0,0
2013-08-03 18:57:16,0,2,0,0
2013-08-03 18:57:17,0,2,0,0
2013-08-03 18:57:18,0,0,0,0
2013-08-03 18:57:19,0,0,0,0
2013-08-03 18:57:20,0,0,0,0
2013-08-03 18:57:21,0,0,0,0
2013-08-03 18:57:22,0,2,0,0
2013-08-03 18:57:23,0,2,0,0
2013-08-03 18:57:24,0,2,0,0
2013-08-03 18:57:25,0,2,0,0
2013-08-03 18:57:26,0,2,0,0
2013-08-03 18:57:27,0,2,0,0
2013-08-03 18:57:28,0,0,0,0
2013-08-03 18:57:29,0,0,0,0
2013-08-03 18:57:30,0,0,0,0
2013-08-03 18:57:31,2,0,0,0
2013-08-03 18:57:32,1,0,0,0
2013-08-03 18:57:33,1,0,0,0
2013-08-03 18:57:34,1,0,0,0
2013-08-03 18:57:35,1,2,0,0
2013-08-03 18:57:36,1,2,0,0
2013-08-03 18:57:37,1,2,0,0
2013-08-03 18:57:38,1,2,0,0
2013-08-03 18:57:39,2,2,0,0
2013-08-03 18:57:40,2,0,0,0
2013-08-03 18:57:41,0,0,0,0
2013-08-03 18:57:42,0,0,0,0
2013-08-03 18:57:43,0,0,0,0
2013-08-03 18:57:44,0,0,0,0
2013-08-03 18:57:45,0,0,0,0
2013-08-03 18:57:46,0,0,2,0
2013-08-03 18:57:47,0,0,8,0
2013-08-03 18:57:48,0,0,8,0
2013-08-03 18:57:49,0,0,8,0
2013-08-03 18:57:50,0,0,8,0
2013-08-03 18:57:51,0,0,2,0
2013-08-03 18:57:52,0,0,2,0
2013-08-03 18:57:53,0,0,2,0
2013-08-03 18:57:54,0,0,0,0
2013-08-03 18:57:55,0,0,0,0
2013-08-03 18:57:56,0,2,0,0
2013-08-03 18:57:57,0,2,2,0
2013-08-03 18:57:58,0,2,2,0
2013-08-03 18:57:59,0,2,2,0
2013-08-03 18:58:00,0,2,2,0
2013-08-03 18:58:01,0,2,2,0
2013-08-03 18:58:02,0,2,0,0
2013-08-03 18:58:03,0,2,0,0
2013-08-03 18:58:04,0,0,0,0
2013-08-03 18:58:05,0,0,0,0
2013-08-03 18:58:06,0,0,0,0
2013-08-03 18:58:07,0,0,0,0
2013-08-03 18:58:08,0,0,0,0
2013-08-03 18:58:09,0,0,0,0
2013-08-03 18:58:10,0,0,0,0
2013-08-03 18:58:11,0,0,0,0
2013-08-03 18:58:12,0,0,0,0
2013-08-03 18:58:13,0,0,0,0
2013-08-03 18:58:14,0,0,0,0
2013-08-03 18:58:15,0,0,0,0
2013-08-03 18:58:16,0,0,0,0
2013-08-03 18:58:17,0,0,0,0
2013-08-03 18:58:18,0,0,0,0
2013-08-03 18:58:19,0,0,0,0
2013-08-03 18:58:20,0,0,0,0
2013-08-03 18:58:21,0,0,0,0
2013-08-03 18:58:22,0,0,0,0
2013-08-03 18:58:23,0,0,0,0
2013-08-03 18:58:24,0,0,0,0
2013-08-03 18:58:25,0,0,0,0
2013-08-03 18:58:26,0,0,0,0
2013-08-03 18:58:27,0,0,0,0
2013-08-03 18:58:28,0,0,0,0
2013-08-03 18:58:29,0,0,0,0
2013-08-03 18:58:30,0,0,0,0
2013-08-03 18:58:31,0,0,0,0
2013-08-03 18:58:32,0,0,0,0
2013-08-03 18:58:33,0,0,0,0
2013-08-03 18:58:34,0,0,0,0
2013-08-03 18:58:35,0,0,0,0
2013-08-03 18:58:36,0,0,0,0
2013-08-03 18:58:37,0,0,0,0
2013-08-03 18:58:38,0,0,0,0
2013-08-03 18:58:39,0,0,0,0
2013-08-03 18:58:40,0,0,0,0
2013-08-03 18:58:41,0,0,0,0
2013-08-03 18:58:42,0,0,0,0
2013-08-03 18:58:43,0,0,0,0
2013-08-03 18:58:44,0,0,0,0
2013-08-03 18:58:45,0,0,0,0
2013-08-03 18:58:46,0,5,0,0
2013-08-03 18:58:47,0,5,0,0
2013-08-03 18:58:48,0,5,0,0
2013-08-03 18:58:49,0,5,0,0
2013-08-03 18:58:50,0,5,0,0
2013-08-03 18:58:51,0,5,0,0
2013-08-03 18:58:52,0,5,0,0
2013-08-03 18:58:53,0,5,0,0
2013-08-03 18:58:54,0,5,0,0
2013-08-03 18:58:55,0,5,0,0
2013-08-03 18:58:56,0,5,0,0
2013-08-03 18:58:57,0,5,0,0
2013-08-03 18:58:58,0,5,0,0
2013-08-03 18:58:59,0,5,0,0
2013-08-03 18:59:00,0,5,0,0
2013-08-03 18:59:01,0,5,2,0
2013-08-03 18:59:02,0,5,2,0
2013-08-03 18:59:03,0,5,2,0
2013-08-03 18:59:04,0,5,2,0
2013-08-03 18:59:05,0,5,2,0
2013-08-03 18:59:06,0,5,2,0
2013-08-03 18:59:07,0,5,2,0
2013-08-03 18:59:08,0,5,0,0
2013-08-03 18:59:09,0,5,0,0
2013-08-03 18:59:10,0,5,0,0
2013-08-03 18:59:11,0,5,0,0
2013-08-03 18:59:12,0,5,0,0
2013-08-03 18:59:13,0,5,0,0
2013-08-03 18:59:14,0,5,0,0
2013-08-03 18:59:15,0,5,0,0
2013-08-03 18:59:16,0,5,0,0
2013-08-03 18:59:17,0,5,0,0
2013-08-03 18:59:18,0,5,0,0
2013-08-03 18:59:19,2,5,2,0
2013-08-03 18:59:20,2,5,2,0
2013-08-03 18:59:21,2,5,2,0
2013-08-03 18:59:22,2,5,2,0
2013-08-03 18:59:23,2,5,2,0
2013-08-03 18:59:24,2,5,2,0
2013-08-03 18:59:25,2,5,2,0
2013-08-03 18:59:26,2,5,0,0
2013-08-03 18:59:27,2,5,0,0
2013-08-03 18:59:28,2,5,0,0
2013-08-03 18:59:29,2,5,0,0
2013-08-03 18:59:30,2,5,0,0
2013-08-03 18:59:31,2,5,0,0
2013-08-03 18:59:32,2,5,0,0
2013-08-03 18:59:33,2,5,0,0
2013-08-03 18:59:34,2,5,0,0
2013-08-03 18:59:35,0,5,0,0
2013-08-03 18:59:36,0,5,2,0
2013-08-03 18:59:37,0,5,7,0
2013-08-03 18:59:38,0,5,4,0
2013-08-03 18:59:39,2,5,7,0
2013-08-03 18:59:40,2,5,7,0
2013-08-03 18:59:41,2,5,7,0
2013-08-03 18:59:42,2,5,4,0
2013-08-03 18:59:43,2,5,7,0
2013-08-03 18:59:44,2,5,5,0
2013-08-03 18:59:45,2,5,0,0
2013-08-03 18:59:46,2,5,0,0
2013-08-03 18:59:47,2,5,2,0
2013-08-03 18:59:48,2,5,5,0
2013-08-03 18:59:49,2,5,7,0
2013-08-03 18:59:50,2,5,7,0
2013-08-03 18:59:51,2,5,6,0
2013-08-03 18:59:52,0,5,6,0
2013-08-03 18:59:53,2,5,7,0
2013-08-03 18:59:54,2,5,7,0
2013-08-03 18:59:55,2,5,7,0
2013-08-03 18:59:56,2,5,7,0
2013-08-03 18:59:57,2,5,7,0
2013-08-03 18:59:58,2,5,7,0
2013-08-03 18:59:59,2,5,7,0
2013-08-03 19:00:00,2,5,7,0
2013-08-03 19:00:01,2,5,7,0
2013-08-03 19:00:02,2,5,7,0
2013-08-03 19:00:03,2,5,5,0
2013-08-03 19:00:04,2,5,5,0
2013-08-03 19:00:05,0,7,5,0
2013-08-03 19:00:06,2,7,2,0
2013-08-03 19:00:07,2,7,0,0
2013-08-03 19:00:08,2,7,8,0
2013-08-03 19:00:09,2,7,4,0
2013-08-03 19:00:10,2,7,4,0
2013-08-03 19:00:11,2,5,7,0
2013-08-03 19:00:12,2,5,7,0
2013-08-03 19:00:13,2,5,7,0
2013-08-03 19:00:14,2,5,7,0
2013-08-03 19:00:15,2,5,7,0
2013-08-03 19:00:16,0,5,7,0
2013-08-03 19:00:17,0,5,7,0
2013-08-03 19:00:18,0,5,7,0
2013-08-03 19:00:19,0,5,7,0
2013-08-03 19:00:20,0,5,7,0
2013-08-03 19:00:21,0,5,7,0
2013-08-03 19:00:22,0,5,7,0
2013-08-03 19:00:23,0,5,7,0
2013-08-03 19:00:24,2,5,7,0
2013-08-03 19:00:25,2,5,7,0
2013-08-03 19:00:26,2,5,7,0
2013-08-03 19:00:27,2,5,7,0
2013-08-03 19:00:28,2,7,7,0
2013-08-03 19:00:29,2,7,5,0
2013-08-03 19:00:30,2,7,5,0
2013-08-03 19:00:31,2,7,7,0
2013-08-03 19:00:32,0,7,7,0
2013-08-03 19:00:33,2,5,7,0
2013-08-03 19:00:34,2,5,7,0
2013-08-03 19:00:35,2,5,7,0
2013-08-03 19:00:36,2,5,7,0
2013-08-03 19:00:37,2,7,7,0
2013-08-03 19:00:38,2,7,7,0
2013-08-03 19:00:39,2,5,7,0
2013-08-03 19:00:40,0,7,7,0
2013-08-03 19:00:41,0,7,7,0
2013-08-03 19:00:42,0,5,6,0
2013-08-03 19:00:43,0,7,5,0
2013-08-03 19:00:44,0,7,5,0
2013-08-03 19:00:45,0,7,7,0
2013-08-03 19:00:46,0,7,7,0
2013-08-03 19:00:47,0,7,7,0
2013-08-03 19:00:48,0,7,7,0
2013-08-03 19:00:49,0,5,7,0
2013-08-03 19:00:50,0,5,7,0
2013-08-03 19:00:51,0,5,6,0
2013-08-03 19:00:52,0,7,6,0
2013-08-03 19:00:53,0,7,6,0
2013-08-03 19:00:54,0,7,6,2
2013-08-03 19:00:55,0,7,6,2
2013-08-03 19:00:56,0,7,6,2
2013-08-03 19:00:57,0,5,6,2
2013-08-03 19:00:58,0,5,6,2
2013-08-03 19:00:59,0,7,7,0
2013-08-03 19:01:00,0,7,6,0
2013-08-03 19:01:01,0,7,6,0
2013-08-03 19:01:02,0,7,6,0
2013-08-03 19:01:03,0,6,6,0
2013-08-03 19:01:04,0,5,6,0
2013-08-03 19:01:05,0,5,6,0
2013-08-03 19:01:06,0,5,6,0
2013-08-03 19:01:07,0,5,6,0
2013-08-03 19:01:08,0,5,6,0
2013-08-03 19:01:09,0,0,6,0
2013-08-03 19:01:10,0,0,7,0
2013-08-03 19:01:11,0,5,7,0
2013-08-03 19:01:12,0,5,6,0
2013-08-03 19:01:13,0,7,6,0
2013-08-03 19:01:14,0,7,6,0
2013-08-03 19:01:15,0,7,7,0
2013-08-03 19:01:16,0,7,7,0
2013-08-03 19:01:17,2,7,7,0
2013-08-03 19:01:18,2,7,7,0
2013-08-03 19:01:19,2,7,7,0
2013-08-03 19:01:20,2,7,7,0
2013-08-03 19:01:21,2,5,7,0
2013-08-03 19:01:22,2,5,7,0
2013-08-03 19:01:23,0,5,7,0
2013-08-03 19:01:24,0,5,7,0
2013-08-03 19:01:25,0,7,7,2
2013-08-03 19:01:26,0,2,7,2
2013-08-03 19:01:27,0,2,7,2
2013-08-03 19:01:28,0,4,6,2
2013-08-03 19:01:29,0,7,7,2
2013-08-03 19:01:30,0,7,7,2
2013-08-03 19:01:31,0,7,7,2
2013-08-03 19:01:32,0,7,7,2
2013-08-03 19:01:33,0,7,7,2
2013-08-03 19:01:34,0,7,7,2
2013-08-03 19:01:35,0,7,7,0
2013-08-03 19:01:36,0,7,7,2
2013-08-03 19:01:37,0,7,6,2
2013-08-03 19:01:38,0,5,6,2
2013-08-03 19:01:39,0,5,7,2
2013-08-03 19:01:40,0,5,7,2
2013-08-03 19:01:41,0,5,7,0
2013-08-03 19:01:42,0,5,7,2
2013-08-03 19:01:43,0,7,7,2
2013-08-03 19:01:44,0,7,7,2
2013-08-03 19:01:45,2,7,7,2
2013-08-03 19:01:46,7,7,6,2
2013-08-03 19:01:47,7,7,7,0
2013-08-03 19:01:48,7,5,7,0
2013-08-03 19:01:49,7,5,7,0
2013-08-03 19:01:50,7,5,7,0
2013-08-03 19:01:51,7,5,7,2
2013-08-03 19:01:52,7,5,7,2
2013-08-03 19:01:53,7,5,7,2
2013-08-03 19:01:54,7,5,7,2
2013-08-03 19:01:55,7,5,7,2
2013-08-03 19:01:56,7,5,7,0
2013-08-03 19:01:57,7,5,7,0
2013-08-03 19:01:58,7,5,7,0
2013-08-03 19:01:59,7,5,7,0
2013-08-03 19:02:00,7,5,7,0
2013-08-03 19:02:01,7,5,6,0
2013-08-03 19:02:02,7,5,7,6
2013-08-03 19:02:03,7,5,7,6
2013-08-03 19:02:04,7,7,6,6
2013-08-03 19:02:05,7,7,6,6
2013-08-03 19:02:06,7,7,7,6
2013-08-03 19:02:07,7,7,6,0
2013-08-03 19:02:08,7,7,6,0
2013-08-03 19:02:09,7,5,6,0
2013-08-03 19:02:10,7,5,6,0
2013-08-03 19:02:11,7,7,6,0
2013-08-03 19:02:12,7,7,7,0
2013-08-03 19:02:13,4,5,7,0
2013-08-03 19:02:14,4,5,7,0
2013-08-03 19:02:15,0,5,7,0
2013-08-03 19:02:16,0,5,7,0
2013-08-03 19:02:17,0,5,6,0
2013-08-03 19:02:18,0,5,6,0
2013-08-03 19:02:19,0,5,6,0
2013-08-03 19:02:20,0,5,7,0
2013-08-03 19:02:21,0,5,7,0
2013-08-03 19:02:22,0,5,7,0
2013-08-03 19:02:23,0,5,7,0
2013-08-03 19:02:24,0,5,7,0
2013-08-03 19:02:25,0,5,5,0
2013-08-03 19:02:26,0,5,5,0
2013-08-03 19:02:27,0,5,5,0
2013-08-03 19:02:28,7,5,5,0
2013-08-03 19:02:29,7,5,5,0
2013-08-03 19:02:30,5,5,7,0
2013-08-03 19:02:31,5,5,5,0
2013-08-03 19:02:32,5,5,7,0
2013-08-03 19:02:33,5,5,7,0
2013-08-03 19:02:34,5,5,7,0
2013-08-03 19:02:35,5,5,7,0
2013-08-03 19:02:36,5,5,7,0
2013-08-03 19:02:37,5,5,7,0
2013-08-03 19:02:38,7,5,7,0
2013-08-03 19:02:39,7,5,7,0
2013-08-03 19:02:40,7,5,8,0
2013-08-03 19:02:41,7,7,0,0
2013-08-03 19:02:42,5,7,0,0
2013-08-03 19:02:43,5,7,0,0
2013-08-03 19:02:44,5,7,0,0
2013-08-03 19:02:45,5,5,0,0
2013-08-03 19:02:46,0,5,0,0
2013-08-03 19:02:47,0,5,0,0
2013-08-03 19:02:48,0,5,0,0
2013-08-03 19:02:49,0,5,0,0
2013-08-03 19:02:50,0,5,0,0
2013-08-03 19:02:51,0,5,0,0
2013-08-03 19:02:52,0,5,0,0
2013-08-03 19:02:53,0,5,0,0
2013-08-03 19:02:54,0,5,0,0
2013-08-03 19:02:55,0,5,0,0
2013-08-03 19:02:56,0,5,0,0
2013-08-03 19:02:57,0,5,0,0
2013-08-03 19:02:58,0,5,0,0
2013-08-03 19:02:59,0,5,0,0
2013-08-03 19:03:00,0,5,0,0
2013-08-03 19:03:01,0,5,0,0
2013-08-03 19:03:02,0,5,0,0
2013-08-03 19:03:03,0,5,0,0
2013-08-03 19:03:04,0,5,0,0
2013-08-03 19:03:05,0,5,0,0
2013-08-03 19:03:06,0,0,0,0
2013-08-03 19:03:07,0,0,0,0
2013-08-03 19:03:08,0,0,0,0
