time,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,BD49B35A-8999-4987-9759-8D3F28D1292B
2015-06-03 12:45:18,0,0
2015-06-03 12:45:19,2,0
2015-06-03 12:45:20,8,0
2015-06-03 12:45:21,8,0
2015-06-03 12:45:22,3,0
2015-06-03 12:45:23,3,0
2015-06-03 12:45:24,3,0
2015-06-03 12:45:25,3,0
2015-06-03 12:45:26,8,0
2015-06-03 12:45:27,8,0
2015-06-03 12:45:28,5,0
2015-06-03 12:45:29,8,0
2015-06-03 12:45:30,8,0
2015-06-03 12:45:31,3,0
2015-06-03 12:45:32,3,0
2015-06-03 12:45:33,3,0
2015-06-03 12:45:34,3,0
2015-06-03 12:45:35,3,0
2015-06-03 12:45:36,8,0
2015-06-03 12:45:37,8,0
2015-06-03 12:45:38,7,0
2015-06-03 12:45:39,7,0
2015-06-03 12:45:40,8,0
2015-06-03 12:45:41,8,0
2015-06-03 12:45:42,8,0
2015-06-03 12:45:43,8,0
2015-06-03 12:45:44,8,0
2015-06-03 12:45:45,7,0
2015-06-03 12:45:46,7,0
2015-06-03 12:45:47,8,2
2015-06-03 12:45:48,8,2
2015-06-03 12:45:49,8,2
2015-06-03 12:45:50,8,2
2015-06-03 12:45:51,8,2
2015-06-03 12:45:52,8,2
2015-06-03 12:45:53,8,0
2015-06-03 12:45:54,8,0
2015-06-03 12:45:55,8,0
2015-06-03 12:45:56,8,2
2015-06-03 12:45:57,5,6
2015-06-03 12:45:58,8,4
2015-06-03 12:45:59,5,4
2015-06-03 12:46:00,5,8
2015-06-03 12:46:01,8,8
2015-06-03 12:46:02,8,7
2015-06-03 12:46:03,8,7
2015-06-03 12:46:04,8,7
2015-06-03 12:46:05,8,7
2015-06-03 12:46:06,8,7
2015-06-03 12:46:07,8,7
2015-06-03 12:46:08,8,7
2015-06-03 12:46:09,8,7
2015-06-03 12:46:10,8,6
2015-06-03 12:46:11,8,6
2015-06-03 12:46:12,4,6
2015-06-03 12:46:13,7,7
2015-06-03 12:46:14,4,7
2015-06-03 12:46:15,4,7
2015-06-03 12:46:16,4,7
2015-06-03 12:46:17,5,7
2015-06-03 12:46:18,2,4
2015-06-03 12:46:19,0,3
2015-06-03 12:46:20,2,3
2015-06-03 12:46:21,8,2
2015-06-03 12:46:22,8,1
2015-06-03 12:46:23,3,1
2015-06-03 12:46:24,3,1
2015-06-03 12:46:25,3,1
2015-06-03 12:46:26,4,2
2015-06-03 12:46:27,4,2
2015-06-03 12:46:28,3,2
2015-06-03 12:46:29,3,2
2015-06-03 12:46:30,3,2
2015-06-03 12:46:31,3,2
2015-06-03 12:46:32,3,1
2015-06-03 12:46:33,3,2
2015-06-03 12:46:34,3,2
2015-06-03 12:46:35,3,2
2015-06-03 12:46:36,3,4
2015-06-03 12:46:37,3,4
2015-06-03 12:46:38,3,4
2015-06-03 12:46:39,3,4
2015-06-03 12:46:40,3,4
2015-06-03 12:46:41,3,4
2015-06-03 12:46:42,3,4
2015-06-03 12:46:43,3,4
2015-06-03 12:46:44,3,4
2015-06-03 12:46:45,3,4
2015-06-03 12:46:46,3,3
2015-06-03 12:46:47,3,3
2015-06-03 12:46:48,3,3
2015-06-03 12:46:49,3,3
2015-06-03 12:46:50,3,3
2015-06-03 12:46:51,3,3
2015-06-03 12:46:52,3,3
2015-06-03 12:46:53,3,1
2015-06-03 12:46:54,3,3
2015-06-03 12:46:55,3,3
2015-06-03 12:46:56,3,8
2015-06-03 12:46:57,4,8
2015-06-03 12:46:58,8,8
2015-06-03 12:46:59,8,8
2015-06-03 12:47:00,8,8
2015-06-03 12:47:01,8,8
2015-06-03 12:47:02,4,8
2015-06-03 12:47:03,4,3
2015-06-03 12:47:04,7,7
2015-06-03 12:47:05,7,4
2015-06-03 12:47:06,7,4
2015-06-03 12:47:07,7,4
2015-06-03 12:47:08,7,7
2015-06-03 12:47:09,8,7
2015-06-03 12:47:10,8,7
2015-06-03 12:47:11,7,7
2015-06-03 12:47:12,7,7
2015-06-03 12:47:13,7,4
2015-06-03 12:47:14,7,4
2015-06-03 12:47:15,7,4
2015-06-03 12:47:16,7,4
2015-06-03 12:47:17,7,4
2015-06-03 12:47:18,7,7
2015-06-03 12:47:19,7,4
2015-06-03 12:47:20,7,4
2015-06-03 12:47:21,7,4
2015-06-03 12:47:22,7,4
2015-06-03 12:47:23,7,4
2015-06-03 12:47:24,7,6
2015-06-03 12:47:25,6,6
2015-06-03 12:47:26,6,7
2015-06-03 12:47:27,6,7
2015-06-03 12:47:28,6,4
2015-06-03 12:47:29,7,4
2015-06-03 12:47:30,4,3
2015-06-03 12:47:31,4,3
2015-06-03 12:47:32,4,3
2015-06-03 12:47:33,4,3
2015-06-03 12:47:34,3,3
2015-06-03 12:47:35,2,3
2015-06-03 12:47:36,0,3
2015-06-03 12:47:37,0,3
2015-06-03 12:47:38,0,3
2015-06-03 12:47:39,0,3
2015-06-03 12:47:40,0,4
2015-06-03 12:47:41,0,3
2015-06-03 12:47:42,0,4
2015-06-03 12:47:43,0,4
2015-06-03 12:47:44,0,4
2015-06-03 12:47:45,0,4
2015-06-03 12:47:46,0,4
2015-06-03 12:47:47,0,4
2015-06-03 12:47:48,0,4
2015-06-03 12:47:49,0,4
2015-06-03 12:47:50,0,3
2015-06-03 12:47:51,0,3
2015-06-03 12:47:52,0,3
2015-06-03 12:47:53,0,1
2015-06-03 12:47:54,0,2
2015-06-03 12:47:55,0,2
2015-06-03 12:47:56,0,2
2015-06-03 12:47:57,0,1
2015-06-03 12:47:58,0,3
2015-06-03 12:47:59,0,3
2015-06-03 12:48:00,0,3
2015-06-03 12:48:01,0,3
2015-06-03 12:48:02,4,3
2015-06-03 12:48:03,4,3
2015-06-03 12:48:04,3,4
2015-06-03 12:48:05,1,2
2015-06-03 12:48:06,8,0
2015-06-03 12:48:07,1,3
2015-06-03 12:48:08,1,3
2015-06-03 12:48:09,3,3
2015-06-03 12:48:10,4,8
2015-06-03 12:48:11,0,8
2015-06-03 12:48:12,0,8
2015-06-03 12:48:13,0,7
2015-06-03 12:48:14,0,7
2015-06-03 12:48:15,0,3
2015-06-03 12:48:16,0,0
2015-06-03 12:48:17,0,0
2015-06-03 12:48:18,0,0
2015-06-03 12:48:19,0,0
2015-06-03 12:48:20,0,0
2015-06-03 12:48:21,0,0
2015-06-03 12:48:22,0,4
2015-06-03 12:48:23,0,4
2015-06-03 12:48:24,0,4
2015-06-03 12:48:25,0,8
2015-06-03 12:48:26,0,8
2015-06-03 12:48:27,0,8
2015-06-03 12:48:28,0,8
2015-06-03 12:48:29,0,8
2015-06-03 12:48:30,0,1
2015-06-03 12:48:31,0,1
2015-06-03 12:48:32,0,1
2015-06-03 12:48:33,0,1
2015-06-03 12:48:34,0,1
2015-06-03 12:48:35,0,1
2015-06-03 12:48:36,0,3
2015-06-03 12:48:37,0,5
2015-06-03 12:48:38,0,5
2015-06-03 12:48:39,0,5
2015-06-03 12:48:40,0,5
2015-06-03 12:48:41,0,3
2015-06-03 12:48:42,0,3
2015-06-03 12:48:43,0,3
2015-06-03 12:48:44,0,2
2015-06-03 12:48:45,0,2
2015-06-03 12:48:46,0,2
2015-06-03 12:48:47,0,2
2015-06-03 12:48:48,0,2
2015-06-03 12:48:49,0,2
2015-06-03 12:48:50,0,2
2015-06-03 12:48:51,0,2
2015-06-03 12:48:52,0,2
2015-06-03 12:48:53,0,2
2015-06-03 12:48:54,0,0
2015-06-03 12:48:55,0,0
2015-06-03 12:48:56,0,0
2015-06-03 12:48:57,0,0
2015-06-03 12:48:58,4,0
2015-06-03 12:48:59,4,0
2015-06-03 12:49:00,4,0
