time,charles,christina,jonathan,yvonne
2013-05-04 14:35:22,0,0,0,2
2013-05-04 14:35:23,0,0,0,2
2013-05-04 14:35:24,0,0,0,2
2013-05-04 14:35:25,0,0,0,2
2013-05-04 14:35:26,0,0,0,2
2013-05-04 14:35:27,0,0,0,2
2013-05-04 14:35:28,0,0,0,2
2013-05-04 14:35:29,0,0,0,2
2013-05-04 14:35:30,0,0,0,2
2013-05-04 14:35:31,0,0,0,2
2013-05-04 14:35:32,0,0,0,2
2013-05-04 14:35:33,0,0,0,2
2013-05-04 14:35:34,0,0,0,2
2013-05-04 14:35:35,2,0,0,2
2013-05-04 14:35:36,2,0,0,2
2013-05-04 14:35:37,2,0,0,2
2013-05-04 14:35:38,2,0,0,2
2013-05-04 14:35:39,2,0,0,2
2013-05-04 14:35:40,2,0,0,2
2013-05-04 14:35:41,2,0,0,2
2013-05-04 14:35:42,0,0,0,2
2013-05-04 14:35:43,0,0,0,2
2013-05-04 14:35:44,0,0,0,2
2013-05-04 14:35:45,0,0,0,2
2013-05-04 14:35:46,0,0,0,2
2013-05-04 14:35:47,0,0,0,2
2013-05-04 14:35:48,0,0,0,2
2013-05-04 14:35:49,0,0,0,2
2013-05-04 14:35:50,0,0,0,2
2013-05-04 14:35:51,0,0,0,2
2013-05-04 14:35:52,0,0,0,2
2013-05-04 14:35:53,0,0,0,2
2013-05-04 14:35:54,0,0,0,2
2013-05-04 14:35:55,0,0,0,2
2013-05-04 14:35:56,0,0,0,2
2013-05-04 14:35:57,0,0,0,2
2013-05-04 14:35:58,0,0,0,2
2013-05-04 14:35:59,0,0,0,2
2013-05-04 14:36:00,0,0,0,2
2013-05-04 14:36:01,2,0,0,2
2013-05-04 14:36:02,6,0,0,2
2013-05-04 14:36:03,6,0,0,2
2013-05-04 14:36:04,7,0,0,2
2013-05-04 14:36:05,7,0,0,2
2013-05-04 14:36:06,7,0,0,2
2013-05-04 14:36:07,7,0,0,2
2013-05-04 14:36:08,7,0,0,2
2013-05-04 14:36:09,7,0,0,2
2013-05-04 14:36:10,7,0,0,2
2013-05-04 14:36:11,7,0,0,2
2013-05-04 14:36:12,7,0,0,2
2013-05-04 14:36:13,7,0,0,1
2013-05-04 14:36:14,7,0,0,2
2013-05-04 14:36:15,7,0,0,2
2013-05-04 14:36:16,7,0,0,3
2013-05-04 14:36:17,7,0,0,1
2013-05-04 14:36:18,7,0,0,3
2013-05-04 14:36:19,7,0,0,3
2013-05-04 14:36:20,7,0,0,1
2013-05-04 14:36:21,7,0,0,1
2013-05-04 14:36:22,7,0,0,2
2013-05-04 14:36:23,7,0,0,2
2013-05-04 14:36:24,7,0,0,1
2013-05-04 14:36:25,7,0,0,3
2013-05-04 14:36:26,7,0,0,2
2013-05-04 14:36:27,7,0,0,2
2013-05-04 14:36:28,7,0,0,2
2013-05-04 14:36:29,7,0,0,3
2013-05-04 14:36:30,7,0,0,2
2013-05-04 14:36:31,7,0,0,2
2013-05-04 14:36:32,7,0,0,2
2013-05-04 14:36:33,7,0,0,3
2013-05-04 14:36:34,5,0,0,2
2013-05-04 14:36:35,5,0,0,2
2013-05-04 14:36:36,5,0,0,3
2013-05-04 14:36:37,5,0,0,3
2013-05-04 14:36:38,5,0,0,2
2013-05-04 14:36:39,5,0,0,2
2013-05-04 14:36:40,5,0,0,3
2013-05-04 14:36:41,5,0,0,1
2013-05-04 14:36:42,5,0,0,1
2013-05-04 14:36:43,5,0,0,1
2013-05-04 14:36:44,5,0,0,1
2013-05-04 14:36:45,2,0,0,1
2013-05-04 14:36:46,2,0,0,1
2013-05-04 14:36:47,2,0,0,1
2013-05-04 14:36:48,2,0,0,1
2013-05-04 14:36:49,0,0,0,1
2013-05-04 14:36:50,0,0,0,1
2013-05-04 14:36:51,2,0,0,1
2013-05-04 14:36:52,6,0,0,1
2013-05-04 14:36:53,7,0,0,1
2013-05-04 14:36:54,7,0,0,1
2013-05-04 14:36:55,7,0,0,1
2013-05-04 14:36:56,7,0,0,1
2013-05-04 14:36:57,5,0,0,1
2013-05-04 14:36:58,5,0,0,1
2013-05-04 14:36:59,5,0,0,1
2013-05-04 14:37:00,5,0,0,1
2013-05-04 14:37:01,5,2,0,1
2013-05-04 14:37:02,5,2,0,1
2013-05-04 14:37:03,5,2,0,1
2013-05-04 14:37:04,5,2,0,1
2013-05-04 14:37:05,0,2,0,1
2013-05-04 14:37:06,0,2,0,1
2013-05-04 14:37:07,0,2,0,1
2013-05-04 14:37:08,0,2,0,1
2013-05-04 14:37:09,0,2,0,1
2013-05-04 14:37:10,0,2,0,1
2013-05-04 14:37:11,0,2,0,1
2013-05-04 14:37:12,0,2,0,1
2013-05-04 14:37:13,0,2,0,1
2013-05-04 14:37:14,0,2,0,1
2013-05-04 14:37:15,0,2,0,1
2013-05-04 14:37:16,0,2,0,1
2013-05-04 14:37:17,0,2,0,1
2013-05-04 14:37:18,0,0,0,1
2013-05-04 14:37:19,0,0,0,1
2013-05-04 14:37:20,0,0,0,1
2013-05-04 14:37:21,0,0,0,1
2013-05-04 14:37:22,0,0,0,1
2013-05-04 14:37:23,0,0,0,1
2013-05-04 14:37:24,0,0,0,1
2013-05-04 14:37:25,0,0,0,1
2013-05-04 14:37:26,0,0,0,1
2013-05-04 14:37:27,0,0,0,1
2013-05-04 14:37:28,0,0,0,1
2013-05-04 14:37:29,0,0,0,1
2013-05-04 14:37:30,0,0,0,1
2013-05-04 14:37:31,0,0,0,1
2013-05-04 14:37:32,0,0,0,1
2013-05-04 14:37:33,0,0,0,1
2013-05-04 14:37:34,0,0,0,1
2013-05-04 14:37:35,0,0,0,1
2013-05-04 14:37:36,0,0,0,1
2013-05-04 14:37:37,0,0,0,1
2013-05-04 14:37:38,0,0,0,1
2013-05-04 14:37:39,0,0,0,1
2013-05-04 14:37:40,0,0,0,1
2013-05-04 14:37:41,0,0,0,1
2013-05-04 14:37:42,0,0,0,1
2013-05-04 14:37:43,0,0,0,1
2013-05-04 14:37:44,0,0,0,1
2013-05-04 14:37:45,0,0,0,1
2013-05-04 14:37:46,0,0,0,1
2013-05-04 14:37:47,0,0,0,1
2013-05-04 14:37:48,0,0,0,1
2013-05-04 14:37:49,0,0,0,1
2013-05-04 14:37:50,0,0,0,1
2013-05-04 14:37:51,0,0,0,1
2013-05-04 14:37:52,0,0,0,1
2013-05-04 14:37:53,0,0,0,1
2013-05-04 14:37:54,0,0,0,1
2013-05-04 14:37:55,0,0,0,1
2013-05-04 14:37:56,0,0,0,1
2013-05-04 14:37:57,0,0,0,1
2013-05-04 14:37:58,0,0,0,1
2013-05-04 14:37:59,0,0,0,1
2013-05-04 14:38:00,0,0,0,1
2013-05-04 14:38:01,0,0,0,1
2013-05-04 14:38:02,0,0,0,1
2013-05-04 14:38:03,0,0,0,1
2013-05-04 14:38:04,0,0,0,1
2013-05-04 14:38:05,0,0,0,1
2013-05-04 14:38:06,0,0,0,1
2013-05-04 14:38:07,0,0,0,1
2013-05-04 14:38:08,0,0,0,1
2013-05-04 14:38:09,0,2,0,1
2013-05-04 14:38:10,2,4,0,1
2013-05-04 14:38:11,5,4,0,1
2013-05-04 14:38:12,5,4,0,1
2013-05-04 14:38:13,5,4,0,1
2013-05-04 14:38:14,5,4,0,1
2013-05-04 14:38:15,5,4,0,1
2013-05-04 14:38:16,5,4,2,1
2013-05-04 14:38:17,5,4,6,1
2013-05-04 14:38:18,5,4,5,1
2013-05-04 14:38:19,5,4,6,1
2013-05-04 14:38:20,5,4,6,1
2013-05-04 14:38:21,5,4,5,1
2013-05-04 14:38:22,5,4,6,1
2013-05-04 14:38:23,5,4,4,1
2013-05-04 14:38:24,5,4,4,1
2013-05-04 14:38:25,5,4,4,1
2013-05-04 14:38:26,5,4,4,1
2013-05-04 14:38:27,5,4,4,1
2013-05-04 14:38:28,5,4,4,1
2013-05-04 14:38:29,5,4,4,1
2013-05-04 14:38:30,5,4,4,1
2013-05-04 14:38:31,5,4,4,1
2013-05-04 14:38:32,5,4,4,1
2013-05-04 14:38:33,5,4,4,1
2013-05-04 14:38:34,5,4,4,1
2013-05-04 14:38:35,5,4,4,1
2013-05-04 14:38:36,5,4,4,1
2013-05-04 14:38:37,5,4,4,1
2013-05-04 14:38:38,5,4,4,1
2013-05-04 14:38:39,5,4,4,1
2013-05-04 14:38:40,7,4,4,7
2013-05-04 14:38:41,7,4,4,7
2013-05-04 14:38:42,7,4,4,3
2013-05-04 14:38:43,5,4,4,3
2013-05-04 14:38:44,5,4,4,3
2013-05-04 14:38:45,5,4,7,7
2013-05-04 14:38:46,5,4,4,7
2013-05-04 14:38:47,5,4,7,3
2013-05-04 14:38:48,5,4,7,3
2013-05-04 14:38:49,5,4,7,3
2013-05-04 14:38:50,5,4,7,3
2013-05-04 14:38:51,5,4,7,3
2013-05-04 14:38:52,5,3,7,3
2013-05-04 14:38:53,5,0,7,3
2013-05-04 14:38:54,5,0,6,3
2013-05-04 14:38:55,5,2,6,3
2013-05-04 14:38:56,5,0,0,3
2013-05-04 14:38:57,5,0,0,3
2013-05-04 14:38:58,5,0,0,3
2013-05-04 14:38:59,5,0,0,3
2013-05-04 14:39:00,5,0,0,3
2013-05-04 14:39:01,5,0,0,3
2013-05-04 14:39:02,5,0,0,3
2013-05-04 14:39:03,5,0,0,5
2013-05-04 14:39:04,5,0,0,5
2013-05-04 14:39:05,5,0,0,5
2013-05-04 14:39:06,0,0,0,5
2013-05-04 14:39:07,0,0,0,3
2013-05-04 14:39:08,0,0,0,3
2013-05-04 14:39:09,0,0,0,3
2013-05-04 14:39:10,0,0,0,3
