time,jonathan,christina,iPad2-64-white,yvonne,jonathan_iPad2,charles_ipadair,charles
2014-03-17 17:49:34,7,4,7,4,7,4,4
2014-03-17 17:49:35,8,4,7,4,7,4,4
2014-03-17 17:49:36,7,4,7,4,7,4,3
2014-03-17 17:49:37,7,4,7,4,7,4,8
2014-03-17 17:49:38,8,4,4,4,7,4,8
2014-03-17 17:49:39,4,4,4,4,7,4,8
2014-03-17 17:49:40,7,4,4,4,7,4,8
2014-03-17 17:49:41,8,4,4,4,8,4,8
2014-03-17 17:49:42,7,4,4,4,8,4,8
2014-03-17 17:49:43,7,4,4,4,8,4,8
2014-03-17 17:49:44,7,4,4,4,8,4,8
2014-03-17 17:49:45,4,4,4,4,8,4,8
2014-03-17 17:49:46,7,4,4,4,8,4,8
2014-03-17 17:49:47,4,4,4,4,8,4,8
2014-03-17 17:49:48,7,4,4,4,8,4,8
2014-03-17 17:49:49,4,4,4,4,8,4,8
2014-03-17 17:49:50,7,4,4,4,8,4,8
2014-03-17 17:49:51,7,4,4,4,8,4,8
2014-03-17 17:49:52,7,4,4,4,8,4,8
2014-03-17 17:49:53,8,4,4,8,8,4,8
2014-03-17 17:49:54,7,4,4,8,8,4,8
2014-03-17 17:49:55,4,4,4,8,8,4,8
2014-03-17 17:49:56,4,4,4,8,8,4,8
2014-03-17 17:49:57,4,4,4,8,8,4,8
2014-03-17 17:49:58,4,4,4,8,8,4,8
2014-03-17 17:49:59,8,4,4,8,8,4,8
2014-03-17 17:50:00,7,4,4,8,8,4,8
2014-03-17 17:50:01,7,4,4,8,8,4,8
2014-03-17 17:50:02,7,4,4,8,7,4,8
2014-03-17 17:50:03,7,4,4,8,8,4,8
2014-03-17 17:50:04,7,4,4,4,7,4,8
2014-03-17 17:50:05,7,4,4,4,7,4,2
2014-03-17 17:50:06,8,4,4,4,7,4,8
2014-03-17 17:50:07,7,4,4,4,4,4,8
2014-03-17 17:50:08,7,4,4,4,7,4,8
2014-03-17 17:50:09,7,4,4,4,7,4,8
2014-03-17 17:50:10,7,4,4,4,4,4,8
2014-03-17 17:50:11,7,4,4,4,7,4,8
2014-03-17 17:50:12,7,4,4,4,7,4,2
2014-03-17 17:50:13,7,4,4,4,7,4,2
2014-03-17 17:50:14,4,4,4,4,4,4,4
2014-03-17 17:50:15,4,4,4,4,7,4,4
2014-03-17 17:50:16,4,4,4,4,4,4,4
2014-03-17 17:50:17,7,6,6,7,7,7,4
2014-03-17 17:50:18,7,6,6,7,7,7,7
2014-03-17 17:50:19,7,6,6,8,7,7,7
2014-03-17 17:50:20,7,6,6,8,7,7,7
2014-03-17 17:50:21,7,7,6,8,7,7,7
2014-03-17 17:50:22,7,7,8,8,8,7,7
2014-03-17 17:50:23,7,7,6,7,7,7,6
2014-03-17 17:50:24,7,7,8,7,8,7,6
2014-03-17 17:50:25,7,7,6,7,7,7,6
2014-03-17 17:50:26,8,8,8,8,8,8,8
2014-03-17 17:50:27,7,7,8,7,8,7,6
2014-03-17 17:50:28,7,7,7,7,7,7,6
2014-03-17 17:50:29,7,7,6,7,7,7,6
2014-03-17 17:50:30,7,7,6,7,7,7,6
2014-03-17 17:50:31,7,7,8,7,8,7,6
2014-03-17 17:50:32,7,7,7,7,7,7,6
2014-03-17 17:50:33,7,7,8,7,7,7,6
2014-03-17 17:50:34,7,7,7,7,7,7,6
2014-03-17 17:50:35,8,8,8,8,8,8,8
2014-03-17 17:50:36,7,7,8,7,7,7,6
2014-03-17 17:50:37,7,7,7,7,7,7,6
2014-03-17 17:50:38,7,7,8,7,8,7,6
2014-03-17 17:50:39,7,7,7,7,7,7,6
2014-03-17 17:50:40,7,7,8,7,8,7,6
2014-03-17 17:50:41,7,7,8,7,8,7,6
2014-03-17 17:50:42,7,7,7,7,7,7,6
2014-03-17 17:50:43,7,7,7,7,7,7,6
2014-03-17 17:50:44,7,7,7,7,7,7,6
2014-03-17 17:50:45,7,7,8,7,8,7,6
2014-03-17 17:50:46,7,7,8,7,8,7,6
2014-03-17 17:50:47,7,7,7,7,7,7,6
2014-03-17 17:50:48,7,7,8,7,8,7,6
2014-03-17 17:50:49,8,8,8,8,8,8,8
2014-03-17 17:50:50,7,7,8,7,8,7,6
2014-03-17 17:50:51,7,7,8,7,8,7,6
2014-03-17 17:50:52,7,7,8,8,8,7,6
2014-03-17 17:50:53,7,7,7,7,7,7,6
2014-03-17 17:50:54,7,3,7,7,7,7,7
2014-03-17 17:50:55,7,8,7,7,7,7,7
2014-03-17 17:50:56,7,8,7,7,7,4,7
2014-03-17 17:50:57,7,8,7,7,7,7,7
2014-03-17 17:50:58,7,8,7,7,7,7,7
2014-03-17 17:50:59,3,8,8,7,8,7,6
2014-03-17 17:51:00,1,8,8,7,8,7,6
2014-03-17 17:51:01,1,8,8,8,8,7,6
2014-03-17 17:51:02,1,8,8,8,8,7,4
2014-03-17 17:51:03,1,8,8,8,7,7,3
2014-03-17 17:51:04,1,8,8,8,1,4,1
2014-03-17 17:51:05,1,8,8,8,1,4,1
2014-03-17 17:51:06,1,8,8,8,1,4,1
2014-03-17 17:51:07,1,8,8,8,1,4,1
2014-03-17 17:51:08,1,8,8,8,1,3,1
2014-03-17 17:51:09,1,8,8,1,1,3,2
2014-03-17 17:51:10,1,8,8,1,1,3,2
2014-03-17 17:51:11,1,8,8,1,1,3,2
2014-03-17 17:51:12,1,8,8,1,1,1,3
2014-03-17 17:51:13,1,8,8,1,1,1,1
2014-03-17 17:51:14,1,8,8,1,1,1,1
2014-03-17 17:51:15,1,8,8,1,1,1,1
2014-03-17 17:51:16,1,8,1,1,1,1,1
2014-03-17 17:51:17,1,8,1,1,1,1,1
2014-03-17 17:51:18,1,1,1,1,1,1,1
2014-03-17 17:51:19,1,1,1,1,1,3,1
2014-03-17 17:51:20,1,1,1,1,1,3,1
2014-03-17 17:51:21,1,1,1,1,1,3,1
2014-03-17 17:51:22,1,1,1,1,1,3,1
2014-03-17 17:51:23,1,1,1,1,1,3,1
2014-03-17 17:51:24,1,1,1,1,1,1,1
2014-03-17 17:51:25,1,1,1,1,1,1,1
2014-03-17 17:51:26,1,1,1,1,1,1,1
2014-03-17 17:51:27,1,1,1,1,1,8,1
2014-03-17 17:51:28,1,1,1,1,1,1,1
2014-03-17 17:51:29,1,1,1,1,1,1,1
2014-03-17 17:51:30,1,1,1,1,1,1,1
2014-03-17 17:51:31,1,1,1,1,1,1,1
2014-03-17 17:51:32,1,1,1,1,1,1,1
2014-03-17 17:51:33,1,1,1,1,1,1,1
2014-03-17 17:51:34,1,1,1,1,1,1,1
2014-03-17 17:51:35,1,1,1,1,1,1,1
2014-03-17 17:51:36,1,1,1,1,1,1,1
2014-03-17 17:51:37,1,1,1,1,1,1,1
2014-03-17 17:51:38,1,1,1,1,1,1,1
2014-03-17 17:51:39,1,1,1,1,1,1,1
2014-03-17 17:51:40,1,1,1,1,1,1,1
2014-03-17 17:51:41,1,1,1,1,1,1,1
2014-03-17 17:51:42,1,1,1,1,1,1,1
2014-03-17 17:51:43,1,1,1,1,1,1,1
2014-03-17 17:51:44,1,1,1,1,1,1,1
2014-03-17 17:51:45,1,1,1,1,1,1,1
2014-03-17 17:51:46,1,1,1,1,1,3,1
2014-03-17 17:51:47,1,1,1,1,1,3,1
2014-03-17 17:51:48,1,1,1,1,1,3,1
2014-03-17 17:51:49,1,1,1,1,1,3,1
2014-03-17 17:51:50,1,1,1,1,1,1,1
2014-03-17 17:51:51,1,1,1,1,1,1,1
2014-03-17 17:51:52,1,1,1,1,1,1,1
2014-03-17 17:51:53,1,1,1,1,1,1,1
2014-03-17 17:51:54,1,1,1,1,1,1,1
2014-03-17 17:51:55,1,1,1,1,1,1,1
2014-03-17 17:51:56,1,1,1,1,1,1,1
2014-03-17 17:51:57,1,1,1,1,1,1,1
2014-03-17 17:51:58,1,1,1,1,1,1,1
2014-03-17 17:51:59,1,1,1,1,1,1,1
2014-03-17 17:52:00,1,1,1,1,1,1,1
2014-03-17 17:52:01,1,1,1,1,1,1,1
2014-03-17 17:52:02,1,1,1,1,1,1,1
2014-03-17 17:52:03,1,1,1,1,1,1,1
2014-03-17 17:52:04,1,1,1,1,1,1,1
2014-03-17 17:52:05,1,1,1,1,1,1,1
2014-03-17 17:52:06,1,1,1,1,1,1,1
2014-03-17 17:52:07,1,1,1,1,1,1,1
2014-03-17 17:52:08,1,1,1,1,1,1,1
2014-03-17 17:52:09,1,1,1,1,1,1,1
2014-03-17 17:52:10,1,1,1,1,1,1,1
2014-03-17 17:52:11,1,1,1,1,1,1,1
2014-03-17 17:52:12,1,1,1,1,1,1,1
2014-03-17 17:52:13,1,1,1,1,1,1,1
2014-03-17 17:52:14,1,1,1,1,1,1,1
2014-03-17 17:52:15,1,1,1,1,1,1,1
2014-03-17 17:52:16,1,1,1,1,1,1,1
2014-03-17 17:52:17,1,1,1,1,1,1,1
2014-03-17 17:52:18,1,1,1,1,1,1,1
2014-03-17 17:52:19,1,1,1,1,1,1,1
2014-03-17 17:52:20,1,1,1,1,1,1,1
2014-03-17 17:52:21,1,1,1,1,1,1,1
2014-03-17 17:52:22,1,1,1,1,1,1,1
2014-03-17 17:52:23,1,1,1,1,1,1,1
2014-03-17 17:52:24,1,1,1,1,1,1,1
2014-03-17 17:52:25,1,1,1,1,1,1,1
2014-03-17 17:52:26,1,1,1,1,1,1,1
2014-03-17 17:52:27,1,1,1,1,1,1,1
2014-03-17 17:52:28,1,1,1,1,1,1,1
2014-03-17 17:52:29,1,1,1,1,1,1,1
2014-03-17 17:52:30,1,1,1,1,1,1,1
2014-03-17 17:52:31,0,1,1,0,1,1,0
2014-03-17 17:52:32,0,1,1,0,1,1,0
2014-03-17 17:52:33,0,1,1,0,1,1,0
2014-03-17 17:52:34,0,1,1,0,1,1,0
2014-03-17 17:52:35,0,2,2,0,1,3,0
2014-03-17 17:52:36,0,2,2,0,0,2,0
2014-03-17 17:52:37,0,0,0,0,0,0,0
2014-03-17 17:52:38,0,0,0,0,0,0,0
2014-03-17 17:52:39,0,0,0,0,0,0,0
2014-03-17 17:52:40,0,0,0,0,0,0,0
2014-03-17 17:52:41,0,0,0,0,0,0,0
2014-03-17 17:52:42,0,0,0,0,0,0,0
2014-03-17 17:52:43,0,0,0,0,0,0,0
2014-03-17 17:52:44,0,0,0,0,0,0,0
2014-03-17 17:52:45,0,0,0,0,0,0,0
2014-03-17 17:52:46,0,0,0,0,0,0,0
2014-03-17 17:52:47,0,0,0,0,0,0,0
2014-03-17 17:52:48,0,0,0,0,0,0,0
2014-03-17 17:52:49,0,0,0,0,0,0,0
2014-03-17 17:52:50,0,0,0,0,0,0,0
2014-03-17 17:52:51,0,0,0,0,0,0,0
2014-03-17 17:52:52,0,0,0,0,0,0,0
2014-03-17 17:52:53,0,0,0,0,0,0,0
2014-03-17 17:52:54,0,0,0,0,0,0,0
2014-03-17 17:52:55,0,0,0,0,0,0,0
2014-03-17 17:52:56,0,0,0,0,0,0,0
2014-03-17 17:52:57,0,0,0,0,0,0,0
2014-03-17 17:52:58,0,0,0,0,0,0,0
2014-03-17 17:52:59,0,0,0,0,0,0,0
2014-03-17 17:53:00,0,0,0,0,0,0,0
2014-03-17 17:53:01,0,0,0,0,0,0,0
2014-03-17 17:53:02,0,0,0,0,0,0,0
2014-03-17 17:53:03,0,0,0,0,0,0,0
2014-03-17 17:53:04,0,0,0,0,0,0,0
2014-03-17 17:53:05,0,0,0,0,0,0,0
2014-03-17 17:53:06,0,0,0,0,0,0,0
2014-03-17 17:53:07,0,0,0,0,0,0,0
2014-03-17 17:53:08,0,0,0,0,0,4,0
2014-03-17 17:53:09,0,0,0,0,0,4,0
2014-03-17 17:53:10,0,0,0,0,0,4,0
