time,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,BD49B35A-8999-4987-9759-8D3F28D1292B
2015-06-03 14:05:08,7,6
2015-06-03 14:05:09,7,6
2015-06-03 14:05:10,7,6
2015-06-03 14:05:11,4,6
2015-06-03 14:05:12,4,4
2015-06-03 14:05:13,4,4
2015-06-03 14:05:14,0,4
2015-06-03 14:05:15,0,0
2015-06-03 14:05:16,0,6
2015-06-03 14:05:17,0,6
2015-06-03 14:05:18,0,6
2015-06-03 14:05:19,0,6
2015-06-03 14:05:20,0,6
2015-06-03 14:05:21,0,0
2015-06-03 14:05:22,0,0
2015-06-03 14:05:23,0,0
2015-06-03 14:05:24,0,0
2015-06-03 14:05:25,0,0
2015-06-03 14:05:26,0,0
2015-06-03 14:05:27,0,0
2015-06-03 14:05:28,0,0
2015-06-03 14:05:29,0,0
2015-06-03 14:05:30,0,0
2015-06-03 14:05:31,0,0
2015-06-03 14:05:32,0,0
2015-06-03 14:05:33,0,0
2015-06-03 14:05:34,0,0
2015-06-03 14:05:35,0,0
2015-06-03 14:05:36,0,0
2015-06-03 14:05:37,0,0
2015-06-03 14:05:38,0,0
2015-06-03 14:05:39,0,0
2015-06-03 14:05:40,0,0
2015-06-03 14:05:41,0,0
2015-06-03 14:05:42,0,0
2015-06-03 14:05:43,0,0
2015-06-03 14:05:44,0,0
2015-06-03 14:05:45,0,0
2015-06-03 14:05:46,0,0
2015-06-03 14:05:47,0,0
2015-06-03 14:05:48,0,0
2015-06-03 14:05:49,0,0
2015-06-03 14:05:50,0,0
2015-06-03 14:05:51,0,0
2015-06-03 14:05:52,0,0
2015-06-03 14:05:53,0,0
2015-06-03 14:05:54,0,0
2015-06-03 14:05:55,0,0
2015-06-03 14:05:56,0,0
2015-06-03 14:05:57,0,0
2015-06-03 14:05:58,0,0
2015-06-03 14:05:59,0,0
2015-06-03 14:06:00,0,0
2015-06-03 14:06:01,0,0
2015-06-03 14:06:02,0,0
2015-06-03 14:06:03,0,2
2015-06-03 14:06:04,0,7
2015-06-03 14:06:05,0,5
2015-06-03 14:06:06,0,8
2015-06-03 14:06:07,0,8
2015-06-03 14:06:08,0,8
2015-06-03 14:06:09,0,8
2015-06-03 14:06:10,0,8
2015-06-03 14:06:11,0,8
2015-06-03 14:06:12,0,8
2015-06-03 14:06:13,0,2
2015-06-03 14:06:14,0,2
2015-06-03 14:06:15,0,2
2015-06-03 14:06:16,0,2
2015-06-03 14:06:17,0,3
2015-06-03 14:06:18,0,4
2015-06-03 14:06:19,0,4
2015-06-03 14:06:20,0,4
2015-06-03 14:06:21,0,4
2015-06-03 14:06:22,0,2
2015-06-03 14:06:23,0,0
2015-06-03 14:06:24,0,2
2015-06-03 14:06:25,0,2
2015-06-03 14:06:26,0,2
2015-06-03 14:06:27,0,2
2015-06-03 14:06:28,0,2
2015-06-03 14:06:29,0,2
2015-06-03 14:06:30,0,2
2015-06-03 14:06:31,0,2
2015-06-03 14:06:32,0,2
2015-06-03 14:06:33,0,2
2015-06-03 14:06:34,0,2
2015-06-03 14:06:35,0,2
2015-06-03 14:06:36,0,2
2015-06-03 14:06:37,0,2
2015-06-03 14:06:38,0,6
2015-06-03 14:06:39,0,2
2015-06-03 14:06:40,0,2
2015-06-03 14:06:41,0,2
2015-06-03 14:06:42,0,0
2015-06-03 14:06:43,0,0
2015-06-03 14:06:44,0,0
2015-06-03 14:06:45,0,0
2015-06-03 14:06:46,0,0
2015-06-03 14:06:47,0,0
2015-06-03 14:06:48,0,0
2015-06-03 14:06:49,0,0
2015-06-03 14:06:50,0,0
2015-06-03 14:06:51,0,0
2015-06-03 14:06:52,0,0
2015-06-03 14:06:53,0,0
2015-06-03 14:06:54,0,0
2015-06-03 14:06:55,0,0
2015-06-03 14:06:56,0,0
2015-06-03 14:06:57,0,0
2015-06-03 14:06:58,0,0
2015-06-03 14:06:59,0,0
2015-06-03 14:07:00,0,0
2015-06-03 14:07:01,0,0
2015-06-03 14:07:02,0,0
2015-06-03 14:07:03,0,0
2015-06-03 14:07:04,0,0
2015-06-03 14:07:05,0,0
2015-06-03 14:07:06,0,0
2015-06-03 14:07:07,0,0
2015-06-03 14:07:08,0,0
2015-06-03 14:07:09,0,0
2015-06-03 14:07:10,0,0
2015-06-03 14:07:11,0,0
2015-06-03 14:07:12,0,0
2015-06-03 14:07:13,0,0
2015-06-03 14:07:14,0,0
2015-06-03 14:07:15,0,0
2015-06-03 14:07:16,0,0
2015-06-03 14:07:17,0,0
2015-06-03 14:07:18,0,0
2015-06-03 14:07:19,0,0
2015-06-03 14:07:20,0,0
2015-06-03 14:07:21,0,0
2015-06-03 14:07:22,0,0
2015-06-03 14:07:23,0,0
2015-06-03 14:07:24,0,0
2015-06-03 14:07:25,0,0
2015-06-03 14:07:26,0,0
2015-06-03 14:07:27,0,0
2015-06-03 14:07:28,0,0
2015-06-03 14:07:29,0,0
2015-06-03 14:07:30,0,0
2015-06-03 14:07:31,0,0
2015-06-03 14:07:32,0,0
2015-06-03 14:07:33,0,0
2015-06-03 14:07:34,0,0
2015-06-03 14:07:35,0,0
2015-06-03 14:07:36,0,0
2015-06-03 14:07:37,0,0
2015-06-03 14:07:38,0,0
2015-06-03 14:07:39,0,0
2015-06-03 14:07:40,0,0
2015-06-03 14:07:41,0,0
2015-06-03 14:07:42,0,0
2015-06-03 14:07:43,0,0
2015-06-03 14:07:44,0,0
2015-06-03 14:07:45,0,0
2015-06-03 14:07:46,0,0
2015-06-03 14:07:47,0,0
2015-06-03 14:07:48,0,0
2015-06-03 14:07:49,0,0
2015-06-03 14:07:50,0,0
2015-06-03 14:07:51,0,0
2015-06-03 14:07:52,0,0
2015-06-03 14:07:53,0,0
2015-06-03 14:07:54,0,0
2015-06-03 14:07:55,0,0
2015-06-03 14:07:56,0,0
2015-06-03 14:07:57,0,0
2015-06-03 14:07:58,0,0
2015-06-03 14:07:59,0,0
2015-06-03 14:08:00,0,0
2015-06-03 14:08:01,0,0
2015-06-03 14:08:02,0,0
2015-06-03 14:08:03,0,0
2015-06-03 14:08:04,0,0
2015-06-03 14:08:05,0,0
2015-06-03 14:08:06,0,0
2015-06-03 14:08:07,0,0
2015-06-03 14:08:08,0,0
2015-06-03 14:08:09,0,0
2015-06-03 14:08:10,0,0
2015-06-03 14:08:11,0,0
2015-06-03 14:08:12,0,0
2015-06-03 14:08:13,0,0
2015-06-03 14:08:14,0,0
2015-06-03 14:08:15,0,0
2015-06-03 14:08:16,0,0
2015-06-03 14:08:17,2,0
2015-06-03 14:08:18,1,0
2015-06-03 14:08:19,1,0
2015-06-03 14:08:20,1,0
2015-06-03 14:08:21,1,0
2015-06-03 14:08:22,3,0
2015-06-03 14:08:23,3,0
2015-06-03 14:08:24,3,2
2015-06-03 14:08:25,7,2
2015-06-03 14:08:26,7,2
2015-06-03 14:08:27,7,1
2015-06-03 14:08:28,7,1
2015-06-03 14:08:29,7,1
2015-06-03 14:08:30,7,1
2015-06-03 14:08:31,7,1
2015-06-03 14:08:32,7,1
2015-06-03 14:08:33,7,1
2015-06-03 14:08:34,7,1
2015-06-03 14:08:35,7,2
2015-06-03 14:08:36,7,1
2015-06-03 14:08:37,7,1
2015-06-03 14:08:38,7,1
2015-06-03 14:08:39,7,1
2015-06-03 14:08:40,7,1
2015-06-03 14:08:41,7,1
2015-06-03 14:08:42,7,3
2015-06-03 14:08:43,7,3
2015-06-03 14:08:44,8,3
2015-06-03 14:08:45,3,4
2015-06-03 14:08:46,3,4
2015-06-03 14:08:47,1,7
2015-06-03 14:08:48,1,4
2015-06-03 14:08:49,1,4
2015-06-03 14:08:50,1,8
2015-06-03 14:08:51,1,8
2015-06-03 14:08:52,1,2
2015-06-03 14:08:53,2,4
2015-06-03 14:08:54,0,4
2015-06-03 14:08:55,0,4
2015-06-03 14:08:56,0,4
2015-06-03 14:08:57,2,4
2015-06-03 14:08:58,3,4
2015-06-03 14:08:59,4,4
2015-06-03 14:09:00,4,4
2015-06-03 14:09:01,4,4
2015-06-03 14:09:02,4,4
2015-06-03 14:09:03,4,4
2015-06-03 14:09:04,0,4
2015-06-03 14:09:05,0,4
2015-06-03 14:09:06,0,3
2015-06-03 14:09:07,0,3
2015-06-03 14:09:08,0,1
2015-06-03 14:09:09,0,1
2015-06-03 14:09:10,0,1
2015-06-03 14:09:11,0,1
2015-06-03 14:09:12,0,1
2015-06-03 14:09:13,0,3
2015-06-03 14:09:14,0,3
2015-06-03 14:09:15,0,3
2015-06-03 14:09:16,0,2
2015-06-03 14:09:17,0,2
2015-06-03 14:09:18,0,2
2015-06-03 14:09:19,0,2
2015-06-03 14:09:20,0,2
2015-06-03 14:09:21,0,2
2015-06-03 14:09:22,0,8
2015-06-03 14:09:23,0,8
2015-06-03 14:09:24,0,8
2015-06-03 14:09:25,0,8
2015-06-03 14:09:26,0,8
2015-06-03 14:09:27,0,3
2015-06-03 14:09:28,0,4
2015-06-03 14:09:29,0,0
2015-06-03 14:09:30,0,0
2015-06-03 14:09:31,0,0
2015-06-03 14:09:32,0,0
2015-06-03 14:09:33,2,2
2015-06-03 14:09:34,2,2
2015-06-03 14:09:35,3,8
2015-06-03 14:09:36,8,4
2015-06-03 14:09:37,8,4
2015-06-03 14:09:38,8,4
2015-06-03 14:09:39,4,7
2015-06-03 14:09:40,8,7
2015-06-03 14:09:41,0,7
2015-06-03 14:09:42,0,7
2015-06-03 14:09:43,0,7
2015-06-03 14:09:44,0,7
2015-06-03 14:09:45,0,7
2015-06-03 14:09:46,0,7
2015-06-03 14:09:47,0,4
2015-06-03 14:09:48,0,3
2015-06-03 14:09:49,0,3
2015-06-03 14:09:50,0,3
2015-06-03 14:09:51,0,3
2015-06-03 14:09:52,0,1
2015-06-03 14:09:53,0,3
2015-06-03 14:09:54,0,3
2015-06-03 14:09:55,0,3
2015-06-03 14:09:56,0,1
2015-06-03 14:09:57,0,3
2015-06-03 14:09:58,0,1
2015-06-03 14:09:59,0,1
2015-06-03 14:10:00,2,1
2015-06-03 14:10:01,2,3
2015-06-03 14:10:02,2,3
2015-06-03 14:10:03,1,1
2015-06-03 14:10:04,3,3
2015-06-03 14:10:05,4,4
2015-06-03 14:10:06,4,4
2015-06-03 14:10:07,4,4
2015-06-03 14:10:08,7,8
2015-06-03 14:10:09,7,7
2015-06-03 14:10:10,7,7
2015-06-03 14:10:11,7,7
2015-06-03 14:10:12,7,4
2015-06-03 14:10:13,7,4
2015-06-03 14:10:14,7,4
2015-06-03 14:10:15,8,4
2015-06-03 14:10:16,0,2
2015-06-03 14:10:17,0,2
2015-06-03 14:10:18,2,2
2015-06-03 14:10:19,2,1
2015-06-03 14:10:20,2,1
2015-06-03 14:10:21,2,1
2015-06-03 14:10:22,2,3
2015-06-03 14:10:23,2,3
2015-06-03 14:10:24,2,3
2015-06-03 14:10:25,2,3
2015-06-03 14:10:26,2,3
2015-06-03 14:10:27,2,3
2015-06-03 14:10:28,2,3
2015-06-03 14:10:29,2,3
2015-06-03 14:10:30,2,3
2015-06-03 14:10:31,2,3
2015-06-03 14:10:32,2,3
2015-06-03 14:10:33,2,3
2015-06-03 14:10:34,2,3
2015-06-03 14:10:35,3,3
2015-06-03 14:10:36,3,3
2015-06-03 14:10:37,3,3
2015-06-03 14:10:38,4,3
2015-06-03 14:10:39,7,3
2015-06-03 14:10:40,7,3
2015-06-03 14:10:41,7,3
2015-06-03 14:10:42,6,7
2015-06-03 14:10:43,6,4
2015-06-03 14:10:44,8,3
2015-06-03 14:10:45,8,3
2015-06-03 14:10:46,8,3
2015-06-03 14:10:47,8,3
2015-06-03 14:10:48,8,3
2015-06-03 14:10:49,3,3
2015-06-03 14:10:50,3,4
2015-06-03 14:10:51,3,4
2015-06-03 14:10:52,3,4
2015-06-03 14:10:53,3,4
2015-06-03 14:10:54,3,4
2015-06-03 14:10:55,2,3
2015-06-03 14:10:56,2,3
2015-06-03 14:10:57,2,3
2015-06-03 14:10:58,1,3
2015-06-03 14:10:59,2,3
2015-06-03 14:11:00,3,3
2015-06-03 14:11:01,1,3
2015-06-03 14:11:02,1,3
2015-06-03 14:11:03,1,4
2015-06-03 14:11:04,1,7
2015-06-03 14:11:05,1,7
2015-06-03 14:11:06,1,3
2015-06-03 14:11:07,3,3
2015-06-03 14:11:08,8,3
2015-06-03 14:11:09,8,3
2015-06-03 14:11:10,8,3
2015-06-03 14:11:11,8,3
2015-06-03 14:11:12,3,3
2015-06-03 14:11:13,3,3
2015-06-03 14:11:14,3,3
2015-06-03 14:11:15,2,3
2015-06-03 14:11:16,2,3
2015-06-03 14:11:17,2,3
2015-06-03 14:11:18,2,3
2015-06-03 14:11:19,1,3
2015-06-03 14:11:20,1,3
2015-06-03 14:11:21,3,3
2015-06-03 14:11:22,3,3
2015-06-03 14:11:23,1,3
2015-06-03 14:11:24,3,3
2015-06-03 14:11:25,3,3
2015-06-03 14:11:26,3,3
2015-06-03 14:11:27,3,3
2015-06-03 14:11:28,3,3
2015-06-03 14:11:29,8,3
2015-06-03 14:11:30,8,8
2015-06-03 14:11:31,8,8
2015-06-03 14:11:32,8,7
2015-06-03 14:11:33,8,7
2015-06-03 14:11:34,7,4
2015-06-03 14:11:35,4,4
2015-06-03 14:11:36,0,3
2015-06-03 14:11:37,0,2
2015-06-03 14:11:38,0,2
2015-06-03 14:11:39,0,0
2015-06-03 14:11:40,0,0
2015-06-03 14:11:41,0,0
2015-06-03 14:11:42,0,0
2015-06-03 14:11:43,0,0
2015-06-03 14:11:44,0,0
2015-06-03 14:11:45,0,0
2015-06-03 14:11:46,0,0
2015-06-03 14:11:47,0,0
2015-06-03 14:11:48,0,0
2015-06-03 14:11:49,0,0
2015-06-03 14:11:50,0,0
2015-06-03 14:11:51,0,0
2015-06-03 14:11:52,0,2
2015-06-03 14:11:53,0,2
2015-06-03 14:11:54,0,2
2015-06-03 14:11:55,0,2
2015-06-03 14:11:56,0,4
2015-06-03 14:11:57,0,4
2015-06-03 14:11:58,0,3
2015-06-03 14:11:59,0,3
2015-06-03 14:12:00,0,3
2015-06-03 14:12:01,0,3
2015-06-03 14:12:02,0,3
2015-06-03 14:12:03,0,3
2015-06-03 14:12:04,0,5
2015-06-03 14:12:05,0,5
2015-06-03 14:12:06,0,5
2015-06-03 14:12:07,0,6
2015-06-03 14:12:08,0,8
2015-06-03 14:12:09,0,7
2015-06-03 14:12:10,0,7
2015-06-03 14:12:11,0,7
2015-06-03 14:12:12,0,3
2015-06-03 14:12:13,0,3
2015-06-03 14:12:14,0,2
2015-06-03 14:12:15,0,2
2015-06-03 14:12:16,0,3
2015-06-03 14:12:17,0,6
2015-06-03 14:12:18,0,8
2015-06-03 14:12:19,0,8
2015-06-03 14:12:20,0,8
2015-06-03 14:12:21,0,7
2015-06-03 14:12:22,0,7
2015-06-03 14:12:23,0,2
2015-06-03 14:12:24,0,0
2015-06-03 14:12:25,0,0
2015-06-03 14:12:26,0,0
2015-06-03 14:12:27,0,2
2015-06-03 14:12:28,0,2
2015-06-03 14:12:29,0,1
2015-06-03 14:12:30,0,1
2015-06-03 14:12:31,0,1
2015-06-03 14:12:32,0,1
2015-06-03 14:12:33,0,3
2015-06-03 14:12:34,0,3
2015-06-03 14:12:35,0,2
2015-06-03 14:12:36,0,2
2015-06-03 14:12:37,0,2
2015-06-03 14:12:38,0,2
2015-06-03 14:12:39,0,2
2015-06-03 14:12:40,0,2
2015-06-03 14:12:41,0,2
2015-06-03 14:12:42,0,2
2015-06-03 14:12:43,0,2
2015-06-03 14:12:44,0,2
2015-06-03 14:12:45,0,0
2015-06-03 14:12:46,0,0
2015-06-03 14:12:47,0,0
2015-06-03 14:12:48,0,0
2015-06-03 14:12:49,0,0
2015-06-03 14:12:50,0,0
2015-06-03 14:12:51,0,0
2015-06-03 14:12:52,0,0
2015-06-03 14:12:53,0,0
2015-06-03 14:12:54,0,0
2015-06-03 14:12:55,0,0
2015-06-03 14:12:56,0,0
2015-06-03 14:12:57,0,0
2015-06-03 14:12:58,0,0
2015-06-03 14:12:59,0,0
2015-06-03 14:13:00,0,0
2015-06-03 14:13:01,0,0
2015-06-03 14:13:02,0,0
2015-06-03 14:13:03,0,0
2015-06-03 14:13:04,0,0
2015-06-03 14:13:05,0,0
2015-06-03 14:13:06,0,2
2015-06-03 14:13:07,0,8
2015-06-03 14:13:08,0,8
2015-06-03 14:13:09,0,8
2015-06-03 14:13:10,0,3
2015-06-03 14:13:11,0,3
2015-06-03 14:13:12,0,2
2015-06-03 14:13:13,0,2
2015-06-03 14:13:14,0,2
2015-06-03 14:13:15,0,1
2015-06-03 14:13:16,0,3
2015-06-03 14:13:17,0,3
2015-06-03 14:13:18,0,3
2015-06-03 14:13:19,0,8
2015-06-03 14:13:20,0,6
2015-06-03 14:13:21,0,2
2015-06-03 14:13:22,0,6
2015-06-03 14:13:23,0,6
2015-06-03 14:13:24,0,6
2015-06-03 14:13:25,0,8
2015-06-03 14:13:26,0,8
2015-06-03 14:13:27,0,8
2015-06-03 14:13:28,0,2
2015-06-03 14:13:29,0,2
2015-06-03 14:13:30,0,8
2015-06-03 14:13:31,0,8
2015-06-03 14:13:32,0,8
2015-06-03 14:13:33,0,8
2015-06-03 14:13:34,0,7
2015-06-03 14:13:35,0,7
2015-06-03 14:13:36,0,3
2015-06-03 14:13:37,0,3
2015-06-03 14:13:38,0,3
2015-06-03 14:13:39,0,3
2015-06-03 14:13:40,0,3
2015-06-03 14:13:41,0,3
2015-06-03 14:13:42,0,3
2015-06-03 14:13:43,0,3
2015-06-03 14:13:44,0,3
2015-06-03 14:13:45,0,8
2015-06-03 14:13:46,0,0
2015-06-03 14:13:47,0,0
2015-06-03 14:13:48,0,0
2015-06-03 14:13:49,0,0
