time,charles,jonathan,christina,yvonne,00088B8E-D27C-4AE1-8102-5FE318589D3E
2014-04-28 18:29:40,0,0,0,0,0
2014-04-28 18:29:41,0,0,0,0,0
2014-04-28 18:29:42,0,0,0,0,0
2014-04-28 18:29:43,0,0,0,0,0
2014-04-28 18:29:44,0,0,0,0,0
2014-04-28 18:29:45,0,0,0,0,0
2014-04-28 18:29:46,0,0,0,0,0
2014-04-28 18:29:47,2,2,0,0,0
2014-04-28 18:29:48,2,2,0,0,0
2014-04-28 18:29:49,2,2,0,0,0
2014-04-28 18:29:50,2,2,0,0,0
2014-04-28 18:29:51,2,2,0,0,0
2014-04-28 18:29:52,0,0,0,0,0
2014-04-28 18:29:53,0,0,0,0,0
2014-04-28 18:29:54,0,0,0,0,0
2014-04-28 18:29:55,0,0,0,0,0
2014-04-28 18:29:56,0,0,0,0,0
2014-04-28 18:29:57,0,0,0,0,0
2014-04-28 18:29:58,0,0,0,0,0
2014-04-28 18:29:59,0,0,0,0,0
2014-04-28 18:30:00,0,0,0,0,0
2014-04-28 18:30:01,0,0,0,0,0
2014-04-28 18:30:02,0,0,0,0,0
2014-04-28 18:30:03,0,0,0,0,0
2014-04-28 18:30:04,0,0,0,0,0
2014-04-28 18:30:05,0,0,0,0,0
2014-04-28 18:30:06,0,0,0,0,0
2014-04-28 18:30:07,0,0,0,0,0
2014-04-28 18:30:08,0,0,0,0,0
2014-04-28 18:30:09,0,0,0,0,0
2014-04-28 18:30:10,0,0,0,0,0
2014-04-28 18:30:11,0,0,0,0,0
2014-04-28 18:30:12,0,0,0,0,0
2014-04-28 18:30:13,0,0,0,0,0
2014-04-28 18:30:14,0,0,0,0,0
2014-04-28 18:30:15,0,0,0,0,0
2014-04-28 18:30:16,0,0,0,0,0
2014-04-28 18:30:17,4,3,3,3,0
2014-04-28 18:30:18,4,3,3,3,0
2014-04-28 18:30:19,4,3,3,3,0
2014-04-28 18:30:20,4,3,3,3,0
2014-04-28 18:30:21,4,3,3,3,0
2014-04-28 18:30:22,0,0,0,0,0
2014-04-28 18:30:23,0,0,0,0,0
2014-04-28 18:30:24,0,0,0,0,0
2014-04-28 18:30:25,0,0,0,0,0
2014-04-28 18:30:26,0,0,0,0,0
2014-04-28 18:30:27,0,0,0,0,0
2014-04-28 18:30:28,0,0,0,0,0
2014-04-28 18:30:29,0,0,0,0,0
2014-04-28 18:30:30,0,0,0,0,0
2014-04-28 18:30:31,0,0,0,0,0
2014-04-28 18:30:32,0,0,0,0,0
2014-04-28 18:30:33,0,0,0,0,0
2014-04-28 18:30:34,0,0,0,0,0
2014-04-28 18:30:35,0,0,0,0,0
2014-04-28 18:30:36,0,0,0,0,0
2014-04-28 18:30:37,0,0,0,0,0
2014-04-28 18:30:38,0,0,0,0,0
2014-04-28 18:30:39,0,0,0,0,0
2014-04-28 18:30:40,0,0,0,0,0
2014-04-28 18:30:41,0,0,0,0,0
2014-04-28 18:30:42,0,0,0,0,0
2014-04-28 18:30:43,0,0,0,0,0
2014-04-28 18:30:44,0,0,0,0,0
2014-04-28 18:30:45,0,0,0,0,0
2014-04-28 18:30:46,0,0,0,0,0
2014-04-28 18:30:47,4,2,2,0,0
2014-04-28 18:30:48,4,2,2,0,0
2014-04-28 18:30:49,4,2,2,0,0
2014-04-28 18:30:50,4,2,2,0,0
2014-04-28 18:30:51,4,2,2,0,0
2014-04-28 18:30:52,0,0,0,0,0
2014-04-28 18:30:53,0,0,0,0,0
2014-04-28 18:30:54,0,0,0,0,0
2014-04-28 18:30:55,0,0,0,0,0
2014-04-28 18:30:56,0,0,0,0,0
2014-04-28 18:30:57,0,0,0,0,0
2014-04-28 18:30:58,0,0,0,0,0
2014-04-28 18:30:59,0,0,0,0,0
2014-04-28 18:31:00,0,0,0,0,0
2014-04-28 18:31:01,0,0,0,0,0
2014-04-28 18:31:02,0,0,0,0,0
2014-04-28 18:31:03,0,0,0,0,0
2014-04-28 18:31:04,0,0,0,0,0
2014-04-28 18:31:05,0,0,0,0,0
2014-04-28 18:31:06,0,0,0,0,0
2014-04-28 18:31:07,0,0,0,0,0
2014-04-28 18:31:08,0,0,0,0,0
2014-04-28 18:31:09,0,0,0,0,0
2014-04-28 18:31:10,0,0,0,0,0
2014-04-28 18:31:11,0,0,0,0,0
2014-04-28 18:31:12,0,0,0,0,0
2014-04-28 18:31:13,0,0,0,0,0
2014-04-28 18:31:14,0,0,0,0,0
2014-04-28 18:31:15,0,0,0,0,0
2014-04-28 18:31:16,0,0,0,0,0
2014-04-28 18:31:17,2,3,1,3,2
2014-04-28 18:31:18,2,3,1,3,2
2014-04-28 18:31:19,2,3,1,3,2
2014-04-28 18:31:20,2,3,1,3,2
2014-04-28 18:31:21,2,3,1,3,2
2014-04-28 18:31:22,4,0,0,8,0
2014-04-28 18:31:23,4,0,2,8,0
2014-04-28 18:31:24,4,0,2,4,0
2014-04-28 18:31:25,4,0,2,4,0
2014-04-28 18:31:26,4,0,2,4,0
