time,charles,jonathan,christina,yvonne,00088B8E-D27C-4AE1-8102-5FE318589D3E
2014-04-28 18:28:06,0,0,0,0,0
2014-04-28 18:28:07,0,0,0,0,0
2014-04-28 18:28:08,0,0,0,0,0
2014-04-28 18:28:09,0,0,0,0,0
2014-04-28 18:28:10,0,0,0,0,0
2014-04-28 18:28:11,0,0,0,0,0
2014-04-28 18:28:12,0,0,0,0,0
2014-04-28 18:28:13,0,0,0,0,0
2014-04-28 18:28:14,0,0,0,0,0
2014-04-28 18:28:15,0,0,0,0,0
2014-04-28 18:28:16,0,0,0,0,0
2014-04-28 18:28:17,2,3,3,1,0
2014-04-28 18:28:18,2,3,3,1,0
2014-04-28 18:28:19,2,3,3,1,0
2014-04-28 18:28:20,2,3,3,1,0
2014-04-28 18:28:21,2,3,3,1,0
2014-04-28 18:28:22,0,0,0,0,0
2014-04-28 18:28:23,0,0,0,0,0
2014-04-28 18:28:24,0,0,0,0,0
2014-04-28 18:28:25,0,0,0,0,0
2014-04-28 18:28:26,0,0,0,0,0
2014-04-28 18:28:27,0,0,0,0,0
2014-04-28 18:28:28,0,0,0,0,0
2014-04-28 18:28:29,0,0,0,0,0
2014-04-28 18:28:30,0,0,0,0,0
2014-04-28 18:28:31,0,0,0,0,0
2014-04-28 18:28:32,0,0,0,0,0
2014-04-28 18:28:33,0,0,0,0,0
2014-04-28 18:28:34,0,0,0,0,0
2014-04-28 18:28:35,0,0,0,0,0
2014-04-28 18:28:36,0,0,0,0,0
2014-04-28 18:28:37,0,0,0,0,0
2014-04-28 18:28:38,0,0,0,0,0
2014-04-28 18:28:39,0,0,0,0,0
2014-04-28 18:28:40,0,0,0,0,0
2014-04-28 18:28:41,0,0,0,0,0
2014-04-28 18:28:42,0,0,0,0,0
2014-04-28 18:28:43,0,0,0,0,0
2014-04-28 18:28:44,0,0,0,0,0
2014-04-28 18:28:45,0,0,0,0,0
2014-04-28 18:28:46,0,0,0,0,0
2014-04-28 18:28:47,0,0,0,0,0
2014-04-28 18:28:48,0,0,0,0,0
2014-04-28 18:28:49,0,0,0,0,0
2014-04-28 18:28:50,0,0,0,0,0
2014-04-28 18:28:51,0,0,0,0,0
2014-04-28 18:28:52,0,0,0,0,0
2014-04-28 18:28:53,0,0,0,0,0
2014-04-28 18:28:54,0,0,0,0,0
2014-04-28 18:28:55,0,0,0,0,0
2014-04-28 18:28:56,0,0,0,0,0
2014-04-28 18:28:57,0,0,0,0,0
2014-04-28 18:28:58,0,0,0,0,0
2014-04-28 18:28:59,0,0,0,0,0
2014-04-28 18:29:00,0,0,0,0,0
2014-04-28 18:29:01,0,0,0,0,0
2014-04-28 18:29:02,0,0,0,0,0
2014-04-28 18:29:03,0,0,0,0,0
2014-04-28 18:29:04,0,0,0,0,0
2014-04-28 18:29:05,0,0,0,0,0
2014-04-28 18:29:06,0,0,0,0,0
2014-04-28 18:29:07,0,0,0,0,0
2014-04-28 18:29:08,0,0,0,0,0
2014-04-28 18:29:09,0,0,0,0,0
2014-04-28 18:29:10,0,0,0,0,0
2014-04-28 18:29:11,0,0,0,0,0
2014-04-28 18:29:12,0,0,0,0,0
2014-04-28 18:29:13,0,0,0,0,0
2014-04-28 18:29:14,0,0,0,0,0
2014-04-28 18:29:15,0,0,0,0,0
2014-04-28 18:29:16,0,0,0,0,0
2014-04-28 18:29:17,2,2,2,2,0
2014-04-28 18:29:18,2,2,2,2,0
2014-04-28 18:29:19,2,2,2,2,0
2014-04-28 18:29:20,2,2,2,2,0
2014-04-28 18:29:21,2,2,2,2,0
2014-04-28 18:29:22,0,0,0,0,0
2014-04-28 18:29:23,0,0,0,0,0
2014-04-28 18:29:24,0,0,0,0,0
2014-04-28 18:29:25,0,0,0,0,0
2014-04-28 18:29:26,0,0,0,0,0
2014-04-28 18:29:27,0,0,0,0,0
2014-04-28 18:29:28,0,0,0,0,0
2014-04-28 18:29:29,0,0,0,0,0
2014-04-28 18:29:30,0,0,0,0,0
2014-04-28 18:29:31,0,0,0,0,0
2014-04-28 18:29:32,0,0,0,0,0
2014-04-28 18:29:33,0,0,0,0,0
2014-04-28 18:29:34,0,0,0,0,0
2014-04-28 18:29:35,0,0,0,0,0
2014-04-28 18:29:36,0,0,0,0,0
2014-04-28 18:29:37,0,0,0,0,0
2014-04-28 18:29:38,0,0,0,0,0
2014-04-28 18:29:39,0,0,0,0,0
