time,0E98DD2F-94C2-45EE-BEC5-18718CA36D8B,jonathan
2014-03-13 15:42:02,0,0
2014-03-13 15:42:03,0,0
2014-03-13 15:42:04,0,0
2014-03-13 15:42:05,0,0
2014-03-13 15:42:06,0,0
2014-03-13 15:42:07,0,0
2014-03-13 15:42:08,0,0
2014-03-13 15:42:09,0,0
2014-03-13 15:42:10,0,0
2014-03-13 15:42:11,0,0
2014-03-13 15:42:12,0,0
2014-03-13 15:42:13,0,0
2014-03-13 15:42:14,0,0
2014-03-13 15:42:15,0,0
2014-03-13 15:42:16,0,0
2014-03-13 15:42:17,0,0
2014-03-13 15:42:18,0,0
2014-03-13 15:42:19,6,0
2014-03-13 15:42:20,6,0
2014-03-13 15:42:21,6,0
2014-03-13 15:42:22,6,0
2014-03-13 15:42:23,6,0
2014-03-13 15:42:24,0,0
2014-03-13 15:42:25,0,0
2014-03-13 15:42:26,0,0
2014-03-13 15:42:27,0,0
2014-03-13 15:42:28,0,0
2014-03-13 15:42:29,0,0
2014-03-13 15:42:30,0,0
2014-03-13 15:42:31,0,0
2014-03-13 15:42:32,7,0
2014-03-13 15:42:33,5,0
2014-03-13 15:42:34,7,0
2014-03-13 15:42:35,7,0
2014-03-13 15:42:36,7,0
2014-03-13 15:42:37,7,0
2014-03-13 15:42:38,7,0
2014-03-13 15:42:39,7,0
2014-03-13 15:42:40,7,0
2014-03-13 15:42:41,7,0
2014-03-13 15:42:42,7,0
2014-03-13 15:42:43,7,0
2014-03-13 15:42:44,7,0
2014-03-13 15:42:45,7,0
2014-03-13 15:42:46,8,0
2014-03-13 15:42:47,3,0
2014-03-13 15:42:48,3,0
2014-03-13 15:42:49,3,0
2014-03-13 15:42:50,3,0
2014-03-13 15:42:51,3,0
2014-03-13 15:42:52,2,0
2014-03-13 15:42:53,1,0
2014-03-13 15:42:54,2,0
2014-03-13 15:42:55,2,0
2014-03-13 15:42:56,2,0
2014-03-13 15:42:57,2,0
2014-03-13 15:42:58,2,0
2014-03-13 15:42:59,2,0
2014-03-13 15:43:00,2,0
2014-03-13 15:43:01,2,0
2014-03-13 15:43:02,2,0
2014-03-13 15:43:03,2,0
2014-03-13 15:43:04,2,0
2014-03-13 15:43:05,2,0
2014-03-13 15:43:06,2,0
2014-03-13 15:43:07,2,0
2014-03-13 15:43:08,2,0
2014-03-13 15:43:09,2,0
2014-03-13 15:43:10,1,0
2014-03-13 15:43:11,1,0
2014-03-13 15:43:12,1,0
2014-03-13 15:43:13,1,0
2014-03-13 15:43:14,1,0
2014-03-13 15:43:15,2,0
2014-03-13 15:43:16,2,0
2014-03-13 15:43:17,2,2
2014-03-13 15:43:18,2,2
2014-03-13 15:43:19,0,2
2014-03-13 15:43:20,0,2
2014-03-13 15:43:21,0,2
2014-03-13 15:43:22,0,2
2014-03-13 15:43:23,0,2
2014-03-13 15:43:24,0,2
2014-03-13 15:43:25,0,2
2014-03-13 15:43:26,0,2
2014-03-13 15:43:27,0,2
2014-03-13 15:43:28,0,2
2014-03-13 15:43:29,0,2
2014-03-13 15:43:30,0,1
2014-03-13 15:43:31,0,1
2014-03-13 15:43:32,0,1
2014-03-13 15:43:33,0,1
2014-03-13 15:43:34,0,2
2014-03-13 15:43:35,0,2
2014-03-13 15:43:36,0,2
2014-03-13 15:43:37,0,2
2014-03-13 15:43:38,0,2
2014-03-13 15:43:39,0,2
2014-03-13 15:43:40,0,2
2014-03-13 15:43:41,0,2
2014-03-13 15:43:42,0,2
2014-03-13 15:43:43,0,2
2014-03-13 15:43:44,0,2
2014-03-13 15:43:45,0,2
2014-03-13 15:43:46,0,2
2014-03-13 15:43:47,0,2
2014-03-13 15:43:48,0,2
2014-03-13 15:43:49,0,2
2014-03-13 15:43:50,0,1
2014-03-13 15:43:51,0,1
2014-03-13 15:43:52,0,2
2014-03-13 15:43:53,0,1
2014-03-13 15:43:54,0,3
2014-03-13 15:43:55,0,2
2014-03-13 15:43:56,0,2
2014-03-13 15:43:57,0,2
2014-03-13 15:43:58,0,2
2014-03-13 15:43:59,0,2
2014-03-13 15:44:00,0,2
2014-03-13 15:44:01,0,2
2014-03-13 15:44:02,0,2
2014-03-13 15:44:03,0,2
2014-03-13 15:44:04,0,2
2014-03-13 15:44:05,0,2
2014-03-13 15:44:06,0,3
2014-03-13 15:44:07,0,3
2014-03-13 15:44:08,0,3
2014-03-13 15:44:09,0,3
2014-03-13 15:44:10,0,2
2014-03-13 15:44:11,0,2
2014-03-13 15:44:12,0,2
2014-03-13 15:44:13,0,2
2014-03-13 15:44:14,0,2
2014-03-13 15:44:15,0,1
2014-03-13 15:44:16,0,2
2014-03-13 15:44:17,0,2
2014-03-13 15:44:18,0,1
2014-03-13 15:44:19,0,2
2014-03-13 15:44:20,0,2
2014-03-13 15:44:21,0,2
2014-03-13 15:44:22,0,2
2014-03-13 15:44:23,0,2
2014-03-13 15:44:24,0,1
2014-03-13 15:44:25,0,2
2014-03-13 15:44:26,0,2
2014-03-13 15:44:27,0,1
2014-03-13 15:44:28,0,2
2014-03-13 15:44:29,0,2
2014-03-13 15:44:30,0,2
2014-03-13 15:44:31,0,2
2014-03-13 15:44:32,0,2
2014-03-13 15:44:33,0,3
2014-03-13 15:44:34,0,2
2014-03-13 15:44:35,0,2
2014-03-13 15:44:36,0,2
2014-03-13 15:44:37,0,2
2014-03-13 15:44:38,0,2
2014-03-13 15:44:39,0,2
2014-03-13 15:44:40,0,2
2014-03-13 15:44:41,0,2
2014-03-13 15:44:42,0,2
2014-03-13 15:44:43,0,2
2014-03-13 15:44:44,0,2
2014-03-13 15:44:45,0,2
2014-03-13 15:44:46,0,2
2014-03-13 15:44:47,0,2
2014-03-13 15:44:48,0,2
2014-03-13 15:44:49,0,2
2014-03-13 15:44:50,0,2
2014-03-13 15:44:51,0,2
2014-03-13 15:44:52,0,2
2014-03-13 15:44:53,0,2
2014-03-13 15:44:54,0,2
2014-03-13 15:44:55,0,2
2014-03-13 15:44:56,0,2
2014-03-13 15:44:57,0,3
2014-03-13 15:44:58,0,2
2014-03-13 15:44:59,0,2
2014-03-13 15:45:00,0,2
2014-03-13 15:45:01,0,2
2014-03-13 15:45:02,0,2
2014-03-13 15:45:03,0,2
2014-03-13 15:45:04,0,2
2014-03-13 15:45:05,0,2
2014-03-13 15:45:06,0,3
2014-03-13 15:45:07,0,3
2014-03-13 15:45:08,0,3
2014-03-13 15:45:09,0,2
2014-03-13 15:45:10,0,2
2014-03-13 15:45:11,0,2
2014-03-13 15:45:12,0,2
2014-03-13 15:45:13,0,2
2014-03-13 15:45:14,0,2
2014-03-13 15:45:15,0,2
2014-03-13 15:45:16,0,2
2014-03-13 15:45:17,0,2
2014-03-13 15:45:18,0,2
2014-03-13 15:45:19,0,2
2014-03-13 15:45:20,0,2
2014-03-13 15:45:21,0,2
2014-03-13 15:45:22,0,2
2014-03-13 15:45:23,0,2
2014-03-13 15:45:24,0,2
2014-03-13 15:45:25,0,2
2014-03-13 15:45:26,0,2
2014-03-13 15:45:27,0,2
2014-03-13 15:45:28,0,2
2014-03-13 15:45:29,0,2
2014-03-13 15:45:30,0,2
2014-03-13 15:45:31,0,2
2014-03-13 15:45:32,0,2
2014-03-13 15:45:33,0,2
2014-03-13 15:45:34,0,2
2014-03-13 15:45:35,0,0
2014-03-13 15:45:36,0,2
2014-03-13 15:45:37,0,2
2014-03-13 15:45:38,0,2
2014-03-13 15:45:39,0,2
2014-03-13 15:45:40,0,2
2014-03-13 15:45:41,0,2
2014-03-13 15:45:42,0,2
2014-03-13 15:45:43,0,2
2014-03-13 15:45:44,0,2
2014-03-13 15:45:45,0,2
2014-03-13 15:45:46,0,2
2014-03-13 15:45:47,0,2
2014-03-13 15:45:48,0,2
2014-03-13 15:45:49,0,2
2014-03-13 15:45:50,0,2
2014-03-13 15:45:51,0,2
2014-03-13 15:45:52,0,2
2014-03-13 15:45:53,0,2
2014-03-13 15:45:54,0,2
2014-03-13 15:45:55,0,2
2014-03-13 15:45:56,0,2
2014-03-13 15:45:57,0,2
2014-03-13 15:45:58,0,2
2014-03-13 15:45:59,0,2
2014-03-13 15:46:00,0,2
2014-03-13 15:46:01,0,2
2014-03-13 15:46:02,0,2
2014-03-13 15:46:03,0,2
2014-03-13 15:46:04,0,2
2014-03-13 15:46:05,0,2
2014-03-13 15:46:06,0,6
2014-03-13 15:46:07,0,7
2014-03-13 15:46:08,0,7
2014-03-13 15:46:09,0,7
2014-03-13 15:46:10,2,7
2014-03-13 15:46:11,4,5
2014-03-13 15:46:12,7,5
2014-03-13 15:46:13,7,5
2014-03-13 15:46:14,7,7
2014-03-13 15:46:15,7,7
2014-03-13 15:46:16,7,7
2014-03-13 15:46:17,7,7
2014-03-13 15:46:18,7,7
2014-03-13 15:46:19,7,7
2014-03-13 15:46:20,7,7
2014-03-13 15:46:21,7,7
2014-03-13 15:46:22,7,7
2014-03-13 15:46:23,7,7
2014-03-13 15:46:24,7,7
2014-03-13 15:46:25,7,7
2014-03-13 15:46:26,7,7
2014-03-13 15:46:27,7,7
2014-03-13 15:46:28,7,7
2014-03-13 15:46:29,7,7
2014-03-13 15:46:30,7,7
2014-03-13 15:46:31,7,4
2014-03-13 15:46:32,7,4
2014-03-13 15:46:33,7,4
2014-03-13 15:46:34,7,7
2014-03-13 15:46:35,7,7
2014-03-13 15:46:36,7,7
2014-03-13 15:46:37,7,7
2014-03-13 15:46:38,7,7
2014-03-13 15:46:39,7,7
2014-03-13 15:46:40,7,7
2014-03-13 15:46:41,7,7
2014-03-13 15:46:42,7,7
2014-03-13 15:46:43,7,7
2014-03-13 15:46:44,7,7
2014-03-13 15:46:45,7,7
2014-03-13 15:46:46,7,7
2014-03-13 15:46:47,7,7
2014-03-13 15:46:48,7,7
2014-03-13 15:46:49,7,8
2014-03-13 15:46:50,7,8
2014-03-13 15:46:51,7,8
2014-03-13 15:46:52,7,8
2014-03-13 15:46:53,7,7
2014-03-13 15:46:54,7,7
2014-03-13 15:46:55,7,7
2014-03-13 15:46:56,7,7
2014-03-13 15:46:57,7,6
2014-03-13 15:46:58,7,6
2014-03-13 15:46:59,7,5
2014-03-13 15:47:00,7,7
2014-03-13 15:47:01,7,6
2014-03-13 15:47:02,7,4
2014-03-13 15:47:03,7,4
2014-03-13 15:47:04,7,6
2014-03-13 15:47:05,7,6
2014-03-13 15:47:06,7,6
2014-03-13 15:47:07,7,4
2014-03-13 15:47:08,7,4
2014-03-13 15:47:09,7,4
2014-03-13 15:47:10,7,4
2014-03-13 15:47:11,7,7
2014-03-13 15:47:12,7,7
2014-03-13 15:47:13,7,7
2014-03-13 15:47:14,7,8
2014-03-13 15:47:15,7,7
2014-03-13 15:47:16,7,8
2014-03-13 15:47:17,7,8
2014-03-13 15:47:18,7,8
2014-03-13 15:47:19,7,7
2014-03-13 15:47:20,7,7
2014-03-13 15:47:21,7,7
2014-03-13 15:47:22,7,7
2014-03-13 15:47:23,7,7
2014-03-13 15:47:24,7,7
2014-03-13 15:47:25,7,7
2014-03-13 15:47:26,7,7
2014-03-13 15:47:27,7,7
2014-03-13 15:47:28,7,7
2014-03-13 15:47:29,7,7
2014-03-13 15:47:30,7,7
2014-03-13 15:47:31,7,7
2014-03-13 15:47:32,5,7
2014-03-13 15:47:33,5,7
2014-03-13 15:47:34,5,7
2014-03-13 15:47:35,7,7
2014-03-13 15:47:36,7,7
2014-03-13 15:47:37,7,8
2014-03-13 15:47:38,7,7
2014-03-13 15:47:39,7,7
2014-03-13 15:47:40,7,8
2014-03-13 15:47:41,7,8
2014-03-13 15:47:42,7,8
2014-03-13 15:47:43,7,8
2014-03-13 15:47:44,7,7
2014-03-13 15:47:45,7,8
2014-03-13 15:47:46,0,7
2014-03-13 15:47:47,0,7
2014-03-13 15:47:48,0,5
2014-03-13 15:47:49,0,5
2014-03-13 15:47:50,0,5
2014-03-13 15:47:51,0,5
2014-03-13 15:47:52,0,5
2014-03-13 15:47:53,0,5
2014-03-13 15:47:54,0,5
2014-03-13 15:47:55,0,5
2014-03-13 15:47:56,0,5
2014-03-13 15:47:57,0,5
2014-03-13 15:47:58,0,5
2014-03-13 15:47:59,0,5
2014-03-13 15:48:00,0,5
2014-03-13 15:48:01,0,5
2014-03-13 15:48:02,0,5
2014-03-13 15:48:03,0,2
2014-03-13 15:48:04,0,2
2014-03-13 15:48:05,0,2
2014-03-13 15:48:06,0,0
