time,9A5116EA-2793-4C75-AC93-524C9EF550FD,BD49B35A-8999-4987-9759-8D3F28D1292B
2015-06-22 14:59:37,0,0
2015-06-22 14:59:38,2,0
2015-06-22 14:59:39,2,0
2015-06-22 14:59:40,2,0
2015-06-22 14:59:41,0,2
2015-06-22 14:59:42,0,2
2015-06-22 14:59:43,0,2
2015-06-22 14:59:44,0,2
2015-06-22 14:59:45,0,3
2015-06-22 14:59:46,0,0
2015-06-22 14:59:47,0,0
2015-06-22 14:59:48,0,0
2015-06-22 14:59:49,0,0
