time,yvonne,christina,jonathan,charles
2014-04-28 18:12:23,0,0,0,0
2014-04-28 18:12:24,0,0,0,0
2014-04-28 18:12:25,0,0,0,0
2014-04-28 18:12:26,0,0,0,0
2014-04-28 18:12:27,0,0,0,0
2014-04-28 18:12:28,0,0,0,0
2014-04-28 18:12:29,0,0,0,0
2014-04-28 18:12:30,0,0,0,0
2014-04-28 18:12:31,0,0,0,0
2014-04-28 18:12:32,0,0,0,0
2014-04-28 18:12:33,0,0,0,0
2014-04-28 18:12:34,0,0,0,0
2014-04-28 18:12:35,0,0,0,0
2014-04-28 18:12:36,0,0,0,0
2014-04-28 18:12:37,0,0,0,0
2014-04-28 18:12:38,0,0,0,0
2014-04-28 18:12:39,0,0,0,0
2014-04-28 18:12:40,0,0,0,0
2014-04-28 18:12:41,0,0,0,0
2014-04-28 18:12:42,0,0,0,0
2014-04-28 18:12:43,0,0,0,0
2014-04-28 18:12:44,0,0,0,0
2014-04-28 18:12:45,0,0,0,0
2014-04-28 18:12:46,0,0,0,0
2014-04-28 18:12:47,0,0,0,0
2014-04-28 18:12:48,0,0,0,0
2014-04-28 18:12:49,0,0,0,0
2014-04-28 18:12:50,0,0,0,0
2014-04-28 18:12:51,0,0,0,0
2014-04-28 18:12:52,0,0,0,0
2014-04-28 18:12:53,0,0,0,0
2014-04-28 18:12:54,0,0,0,0
2014-04-28 18:12:55,0,0,0,0
2014-04-28 18:12:56,0,0,0,0
2014-04-28 18:12:57,0,0,0,0
2014-04-28 18:12:58,0,0,0,0
2014-04-28 18:12:59,0,0,0,0
2014-04-28 18:13:00,0,0,0,0
2014-04-28 18:13:01,0,0,0,0
2014-04-28 18:13:02,0,0,0,0
2014-04-28 18:13:03,0,0,0,0
2014-04-28 18:13:04,0,0,0,0
2014-04-28 18:13:05,0,0,0,0
2014-04-28 18:13:06,0,0,0,0
2014-04-28 18:13:07,0,0,0,2
2014-04-28 18:13:08,0,0,0,2
2014-04-28 18:13:09,0,0,0,2
2014-04-28 18:13:10,0,0,0,2
2014-04-28 18:13:11,0,0,0,4
2014-04-28 18:13:12,0,0,0,4
2014-04-28 18:13:13,0,0,0,4
2014-04-28 18:13:14,0,0,0,4
2014-04-28 18:13:15,0,0,0,4
2014-04-28 18:13:16,0,0,0,4
2014-04-28 18:13:17,0,0,0,4
2014-04-28 18:13:18,0,0,0,4
2014-04-28 18:13:19,0,2,0,0
2014-04-28 18:13:20,0,2,0,0
2014-04-28 18:13:21,0,2,0,0
2014-04-28 18:13:22,0,3,0,0
2014-04-28 18:13:23,0,4,0,0
2014-04-28 18:13:24,0,3,0,0
2014-04-28 18:13:25,0,4,0,0
2014-04-28 18:13:26,0,4,0,0
2014-04-28 18:13:27,0,3,0,0
2014-04-28 18:13:28,0,2,0,0
2014-04-28 18:13:29,0,0,0,0
2014-04-28 18:13:30,0,2,0,0
2014-04-28 18:13:31,0,2,0,0
2014-04-28 18:13:32,0,4,0,0
2014-04-28 18:13:33,0,3,0,0
2014-04-28 18:13:34,0,3,0,0
2014-04-28 18:13:35,0,4,0,0
2014-04-28 18:13:36,0,4,0,0
2014-04-28 18:13:37,0,2,0,0
2014-04-28 18:13:38,0,2,0,0
2014-04-28 18:13:39,0,2,0,2
2014-04-28 18:13:40,0,3,0,2
2014-04-28 18:13:41,0,4,0,2
2014-04-28 18:13:42,0,3,0,2
2014-04-28 18:13:43,0,3,0,2
2014-04-28 18:13:44,0,4,0,2
2014-04-28 18:13:45,0,4,0,2
2014-04-28 18:13:46,0,4,0,2
2014-04-28 18:13:47,0,4,0,2
2014-04-28 18:13:48,0,4,0,3
2014-04-28 18:13:49,0,3,0,4
2014-04-28 18:13:50,0,2,0,4
2014-04-28 18:13:51,0,2,0,4
2014-04-28 18:13:52,0,2,0,4
2014-04-28 18:13:53,0,2,0,4
2014-04-28 18:13:54,0,2,0,4
2014-04-28 18:13:55,0,0,0,4
2014-04-28 18:13:56,0,2,0,3
2014-04-28 18:13:57,0,5,0,4
2014-04-28 18:13:58,0,5,0,3
2014-04-28 18:13:59,0,5,0,3
2014-04-28 18:14:00,0,5,0,3
2014-04-28 18:14:01,0,4,0,3
2014-04-28 18:14:02,0,3,0,3
2014-04-28 18:14:03,0,4,0,4
2014-04-28 18:14:04,0,4,0,4
2014-04-28 18:14:05,0,4,0,4
2014-04-28 18:14:06,0,4,0,4
2014-04-28 18:14:07,0,4,0,3
2014-04-28 18:14:08,2,8,0,4
2014-04-28 18:14:09,4,8,0,4
2014-04-28 18:14:10,4,4,0,4
2014-04-28 18:14:11,4,4,0,4
2014-04-28 18:14:12,4,4,0,4
2014-04-28 18:14:13,4,4,0,4
2014-04-28 18:14:14,4,4,0,0
2014-04-28 18:14:15,2,4,0,0
2014-04-28 18:14:16,2,2,0,0
2014-04-28 18:14:17,2,2,0,0
2014-04-28 18:14:18,2,2,0,0
2014-04-28 18:14:19,2,2,0,0
2014-04-28 18:14:20,3,6,0,0
2014-04-28 18:14:21,8,0,0,0
2014-04-28 18:14:22,8,0,0,0
2014-04-28 18:14:23,4,0,0,0
2014-04-28 18:14:24,4,0,2,0
2014-04-28 18:14:25,4,0,2,0
2014-04-28 18:14:26,4,0,8,0
2014-04-28 18:14:27,4,0,8,0
2014-04-28 18:14:28,4,0,8,0
2014-04-28 18:14:29,0,0,7,0
2014-04-28 18:14:30,0,0,8,0
2014-04-28 18:14:31,0,0,6,0
2014-04-28 18:14:32,0,0,6,0
2014-04-28 18:14:33,3,0,6,0
2014-04-28 18:14:34,3,0,6,0
2014-04-28 18:14:35,3,0,6,0
2014-04-28 18:14:36,3,0,2,0
2014-04-28 18:14:37,3,0,2,0
2014-04-28 18:14:38,0,0,7,0
2014-04-28 18:14:39,0,0,7,0
2014-04-28 18:14:40,0,0,7,0
2014-04-28 18:14:41,0,0,7,0
2014-04-28 18:14:42,0,0,7,0
2014-04-28 18:14:43,0,0,7,0
2014-04-28 18:14:44,0,0,8,0
2014-04-28 18:14:45,0,0,7,0
2014-04-28 18:14:46,0,0,8,0
2014-04-28 18:14:47,0,0,7,0
2014-04-28 18:14:48,0,0,7,0
2014-04-28 18:14:49,0,0,4,0
2014-04-28 18:14:50,0,0,4,0
2014-04-28 18:14:51,0,0,4,0
2014-04-28 18:14:52,0,0,3,0
2014-04-28 18:14:53,0,0,3,0
2014-04-28 18:14:54,0,0,3,0
2014-04-28 18:14:55,0,0,3,0
2014-04-28 18:14:56,0,2,3,0
2014-04-28 18:14:57,0,2,0,0
2014-04-28 18:14:58,0,2,0,0
2014-04-28 18:14:59,0,2,0,0
2014-04-28 18:15:00,0,2,0,0
2014-04-28 18:15:01,0,2,2,0
2014-04-28 18:15:02,2,2,7,0
2014-04-28 18:15:03,3,2,7,0
2014-04-28 18:15:04,4,2,8,0
2014-04-28 18:15:05,4,2,3,0
2014-04-28 18:15:06,4,2,3,0
2014-04-28 18:15:07,4,2,3,0
2014-04-28 18:15:08,4,2,3,0
2014-04-28 18:15:09,2,2,4,0
2014-04-28 18:15:10,2,3,7,0
2014-04-28 18:15:11,2,3,8,0
2014-04-28 18:15:12,2,3,8,0
2014-04-28 18:15:13,2,3,8,0
2014-04-28 18:15:14,2,0,8,0
2014-04-28 18:15:15,2,0,8,0
2014-04-28 18:15:16,0,0,8,0
2014-04-28 18:15:17,0,0,8,0
2014-04-28 18:15:18,0,0,6,0
2014-04-28 18:15:19,0,0,4,0
2014-04-28 18:15:20,0,0,0,0
2014-04-28 18:15:21,0,0,0,0
2014-04-28 18:15:22,0,0,0,0
2014-04-28 18:15:23,0,0,2,0
2014-04-28 18:15:24,0,0,2,0
2014-04-28 18:15:25,0,0,2,0
2014-04-28 18:15:26,0,0,7,0
2014-04-28 18:15:27,0,0,7,0
2014-04-28 18:15:28,0,0,7,0
2014-04-28 18:15:29,0,0,7,0
2014-04-28 18:15:30,0,0,8,0
2014-04-28 18:15:31,0,0,8,0
2014-04-28 18:15:32,0,0,8,2
2014-04-28 18:15:33,0,0,8,2
2014-04-28 18:15:34,0,0,7,2
2014-04-28 18:15:35,0,0,7,2
2014-04-28 18:15:36,2,0,1,2
2014-04-28 18:15:37,2,0,1,2
2014-04-28 18:15:38,2,0,1,2
2014-04-28 18:15:39,2,0,1,2
2014-04-28 18:15:40,3,0,1,2
2014-04-28 18:15:41,3,0,1,2
2014-04-28 18:15:42,3,0,1,2
2014-04-28 18:15:43,3,0,2,2
2014-04-28 18:15:44,3,0,2,2
2014-04-28 18:15:45,3,0,2,2
2014-04-28 18:15:46,3,0,2,2
2014-04-28 18:15:47,4,0,2,2
2014-04-28 18:15:48,4,0,2,2
2014-04-28 18:15:49,4,0,1,2
2014-04-28 18:15:50,4,0,1,2
2014-04-28 18:15:51,4,0,1,2
2014-04-28 18:15:52,3,0,1,2
2014-04-28 18:15:53,4,0,1,2
2014-04-28 18:15:54,4,0,1,2
2014-04-28 18:15:55,4,0,2,0
2014-04-28 18:15:56,4,0,1,0
2014-04-28 18:15:57,4,0,1,0
2014-04-28 18:15:58,0,0,1,0
2014-04-28 18:15:59,0,0,1,0
2014-04-28 18:16:00,0,0,1,0
2014-04-28 18:16:01,2,0,1,0
2014-04-28 18:16:02,8,0,2,0
2014-04-28 18:16:03,8,0,2,0
2014-04-28 18:16:04,8,0,2,0
2014-04-28 18:16:05,8,0,1,0
2014-04-28 18:16:06,7,0,1,0
2014-04-28 18:16:07,8,0,1,0
2014-04-28 18:16:08,8,0,1,0
2014-04-28 18:16:09,8,0,1,0
2014-04-28 18:16:10,8,0,1,0
2014-04-28 18:16:11,6,0,1,0
2014-04-28 18:16:12,4,0,1,0
2014-04-28 18:16:13,4,0,1,0
2014-04-28 18:16:14,4,0,1,0
2014-04-28 18:16:15,4,0,1,0
2014-04-28 18:16:16,4,0,1,0
2014-04-28 18:16:17,4,0,1,0
2014-04-28 18:16:18,8,0,1,0
2014-04-28 18:16:19,8,0,1,0
2014-04-28 18:16:20,4,0,1,0
2014-04-28 18:16:21,0,0,1,0
2014-04-28 18:16:22,2,0,1,0
2014-04-28 18:16:23,2,0,3,0
2014-04-28 18:16:24,4,0,3,0
2014-04-28 18:16:25,4,0,3,0
2014-04-28 18:16:26,4,0,3,0
2014-04-28 18:16:27,4,0,2,0
2014-04-28 18:16:28,4,0,2,0
2014-04-28 18:16:29,4,0,2,0
2014-04-28 18:16:30,4,0,2,0
2014-04-28 18:16:31,4,0,2,0
2014-04-28 18:16:32,4,0,2,0
2014-04-28 18:16:33,4,0,3,0
2014-04-28 18:16:34,3,0,3,0
2014-04-28 18:16:35,3,0,1,0
2014-04-28 18:16:36,3,0,1,0
2014-04-28 18:16:37,3,0,1,0
2014-04-28 18:16:38,2,0,1,0
2014-04-28 18:16:39,8,0,1,0
2014-04-28 18:16:40,4,0,1,0
2014-04-28 18:16:41,4,0,1,0
2014-04-28 18:16:42,4,0,2,0
2014-04-28 18:16:43,4,0,0,0
2014-04-28 18:16:44,4,0,0,0
2014-04-28 18:16:45,4,0,0,0
2014-04-28 18:16:46,4,0,0,0
2014-04-28 18:16:47,4,0,4,0
2014-04-28 18:16:48,4,0,3,0
2014-04-28 18:16:49,0,0,3,0
2014-04-28 18:16:50,0,0,3,0
2014-04-28 18:16:51,0,0,3,0
2014-04-28 18:16:52,0,0,3,0
2014-04-28 18:16:53,0,0,3,0
2014-04-28 18:16:54,0,0,3,0
2014-04-28 18:16:55,0,0,3,0
2014-04-28 18:16:56,0,0,3,0
2014-04-28 18:16:57,0,0,0,0
2014-04-28 18:16:58,0,0,0,0
2014-04-28 18:16:59,0,0,0,0
2014-04-28 18:17:00,0,0,0,0
2014-04-28 18:17:01,0,0,0,0
2014-04-28 18:17:02,0,0,0,0
2014-04-28 18:17:03,0,0,0,0
2014-04-28 18:17:04,0,0,0,0
2014-04-28 18:17:05,0,0,0,0
2014-04-28 18:17:06,0,0,0,0
2014-04-28 18:17:07,0,0,0,0
2014-04-28 18:17:08,0,0,3,0
2014-04-28 18:17:09,0,0,3,0
2014-04-28 18:17:10,0,0,3,0
2014-04-28 18:17:11,0,0,3,0
2014-04-28 18:17:12,0,0,3,0
2014-04-28 18:17:13,0,0,6,0
2014-04-28 18:17:14,0,0,0,0
2014-04-28 18:17:15,0,0,2,0
2014-04-28 18:17:16,0,0,2,0
2014-04-28 18:17:17,0,0,3,0
2014-04-28 18:17:18,0,0,3,0
2014-04-28 18:17:19,0,0,3,0
2014-04-28 18:17:20,0,0,3,0
2014-04-28 18:17:21,0,0,6,0
2014-04-28 18:17:22,0,0,3,0
2014-04-28 18:17:23,0,0,4,0
2014-04-28 18:17:24,0,0,4,0
2014-04-28 18:17:25,0,0,4,0
2014-04-28 18:17:26,0,0,4,0
2014-04-28 18:17:27,0,0,4,0
2014-04-28 18:17:28,0,0,4,0
2014-04-28 18:17:29,0,0,4,0
2014-04-28 18:17:30,0,0,8,0
2014-04-28 18:17:31,0,0,4,2
2014-04-28 18:17:32,0,2,2,2
2014-04-28 18:17:33,0,2,0,2
2014-04-28 18:17:34,0,2,0,3
2014-04-28 18:17:35,0,2,0,3
2014-04-28 18:17:36,0,4,0,4
2014-04-28 18:17:37,0,4,0,4
2014-04-28 18:17:38,0,4,0,4
2014-04-28 18:17:39,0,4,0,4
2014-04-28 18:17:40,0,4,0,4
2014-04-28 18:17:41,0,4,0,3
2014-04-28 18:17:42,0,4,0,0
2014-04-28 18:17:43,0,4,0,2
2014-04-28 18:17:44,0,0,0,2
2014-04-28 18:17:45,0,0,0,2
2014-04-28 18:17:46,0,0,0,2
2014-04-28 18:17:47,0,0,0,3
2014-04-28 18:17:48,0,0,0,3
2014-04-28 18:17:49,0,0,0,1
2014-04-28 18:17:50,0,3,0,1
2014-04-28 18:17:51,0,4,0,1
2014-04-28 18:17:52,0,3,0,1
2014-04-28 18:17:53,0,3,0,1
2014-04-28 18:17:54,0,3,0,1
2014-04-28 18:17:55,0,3,0,1
2014-04-28 18:17:56,0,3,0,1
2014-04-28 18:17:57,0,3,0,1
2014-04-28 18:17:58,0,2,0,2
2014-04-28 18:17:59,0,2,0,2
2014-04-28 18:18:00,0,2,0,2
2014-04-28 18:18:01,0,2,0,2
2014-04-28 18:18:02,0,2,0,2
2014-04-28 18:18:03,0,2,0,0
2014-04-28 18:18:04,0,2,0,0
2014-04-28 18:18:05,0,0,0,0
2014-04-28 18:18:06,0,0,0,0
2014-04-28 18:18:07,0,0,0,0
2014-04-28 18:18:08,0,0,0,0
2014-04-28 18:18:09,0,0,0,0
2014-04-28 18:18:10,0,0,0,0
2014-04-28 18:18:11,0,0,0,0
2014-04-28 18:18:12,0,0,0,0
2014-04-28 18:18:13,0,0,0,0
2014-04-28 18:18:14,0,0,0,0
2014-04-28 18:18:15,0,0,0,0
2014-04-28 18:18:16,0,0,0,0
2014-04-28 18:18:17,0,0,0,0
2014-04-28 18:18:18,0,0,0,0
2014-04-28 18:18:19,0,0,0,0
2014-04-28 18:18:20,0,0,0,0
2014-04-28 18:18:21,0,0,0,0
2014-04-28 18:18:22,0,0,0,0
2014-04-28 18:18:23,0,0,0,0
2014-04-28 18:18:24,0,0,0,0
2014-04-28 18:18:25,0,0,0,0
2014-04-28 18:18:26,0,0,0,0
2014-04-28 18:18:27,0,0,0,0
2014-04-28 18:18:28,0,0,0,0
2014-04-28 18:18:29,0,0,0,0
2014-04-28 18:18:30,0,0,0,0
2014-04-28 18:18:31,0,0,0,0
2014-04-28 18:18:32,0,0,0,0
2014-04-28 18:18:33,0,0,0,0
2014-04-28 18:18:34,0,0,0,0
2014-04-28 18:18:35,0,0,0,0
2014-04-28 18:18:36,0,4,0,0
2014-04-28 18:18:37,0,4,0,0
2014-04-28 18:18:38,0,4,0,0
2014-04-28 18:18:39,0,4,0,2
2014-04-28 18:18:40,0,4,0,2
2014-04-28 18:18:41,0,3,0,2
2014-04-28 18:18:42,0,4,0,2
2014-04-28 18:18:43,0,4,0,2
2014-04-28 18:18:44,0,3,0,3
2014-04-28 18:18:45,0,4,0,3
2014-04-28 18:18:46,0,4,2,3
2014-04-28 18:18:47,0,4,2,3
2014-04-28 18:18:48,0,4,4,3
2014-04-28 18:18:49,0,3,4,2
2014-04-28 18:18:50,0,1,4,0
2014-04-28 18:18:51,0,1,4,4
2014-04-28 18:18:52,0,1,5,4
2014-04-28 18:18:53,0,1,4,4
2014-04-28 18:18:54,0,1,4,4
2014-04-28 18:18:55,0,3,8,4
2014-04-28 18:18:56,0,3,8,4
2014-04-28 18:18:57,0,3,2,4
2014-04-28 18:18:58,0,2,0,4
2014-04-28 18:18:59,0,2,0,4
2014-04-28 18:19:00,0,2,0,4
2014-04-28 18:19:01,0,2,0,4
2014-04-28 18:19:02,0,3,0,3
2014-04-28 18:19:03,0,3,0,3
2014-04-28 18:19:04,0,1,0,3
2014-04-28 18:19:05,0,1,0,3
2014-04-28 18:19:06,0,1,0,3
2014-04-28 18:19:07,0,3,0,3
2014-04-28 18:19:08,0,1,0,3
2014-04-28 18:19:09,0,3,0,3
2014-04-28 18:19:10,0,3,0,3
2014-04-28 18:19:11,0,3,0,1
2014-04-28 18:19:12,0,3,0,2
2014-04-28 18:19:13,0,1,0,0
2014-04-28 18:19:14,0,1,0,0
2014-04-28 18:19:15,0,1,0,0
2014-04-28 18:19:16,0,1,0,0
2014-04-28 18:19:17,0,1,0,0
2014-04-28 18:19:18,0,1,0,0
2014-04-28 18:19:19,0,3,0,0
2014-04-28 18:19:20,0,3,0,0
2014-04-28 18:19:21,0,3,0,0
2014-04-28 18:19:22,0,3,0,0
2014-04-28 18:19:23,0,3,0,0
2014-04-28 18:19:24,0,3,2,0
2014-04-28 18:19:25,0,3,2,0
2014-04-28 18:19:26,0,1,2,0
2014-04-28 18:19:27,0,1,2,2
2014-04-28 18:19:28,0,1,2,2
2014-04-28 18:19:29,0,1,2,2
2014-04-28 18:19:30,0,1,2,2
2014-04-28 18:19:31,0,1,2,2
2014-04-28 18:19:32,0,1,2,2
2014-04-28 18:19:33,0,2,2,2
2014-04-28 18:19:34,0,2,2,2
2014-04-28 18:19:35,0,2,2,2
2014-04-28 18:19:36,0,2,2,2
2014-04-28 18:19:37,0,2,2,2
2014-04-28 18:19:38,0,2,0,2
2014-04-28 18:19:39,0,2,0,2
2014-04-28 18:19:40,0,2,0,2
2014-04-28 18:19:41,0,2,2,2
2014-04-28 18:19:42,0,2,2,2
2014-04-28 18:19:43,0,2,4,2
2014-04-28 18:19:44,0,2,4,2
2014-04-28 18:19:45,0,2,4,2
2014-04-28 18:19:46,0,2,4,2
2014-04-28 18:19:47,0,2,4,2
2014-04-28 18:19:48,0,2,4,2
2014-04-28 18:19:49,0,0,3,2
2014-04-28 18:19:50,0,0,3,2
2014-04-28 18:19:51,0,0,3,2
2014-04-28 18:19:52,0,0,3,2
2014-04-28 18:19:53,0,0,3,2
2014-04-28 18:19:54,0,0,3,0
2014-04-28 18:19:55,0,0,3,0
2014-04-28 18:19:56,0,0,4,2
2014-04-28 18:19:57,0,0,4,2
2014-04-28 18:19:58,0,0,4,2
2014-04-28 18:19:59,0,0,4,2
2014-04-28 18:20:00,0,0,4,2
2014-04-28 18:20:01,0,0,4,2
2014-04-28 18:20:02,0,0,4,0
2014-04-28 18:20:03,0,0,3,0
2014-04-28 18:20:04,0,0,2,0
2014-04-28 18:20:05,0,0,2,0
2014-04-28 18:20:06,0,2,2,0
2014-04-28 18:20:07,0,4,2,0
2014-04-28 18:20:08,0,4,4,0
2014-04-28 18:20:09,0,4,2,0
2014-04-28 18:20:10,0,4,2,0
2014-04-28 18:20:11,0,6,2,0
2014-04-28 18:20:12,0,4,8,0
2014-04-28 18:20:13,0,4,2,0
2014-04-28 18:20:14,0,4,2,0
2014-04-28 18:20:15,0,4,2,0
2014-04-28 18:20:16,0,0,2,0
2014-04-28 18:20:17,0,0,2,0
2014-04-28 18:20:18,0,7,2,0
2014-04-28 18:20:19,0,5,1,0
2014-04-28 18:20:20,0,5,1,0
2014-04-28 18:20:21,0,7,1,0
2014-04-28 18:20:22,0,7,1,0
2014-04-28 18:20:23,0,7,1,0
2014-04-28 18:20:24,0,7,1,0
2014-04-28 18:20:25,0,4,1,0
2014-04-28 18:20:26,0,4,1,0
2014-04-28 18:20:27,2,0,3,0
2014-04-28 18:20:28,2,0,3,0
2014-04-28 18:20:29,4,0,3,0
2014-04-28 18:20:30,3,0,2,0
2014-04-28 18:20:31,3,0,3,0
2014-04-28 18:20:32,3,0,3,0
2014-04-28 18:20:33,3,0,3,0
2014-04-28 18:20:34,4,0,4,0
2014-04-28 18:20:35,4,0,4,0
2014-04-28 18:20:36,4,0,2,0
2014-04-28 18:20:37,4,0,2,0
2014-04-28 18:20:38,3,0,0,0
2014-04-28 18:20:39,3,0,2,0
2014-04-28 18:20:40,3,0,2,0
2014-04-28 18:20:41,4,0,2,0
2014-04-28 18:20:42,4,0,2,0
2014-04-28 18:20:43,4,0,2,0
2014-04-28 18:20:44,4,0,2,0
2014-04-28 18:20:45,4,0,3,0
2014-04-28 18:20:46,4,0,2,0
2014-04-28 18:20:47,4,0,2,0
2014-04-28 18:20:48,4,0,2,0
2014-04-28 18:20:49,4,0,2,0
2014-04-28 18:20:50,0,0,2,0
2014-04-28 18:20:51,0,0,2,0
2014-04-28 18:20:52,0,0,2,0
2014-04-28 18:20:53,0,0,2,0
2014-04-28 18:20:54,0,0,2,0
2014-04-28 18:20:55,0,0,2,0
2014-04-28 18:20:56,0,0,2,2
2014-04-28 18:20:57,0,0,2,2
2014-04-28 18:20:58,0,0,2,2
2014-04-28 18:20:59,0,0,2,2
2014-04-28 18:21:00,0,0,2,2
2014-04-28 18:21:01,2,0,2,2
2014-04-28 18:21:02,2,2,2,2
2014-04-28 18:21:03,2,2,0,2
2014-04-28 18:21:04,2,2,0,2
2014-04-28 18:21:05,3,2,0,2
2014-04-28 18:21:06,2,2,2,2
2014-04-28 18:21:07,2,2,2,2
2014-04-28 18:21:08,2,2,2,2
2014-04-28 18:21:09,2,2,4,0
2014-04-28 18:21:10,2,2,4,0
2014-04-28 18:21:11,2,2,2,0
2014-04-28 18:21:12,2,2,2,0
2014-04-28 18:21:13,2,2,2,0
2014-04-28 18:21:14,0,2,2,0
2014-04-28 18:21:15,2,0,2,0
2014-04-28 18:21:16,4,0,2,0
2014-04-28 18:21:17,3,2,3,0
2014-04-28 18:21:18,3,2,3,0
2014-04-28 18:21:19,3,2,3,0
2014-04-28 18:21:20,3,2,3,0
2014-04-28 18:21:21,3,2,3,0
2014-04-28 18:21:22,2,2,2,0
2014-04-28 18:21:23,0,0,2,0
2014-04-28 18:21:24,0,0,2,0
2014-04-28 18:21:25,0,0,2,0
2014-04-28 18:21:26,0,0,2,0
2014-04-28 18:21:27,0,0,2,0
2014-04-28 18:21:28,2,0,2,0
2014-04-28 18:21:29,2,0,0,0
2014-04-28 18:21:30,2,0,0,0
2014-04-28 18:21:31,2,0,0,0
2014-04-28 18:21:32,2,0,0,0
2014-04-28 18:21:33,2,0,0,0
2014-04-28 18:21:34,2,0,0,0
2014-04-28 18:21:35,2,0,0,0
2014-04-28 18:21:36,2,0,0,0
2014-04-28 18:21:37,2,0,0,0
2014-04-28 18:21:38,2,0,0,0
2014-04-28 18:21:39,2,0,0,0
2014-04-28 18:21:40,2,0,0,0
2014-04-28 18:21:41,2,0,0,0
2014-04-28 18:21:42,2,0,0,0
2014-04-28 18:21:43,2,2,0,0
2014-04-28 18:21:44,2,2,0,0
2014-04-28 18:21:45,2,2,0,0
2014-04-28 18:21:46,2,2,0,0
2014-04-28 18:21:47,2,2,0,0
2014-04-28 18:21:48,2,3,0,0
2014-04-28 18:21:49,2,3,0,0
2014-04-28 18:21:50,3,4,0,0
2014-04-28 18:21:51,3,3,0,0
2014-04-28 18:21:52,3,4,0,0
2014-04-28 18:21:53,8,4,1,0
2014-04-28 18:21:54,4,4,2,0
2014-04-28 18:21:55,4,4,2,0
2014-04-28 18:21:56,3,3,2,0
2014-04-28 18:21:57,3,0,2,0
2014-04-28 18:21:58,3,0,2,0
2014-04-28 18:21:59,3,0,4,0
2014-04-28 18:22:00,2,2,4,0
2014-04-28 18:22:01,2,4,4,0
2014-04-28 18:22:02,2,4,4,0
2014-04-28 18:22:03,2,4,4,0
2014-04-28 18:22:04,2,4,4,0
2014-04-28 18:22:05,0,4,2,0
2014-04-28 18:22:06,0,0,4,0
2014-04-28 18:22:07,0,0,4,0
2014-04-28 18:22:08,0,2,3,0
2014-04-28 18:22:09,0,2,3,0
2014-04-28 18:22:10,0,2,3,0
2014-04-28 18:22:11,0,2,3,0
2014-04-28 18:22:12,0,2,2,0
2014-04-28 18:22:13,0,2,2,0
2014-04-28 18:22:14,0,2,2,0
2014-04-28 18:22:15,0,0,2,0
2014-04-28 18:22:16,0,0,4,0
2014-04-28 18:22:17,0,0,4,0
2014-04-28 18:22:18,0,0,4,0
2014-04-28 18:22:19,0,0,4,0
2014-04-28 18:22:20,0,0,4,0
2014-04-28 18:22:21,0,0,4,0
2014-04-28 18:22:22,0,0,4,0
2014-04-28 18:22:23,0,3,4,0
2014-04-28 18:22:24,0,4,3,0
2014-04-28 18:22:25,0,4,4,0
2014-04-28 18:22:26,0,4,4,0
2014-04-28 18:22:27,0,4,3,0
2014-04-28 18:22:28,0,2,3,0
2014-04-28 18:22:29,0,0,3,0
2014-04-28 18:22:30,0,0,2,0
2014-04-28 18:22:31,0,0,2,0
2014-04-28 18:22:32,2,0,2,0
2014-04-28 18:22:33,2,0,2,0
2014-04-28 18:22:34,2,0,2,0
2014-04-28 18:22:35,5,0,2,0
2014-04-28 18:22:36,5,0,2,0
2014-04-28 18:22:37,5,0,2,0
2014-04-28 18:22:38,5,0,2,2
2014-04-28 18:22:39,5,0,2,2
2014-04-28 18:22:40,0,0,3,2
2014-04-28 18:22:41,0,0,3,2
2014-04-28 18:22:42,0,0,3,8
2014-04-28 18:22:43,0,0,3,8
2014-04-28 18:22:44,0,0,2,8
2014-04-28 18:22:45,0,0,2,7
2014-04-28 18:22:46,0,0,2,7
2014-04-28 18:22:47,0,0,2,7
2014-04-28 18:22:48,0,0,3,7
2014-04-28 18:22:49,0,0,4,6
2014-04-28 18:22:50,0,0,4,6
2014-04-28 18:22:51,0,0,4,8
2014-04-28 18:22:52,0,0,8,8
2014-04-28 18:22:53,0,0,8,8
2014-04-28 18:22:54,0,0,2,4
2014-04-28 18:22:55,4,0,1,4
2014-04-28 18:22:56,4,2,2,4
2014-04-28 18:22:57,4,2,2,2
2014-04-28 18:22:58,4,2,2,0
2014-04-28 18:22:59,4,2,2,0
2014-04-28 18:23:00,4,2,2,0
2014-04-28 18:23:01,4,0,2,0
2014-04-28 18:23:02,4,0,2,0
2014-04-28 18:23:03,7,0,2,0
2014-04-28 18:23:04,7,0,2,0
2014-04-28 18:23:05,7,0,2,0
2014-04-28 18:23:06,4,0,2,0
2014-04-28 18:23:07,4,0,2,0
2014-04-28 18:23:08,4,0,2,0
2014-04-28 18:23:09,4,0,2,0
2014-04-28 18:23:10,4,0,2,0
2014-04-28 18:23:11,7,0,1,0
2014-04-28 18:23:12,7,0,1,0
2014-04-28 18:23:13,7,0,1,0
2014-04-28 18:23:14,7,0,1,0
2014-04-28 18:23:15,4,0,1,0
2014-04-28 18:23:16,4,0,1,0
2014-04-28 18:23:17,4,0,1,0
2014-04-28 18:23:18,0,0,2,0
2014-04-28 18:23:19,0,0,2,0
2014-04-28 18:23:20,0,0,2,0
2014-04-28 18:23:21,0,0,3,0
2014-04-28 18:23:22,0,0,3,0
2014-04-28 18:23:23,0,0,3,2
2014-04-28 18:23:24,0,0,3,2
2014-04-28 18:23:25,0,0,3,2
2014-04-28 18:23:26,0,0,3,2
2014-04-28 18:23:27,0,0,3,2
