time,yvonne,christina,jonathan
2014-07-19 16:19:55,0,0,0
2014-07-19 16:19:56,2,0,0
2014-07-19 16:19:57,1,2,0
2014-07-19 16:19:58,1,2,0
2014-07-19 16:19:59,3,2,0
2014-07-19 16:20:00,1,2,0
2014-07-19 16:20:01,1,2,2
2014-07-19 16:20:02,1,2,7
2014-07-19 16:20:03,1,2,7
2014-07-19 16:20:04,2,2,7
2014-07-19 16:20:05,2,2,7
2014-07-19 16:20:06,2,2,7
2014-07-19 16:20:07,2,2,7
2014-07-19 16:20:08,2,2,7
2014-07-19 16:20:09,2,2,7
2014-07-19 16:20:10,2,2,7
2014-07-19 16:20:11,2,2,7
2014-07-19 16:20:12,2,2,7
2014-07-19 16:20:13,2,2,7
2014-07-19 16:20:14,2,2,7
2014-07-19 16:20:15,2,2,7
2014-07-19 16:20:16,2,2,7
2014-07-19 16:20:17,2,2,7
2014-07-19 16:20:18,2,2,7
2014-07-19 16:20:19,2,2,7
2014-07-19 16:20:20,2,2,7
2014-07-19 16:20:21,2,2,7
2014-07-19 16:20:22,2,3,7
2014-07-19 16:20:23,1,4,7
2014-07-19 16:20:24,1,4,7
2014-07-19 16:20:25,1,7,7
2014-07-19 16:20:26,1,7,7
2014-07-19 16:20:27,1,7,7
2014-07-19 16:20:28,1,7,7
2014-07-19 16:20:29,1,6,7
2014-07-19 16:20:30,1,7,7
2014-07-19 16:20:31,1,7,7
2014-07-19 16:20:32,1,6,7
2014-07-19 16:20:33,1,7,7
2014-07-19 16:20:34,1,7,7
2014-07-19 16:20:35,1,7,7
2014-07-19 16:20:36,7,7,7
2014-07-19 16:20:37,7,7,7
2014-07-19 16:20:38,7,7,7
2014-07-19 16:20:39,7,7,7
2014-07-19 16:20:40,7,7,7
2014-07-19 16:20:41,4,7,7
2014-07-19 16:20:42,2,7,7
2014-07-19 16:20:43,8,7,7
2014-07-19 16:20:44,8,4,7
2014-07-19 16:20:45,8,4,7
2014-07-19 16:20:46,3,4,7
2014-07-19 16:20:47,3,4,7
2014-07-19 16:20:48,3,4,7
2014-07-19 16:20:49,1,4,7
2014-07-19 16:20:50,1,3,7
2014-07-19 16:20:51,2,3,7
2014-07-19 16:20:52,2,1,7
2014-07-19 16:20:53,2,1,8
2014-07-19 16:20:54,1,1,8
2014-07-19 16:20:55,3,1,8
2014-07-19 16:20:56,3,3,8
2014-07-19 16:20:57,1,3,8
2014-07-19 16:20:58,3,8,8
2014-07-19 16:20:59,3,7,8
2014-07-19 16:21:00,3,7,8
2014-07-19 16:21:01,2,7,8
2014-07-19 16:21:02,0,8,8
2014-07-19 16:21:03,0,3,8
2014-07-19 16:21:04,0,3,8
2014-07-19 16:21:05,0,3,8
2014-07-19 16:21:06,2,1,7
2014-07-19 16:21:07,2,0,7
2014-07-19 16:21:08,2,0,7
2014-07-19 16:21:09,2,0,7
2014-07-19 16:21:10,2,0,7
2014-07-19 16:21:11,2,0,7
2014-07-19 16:21:12,2,0,7
2014-07-19 16:21:13,2,0,7
2014-07-19 16:21:14,0,0,7
2014-07-19 16:21:15,0,0,7
2014-07-19 16:21:16,0,0,7
2014-07-19 16:21:17,0,0,7
2014-07-19 16:21:18,0,0,7
2014-07-19 16:21:19,0,0,7
2014-07-19 16:21:20,2,0,8
2014-07-19 16:21:21,3,0,4
2014-07-19 16:21:22,3,0,4
2014-07-19 16:21:23,3,0,3
2014-07-19 16:21:24,3,0,3
2014-07-19 16:21:25,3,0,3
2014-07-19 16:21:26,3,0,1
2014-07-19 16:21:27,3,0,1
2014-07-19 16:21:28,3,0,1
2014-07-19 16:21:29,3,0,1
2014-07-19 16:21:30,3,0,2
2014-07-19 16:21:31,3,0,1
2014-07-19 16:21:32,3,0,1
2014-07-19 16:21:33,3,0,1
2014-07-19 16:21:34,3,0,1
2014-07-19 16:21:35,3,2,1
2014-07-19 16:21:36,4,2,1
2014-07-19 16:21:37,2,2,1
2014-07-19 16:21:38,3,2,1
2014-07-19 16:21:39,3,2,1
2014-07-19 16:21:40,3,2,1
2014-07-19 16:21:41,3,2,1
2014-07-19 16:21:42,3,2,1
2014-07-19 16:21:43,3,2,1
2014-07-19 16:21:44,2,2,1
