time,yvonne,christina,jonathan
2014-07-19 16:21:45,0,2,1
2014-07-19 16:21:46,2,2,1
2014-07-19 16:21:47,3,1,1
2014-07-19 16:21:48,3,1,1
2014-07-19 16:21:49,3,3,1
2014-07-19 16:21:50,3,3,1
2014-07-19 16:21:51,3,2,1
2014-07-19 16:21:52,3,2,2
2014-07-19 16:21:53,3,0,2
2014-07-19 16:21:54,3,0,0
2014-07-19 16:21:55,3,0,0
2014-07-19 16:21:56,3,0,0
2014-07-19 16:21:57,2,0,2
2014-07-19 16:21:58,2,0,2
2014-07-19 16:21:59,2,0,2
2014-07-19 16:22:00,2,0,2
2014-07-19 16:22:01,2,0,2
2014-07-19 16:22:02,2,0,2
2014-07-19 16:22:03,2,0,2
2014-07-19 16:22:04,2,0,2
2014-07-19 16:22:05,2,0,2
2014-07-19 16:22:06,2,0,2
2014-07-19 16:22:07,2,0,2
2014-07-19 16:22:08,2,2,2
2014-07-19 16:22:09,2,2,2
2014-07-19 16:22:10,2,2,2
2014-07-19 16:22:11,2,2,2
2014-07-19 16:22:12,2,2,2
2014-07-19 16:22:13,2,0,2
2014-07-19 16:22:14,2,0,2
2014-07-19 16:22:15,2,0,2
2014-07-19 16:22:16,2,2,2
2014-07-19 16:22:17,2,2,2
2014-07-19 16:22:18,2,2,2
2014-07-19 16:22:19,2,2,2
2014-07-19 16:22:20,2,2,2
2014-07-19 16:22:21,2,2,2
2014-07-19 16:22:22,2,2,2
2014-07-19 16:22:23,2,2,2
2014-07-19 16:22:24,2,2,2
2014-07-19 16:22:25,2,2,2
2014-07-19 16:22:26,2,2,2
2014-07-19 16:22:27,2,2,2
2014-07-19 16:22:28,2,2,2
2014-07-19 16:22:29,2,2,2
2014-07-19 16:22:30,2,2,2
2014-07-19 16:22:31,2,0,2
2014-07-19 16:22:32,2,0,2
2014-07-19 16:22:33,2,0,2
2014-07-19 16:22:34,2,0,2
2014-07-19 16:22:35,2,0,2
2014-07-19 16:22:36,2,0,2
2014-07-19 16:22:37,1,0,2
2014-07-19 16:22:38,1,0,2
2014-07-19 16:22:39,1,0,2
2014-07-19 16:22:40,1,2,2
2014-07-19 16:22:41,1,2,2
2014-07-19 16:22:42,1,2,2
2014-07-19 16:22:43,1,2,2
2014-07-19 16:22:44,1,2,2
2014-07-19 16:22:45,1,0,2
2014-07-19 16:22:46,1,2,2
2014-07-19 16:22:47,1,2,2
2014-07-19 16:22:48,1,2,2
2014-07-19 16:22:49,1,2,2
2014-07-19 16:22:50,1,2,2
2014-07-19 16:22:51,1,2,2
2014-07-19 16:22:52,1,2,2
2014-07-19 16:22:53,1,2,2
2014-07-19 16:22:54,1,2,2
2014-07-19 16:22:55,1,2,2
2014-07-19 16:22:56,1,2,2
2014-07-19 16:22:57,1,2,2
2014-07-19 16:22:58,1,2,2
2014-07-19 16:22:59,1,2,2
2014-07-19 16:23:00,1,0,2
2014-07-19 16:23:01,1,0,2
2014-07-19 16:23:02,1,0,2
2014-07-19 16:23:03,1,0,2
2014-07-19 16:23:04,1,0,2
2014-07-19 16:23:05,1,0,2
2014-07-19 16:23:06,1,0,2
2014-07-19 16:23:07,1,2,2
2014-07-19 16:23:08,1,2,2
2014-07-19 16:23:09,1,2,2
2014-07-19 16:23:10,1,2,2
2014-07-19 16:23:11,1,2,2
2014-07-19 16:23:12,1,2,2
2014-07-19 16:23:13,1,2,2
2014-07-19 16:23:14,1,4,2
2014-07-19 16:23:15,1,4,2
2014-07-19 16:23:16,1,7,0
2014-07-19 16:23:17,1,7,0
2014-07-19 16:23:18,1,6,2
2014-07-19 16:23:19,1,6,2
2014-07-19 16:23:20,1,6,2
2014-07-19 16:23:21,1,6,2
2014-07-19 16:23:22,1,7,2
2014-07-19 16:23:23,1,7,2
2014-07-19 16:23:24,1,7,2
2014-07-19 16:23:25,1,7,2
2014-07-19 16:23:26,1,4,2
2014-07-19 16:23:27,1,4,2
2014-07-19 16:23:28,1,4,2
2014-07-19 16:23:29,1,4,2
2014-07-19 16:23:30,1,4,2
2014-07-19 16:23:31,1,4,2
2014-07-19 16:23:32,1,6,2
2014-07-19 16:23:33,1,6,2
2014-07-19 16:23:34,1,7,2
2014-07-19 16:23:35,1,4,2
2014-07-19 16:23:36,1,4,2
2014-07-19 16:23:37,1,4,2
2014-07-19 16:23:38,1,2,2
2014-07-19 16:23:39,1,2,2
2014-07-19 16:23:40,1,2,2
2014-07-19 16:23:41,1,3,2
2014-07-19 16:23:42,1,4,2
2014-07-19 16:23:43,1,4,2
2014-07-19 16:23:44,1,4,2
2014-07-19 16:23:45,1,4,2
2014-07-19 16:23:46,1,2,2
2014-07-19 16:23:47,1,2,2
2014-07-19 16:23:48,1,2,2
2014-07-19 16:23:49,1,2,2
2014-07-19 16:23:50,1,2,2
2014-07-19 16:23:51,1,2,2
2014-07-19 16:23:52,1,2,2
2014-07-19 16:23:53,1,2,2
2014-07-19 16:23:54,1,2,2
2014-07-19 16:23:55,1,2,2
2014-07-19 16:23:56,1,2,2
2014-07-19 16:23:57,1,2,2
2014-07-19 16:23:58,1,2,2
2014-07-19 16:23:59,1,2,2
2014-07-19 16:24:00,1,2,2
2014-07-19 16:24:01,1,2,2
2014-07-19 16:24:02,1,2,2
2014-07-19 16:24:03,1,2,2
2014-07-19 16:24:04,1,2,2
2014-07-19 16:24:05,1,2,2
2014-07-19 16:24:06,1,2,2
2014-07-19 16:24:07,1,2,2
2014-07-19 16:24:08,1,2,2
2014-07-19 16:24:09,1,2,2
2014-07-19 16:24:10,1,2,2
2014-07-19 16:24:11,1,2,2
2014-07-19 16:24:12,1,2,2
2014-07-19 16:24:13,1,2,2
2014-07-19 16:24:14,1,2,2
2014-07-19 16:24:15,1,2,2
2014-07-19 16:24:16,1,2,2
2014-07-19 16:24:17,1,2,2
2014-07-19 16:24:18,1,2,2
2014-07-19 16:24:19,1,2,2
2014-07-19 16:24:20,1,2,2
2014-07-19 16:24:21,1,2,2
2014-07-19 16:24:22,1,2,2
2014-07-19 16:24:23,1,2,2
2014-07-19 16:24:24,1,2,2
2014-07-19 16:24:25,1,2,2
2014-07-19 16:24:26,1,2,2
2014-07-19 16:24:27,1,2,0
2014-07-19 16:24:28,1,2,0
2014-07-19 16:24:29,1,3,0
2014-07-19 16:24:30,1,4,2
2014-07-19 16:24:31,1,4,2
2014-07-19 16:24:32,1,4,2
2014-07-19 16:24:33,1,4,2
2014-07-19 16:24:34,1,4,2
2014-07-19 16:24:35,1,3,2
2014-07-19 16:24:36,1,2,2
2014-07-19 16:24:37,1,2,2
2014-07-19 16:24:38,1,2,2
2014-07-19 16:24:39,1,2,2
2014-07-19 16:24:40,1,2,2
2014-07-19 16:24:41,0,2,2
2014-07-19 16:24:42,0,2,2
2014-07-19 16:24:43,0,2,2
2014-07-19 16:24:44,0,2,2
2014-07-19 16:24:45,0,2,2
2014-07-19 16:24:46,0,2,2
2014-07-19 16:24:47,0,2,2
2014-07-19 16:24:48,0,2,2
2014-07-19 16:24:49,0,2,2
2014-07-19 16:24:50,0,0,2
2014-07-19 16:24:51,0,0,2
2014-07-19 16:24:52,0,2,2
2014-07-19 16:24:53,0,2,2
2014-07-19 16:24:54,0,2,2
2014-07-19 16:24:55,0,2,2
2014-07-19 16:24:56,0,0,0
2014-07-19 16:24:57,0,0,0
2014-07-19 16:24:58,0,0,0
