time,BD49B35A-8999-4987-9759-8D3F28D1292B,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4
2015-06-03 12:24:33,0,0
2015-06-03 12:24:34,3,0
2015-06-03 12:24:35,4,0
2015-06-03 12:24:36,4,0
2015-06-03 12:24:37,4,0
2015-06-03 12:24:38,4,0
2015-06-03 12:24:39,2,0
2015-06-03 12:24:40,0,0
2015-06-03 12:24:41,0,0
2015-06-03 12:24:42,0,0
2015-06-03 12:24:43,0,0
2015-06-03 12:24:44,0,0
2015-06-03 12:24:45,0,0
2015-06-03 12:24:46,0,0
2015-06-03 12:24:47,0,0
2015-06-03 12:24:48,0,0
2015-06-03 12:24:49,0,0
2015-06-03 12:24:50,0,0
2015-06-03 12:24:51,0,0
2015-06-03 12:24:52,0,0
2015-06-03 12:24:53,0,0
2015-06-03 12:24:54,0,0
2015-06-03 12:24:55,0,0
2015-06-03 12:24:56,0,0
2015-06-03 12:24:57,0,0
2015-06-03 12:24:58,0,0
2015-06-03 12:24:59,0,0
2015-06-03 12:25:00,0,0
2015-06-03 12:25:01,0,0
2015-06-03 12:25:02,0,0
2015-06-03 12:25:03,0,0
2015-06-03 12:25:04,0,0
2015-06-03 12:25:05,0,0
2015-06-03 12:25:06,0,0
2015-06-03 12:25:07,0,0
2015-06-03 12:25:08,0,0
2015-06-03 12:25:09,0,0
2015-06-03 12:25:10,0,0
2015-06-03 12:25:11,0,0
2015-06-03 12:25:12,0,0
2015-06-03 12:25:13,0,0
2015-06-03 12:25:14,0,0
2015-06-03 12:25:15,0,0
2015-06-03 12:25:16,0,0
2015-06-03 12:25:17,0,0
2015-06-03 12:25:18,0,0
2015-06-03 12:25:19,0,0
2015-06-03 12:25:20,0,0
2015-06-03 12:25:21,0,0
2015-06-03 12:25:22,0,0
2015-06-03 12:25:23,0,0
2015-06-03 12:25:24,0,0
2015-06-03 12:25:25,0,0
2015-06-03 12:25:26,0,0
2015-06-03 12:25:27,0,0
2015-06-03 12:25:28,0,0
2015-06-03 12:25:29,0,0
2015-06-03 12:25:30,0,0
2015-06-03 12:25:31,0,0
2015-06-03 12:25:32,0,0
2015-06-03 12:25:33,0,0
2015-06-03 12:25:34,0,0
2015-06-03 12:25:35,0,0
2015-06-03 12:25:36,0,0
2015-06-03 12:25:37,0,0
2015-06-03 12:25:38,0,0
2015-06-03 12:25:39,0,0
2015-06-03 12:25:40,0,0
2015-06-03 12:25:41,0,0
2015-06-03 12:25:42,0,0
2015-06-03 12:25:43,0,0
2015-06-03 12:25:44,0,0
2015-06-03 12:25:45,0,0
2015-06-03 12:25:46,0,0
2015-06-03 12:25:47,0,0
2015-06-03 12:25:48,0,0
2015-06-03 12:25:49,0,0
2015-06-03 12:25:50,0,0
2015-06-03 12:25:51,0,0
2015-06-03 12:25:52,0,0
2015-06-03 12:25:53,0,0
2015-06-03 12:25:54,0,0
2015-06-03 12:25:55,0,0
2015-06-03 12:25:56,0,0
2015-06-03 12:25:57,0,0
2015-06-03 12:25:58,0,0
2015-06-03 12:25:59,0,0
2015-06-03 12:26:00,0,0
2015-06-03 12:26:01,0,0
2015-06-03 12:26:02,0,0
2015-06-03 12:26:03,0,0
2015-06-03 12:26:04,0,0
2015-06-03 12:26:05,0,0
2015-06-03 12:26:06,0,0
2015-06-03 12:26:07,0,0
2015-06-03 12:26:08,0,0
2015-06-03 12:26:09,0,0
2015-06-03 12:26:10,0,0
2015-06-03 12:26:11,0,0
2015-06-03 12:26:12,0,0
2015-06-03 12:26:13,0,0
2015-06-03 12:26:14,0,0
2015-06-03 12:26:15,0,0
2015-06-03 12:26:16,0,0
2015-06-03 12:26:17,0,0
2015-06-03 12:26:18,0,0
2015-06-03 12:26:19,0,0
2015-06-03 12:26:20,0,0
2015-06-03 12:26:21,0,0
2015-06-03 12:26:22,0,0
2015-06-03 12:26:23,0,0
2015-06-03 12:26:24,0,0
2015-06-03 12:26:25,0,0
2015-06-03 12:26:26,0,0
2015-06-03 12:26:27,0,0
2015-06-03 12:26:28,0,0
2015-06-03 12:26:29,0,0
2015-06-03 12:26:30,0,0
2015-06-03 12:26:31,0,0
2015-06-03 12:26:32,0,0
2015-06-03 12:26:33,0,0
2015-06-03 12:26:34,0,0
2015-06-03 12:26:35,0,0
2015-06-03 12:26:36,0,0
2015-06-03 12:26:37,0,0
2015-06-03 12:26:38,0,0
2015-06-03 12:26:39,0,0
2015-06-03 12:26:40,0,0
2015-06-03 12:26:41,0,0
2015-06-03 12:26:42,0,0
2015-06-03 12:26:43,0,0
2015-06-03 12:26:44,0,0
2015-06-03 12:26:45,0,0
2015-06-03 12:26:46,0,0
2015-06-03 12:26:47,0,0
2015-06-03 12:26:48,0,0
2015-06-03 12:26:49,0,0
2015-06-03 12:26:50,0,0
2015-06-03 12:26:51,0,0
2015-06-03 12:26:52,0,0
2015-06-03 12:26:53,0,0
2015-06-03 12:26:54,0,0
2015-06-03 12:26:55,0,0
2015-06-03 12:26:56,0,0
2015-06-03 12:26:57,0,0
2015-06-03 12:26:58,0,0
2015-06-03 12:26:59,0,0
2015-06-03 12:27:00,0,0
2015-06-03 12:27:01,0,0
2015-06-03 12:27:02,0,0
2015-06-03 12:27:03,0,0
2015-06-03 12:27:04,0,0
2015-06-03 12:27:05,0,0
2015-06-03 12:27:06,0,0
2015-06-03 12:27:07,0,0
2015-06-03 12:27:08,0,0
2015-06-03 12:27:09,0,0
2015-06-03 12:27:10,0,0
2015-06-03 12:27:11,0,0
2015-06-03 12:27:12,0,0
2015-06-03 12:27:13,0,0
2015-06-03 12:27:14,0,0
2015-06-03 12:27:15,0,0
2015-06-03 12:27:16,0,0
2015-06-03 12:27:17,0,0
2015-06-03 12:27:18,0,0
2015-06-03 12:27:19,0,0
2015-06-03 12:27:20,0,0
2015-06-03 12:27:21,0,1
2015-06-03 12:27:22,0,7
2015-06-03 12:27:23,0,5
2015-06-03 12:27:24,0,5
2015-06-03 12:27:25,0,5
2015-06-03 12:27:26,0,3
2015-06-03 12:27:27,0,1
2015-06-03 12:27:28,0,3
2015-06-03 12:27:29,0,1
2015-06-03 12:27:30,0,1
2015-06-03 12:27:31,0,2
2015-06-03 12:27:32,0,2
2015-06-03 12:27:33,0,2
2015-06-03 12:27:34,0,2
2015-06-03 12:27:35,0,2
2015-06-03 12:27:36,0,2
2015-06-03 12:27:37,0,3
2015-06-03 12:27:38,0,3
2015-06-03 12:27:39,0,4
2015-06-03 12:27:40,0,8
2015-06-03 12:27:41,0,8
2015-06-03 12:27:42,0,7
2015-06-03 12:27:43,0,6
2015-06-03 12:27:44,0,6
2015-06-03 12:27:45,0,6
2015-06-03 12:27:46,0,6
2015-06-03 12:27:47,0,6
2015-06-03 12:27:48,0,6
2015-06-03 12:27:49,0,6
2015-06-03 12:27:50,0,6
2015-06-03 12:27:51,0,6
2015-06-03 12:27:52,0,6
2015-06-03 12:27:53,0,6
2015-06-03 12:27:54,0,6
2015-06-03 12:27:55,0,6
2015-06-03 12:27:56,0,8
2015-06-03 12:27:57,0,6
2015-06-03 12:27:58,0,6
2015-06-03 12:27:59,2,6
2015-06-03 12:28:00,4,6
2015-06-03 12:28:01,7,6
2015-06-03 12:28:02,7,6
2015-06-03 12:28:03,7,6
2015-06-03 12:28:04,7,6
2015-06-03 12:28:05,4,6
2015-06-03 12:28:06,4,6
2015-06-03 12:28:07,4,7
2015-06-03 12:28:08,3,7
2015-06-03 12:28:09,3,7
2015-06-03 12:28:10,3,4
2015-06-03 12:28:11,3,4
2015-06-03 12:28:12,3,7
2015-06-03 12:28:13,3,6
2015-06-03 12:28:14,3,7
2015-06-03 12:28:15,3,7
2015-06-03 12:28:16,3,4
2015-06-03 12:28:17,3,4
2015-06-03 12:28:18,4,4
2015-06-03 12:28:19,7,4
2015-06-03 12:28:20,4,4
2015-06-03 12:28:21,7,4
2015-06-03 12:28:22,7,4
2015-06-03 12:28:23,4,3
2015-06-03 12:28:24,3,3
2015-06-03 12:28:25,3,8
2015-06-03 12:28:26,3,8
2015-06-03 12:28:27,3,8
2015-06-03 12:28:28,3,1
2015-06-03 12:28:29,3,1
2015-06-03 12:28:30,3,1
2015-06-03 12:28:31,3,1
2015-06-03 12:28:32,3,2
2015-06-03 12:28:33,1,2
2015-06-03 12:28:34,1,2
2015-06-03 12:28:35,3,2
2015-06-03 12:28:36,3,2
2015-06-03 12:28:37,8,2
2015-06-03 12:28:38,7,2
2015-06-03 12:28:39,7,2
2015-06-03 12:28:40,7,2
2015-06-03 12:28:41,7,2
2015-06-03 12:28:42,7,2
2015-06-03 12:28:43,7,2
2015-06-03 12:28:44,7,2
2015-06-03 12:28:45,4,2
2015-06-03 12:28:46,4,2
2015-06-03 12:28:47,4,2
2015-06-03 12:28:48,8,1
2015-06-03 12:28:49,8,2
2015-06-03 12:28:50,8,2
2015-06-03 12:28:51,8,2
2015-06-03 12:28:52,8,2
2015-06-03 12:28:53,8,2
2015-06-03 12:28:54,8,2
2015-06-03 12:28:55,4,2
2015-06-03 12:28:56,4,2
2015-06-03 12:28:57,4,2
2015-06-03 12:28:58,4,2
2015-06-03 12:28:59,4,2
2015-06-03 12:29:00,4,0
2015-06-03 12:29:01,4,2
2015-06-03 12:29:02,4,2
2015-06-03 12:29:03,3,2
2015-06-03 12:29:04,0,2
2015-06-03 12:29:05,0,2
2015-06-03 12:29:06,0,2
2015-06-03 12:29:07,0,4
2015-06-03 12:29:08,0,4
2015-06-03 12:29:09,0,4
2015-06-03 12:29:10,0,7
2015-06-03 12:29:11,0,7
2015-06-03 12:29:12,0,5
2015-06-03 12:29:13,2,5
2015-06-03 12:29:14,2,5
2015-06-03 12:29:15,2,5
2015-06-03 12:29:16,3,5
2015-06-03 12:29:17,3,5
2015-06-03 12:29:18,3,5
2015-06-03 12:29:19,3,7
2015-06-03 12:29:20,3,7
2015-06-03 12:29:21,2,7
2015-06-03 12:29:22,2,7
2015-06-03 12:29:23,0,7
2015-06-03 12:29:24,0,7
2015-06-03 12:29:25,0,7
2015-06-03 12:29:26,0,7
2015-06-03 12:29:27,0,7
2015-06-03 12:29:28,0,7
2015-06-03 12:29:29,0,6
2015-06-03 12:29:30,0,6
2015-06-03 12:29:31,1,6
2015-06-03 12:29:32,2,7
2015-06-03 12:29:33,2,4
2015-06-03 12:29:34,3,6
2015-06-03 12:29:35,3,0
2015-06-03 12:29:36,3,0
2015-06-03 12:29:37,3,0
2015-06-03 12:29:38,3,4
2015-06-03 12:29:39,2,4
2015-06-03 12:29:40,1,7
2015-06-03 12:29:41,1,6
2015-06-03 12:29:42,1,8
2015-06-03 12:29:43,1,6
2015-06-03 12:29:44,0,6
2015-06-03 12:29:45,2,6
2015-06-03 12:29:46,3,6
2015-06-03 12:29:47,3,6
2015-06-03 12:29:48,3,6
2015-06-03 12:29:49,3,6
2015-06-03 12:29:50,1,6
2015-06-03 12:29:51,0,6
2015-06-03 12:29:52,0,7
2015-06-03 12:29:53,0,7
2015-06-03 12:29:54,0,7
2015-06-03 12:29:55,0,7
2015-06-03 12:29:56,0,7
2015-06-03 12:29:57,0,7
2015-06-03 12:29:58,0,7
2015-06-03 12:29:59,0,7
2015-06-03 12:30:00,0,8
2015-06-03 12:30:01,0,8
2015-06-03 12:30:02,0,8
2015-06-03 12:30:03,0,7
2015-06-03 12:30:04,0,7
2015-06-03 12:30:05,0,7
2015-06-03 12:30:06,0,7
2015-06-03 12:30:07,0,7
2015-06-03 12:30:08,0,7
2015-06-03 12:30:09,0,7
2015-06-03 12:30:10,0,7
2015-06-03 12:30:11,0,7
2015-06-03 12:30:12,0,7
2015-06-03 12:30:13,0,7
2015-06-03 12:30:14,0,7
2015-06-03 12:30:15,0,7
2015-06-03 12:30:16,0,7
2015-06-03 12:30:17,0,7
2015-06-03 12:30:18,0,7
2015-06-03 12:30:19,0,7
2015-06-03 12:30:20,0,7
2015-06-03 12:30:21,0,7
2015-06-03 12:30:22,0,7
2015-06-03 12:30:23,0,7
2015-06-03 12:30:24,0,7
2015-06-03 12:30:25,0,7
2015-06-03 12:30:26,0,7
2015-06-03 12:30:27,0,7
2015-06-03 12:30:28,0,7
2015-06-03 12:30:29,0,7
2015-06-03 12:30:30,0,7
2015-06-03 12:30:31,0,7
2015-06-03 12:30:32,0,7
2015-06-03 12:30:33,0,7
2015-06-03 12:30:34,0,7
2015-06-03 12:30:35,0,7
2015-06-03 12:30:36,0,7
2015-06-03 12:30:37,0,7
2015-06-03 12:30:38,0,7
2015-06-03 12:30:39,0,7
2015-06-03 12:30:40,0,7
2015-06-03 12:30:41,0,7
2015-06-03 12:30:42,0,7
