time,BD49B35A-8999-4987-9759-8D3F28D1292B,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4
2015-06-03 12:30:43,0,7
2015-06-03 12:30:44,0,7
2015-06-03 12:30:45,0,7
2015-06-03 12:30:46,0,7
2015-06-03 12:30:47,0,7
2015-06-03 12:30:48,0,7
2015-06-03 12:30:49,0,7
2015-06-03 12:30:50,0,8
2015-06-03 12:30:51,0,7
2015-06-03 12:30:52,0,7
2015-06-03 12:30:53,0,7
2015-06-03 12:30:54,0,7
2015-06-03 12:30:55,0,7
2015-06-03 12:30:56,0,7
2015-06-03 12:30:57,0,7
2015-06-03 12:30:58,0,7
2015-06-03 12:30:59,0,7
2015-06-03 12:31:00,0,7
2015-06-03 12:31:01,0,7
2015-06-03 12:31:02,0,7
2015-06-03 12:31:03,0,7
2015-06-03 12:31:04,0,7
2015-06-03 12:31:05,0,7
2015-06-03 12:31:06,0,7
2015-06-03 12:31:07,0,7
2015-06-03 12:31:08,0,7
2015-06-03 12:31:09,0,7
2015-06-03 12:31:10,0,7
2015-06-03 12:31:11,0,7
2015-06-03 12:31:12,0,7
2015-06-03 12:31:13,0,7
2015-06-03 12:31:14,0,7
2015-06-03 12:31:15,0,7
2015-06-03 12:31:16,0,7
2015-06-03 12:31:17,0,7
2015-06-03 12:31:18,0,7
2015-06-03 12:31:19,0,8
2015-06-03 12:31:20,0,2
2015-06-03 12:31:21,0,2
2015-06-03 12:31:22,0,1
2015-06-03 12:31:23,0,1
2015-06-03 12:31:24,0,2
2015-06-03 12:31:25,0,2
