time,jonathan_iPad2,00088B8E-D27C-4AE1-8102-5FE318589D3E,christina,2C4C4043-B7F7-4C22-B930-1472B1E18DBF,6EAD764A-E424-48EB-9672-03EF44679A5E,95585C5C-C1C1-4612-9836-BFC68B0DC36F,yvonne,jonathan,charles_ipadair
2014-03-15 13:20:26,6,4,2,3,3,2,0,0,0
2014-03-15 13:20:27,6,3,2,3,3,2,0,0,0
2014-03-15 13:20:28,6,3,0,1,3,2,0,0,0
2014-03-15 13:20:29,8,3,0,1,3,2,0,0,0
2014-03-15 13:20:30,8,3,0,3,3,2,0,0,0
2014-03-15 13:20:31,8,3,0,3,3,2,0,0,0
2014-03-15 13:20:32,8,4,0,3,3,2,0,0,0
2014-03-15 13:20:33,8,4,0,3,3,2,0,0,0
2014-03-15 13:20:34,8,7,0,3,3,2,0,0,0
2014-03-15 13:20:35,8,7,0,1,3,2,0,0,0
2014-03-15 13:20:36,8,4,0,1,3,2,0,0,0
2014-03-15 13:20:37,8,4,0,1,3,2,0,0,0
2014-03-15 13:20:38,6,3,0,1,3,2,0,0,0
2014-03-15 13:20:39,6,1,0,1,3,2,0,0,0
2014-03-15 13:20:40,4,3,0,1,3,2,0,0,0
2014-03-15 13:20:41,4,3,0,1,3,3,0,0,0
2014-03-15 13:20:42,3,3,0,1,3,3,0,0,0
2014-03-15 13:20:43,3,3,0,1,3,3,0,0,0
2014-03-15 13:20:44,3,3,0,1,3,3,0,0,0
2014-03-15 13:20:45,3,3,0,1,3,3,0,0,0
2014-03-15 13:20:46,3,7,0,1,3,3,0,0,0
2014-03-15 13:20:47,3,7,0,3,3,3,0,0,0
2014-03-15 13:20:48,3,4,0,3,3,3,0,0,0
2014-03-15 13:20:49,3,4,0,3,3,3,0,0,0
2014-03-15 13:20:50,3,4,0,3,3,3,0,0,0
2014-03-15 13:20:51,3,4,0,3,3,3,0,0,0
2014-03-15 13:20:52,3,3,0,4,3,3,0,0,0
2014-03-15 13:20:53,3,3,0,4,3,3,0,0,0
2014-03-15 13:20:54,3,3,0,3,3,3,0,0,0
2014-03-15 13:20:55,3,3,0,3,3,3,0,0,0
2014-03-15 13:20:56,3,3,0,2,4,3,0,0,0
2014-03-15 13:20:57,3,4,0,2,4,3,0,0,0
2014-03-15 13:20:58,3,4,0,2,4,3,0,0,0
2014-03-15 13:20:59,3,4,0,2,0,3,0,0,0
2014-03-15 13:21:00,3,3,0,2,0,0,0,0,0
2014-03-15 13:21:01,4,0,0,2,0,0,0,0,0
2014-03-15 13:21:02,4,0,0,0,0,0,0,0,0
2014-03-15 13:21:03,8,0,0,0,0,0,0,0,0
2014-03-15 13:21:04,0,0,0,0,0,0,0,0,0
2014-03-15 13:21:05,0,0,0,0,0,0,0,0,0
2014-03-15 13:21:06,2,0,0,0,0,0,0,0,0
2014-03-15 13:21:07,2,0,0,0,0,0,0,0,0
2014-03-15 13:21:08,2,0,0,0,0,0,0,0,0
2014-03-15 13:21:09,2,0,0,0,0,0,0,0,0
2014-03-15 13:21:10,2,0,0,0,0,0,0,0,0
2014-03-15 13:21:11,2,0,0,0,0,0,0,0,0
2014-03-15 13:21:12,2,0,0,2,0,0,0,0,0
2014-03-15 13:21:13,2,0,0,2,0,0,0,0,0
2014-03-15 13:21:14,2,0,0,2,0,0,0,0,0
2014-03-15 13:21:15,2,0,0,2,0,0,0,0,0
2014-03-15 13:21:16,2,0,0,2,0,0,0,0,0
2014-03-15 13:21:17,3,0,0,2,0,2,0,0,0
2014-03-15 13:21:18,2,0,0,0,0,2,0,0,0
2014-03-15 13:21:19,2,0,0,0,2,2,0,0,0
2014-03-15 13:21:20,3,0,0,0,3,2,0,0,0
2014-03-15 13:21:21,3,0,0,0,3,2,0,0,0
2014-03-15 13:21:22,3,2,2,0,3,2,0,0,0
2014-03-15 13:21:23,3,4,2,0,3,2,0,0,0
2014-03-15 13:21:24,3,4,2,0,3,0,0,0,0
2014-03-15 13:21:25,2,4,2,0,2,0,0,0,0
2014-03-15 13:21:26,2,4,2,0,2,0,0,0,0
2014-03-15 13:21:27,0,4,2,0,2,0,0,0,0
2014-03-15 13:21:28,0,0,0,0,2,0,0,0,0
2014-03-15 13:21:29,0,0,0,0,0,0,0,0,0
2014-03-15 13:21:30,0,0,0,0,0,0,0,0,0
2014-03-15 13:21:31,0,0,0,0,0,0,0,0,0
2014-03-15 13:21:32,0,0,0,0,0,0,0,0,0
2014-03-15 13:21:33,0,0,0,0,0,0,0,0,0
2014-03-15 13:21:34,0,0,0,0,0,0,0,0,0
2014-03-15 13:21:35,0,0,0,0,0,0,0,0,0
2014-03-15 13:21:36,0,0,0,0,0,0,0,0,0
2014-03-15 13:21:37,0,0,0,0,0,0,0,0,0
2014-03-15 13:21:38,0,0,0,0,0,0,0,0,0
2014-03-15 13:21:39,0,0,0,0,0,0,0,0,0
2014-03-15 13:21:40,0,0,0,0,0,0,0,0,0
2014-03-15 13:21:41,0,0,0,0,0,0,0,0,0
2014-03-15 13:21:42,0,0,0,0,0,0,0,0,0
2014-03-15 13:21:43,0,0,0,0,0,0,0,0,0
2014-03-15 13:21:44,0,0,0,0,0,0,0,0,0
2014-03-15 13:21:45,0,0,0,0,0,0,0,0,0
2014-03-15 13:21:46,0,0,0,0,0,0,0,0,0
2014-03-15 13:21:47,0,0,0,0,0,0,0,0,0
2014-03-15 13:21:48,0,0,0,0,0,0,0,0,0
2014-03-15 13:21:49,0,0,0,0,0,0,0,0,0
2014-03-15 13:21:50,0,0,0,0,0,0,0,0,0
2014-03-15 13:21:51,0,0,0,0,0,0,0,0,0
2014-03-15 13:21:52,0,0,0,0,0,0,0,0,0
2014-03-15 13:21:53,0,0,0,0,0,0,0,0,0
2014-03-15 13:21:54,0,0,0,0,0,0,0,0,0
2014-03-15 13:21:55,0,0,0,0,0,0,0,0,0
2014-03-15 13:21:56,0,0,0,0,0,0,0,0,0
2014-03-15 13:21:57,0,0,0,0,0,0,0,0,0
2014-03-15 13:21:58,0,0,0,0,0,0,0,0,0
2014-03-15 13:21:59,0,0,0,0,0,0,0,0,0
2014-03-15 13:22:00,0,0,0,0,0,0,0,0,0
2014-03-15 13:22:01,0,0,0,0,0,0,0,0,0
2014-03-15 13:22:02,0,0,0,0,0,0,0,0,0
2014-03-15 13:22:03,0,0,0,0,0,0,0,0,0
2014-03-15 13:22:04,0,0,0,0,0,0,0,0,0
2014-03-15 13:22:05,0,0,0,0,0,0,0,0,0
2014-03-15 13:22:06,0,0,0,0,0,0,0,0,0
2014-03-15 13:22:07,0,0,0,0,0,0,0,0,0
2014-03-15 13:22:08,0,0,0,0,0,0,0,0,0
2014-03-15 13:22:09,0,0,0,0,0,0,0,0,0
2014-03-15 13:22:10,0,0,0,0,0,0,0,0,0
2014-03-15 13:22:11,0,0,0,0,0,0,0,0,0
2014-03-15 13:22:12,0,0,0,0,0,0,0,0,0
2014-03-15 13:22:13,0,5,0,0,0,0,0,0,0
2014-03-15 13:22:14,0,7,0,0,0,0,0,0,0
2014-03-15 13:22:15,0,7,0,0,0,0,0,0,0
2014-03-15 13:22:16,2,7,0,0,0,0,0,0,0
2014-03-15 13:22:17,2,7,0,0,0,0,0,0,0
2014-03-15 13:22:18,2,7,0,0,0,0,0,0,0
2014-03-15 13:22:19,2,7,0,2,0,0,0,0,0
2014-03-15 13:22:20,2,7,0,2,0,0,0,0,0
2014-03-15 13:22:21,2,7,0,2,0,0,0,0,0
2014-03-15 13:22:22,0,7,0,2,0,0,0,0,0
2014-03-15 13:22:23,0,7,0,2,0,7,0,0,0
2014-03-15 13:22:24,0,7,0,0,0,5,0,0,0
2014-03-15 13:22:25,0,5,0,0,0,7,0,0,0
2014-03-15 13:22:26,0,0,0,0,0,7,0,0,0
2014-03-15 13:22:27,0,0,0,0,0,7,0,0,0
2014-03-15 13:22:28,0,0,0,0,0,7,0,0,0
2014-03-15 13:22:29,0,0,0,0,0,7,0,0,0
2014-03-15 13:22:30,0,0,0,0,0,7,0,0,0
2014-03-15 13:22:31,0,0,0,0,0,7,0,0,0
2014-03-15 13:22:32,0,0,0,4,0,7,0,0,0
2014-03-15 13:22:33,0,0,0,4,0,7,0,0,0
2014-03-15 13:22:34,0,6,0,4,0,7,0,0,0
2014-03-15 13:22:35,0,5,0,4,0,7,0,0,0
2014-03-15 13:22:36,0,5,0,4,0,7,0,0,0
2014-03-15 13:22:37,0,7,0,0,2,7,0,0,0
2014-03-15 13:22:38,0,7,0,0,2,7,0,0,0
2014-03-15 13:22:39,0,7,0,0,2,7,0,0,0
2014-03-15 13:22:40,0,7,0,0,4,7,0,0,0
2014-03-15 13:22:41,0,7,0,4,4,7,0,0,0
2014-03-15 13:22:42,0,7,0,4,5,7,0,0,0
2014-03-15 13:22:43,0,0,0,4,5,7,0,0,0
2014-03-15 13:22:44,2,7,0,4,5,7,0,0,0
2014-03-15 13:22:45,5,5,0,4,7,7,0,0,0
2014-03-15 13:22:46,5,7,0,0,2,7,0,0,0
2014-03-15 13:22:47,5,7,2,0,3,7,0,0,0
2014-03-15 13:22:48,5,7,2,0,8,5,0,0,0
2014-03-15 13:22:49,5,7,2,0,8,5,0,0,0
2014-03-15 13:22:50,5,7,2,2,8,5,0,0,0
2014-03-15 13:22:51,2,6,2,7,8,7,0,0,0
2014-03-15 13:22:52,0,2,2,7,7,7,0,0,0
2014-03-15 13:22:53,6,0,2,7,2,7,0,0,0
2014-03-15 13:22:54,6,0,2,7,0,7,0,0,0
2014-03-15 13:22:55,6,2,2,8,0,8,0,0,0
2014-03-15 13:22:56,7,7,2,0,0,8,0,0,0
2014-03-15 13:22:57,7,7,2,0,0,8,0,0,0
2014-03-15 13:22:58,8,7,2,0,0,2,0,0,0
2014-03-15 13:22:59,8,7,2,0,0,2,0,0,0
2014-03-15 13:23:00,8,7,2,0,2,2,0,0,0
2014-03-15 13:23:01,8,7,2,0,8,2,0,0,0
2014-03-15 13:23:02,8,5,2,0,7,3,0,0,0
2014-03-15 13:23:03,8,6,2,0,7,4,0,0,0
2014-03-15 13:23:04,8,2,8,8,7,4,0,0,0
2014-03-15 13:23:05,8,2,6,4,7,7,0,0,0
2014-03-15 13:23:06,8,2,6,7,7,7,0,0,0
2014-03-15 13:23:07,8,3,6,7,7,7,0,0,0
2014-03-15 13:23:08,8,3,6,7,2,6,0,0,0
2014-03-15 13:23:09,8,4,4,7,0,7,0,0,0
2014-03-15 13:23:10,8,4,2,5,2,7,0,0,0
2014-03-15 13:23:11,8,4,0,5,2,6,0,0,0
2014-03-15 13:23:12,8,4,0,5,2,6,0,0,0
2014-03-15 13:23:13,7,8,0,5,8,7,0,0,0
2014-03-15 13:23:14,7,8,2,3,8,7,0,0,0
2014-03-15 13:23:15,7,8,2,2,4,7,0,0,0
2014-03-15 13:23:16,7,8,2,2,4,7,0,0,0
2014-03-15 13:23:17,7,3,2,2,7,6,0,0,0
2014-03-15 13:23:18,2,3,2,2,4,6,0,0,0
2014-03-15 13:23:19,2,4,6,0,4,6,0,0,0
2014-03-15 13:23:20,4,4,2,6,0,6,0,0,0
2014-03-15 13:23:21,4,4,2,6,0,7,0,0,0
2014-03-15 13:23:22,4,7,2,7,0,7,0,0,0
2014-03-15 13:23:23,7,7,2,7,0,7,0,0,0
2014-03-15 13:23:24,4,7,2,7,0,7,0,0,0
2014-03-15 13:23:25,7,7,2,7,0,7,0,0,0
2014-03-15 13:23:26,7,7,6,7,0,7,0,0,0
2014-03-15 13:23:27,4,8,4,7,0,7,0,0,0
2014-03-15 13:23:28,7,4,4,7,0,7,0,0,0
2014-03-15 13:23:29,7,4,7,6,0,7,0,0,0
2014-03-15 13:23:30,7,4,7,6,0,7,0,0,0
2014-03-15 13:23:31,7,4,4,2,0,6,0,0,0
2014-03-15 13:23:32,7,4,4,2,0,6,0,0,0
2014-03-15 13:23:33,7,4,4,7,0,6,0,0,0
2014-03-15 13:23:34,7,4,4,5,0,7,0,0,0
2014-03-15 13:23:35,7,4,4,5,0,6,0,0,0
2014-03-15 13:23:36,7,4,4,5,2,6,0,0,0
2014-03-15 13:23:37,7,4,4,7,7,6,0,0,0
2014-03-15 13:23:38,7,4,4,7,8,6,0,0,0
2014-03-15 13:23:39,8,4,4,7,7,6,0,0,0
2014-03-15 13:23:40,7,7,4,7,7,4,0,0,0
2014-03-15 13:23:41,5,7,4,7,7,4,0,0,0
2014-03-15 13:23:42,5,7,4,7,7,4,0,0,0
2014-03-15 13:23:43,7,7,4,8,7,4,0,0,0
2014-03-15 13:23:44,7,4,4,8,7,4,0,0,0
2014-03-15 13:23:45,7,4,4,7,8,4,0,0,0
2014-03-15 13:23:46,7,4,4,8,0,4,0,0,0
2014-03-15 13:23:47,7,4,2,7,0,4,0,0,0
2014-03-15 13:23:48,7,4,2,7,0,4,0,0,0
2014-03-15 13:23:49,7,4,3,7,0,2,0,0,0
2014-03-15 13:23:50,7,7,3,7,0,2,0,0,0
2014-03-15 13:23:51,7,7,3,7,0,2,0,0,0
2014-03-15 13:23:52,7,7,4,7,0,2,0,0,0
2014-03-15 13:23:53,7,7,4,7,0,2,0,0,0
2014-03-15 13:23:54,7,7,6,7,0,2,0,0,0
2014-03-15 13:23:55,7,7,6,8,0,2,0,0,0
2014-03-15 13:23:56,7,7,2,3,0,4,0,0,0
2014-03-15 13:23:57,8,7,7,3,2,4,0,0,0
2014-03-15 13:23:58,8,4,7,1,8,4,0,0,0
2014-03-15 13:23:59,7,4,7,1,8,6,0,0,0
2014-03-15 13:24:00,4,4,8,1,8,7,0,0,0
2014-03-15 13:24:01,7,4,8,1,8,7,0,0,0
2014-03-15 13:24:02,7,4,8,3,7,7,0,0,0
2014-03-15 13:24:03,7,4,4,3,7,8,0,0,0
2014-03-15 13:24:04,8,4,4,3,8,7,0,0,0
2014-03-15 13:24:05,8,4,4,8,8,7,0,0,0
2014-03-15 13:24:06,3,7,4,8,4,7,0,0,0
2014-03-15 13:24:07,8,7,4,8,4,7,0,0,0
2014-03-15 13:24:08,3,7,4,7,7,7,0,0,0
2014-03-15 13:24:09,8,7,4,3,7,8,0,0,0
2014-03-15 13:24:10,8,7,4,3,7,8,0,0,0
2014-03-15 13:24:11,3,7,4,3,5,6,0,0,0
2014-03-15 13:24:12,3,7,4,1,5,4,0,0,0
2014-03-15 13:24:13,3,8,4,1,5,4,0,0,0
2014-03-15 13:24:14,3,3,4,1,5,4,0,0,0
2014-03-15 13:24:15,3,3,4,1,2,2,0,0,0
2014-03-15 13:24:16,8,3,4,1,2,2,0,0,0
2014-03-15 13:24:17,3,3,4,1,2,2,0,0,0
2014-03-15 13:24:18,3,3,4,1,2,2,0,0,0
2014-03-15 13:24:19,8,3,2,3,2,2,0,0,0
2014-03-15 13:24:20,8,3,2,3,2,2,0,0,0
2014-03-15 13:24:21,4,4,2,3,2,2,0,0,0
2014-03-15 13:24:22,4,7,2,3,2,2,0,0,0
2014-03-15 13:24:23,4,7,2,8,3,2,0,0,0
2014-03-15 13:24:24,3,7,2,8,3,2,0,0,0
2014-03-15 13:24:25,3,7,0,7,2,2,0,0,0
2014-03-15 13:24:26,3,7,2,7,2,1,0,0,0
2014-03-15 13:24:27,3,8,3,7,2,1,0,0,0
2014-03-15 13:24:28,3,8,3,7,2,2,0,0,0
2014-03-15 13:24:29,8,3,3,7,2,2,0,0,0
2014-03-15 13:24:30,8,3,3,7,0,2,0,0,0
2014-03-15 13:24:31,3,3,3,7,0,2,0,0,0
2014-03-15 13:24:32,3,3,3,7,0,2,0,0,0
2014-03-15 13:24:33,3,3,0,7,0,2,0,0,0
2014-03-15 13:24:34,3,3,0,7,0,2,0,0,0
2014-03-15 13:24:35,3,3,0,7,0,0,0,0,0
2014-03-15 13:24:36,3,3,0,7,3,0,0,0,0
2014-03-15 13:24:37,3,8,0,7,4,0,0,0,0
2014-03-15 13:24:38,3,7,0,7,4,0,0,0,0
2014-03-15 13:24:39,2,7,0,7,4,0,0,0,0
2014-03-15 13:24:40,2,7,0,7,4,0,0,0,0
2014-03-15 13:24:41,2,7,0,7,7,0,0,0,0
2014-03-15 13:24:42,3,7,0,7,7,0,0,0,0
2014-03-15 13:24:43,3,7,0,7,0,0,0,0,0
2014-03-15 13:24:44,3,7,0,5,0,0,0,0,0
2014-03-15 13:24:45,3,7,0,5,0,0,0,0,0
2014-03-15 13:24:46,8,7,2,2,0,0,0,0,0
2014-03-15 13:24:47,8,6,2,0,0,0,0,0,0
2014-03-15 13:24:48,8,6,2,2,0,0,0,0,0
2014-03-15 13:24:49,8,6,2,2,0,0,0,0,0
2014-03-15 13:24:50,8,6,2,2,0,0,0,0,0
2014-03-15 13:24:51,8,6,2,2,0,0,0,0,0
2014-03-15 13:24:52,8,6,0,2,0,0,0,0,0
2014-03-15 13:24:53,8,6,0,2,0,0,0,0,0
2014-03-15 13:24:54,2,6,0,2,0,0,0,0,0
2014-03-15 13:24:55,2,7,0,2,0,0,0,0,0
2014-03-15 13:24:56,2,7,0,2,0,0,0,0,0
2014-03-15 13:24:57,2,7,0,2,0,0,0,0,0
2014-03-15 13:24:58,2,7,0,0,0,0,0,0,0
2014-03-15 13:24:59,2,7,0,2,0,0,0,0,0
2014-03-15 13:25:00,2,7,0,2,0,2,0,0,0
2014-03-15 13:25:01,2,7,0,2,0,2,0,0,0
2014-03-15 13:25:02,2,7,2,2,0,2,0,0,0
2014-03-15 13:25:03,2,7,2,1,0,2,0,0,0
2014-03-15 13:25:04,2,4,2,1,0,2,0,0,0
2014-03-15 13:25:05,2,2,2,1,0,2,0,0,0
2014-03-15 13:25:06,2,4,2,1,0,0,0,0,0
2014-03-15 13:25:07,4,4,2,3,0,2,0,0,0
2014-03-15 13:25:08,3,7,2,1,0,2,0,0,0
2014-03-15 13:25:09,3,7,3,2,0,2,0,0,0
2014-03-15 13:25:10,8,7,3,2,2,2,0,0,0
2014-03-15 13:25:11,4,7,3,2,2,2,0,0,0
2014-03-15 13:25:12,8,7,4,2,2,2,0,0,0
2014-03-15 13:25:13,7,7,4,2,2,2,0,0,0
2014-03-15 13:25:14,8,7,4,2,2,3,0,0,0
2014-03-15 13:25:15,7,7,4,2,2,3,0,0,0
2014-03-15 13:25:16,7,8,4,2,2,3,0,0,0
2014-03-15 13:25:17,7,8,4,2,4,3,0,0,0
2014-03-15 13:25:18,7,3,4,2,4,3,0,0,0
2014-03-15 13:25:19,7,3,4,2,4,3,0,0,0
2014-03-15 13:25:20,7,3,4,2,4,3,0,0,0
2014-03-15 13:25:21,7,8,4,8,4,3,0,0,0
2014-03-15 13:25:22,7,7,3,8,0,3,0,0,0
2014-03-15 13:25:23,4,7,3,8,0,3,0,0,0
2014-03-15 13:25:24,4,7,3,2,0,3,0,0,0
2014-03-15 13:25:25,7,7,3,2,0,2,0,0,0
2014-03-15 13:25:26,8,7,3,0,0,3,0,0,0
2014-03-15 13:25:27,8,7,3,2,0,8,0,0,0
2014-03-15 13:25:28,7,4,2,2,0,7,0,0,0
2014-03-15 13:25:29,8,7,2,2,0,7,0,0,0
2014-03-15 13:25:30,4,7,0,2,0,7,0,0,0
2014-03-15 13:25:31,4,7,0,2,0,7,0,0,0
2014-03-15 13:25:32,7,7,2,2,0,7,0,0,0
2014-03-15 13:25:33,7,7,4,2,0,7,0,0,0
2014-03-15 13:25:34,7,7,3,2,0,7,0,0,0
2014-03-15 13:25:35,7,7,3,2,0,7,0,0,0
2014-03-15 13:25:36,7,4,3,2,2,7,0,0,0
2014-03-15 13:25:37,7,6,3,2,2,7,0,0,0
2014-03-15 13:25:38,7,6,1,2,2,7,0,0,0
2014-03-15 13:25:39,7,6,1,2,2,7,0,0,0
2014-03-15 13:25:40,7,6,2,0,2,7,0,0,0
2014-03-15 13:25:41,7,7,2,2,8,7,0,0,0
2014-03-15 13:25:42,8,7,2,2,8,7,0,0,0
2014-03-15 13:25:43,3,7,2,2,8,7,0,0,0
2014-03-15 13:25:44,8,7,2,2,8,7,0,0,0
2014-03-15 13:25:45,8,7,2,2,8,7,0,0,0
2014-03-15 13:25:46,8,7,2,2,2,7,0,0,0
2014-03-15 13:25:47,8,7,2,2,0,5,0,0,0
2014-03-15 13:25:48,8,7,2,3,0,5,0,0,0
2014-03-15 13:25:49,7,7,2,3,0,7,0,0,0
2014-03-15 13:25:50,7,7,2,3,0,7,0,0,0
2014-03-15 13:25:51,7,7,0,2,0,7,0,0,0
2014-03-15 13:25:52,8,7,0,2,0,7,0,0,0
2014-03-15 13:25:53,6,8,2,0,0,7,0,0,0
2014-03-15 13:25:54,7,7,2,2,0,7,0,0,0
2014-03-15 13:25:55,7,7,4,2,0,7,0,0,0
2014-03-15 13:25:56,7,7,4,2,0,7,0,0,0
2014-03-15 13:25:57,7,7,4,2,0,7,0,0,0
2014-03-15 13:25:58,8,8,4,2,0,6,0,0,0
2014-03-15 13:25:59,7,8,4,2,0,5,0,0,0
2014-03-15 13:26:00,7,8,4,2,0,0,0,0,0
2014-03-15 13:26:01,7,7,2,2,0,0,0,0,0
2014-03-15 13:26:02,7,7,4,2,0,0,0,0,0
2014-03-15 13:26:03,7,7,3,2,0,0,0,0,0
2014-03-15 13:26:04,7,7,3,2,0,0,0,0,0
2014-03-15 13:26:05,8,7,3,2,0,0,0,0,0
2014-03-15 13:26:06,2,7,3,2,0,0,0,0,0
2014-03-15 13:26:07,2,7,3,2,0,0,0,0,0
2014-03-15 13:26:08,2,6,2,2,0,0,0,0,0
2014-03-15 13:26:09,2,7,2,2,0,0,0,0,0
2014-03-15 13:26:10,2,7,2,4,0,0,0,0,0
2014-03-15 13:26:11,2,7,2,8,0,0,0,0,0
2014-03-15 13:26:12,2,7,0,4,0,0,0,0,0
2014-03-15 13:26:13,2,7,0,3,0,0,0,0,0
2014-03-15 13:26:14,2,7,0,3,0,0,0,0,0
2014-03-15 13:26:15,2,4,0,2,0,0,0,0,0
2014-03-15 13:26:16,2,4,0,2,0,0,0,0,0
2014-03-15 13:26:17,2,7,0,2,0,0,0,0,0
2014-03-15 13:26:18,2,7,0,2,0,0,0,0,0
2014-03-15 13:26:19,2,7,0,3,0,0,0,0,0
2014-03-15 13:26:20,2,7,0,3,0,0,0,0,0
2014-03-15 13:26:21,2,8,0,4,0,0,0,0,0
2014-03-15 13:26:22,2,8,0,3,0,0,0,0,0
2014-03-15 13:26:23,2,4,0,2,0,0,0,0,0
2014-03-15 13:26:24,2,4,0,2,0,0,0,0,0
2014-03-15 13:26:25,2,8,0,2,0,0,0,0,0
2014-03-15 13:26:26,2,7,0,2,0,0,0,0,0
2014-03-15 13:26:27,2,7,0,2,2,0,0,0,0
2014-03-15 13:26:28,2,5,0,2,2,0,0,0,0
2014-03-15 13:26:29,0,5,0,2,2,0,0,0,0
2014-03-15 13:26:30,2,0,0,2,2,0,0,0,0
2014-03-15 13:26:31,2,0,0,2,2,0,0,0,0
2014-03-15 13:26:32,2,0,0,2,0,0,0,0,0
2014-03-15 13:26:33,2,0,0,2,0,2,0,0,0
2014-03-15 13:26:34,2,0,0,2,0,2,0,0,0
2014-03-15 13:26:35,2,0,0,2,0,2,0,0,0
2014-03-15 13:26:36,2,0,0,2,0,2,0,0,0
2014-03-15 13:26:37,2,0,0,2,0,2,0,0,0
2014-03-15 13:26:38,2,0,2,2,0,0,0,0,0
2014-03-15 13:26:39,2,4,2,2,0,0,0,0,0
2014-03-15 13:26:40,0,7,2,2,0,0,0,0,0
2014-03-15 13:26:41,0,7,2,2,0,0,0,0,0
2014-03-15 13:26:42,0,7,2,2,0,0,0,0,0
2014-03-15 13:26:43,0,7,0,2,0,0,0,0,0
2014-03-15 13:26:44,0,7,0,2,0,0,0,0,0
2014-03-15 13:26:45,0,2,0,0,0,0,0,0,0
2014-03-15 13:26:46,0,0,0,2,0,0,0,0,0
2014-03-15 13:26:47,0,0,0,2,0,0,0,0,0
2014-03-15 13:26:48,0,0,0,2,0,0,0,0,0
2014-03-15 13:26:49,0,4,0,2,0,0,0,0,0
2014-03-15 13:26:50,0,4,0,2,0,0,0,0,0
2014-03-15 13:26:51,0,3,0,2,0,0,0,0,0
2014-03-15 13:26:52,0,8,0,2,0,0,0,0,0
2014-03-15 13:26:53,0,8,0,2,0,0,0,0,0
2014-03-15 13:26:54,0,7,0,2,0,0,0,0,0
2014-03-15 13:26:55,0,7,0,2,0,0,0,0,0
2014-03-15 13:26:56,0,7,0,2,0,0,0,0,0
2014-03-15 13:26:57,0,7,0,2,0,0,0,0,0
2014-03-15 13:26:58,0,4,0,2,0,0,0,0,0
