time,christina,yvonne,jonathan,charles
2014-04-28 19:19:59,2,2,0,0
2014-04-28 19:20:00,1,2,0,0
2014-04-28 19:20:01,2,2,0,0
2014-04-28 19:20:02,2,2,0,0
2014-04-28 19:20:03,1,7,0,3
2014-04-28 19:20:04,1,7,0,4
2014-04-28 19:20:05,3,7,0,4
2014-04-28 19:20:06,3,7,0,4
2014-04-28 19:20:07,3,7,0,4
2014-04-28 19:20:08,3,7,0,2
2014-04-28 19:20:09,2,7,0,0
2014-04-28 19:20:10,2,7,0,0
2014-04-28 19:20:11,2,8,0,0
2014-04-28 19:20:12,2,7,0,0
2014-04-28 19:20:13,1,7,0,0
2014-04-28 19:20:14,3,7,0,0
2014-04-28 19:20:15,3,8,0,0
2014-04-28 19:20:16,4,7,0,0
2014-04-28 19:20:17,4,3,0,0
2014-04-28 19:20:18,4,3,0,0
2014-04-28 19:20:19,2,3,0,2
2014-04-28 19:20:20,2,3,0,4
2014-04-28 19:20:21,2,3,0,4
2014-04-28 19:20:22,2,8,0,4
2014-04-28 19:20:23,2,7,0,4
2014-04-28 19:20:24,2,4,0,4
2014-04-28 19:20:25,2,4,0,4
2014-04-28 19:20:26,2,4,0,6
2014-04-28 19:20:27,2,4,0,4
2014-04-28 19:20:28,3,4,0,4
2014-04-28 19:20:29,8,2,0,4
2014-04-28 19:20:30,2,3,0,4
2014-04-28 19:20:31,2,2,0,3
2014-04-28 19:20:32,2,2,0,2
2014-04-28 19:20:33,2,2,0,2
2014-04-28 19:20:34,2,2,0,2
2014-04-28 19:20:35,3,2,0,2
2014-04-28 19:20:36,3,2,0,2
2014-04-28 19:20:37,3,4,0,4
2014-04-28 19:20:38,8,4,0,3
2014-04-28 19:20:39,8,4,0,8
2014-04-28 19:20:40,7,4,0,4
2014-04-28 19:20:41,8,4,0,6
2014-04-28 19:20:42,8,7,0,6
2014-04-28 19:20:43,8,7,0,6
2014-04-28 19:20:44,8,7,0,4
2014-04-28 19:20:45,8,7,0,4
2014-04-28 19:20:46,8,4,0,4
2014-04-28 19:20:47,4,4,0,4
2014-04-28 19:20:48,4,4,0,4
2014-04-28 19:20:49,4,1,0,4
2014-04-28 19:20:50,4,1,0,4
2014-04-28 19:20:51,4,1,0,4
2014-04-28 19:20:52,4,1,0,4
2014-04-28 19:20:53,8,1,0,4
2014-04-28 19:20:54,8,1,0,4
2014-04-28 19:20:55,8,1,0,3
2014-04-28 19:20:56,8,1,0,3
2014-04-28 19:20:57,8,1,0,4
2014-04-28 19:20:58,3,1,0,4
2014-04-28 19:20:59,3,1,0,4
2014-04-28 19:21:00,3,1,0,4
2014-04-28 19:21:01,3,1,0,4
2014-04-28 19:21:02,3,1,0,4
2014-04-28 19:21:03,3,1,0,3
2014-04-28 19:21:04,3,1,0,4
2014-04-28 19:21:05,3,1,0,4
2014-04-28 19:21:06,3,1,0,4
2014-04-28 19:21:07,3,1,0,4
2014-04-28 19:21:08,3,1,0,4
2014-04-28 19:21:09,3,1,0,4
2014-04-28 19:21:10,3,1,0,4
2014-04-28 19:21:11,3,5,0,4
2014-04-28 19:21:12,3,5,0,4
2014-04-28 19:21:13,3,5,0,3
2014-04-28 19:21:14,3,5,0,0
2014-04-28 19:21:15,4,2,0,0
2014-04-28 19:21:16,4,0,0,0
2014-04-28 19:21:17,8,0,0,0
2014-04-28 19:21:18,8,0,0,0
2014-04-28 19:21:19,4,0,2,0
2014-04-28 19:21:20,4,0,2,0
2014-04-28 19:21:21,3,0,2,0
2014-04-28 19:21:22,3,0,2,2
2014-04-28 19:21:23,3,0,2,2
2014-04-28 19:21:24,4,0,2,2
2014-04-28 19:21:25,4,0,2,2
2014-04-28 19:21:26,2,0,2,2
2014-04-28 19:21:27,2,0,0,2
2014-04-28 19:21:28,3,0,0,2
2014-04-28 19:21:29,3,0,0,2
2014-04-28 19:21:30,3,0,0,3
2014-04-28 19:21:31,3,0,0,4
2014-04-28 19:21:32,3,0,0,4
2014-04-28 19:21:33,2,0,0,4
2014-04-28 19:21:34,3,0,0,4
2014-04-28 19:21:35,3,0,2,4
2014-04-28 19:21:36,3,0,2,2
2014-04-28 19:21:37,3,0,3,0
2014-04-28 19:21:38,4,0,4,0
2014-04-28 19:21:39,0,0,4,0
2014-04-28 19:21:40,0,0,4,0
2014-04-28 19:21:41,0,0,4,0
2014-04-28 19:21:42,0,0,4,4
2014-04-28 19:21:43,2,0,4,4
2014-04-28 19:21:44,2,0,4,4
2014-04-28 19:21:45,2,0,4,7
2014-04-28 19:21:46,2,0,4,6
2014-04-28 19:21:47,2,0,4,7
2014-04-28 19:21:48,2,0,2,4
2014-04-28 19:21:49,0,0,2,4
2014-04-28 19:21:50,0,0,0,4
2014-04-28 19:21:51,2,0,0,4
2014-04-28 19:21:52,2,0,0,4
2014-04-28 19:21:53,3,0,0,4
2014-04-28 19:21:54,3,0,0,4
2014-04-28 19:21:55,3,0,0,2
2014-04-28 19:21:56,3,0,0,2
2014-04-28 19:21:57,3,0,0,2
2014-04-28 19:21:58,3,0,0,2
2014-04-28 19:21:59,3,0,0,2
2014-04-28 19:22:00,2,0,0,4
2014-04-28 19:22:01,0,0,0,4
2014-04-28 19:22:02,0,0,0,4
2014-04-28 19:22:03,0,0,2,4
2014-04-28 19:22:04,0,0,1,4
2014-04-28 19:22:05,0,0,1,0
2014-04-28 19:22:06,0,2,1,0
2014-04-28 19:22:07,0,2,1,0
2014-04-28 19:22:08,0,2,2,0
2014-04-28 19:22:09,0,2,2,0
2014-04-28 19:22:10,0,2,2,0
2014-04-28 19:22:11,0,2,2,0
2014-04-28 19:22:12,0,2,2,2
2014-04-28 19:22:13,0,2,2,3
2014-04-28 19:22:14,0,2,2,4
2014-04-28 19:22:15,7,2,2,4
2014-04-28 19:22:16,7,2,2,4
2014-04-28 19:22:17,5,2,2,4
2014-04-28 19:22:18,4,2,2,4
2014-04-28 19:22:19,4,2,0,4
2014-04-28 19:22:20,4,2,0,4
2014-04-28 19:22:21,4,1,0,4
2014-04-28 19:22:22,4,1,0,3
2014-04-28 19:22:23,2,1,0,4
2014-04-28 19:22:24,2,1,0,4
2014-04-28 19:22:25,8,1,0,4
2014-04-28 19:22:26,8,2,0,4
2014-04-28 19:22:27,8,2,0,2
2014-04-28 19:22:28,2,2,0,0
2014-04-28 19:22:29,2,2,0,0
2014-04-28 19:22:30,0,2,0,2
2014-04-28 19:22:31,0,1,0,4
2014-04-28 19:22:32,0,1,0,4
2014-04-28 19:22:33,0,3,0,4
2014-04-28 19:22:34,0,3,0,4
2014-04-28 19:22:35,0,3,0,4
2014-04-28 19:22:36,0,3,0,4
2014-04-28 19:22:37,0,3,0,4
2014-04-28 19:22:38,0,3,0,4
2014-04-28 19:22:39,0,3,0,3
2014-04-28 19:22:40,0,2,0,0
2014-04-28 19:22:41,0,0,0,0
2014-04-28 19:22:42,0,2,0,0
2014-04-28 19:22:43,2,2,2,0
2014-04-28 19:22:44,2,2,1,0
2014-04-28 19:22:45,2,2,1,2
2014-04-28 19:22:46,2,2,1,3
2014-04-28 19:22:47,8,2,1,3
2014-04-28 19:22:48,8,2,2,3
2014-04-28 19:22:49,3,2,2,3
2014-04-28 19:22:50,3,2,2,4
