time,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,BD49B35A-8999-4987-9759-8D3F28D1292B
2015-06-03 13:43:26,0,0
2015-06-03 13:43:27,2,0
2015-06-03 13:43:28,2,0
2015-06-03 13:43:29,2,0
2015-06-03 13:43:30,8,0
2015-06-03 13:43:31,1,0
2015-06-03 13:43:32,8,0
2015-06-03 13:43:33,1,2
2015-06-03 13:43:34,1,2
2015-06-03 13:43:35,1,2
2015-06-03 13:43:36,1,2
2015-06-03 13:43:37,1,4
2015-06-03 13:43:38,1,4
2015-06-03 13:43:39,3,3
2015-06-03 13:43:40,3,3
2015-06-03 13:43:41,3,4
2015-06-03 13:43:42,4,4
2015-06-03 13:43:43,7,4
2015-06-03 13:43:44,7,4
2015-06-03 13:43:45,7,3
2015-06-03 13:43:46,7,3
2015-06-03 13:43:47,7,3
2015-06-03 13:43:48,7,3
2015-06-03 13:43:49,7,1
2015-06-03 13:43:50,7,3
2015-06-03 13:43:51,7,3
2015-06-03 13:43:52,4,0
2015-06-03 13:43:53,0,0
2015-06-03 13:43:54,0,0
2015-06-03 13:43:55,0,0
2015-06-03 13:43:56,0,0
2015-06-03 13:43:57,0,0
2015-06-03 13:43:58,0,0
2015-06-03 13:43:59,2,0
2015-06-03 13:44:00,8,0
2015-06-03 13:44:01,8,0
2015-06-03 13:44:02,8,0
2015-06-03 13:44:03,8,0
2015-06-03 13:44:04,8,0
2015-06-03 13:44:05,8,0
2015-06-03 13:44:06,8,0
2015-06-03 13:44:07,7,0
2015-06-03 13:44:08,7,0
2015-06-03 13:44:09,7,0
2015-06-03 13:44:10,7,0
2015-06-03 13:44:11,7,0
2015-06-03 13:44:12,8,0
2015-06-03 13:44:13,7,0
2015-06-03 13:44:14,4,0
2015-06-03 13:44:15,4,0
2015-06-03 13:44:16,4,0
2015-06-03 13:44:17,8,0
2015-06-03 13:44:18,8,0
2015-06-03 13:44:19,8,0
2015-06-03 13:44:20,8,0
2015-06-03 13:44:21,8,0
2015-06-03 13:44:22,7,0
2015-06-03 13:44:23,8,3
2015-06-03 13:44:24,8,3
2015-06-03 13:44:25,8,3
2015-06-03 13:44:26,8,3
2015-06-03 13:44:27,3,3
2015-06-03 13:44:28,3,2
2015-06-03 13:44:29,3,0
2015-06-03 13:44:30,3,0
2015-06-03 13:44:31,8,0
2015-06-03 13:44:32,8,0
2015-06-03 13:44:33,7,0
2015-06-03 13:44:34,6,0
2015-06-03 13:44:35,0,0
2015-06-03 13:44:36,0,0
2015-06-03 13:44:37,0,0
2015-06-03 13:44:38,0,0
2015-06-03 13:44:39,0,0
2015-06-03 13:44:40,0,0
2015-06-03 13:44:41,0,0
2015-06-03 13:44:42,0,0
