time,yvonne,jonathan,charles,christina
2014-03-17 18:53:17,0,1,0,0
2014-03-17 18:53:18,0,1,0,0
2014-03-17 18:53:19,0,1,0,0
2014-03-17 18:53:20,0,1,0,0
2014-03-17 18:53:21,0,1,0,0
2014-03-17 18:53:22,0,1,0,0
2014-03-17 18:53:23,0,1,0,0
2014-03-17 18:53:24,0,1,0,0
2014-03-17 18:53:25,0,1,0,0
2014-03-17 18:53:26,0,1,0,0
2014-03-17 18:53:27,0,1,0,0
2014-03-17 18:53:28,0,1,0,0
2014-03-17 18:53:29,0,1,0,0
2014-03-17 18:53:30,0,1,0,0
2014-03-17 18:53:31,0,1,0,0
2014-03-17 18:53:32,0,1,0,0
2014-03-17 18:53:33,0,1,0,0
2014-03-17 18:53:34,0,1,0,0
2014-03-17 18:53:35,0,1,0,0
2014-03-17 18:53:36,0,0,0,0
