time,jonathan,christina,charles,yvonne
2013-05-04 13:24:53,0,7,0,0
2013-05-04 13:24:54,0,7,0,0
2013-05-04 13:24:55,0,7,0,0
2013-05-04 13:24:56,0,7,0,0
2013-05-04 13:24:57,0,7,0,0
2013-05-04 13:24:58,0,7,0,0
2013-05-04 13:24:59,0,7,0,0
2013-05-04 13:25:00,0,8,0,0
2013-05-04 13:25:01,0,7,0,0
2013-05-04 13:25:02,0,4,2,0
2013-05-04 13:25:03,0,4,2,0
2013-05-04 13:25:04,0,4,2,0
2013-05-04 13:25:05,0,4,2,0
2013-05-04 13:25:06,0,0,2,0
2013-05-04 13:25:07,2,0,2,0
2013-05-04 13:25:08,2,0,2,0
2013-05-04 13:25:09,2,0,2,0
2013-05-04 13:25:10,2,0,2,0
2013-05-04 13:25:11,2,0,2,0
2013-05-04 13:25:12,2,0,2,0
2013-05-04 13:25:13,8,0,0,0
2013-05-04 13:25:14,7,0,0,0
2013-05-04 13:25:15,7,0,0,0
2013-05-04 13:25:16,7,0,0,0
2013-05-04 13:25:17,7,0,2,0
2013-05-04 13:25:18,4,0,2,0
2013-05-04 13:25:19,4,0,4,0
2013-05-04 13:25:20,4,0,4,0
2013-05-04 13:25:21,4,0,8,0
2013-05-04 13:25:22,4,0,4,0
2013-05-04 13:25:23,4,0,8,0
2013-05-04 13:25:24,4,0,8,0
2013-05-04 13:25:25,4,0,8,0
2013-05-04 13:25:26,4,0,2,0
2013-05-04 13:25:27,0,0,2,0
2013-05-04 13:25:28,6,0,2,0
2013-05-04 13:25:29,7,4,2,0
2013-05-04 13:25:30,4,4,2,0
2013-05-04 13:25:31,4,4,2,0
2013-05-04 13:25:32,4,7,2,0
2013-05-04 13:25:33,4,7,2,0
2013-05-04 13:25:34,4,7,0,0
2013-05-04 13:25:35,0,7,0,0
2013-05-04 13:25:36,0,6,0,0
2013-05-04 13:25:37,0,6,3,0
2013-05-04 13:25:38,0,6,4,0
2013-05-04 13:25:39,0,6,4,0
2013-05-04 13:25:40,2,6,7,0
2013-05-04 13:25:41,4,6,7,0
2013-05-04 13:25:42,4,7,7,0
2013-05-04 13:25:43,4,7,7,0
2013-05-04 13:25:44,4,7,7,0
2013-05-04 13:25:45,4,4,7,0
2013-05-04 13:25:46,4,4,4,0
2013-05-04 13:25:47,4,4,4,0
2013-05-04 13:25:48,4,2,7,0
2013-05-04 13:25:49,4,2,7,0
2013-05-04 13:25:50,0,2,7,0
2013-05-04 13:25:51,0,0,7,0
2013-05-04 13:25:52,0,0,7,0
2013-05-04 13:25:53,0,0,7,0
2013-05-04 13:25:54,0,0,7,0
2013-05-04 13:25:55,0,0,7,0
2013-05-04 13:25:56,0,0,7,0
2013-05-04 13:25:57,0,0,7,0
2013-05-04 13:25:58,0,0,7,0
2013-05-04 13:25:59,0,0,7,0
2013-05-04 13:26:00,0,0,7,0
2013-05-04 13:26:01,0,0,4,0
2013-05-04 13:26:02,0,0,8,0
2013-05-04 13:26:03,0,0,8,0
2013-05-04 13:26:04,0,0,8,0
2013-05-04 13:26:05,0,0,3,0
2013-05-04 13:26:06,0,0,4,0
2013-05-04 13:26:07,0,0,4,0
2013-05-04 13:26:08,0,0,4,0
2013-05-04 13:26:09,0,0,4,0
2013-05-04 13:26:10,0,0,7,0
2013-05-04 13:26:11,0,0,7,0
2013-05-04 13:26:12,0,0,8,0
2013-05-04 13:26:13,0,0,8,0
2013-05-04 13:26:14,0,0,8,0
2013-05-04 13:26:15,0,0,4,0
2013-05-04 13:26:16,0,0,2,0
2013-05-04 13:26:17,0,0,0,0
2013-05-04 13:26:18,0,0,0,0
2013-05-04 13:26:19,0,0,0,0
2013-05-04 13:26:20,0,0,0,0
2013-05-04 13:26:21,0,0,0,0
2013-05-04 13:26:22,0,0,0,0
2013-05-04 13:26:23,0,0,0,0
2013-05-04 13:26:24,0,0,0,0
2013-05-04 13:26:25,0,0,0,0
2013-05-04 13:26:26,0,0,0,0
2013-05-04 13:26:27,0,0,0,0
2013-05-04 13:26:28,0,0,0,0
2013-05-04 13:26:29,0,0,0,0
2013-05-04 13:26:30,0,0,0,0
2013-05-04 13:26:31,0,0,0,0
2013-05-04 13:26:32,0,0,0,0
2013-05-04 13:26:33,0,0,0,0
2013-05-04 13:26:34,0,0,0,0
2013-05-04 13:26:35,0,0,0,0
2013-05-04 13:26:36,0,0,0,0
2013-05-04 13:26:37,0,0,0,0
2013-05-04 13:26:38,0,0,0,0
2013-05-04 13:26:39,0,0,0,0
2013-05-04 13:26:40,0,0,0,0
2013-05-04 13:26:41,0,0,0,0
2013-05-04 13:26:42,0,0,0,0
2013-05-04 13:26:43,0,0,0,0
2013-05-04 13:26:44,0,0,0,0
2013-05-04 13:26:45,0,0,0,0
2013-05-04 13:26:46,0,0,0,0
2013-05-04 13:26:47,0,0,2,0
2013-05-04 13:26:48,0,0,2,0
2013-05-04 13:26:49,0,0,2,0
2013-05-04 13:26:50,0,0,2,0
2013-05-04 13:26:51,0,0,2,0
2013-05-04 13:26:52,0,0,2,0
2013-05-04 13:26:53,0,2,2,0
2013-05-04 13:26:54,0,2,2,0
2013-05-04 13:26:55,0,2,2,0
2013-05-04 13:26:56,2,2,2,0
2013-05-04 13:26:57,4,2,2,0
2013-05-04 13:26:58,4,2,2,0
2013-05-04 13:26:59,4,2,2,0
2013-05-04 13:27:00,4,2,2,0
2013-05-04 13:27:01,4,2,2,0
2013-05-04 13:27:02,2,2,2,0
2013-05-04 13:27:03,2,2,2,0
2013-05-04 13:27:04,2,0,2,0
2013-05-04 13:27:05,2,0,2,0
2013-05-04 13:27:06,2,0,2,0
2013-05-04 13:27:07,2,0,2,0
2013-05-04 13:27:08,2,0,2,0
2013-05-04 13:27:09,0,0,2,0
2013-05-04 13:27:10,0,0,2,0
2013-05-04 13:27:11,0,0,2,0
2013-05-04 13:27:12,0,0,2,0
2013-05-04 13:27:13,0,4,3,0
2013-05-04 13:27:14,0,4,3,0
2013-05-04 13:27:15,0,4,2,2
2013-05-04 13:27:16,0,4,2,2
2013-05-04 13:27:17,0,6,2,2
2013-05-04 13:27:18,0,6,4,2
2013-05-04 13:27:19,0,6,4,2
2013-05-04 13:27:20,0,6,7,2
2013-05-04 13:27:21,0,7,7,2
2013-05-04 13:27:22,0,7,7,2
2013-05-04 13:27:23,0,7,7,2
2013-05-04 13:27:24,0,7,7,2
2013-05-04 13:27:25,0,7,7,2
2013-05-04 13:27:26,0,7,7,2
2013-05-04 13:27:27,0,7,7,2
2013-05-04 13:27:28,0,6,7,6
2013-05-04 13:27:29,0,7,7,6
2013-05-04 13:27:30,0,7,7,2
2013-05-04 13:27:31,0,7,7,2
2013-05-04 13:27:32,0,7,7,2
2013-05-04 13:27:33,0,7,7,2
2013-05-04 13:27:34,0,7,7,2
2013-05-04 13:27:35,0,3,7,2
2013-05-04 13:27:36,1,3,7,2
2013-05-04 13:27:37,1,3,7,2
2013-05-04 13:27:38,1,2,7,2
2013-05-04 13:27:39,2,2,7,2
2013-05-04 13:27:40,2,0,7,2
2013-05-04 13:27:41,2,0,7,2
2013-05-04 13:27:42,2,0,7,2
2013-05-04 13:27:43,2,0,7,2
2013-05-04 13:27:44,2,0,7,2
2013-05-04 13:27:45,2,0,7,3
2013-05-04 13:27:46,2,2,7,4
2013-05-04 13:27:47,0,2,7,4
2013-05-04 13:27:48,0,2,7,4
2013-05-04 13:27:49,0,2,7,3
2013-05-04 13:27:50,2,2,7,2
2013-05-04 13:27:51,2,0,3,2
2013-05-04 13:27:52,2,0,3,2
2013-05-04 13:27:53,2,0,3,2
2013-05-04 13:27:54,2,0,3,2
2013-05-04 13:27:55,3,0,1,3
2013-05-04 13:27:56,2,0,3,3
2013-05-04 13:27:57,2,0,3,3
2013-05-04 13:27:58,3,0,3,3
2013-05-04 13:27:59,3,0,3,3
2013-05-04 13:28:00,2,0,3,2
2013-05-04 13:28:01,2,0,3,2
2013-05-04 13:28:02,3,0,1,4
2013-05-04 13:28:03,2,0,1,3
2013-05-04 13:28:04,2,2,1,3
2013-05-04 13:28:05,2,2,1,3
2013-05-04 13:28:06,1,2,1,3
2013-05-04 13:28:07,3,2,1,3
2013-05-04 13:28:08,3,2,1,3
2013-05-04 13:28:09,2,2,1,3
2013-05-04 13:28:10,2,0,1,3
2013-05-04 13:28:11,0,0,2,3
2013-05-04 13:28:12,0,0,2,3
2013-05-04 13:28:13,0,0,2,3
2013-05-04 13:28:14,0,0,2,3
2013-05-04 13:28:15,0,0,2,3
2013-05-04 13:28:16,0,0,2,3
2013-05-04 13:28:17,0,0,2,3
2013-05-04 13:28:18,0,0,2,2
2013-05-04 13:28:19,0,0,2,2
2013-05-04 13:28:20,0,0,2,1
2013-05-04 13:28:21,0,0,1,3
2013-05-04 13:28:22,0,0,1,3
2013-05-04 13:28:23,0,0,1,3
2013-05-04 13:28:24,0,0,2,3
2013-05-04 13:28:25,0,0,2,3
2013-05-04 13:28:26,0,0,2,3
2013-05-04 13:28:27,0,0,2,3
2013-05-04 13:28:28,0,0,2,3
2013-05-04 13:28:29,0,0,2,3
2013-05-04 13:28:30,0,4,2,3
2013-05-04 13:28:31,0,4,2,3
2013-05-04 13:28:32,0,4,2,3
2013-05-04 13:28:33,0,7,2,1
2013-05-04 13:28:34,0,7,2,3
2013-05-04 13:28:35,0,7,2,3
2013-05-04 13:28:36,0,7,2,3
2013-05-04 13:28:37,0,4,2,2
2013-05-04 13:28:38,0,4,2,3
2013-05-04 13:28:39,0,3,2,2
2013-05-04 13:28:40,0,0,2,1
2013-05-04 13:28:41,0,0,2,3
2013-05-04 13:28:42,0,0,2,3
2013-05-04 13:28:43,0,0,2,3
2013-05-04 13:28:44,0,0,2,3
2013-05-04 13:28:45,0,0,2,1
2013-05-04 13:28:46,0,0,2,3
2013-05-04 13:28:47,0,0,2,3
2013-05-04 13:28:48,2,0,2,3
2013-05-04 13:28:49,2,0,2,3
2013-05-04 13:28:50,2,0,2,3
2013-05-04 13:28:51,2,0,1,1
2013-05-04 13:28:52,2,0,1,3
2013-05-04 13:28:53,2,0,1,1
2013-05-04 13:28:54,2,0,1,1
2013-05-04 13:28:55,0,0,1,1
2013-05-04 13:28:56,2,0,2,1
2013-05-04 13:28:57,2,4,2,1
2013-05-04 13:28:58,2,7,0,1
2013-05-04 13:28:59,2,7,3,1
2013-05-04 13:29:00,2,7,4,1
2013-05-04 13:29:01,2,7,4,1
2013-05-04 13:29:02,0,4,6,1
2013-05-04 13:29:03,0,4,7,1
2013-05-04 13:29:04,0,4,6,0
2013-05-04 13:29:05,0,4,6,0
2013-05-04 13:29:06,0,4,7,0
2013-05-04 13:29:07,0,4,7,0
2013-05-04 13:29:08,0,4,7,0
2013-05-04 13:29:09,0,4,7,0
2013-05-04 13:29:10,2,4,7,0
2013-05-04 13:29:11,2,4,7,0
2013-05-04 13:29:12,2,4,7,0
2013-05-04 13:29:13,2,4,7,0
2013-05-04 13:29:14,2,4,6,0
2013-05-04 13:29:15,2,4,6,0
2013-05-04 13:29:16,3,4,6,0
2013-05-04 13:29:17,2,4,7,0
2013-05-04 13:29:18,2,4,7,0
2013-05-04 13:29:19,2,0,7,0
2013-05-04 13:29:20,2,0,7,2
2013-05-04 13:29:21,2,0,7,2
2013-05-04 13:29:22,2,0,7,2
2013-05-04 13:29:23,2,0,7,2
2013-05-04 13:29:24,2,4,7,0
2013-05-04 13:29:25,2,4,7,0
2013-05-04 13:29:26,2,4,7,0
2013-05-04 13:29:27,0,4,7,2
2013-05-04 13:29:28,0,4,7,1
2013-05-04 13:29:29,0,4,7,1
2013-05-04 13:29:30,0,4,7,1
2013-05-04 13:29:31,0,4,6,1
2013-05-04 13:29:32,0,4,6,1
2013-05-04 13:29:33,0,4,6,1
2013-05-04 13:29:34,0,4,6,1
2013-05-04 13:29:35,0,4,6,1
2013-05-04 13:29:36,0,4,6,1
2013-05-04 13:29:37,0,4,7,1
2013-05-04 13:29:38,0,4,8,1
2013-05-04 13:29:39,0,4,1,1
2013-05-04 13:29:40,2,4,1,1
2013-05-04 13:29:41,2,4,1,1
2013-05-04 13:29:42,2,2,1,1
2013-05-04 13:29:43,2,2,3,1
2013-05-04 13:29:44,2,2,8,1
2013-05-04 13:29:45,2,2,8,1
2013-05-04 13:29:46,2,0,1,1
2013-05-04 13:29:47,2,0,1,1
2013-05-04 13:29:48,0,0,1,1
2013-05-04 13:29:49,0,0,1,1
2013-05-04 13:29:50,0,0,8,1
2013-05-04 13:29:51,2,0,8,1
2013-05-04 13:29:52,2,0,7,1
2013-05-04 13:29:53,2,0,7,1
2013-05-04 13:29:54,2,0,7,1
2013-05-04 13:29:55,2,0,8,1
2013-05-04 13:29:56,2,0,3,1
2013-05-04 13:29:57,2,0,1,1
2013-05-04 13:29:58,2,0,1,1
2013-05-04 13:29:59,2,0,1,1
2013-05-04 13:30:00,2,0,1,1
2013-05-04 13:30:01,2,0,1,2
2013-05-04 13:30:02,2,0,1,1
2013-05-04 13:30:03,2,0,1,1
2013-05-04 13:30:04,2,0,1,1
2013-05-04 13:30:05,2,0,1,1
2013-05-04 13:30:06,2,0,8,1
2013-05-04 13:30:07,2,0,7,1
2013-05-04 13:30:08,2,0,8,1
2013-05-04 13:30:09,2,0,8,1
2013-05-04 13:30:10,2,0,1,1
2013-05-04 13:30:11,2,0,1,1
2013-05-04 13:30:12,2,0,1,1
2013-05-04 13:30:13,2,0,1,1
2013-05-04 13:30:14,2,0,1,1
2013-05-04 13:30:15,2,0,1,1
2013-05-04 13:30:16,2,0,1,1
2013-05-04 13:30:17,2,0,1,1
2013-05-04 13:30:18,2,0,1,1
2013-05-04 13:30:19,2,0,1,1
2013-05-04 13:30:20,2,0,1,1
2013-05-04 13:30:21,2,1,1,1
2013-05-04 13:30:22,2,1,1,1
2013-05-04 13:30:23,2,1,1,1
2013-05-04 13:30:24,2,1,1,1
2013-05-04 13:30:25,2,1,1,1
2013-05-04 13:30:26,3,1,1,1
2013-05-04 13:30:27,3,1,1,1
2013-05-04 13:30:28,2,1,1,1
2013-05-04 13:30:29,2,1,1,1
2013-05-04 13:30:30,2,1,1,1
2013-05-04 13:30:31,2,1,1,1
2013-05-04 13:30:32,2,1,1,1
2013-05-04 13:30:33,0,1,1,1
2013-05-04 13:30:34,0,1,1,1
2013-05-04 13:30:35,0,1,1,1
2013-05-04 13:30:36,0,1,1,3
2013-05-04 13:30:37,0,1,1,3
2013-05-04 13:30:38,0,1,1,3
2013-05-04 13:30:39,0,1,1,3
2013-05-04 13:30:40,0,1,1,2
2013-05-04 13:30:41,0,1,1,2
2013-05-04 13:30:42,0,1,1,2
2013-05-04 13:30:43,0,1,1,1
2013-05-04 13:30:44,0,1,1,1
2013-05-04 13:30:45,0,1,1,1
2013-05-04 13:30:46,0,1,1,1
2013-05-04 13:30:47,0,1,1,1
2013-05-04 13:30:48,0,1,1,1
2013-05-04 13:30:49,0,1,1,1
2013-05-04 13:30:50,0,1,1,1
2013-05-04 13:30:51,0,1,1,1
2013-05-04 13:30:52,0,1,1,1
2013-05-04 13:30:53,0,1,1,3
2013-05-04 13:30:54,0,1,1,3
2013-05-04 13:30:55,0,1,1,3
2013-05-04 13:30:56,0,1,3,2
2013-05-04 13:30:57,0,1,1,0
2013-05-04 13:30:58,0,1,1,0
2013-05-04 13:30:59,0,1,1,0
2013-05-04 13:31:00,0,1,1,0
2013-05-04 13:31:01,0,1,1,0
2013-05-04 13:31:02,0,1,1,0
2013-05-04 13:31:03,0,1,1,0
2013-05-04 13:31:04,0,1,1,0
2013-05-04 13:31:05,0,1,1,0
2013-05-04 13:31:06,2,1,1,0
2013-05-04 13:31:07,2,0,1,0
2013-05-04 13:31:08,2,0,1,0
2013-05-04 13:31:09,2,0,2,0
2013-05-04 13:31:10,2,0,2,0
2013-05-04 13:31:11,0,0,0,0
2013-05-04 13:31:12,0,0,0,0
2013-05-04 13:31:13,0,0,0,0
2013-05-04 13:31:14,0,0,0,0
2013-05-04 13:31:15,0,0,0,0
2013-05-04 13:31:16,0,0,0,0
2013-05-04 13:31:17,0,0,0,0
2013-05-04 13:31:18,0,0,0,0
2013-05-04 13:31:19,0,0,0,0
2013-05-04 13:31:20,0,0,0,0
2013-05-04 13:31:21,0,0,0,0
2013-05-04 13:31:22,0,0,0,0
2013-05-04 13:31:23,0,0,0,0
2013-05-04 13:31:24,0,0,0,0
2013-05-04 13:31:25,0,0,0,0
2013-05-04 13:31:26,0,0,0,0
2013-05-04 13:31:27,0,0,0,0
2013-05-04 13:31:28,0,0,0,0
2013-05-04 13:31:29,0,0,0,0
2013-05-04 13:31:30,0,0,0,2
2013-05-04 13:31:31,0,0,0,3
2013-05-04 13:31:32,0,0,0,3
2013-05-04 13:31:33,0,0,0,3
2013-05-04 13:31:34,0,0,0,1
2013-05-04 13:31:35,0,0,0,1
2013-05-04 13:31:36,0,0,0,1
2013-05-04 13:31:37,0,0,0,1
2013-05-04 13:31:38,0,0,0,3
2013-05-04 13:31:39,2,0,0,3
2013-05-04 13:31:40,2,0,0,3
2013-05-04 13:31:41,2,0,0,3
2013-05-04 13:31:42,2,0,0,3
2013-05-04 13:31:43,1,0,0,3
2013-05-04 13:31:44,3,0,0,1
2013-05-04 13:31:45,2,0,0,3
2013-05-04 13:31:46,2,0,0,3
2013-05-04 13:31:47,1,0,0,1
2013-05-04 13:31:48,2,2,0,1
2013-05-04 13:31:49,2,2,0,3
2013-05-04 13:31:50,2,2,0,3
2013-05-04 13:31:51,2,2,0,8
2013-05-04 13:31:52,2,3,0,3
2013-05-04 13:31:53,2,1,0,3
2013-05-04 13:31:54,2,1,0,1
2013-05-04 13:31:55,2,1,0,1
2013-05-04 13:31:56,2,1,0,1
2013-05-04 13:31:57,2,1,0,1
2013-05-04 13:31:58,2,3,0,1
2013-05-04 13:31:59,2,3,0,3
2013-05-04 13:32:00,3,3,0,3
2013-05-04 13:32:01,2,2,0,3
2013-05-04 13:32:02,2,2,0,3
2013-05-04 13:32:03,2,0,0,3
2013-05-04 13:32:04,2,0,0,3
2013-05-04 13:32:05,2,0,0,3
2013-05-04 13:32:06,2,0,0,5
2013-05-04 13:32:07,2,0,0,5
2013-05-04 13:32:08,2,0,0,6
2013-05-04 13:32:09,2,0,0,6
2013-05-04 13:32:10,2,0,0,5
2013-05-04 13:32:11,2,0,0,5
2013-05-04 13:32:12,2,0,0,5
2013-05-04 13:32:13,2,0,0,5
2013-05-04 13:32:14,2,0,0,5
2013-05-04 13:32:15,2,0,0,5
2013-05-04 13:32:16,2,0,0,5
2013-05-04 13:32:17,2,0,2,5
2013-05-04 13:32:18,2,0,3,5
2013-05-04 13:32:19,2,0,3,2
2013-05-04 13:32:20,2,0,3,2
2013-05-04 13:32:21,4,0,3,2
2013-05-04 13:32:22,4,0,4,2
2013-05-04 13:32:23,4,0,3,2
2013-05-04 13:32:24,4,0,3,2
2013-05-04 13:32:25,4,3,3,2
2013-05-04 13:32:26,4,3,3,2
2013-05-04 13:32:27,4,4,3,2
2013-05-04 13:32:28,4,8,3,2
2013-05-04 13:32:29,4,3,3,2
2013-05-04 13:32:30,4,3,3,2
2013-05-04 13:32:31,4,8,3,2
2013-05-04 13:32:32,4,8,3,2
2013-05-04 13:32:33,4,8,3,2
2013-05-04 13:32:34,4,3,3,2
2013-05-04 13:32:35,4,4,3,2
2013-05-04 13:32:36,4,4,3,2
2013-05-04 13:32:37,4,4,3,2
2013-05-04 13:32:38,0,3,3,2
2013-05-04 13:32:39,0,3,3,2
2013-05-04 13:32:40,0,4,3,2
2013-05-04 13:32:41,0,4,3,2
2013-05-04 13:32:42,0,4,3,2
2013-05-04 13:32:43,0,4,3,2
2013-05-04 13:32:44,0,4,3,2
2013-05-04 13:32:45,0,4,3,2
2013-05-04 13:32:46,2,4,3,2
2013-05-04 13:32:47,4,4,3,2
2013-05-04 13:32:48,4,4,3,2
2013-05-04 13:32:49,4,4,3,2
2013-05-04 13:32:50,4,4,3,2
