time,charles,charles_ipadair,yvonne
2014-05-05 21:26:04,0,0,0
2014-05-05 21:26:05,0,0,0
2014-05-05 21:26:06,0,0,0
2014-05-05 21:26:07,0,0,0
2014-05-05 21:26:08,0,0,0
2014-05-05 21:26:09,0,0,0
2014-05-05 21:26:10,0,0,0
2014-05-05 21:26:11,0,0,0
2014-05-05 21:26:12,0,0,0
2014-05-05 21:26:13,0,0,0
2014-05-05 21:26:14,0,0,0
2014-05-05 21:26:15,0,0,0
2014-05-05 21:26:16,0,0,0
2014-05-05 21:26:17,0,0,0
2014-05-05 21:26:18,0,0,0
2014-05-05 21:26:19,0,0,0
2014-05-05 21:26:20,0,0,0
2014-05-05 21:26:21,0,0,0
2014-05-05 21:26:22,0,0,0
2014-05-05 21:26:23,0,0,0
2014-05-05 21:26:24,0,0,0
2014-05-05 21:26:25,0,0,0
2014-05-05 21:26:26,0,0,0
2014-05-05 21:26:27,0,2,0
2014-05-05 21:26:28,0,2,0
2014-05-05 21:26:29,0,2,0
2014-05-05 21:26:30,0,2,0
2014-05-05 21:26:31,0,2,0
2014-05-05 21:26:32,0,0,0
2014-05-05 21:26:33,0,0,0
2014-05-05 21:26:34,0,0,0
2014-05-05 21:26:35,0,0,0
2014-05-05 21:26:36,0,0,0
2014-05-05 21:26:37,0,0,0
2014-05-05 21:26:38,0,0,0
2014-05-05 21:26:39,0,0,0
2014-05-05 21:26:40,0,0,0
2014-05-05 21:26:41,0,0,0
2014-05-05 21:26:42,0,0,0
2014-05-05 21:26:43,0,0,0
2014-05-05 21:26:44,0,0,0
2014-05-05 21:26:45,0,0,0
2014-05-05 21:26:46,0,0,0
2014-05-05 21:26:47,0,0,0
2014-05-05 21:26:48,0,0,0
2014-05-05 21:26:49,0,0,0
2014-05-05 21:26:50,0,0,0
2014-05-05 21:26:51,0,0,0
2014-05-05 21:26:52,0,0,0
2014-05-05 21:26:53,0,0,0
2014-05-05 21:26:54,0,0,0
2014-05-05 21:26:55,0,0,0
2014-05-05 21:26:56,0,0,0
2014-05-05 21:26:57,0,0,0
2014-05-05 21:26:58,0,0,0
2014-05-05 21:26:59,0,0,0
2014-05-05 21:27:00,0,0,0
2014-05-05 21:27:01,0,0,0
2014-05-05 21:27:02,0,0,0
2014-05-05 21:27:03,0,0,0
2014-05-05 21:27:04,0,0,0
2014-05-05 21:27:05,0,0,0
2014-05-05 21:27:06,0,0,0
2014-05-05 21:27:07,0,0,0
2014-05-05 21:27:08,0,0,0
2014-05-05 21:27:09,0,0,0
2014-05-05 21:27:10,0,2,0
2014-05-05 21:27:11,0,2,0
2014-05-05 21:27:12,0,2,0
2014-05-05 21:27:13,0,2,0
2014-05-05 21:27:14,0,2,0
2014-05-05 21:27:15,0,2,0
2014-05-05 21:27:16,0,2,0
2014-05-05 21:27:17,0,2,0
2014-05-05 21:27:18,0,2,0
2014-05-05 21:27:19,0,2,0
2014-05-05 21:27:20,0,2,0
