time,christina,charles_ipadair,yvonne,jonathan_iPad2,charles,jonathan,6EAD764A-E424-48EB-9672-03EF44679A5E
2014-03-15 13:03:54,4,7,7,4,4,7,4
2014-03-15 13:03:55,4,7,7,4,4,7,4
2014-03-15 13:03:56,4,2,7,4,4,7,4
2014-03-15 13:03:57,4,4,4,4,4,4,4
2014-03-15 13:03:58,4,4,4,4,4,7,4
2014-03-15 13:03:59,4,4,4,4,4,7,4
2014-03-15 13:04:00,4,8,4,4,4,7,4
2014-03-15 13:04:01,4,7,4,4,4,7,4
2014-03-15 13:04:02,4,7,4,4,4,7,4
2014-03-15 13:04:03,4,7,8,4,7,4,4
2014-03-15 13:04:04,4,6,4,4,4,4,4
2014-03-15 13:04:05,4,5,8,4,7,4,4
2014-03-15 13:04:06,7,2,4,4,7,4,4
2014-03-15 13:04:07,7,8,8,4,7,4,4
2014-03-15 13:04:08,7,4,4,4,7,4,4
2014-03-15 13:04:09,7,4,4,4,7,8,4
2014-03-15 13:04:10,7,4,4,4,7,4,4
2014-03-15 13:04:11,7,4,4,4,7,8,4
2014-03-15 13:04:12,7,7,4,4,7,4,4
2014-03-15 13:04:13,7,4,4,4,7,4,4
2014-03-15 13:04:14,7,4,4,6,7,4,4
2014-03-15 13:04:15,7,7,4,4,7,4,4
2014-03-15 13:04:16,4,7,7,4,7,4,4
2014-03-15 13:04:17,4,7,4,4,7,4,4
2014-03-15 13:04:18,7,7,7,6,7,4,4
2014-03-15 13:04:19,4,7,4,4,7,4,4
2014-03-15 13:04:20,4,4,4,4,7,4,4
2014-03-15 13:04:21,7,4,8,4,7,4,4
2014-03-15 13:04:22,4,4,4,4,4,4,4
2014-03-15 13:04:23,4,4,4,4,4,4,4
2014-03-15 13:04:24,4,7,7,4,7,4,4
2014-03-15 13:04:25,4,7,4,4,4,4,4
2014-03-15 13:04:26,4,7,4,4,4,4,4
2014-03-15 13:04:27,4,7,4,4,7,4,4
2014-03-15 13:04:28,4,7,4,4,4,4,4
2014-03-15 13:04:29,4,7,4,4,4,4,4
2014-03-15 13:04:30,7,7,4,4,7,4,4
2014-03-15 13:04:31,7,7,4,4,4,4,4
2014-03-15 13:04:32,7,4,4,4,4,4,4
2014-03-15 13:04:33,7,4,4,4,4,4,4
2014-03-15 13:04:34,4,4,4,4,4,4,4
2014-03-15 13:04:35,7,4,4,4,4,4,4
2014-03-15 13:04:36,4,4,4,4,4,4,4
2014-03-15 13:04:37,4,4,4,4,4,4,4
2014-03-15 13:04:38,7,4,4,4,7,4,4
2014-03-15 13:04:39,4,4,4,4,4,4,4
2014-03-15 13:04:40,7,4,4,4,4,4,4
2014-03-15 13:04:41,7,4,4,4,7,4,4
2014-03-15 13:04:42,4,4,4,4,4,4,4
2014-03-15 13:04:43,4,4,4,4,4,4,4
2014-03-15 13:04:44,4,4,4,4,4,4,4
2014-03-15 13:04:45,4,4,4,3,4,4,4
2014-03-15 13:04:46,4,4,4,2,4,4,4
2014-03-15 13:04:47,4,4,4,2,4,4,4
2014-03-15 13:04:48,4,4,4,2,4,4,4
2014-03-15 13:04:49,4,4,4,2,4,4,4
2014-03-15 13:04:50,4,4,4,2,4,4,4
2014-03-15 13:04:51,4,4,4,4,4,4,4
2014-03-15 13:04:52,4,4,4,4,4,4,4
2014-03-15 13:04:53,4,4,4,4,4,4,4
2014-03-15 13:04:54,4,4,4,4,4,4,4
2014-03-15 13:04:55,4,4,4,4,4,4,4
2014-03-15 13:04:56,4,4,4,4,4,4,4
2014-03-15 13:04:57,4,4,4,4,4,4,4
2014-03-15 13:04:58,4,4,4,4,4,4,4
2014-03-15 13:04:59,4,4,4,4,4,4,4
2014-03-15 13:05:00,4,4,4,4,4,4,4
2014-03-15 13:05:01,4,4,4,4,4,4,4
2014-03-15 13:05:02,4,4,4,4,4,4,4
2014-03-15 13:05:03,4,4,4,4,4,4,4
2014-03-15 13:05:04,4,4,4,4,4,4,4
2014-03-15 13:05:05,4,4,4,4,4,4,4
2014-03-15 13:05:06,4,4,4,4,4,4,7
2014-03-15 13:05:07,4,4,4,4,4,4,7
2014-03-15 13:05:08,4,4,4,4,4,4,8
2014-03-15 13:05:09,4,4,4,4,4,4,8
2014-03-15 13:05:10,4,4,4,4,4,4,6
2014-03-15 13:05:11,4,4,4,4,4,4,8
2014-03-15 13:05:12,4,4,4,4,4,4,7
2014-03-15 13:05:13,4,4,4,4,4,4,7
2014-03-15 13:05:14,4,4,4,4,4,4,7
2014-03-15 13:05:15,4,4,4,4,4,4,7
2014-03-15 13:05:16,4,7,4,4,4,7,7
2014-03-15 13:05:17,4,7,4,4,4,4,7
2014-03-15 13:05:18,4,7,4,4,4,4,7
2014-03-15 13:05:19,4,7,7,4,4,4,8
2014-03-15 13:05:20,4,7,8,4,4,4,8
2014-03-15 13:05:21,4,7,8,4,4,4,6
2014-03-15 13:05:22,4,7,8,4,4,4,6
2014-03-15 13:05:23,4,7,8,4,4,4,8
2014-03-15 13:05:24,4,7,8,4,4,4,8
2014-03-15 13:05:25,4,7,8,7,4,4,8
2014-03-15 13:05:26,4,4,8,4,4,7,6
2014-03-15 13:05:27,4,4,8,4,4,4,6
2014-03-15 13:05:28,4,4,8,4,4,4,6
2014-03-15 13:05:29,4,4,4,4,4,4,6
2014-03-15 13:05:30,7,4,4,4,4,4,6
2014-03-15 13:05:31,7,7,4,4,7,7,6
2014-03-15 13:05:32,7,7,4,7,7,7,7
2014-03-15 13:05:33,7,7,7,7,7,7,7
2014-03-15 13:05:34,7,7,7,7,7,7,7
2014-03-15 13:05:35,7,7,8,8,7,7,8
2014-03-15 13:05:36,7,7,8,7,7,7,7
2014-03-15 13:05:37,7,7,8,7,7,7,7
2014-03-15 13:05:38,7,7,8,7,7,7,7
2014-03-15 13:05:39,7,8,8,8,8,8,8
2014-03-15 13:05:40,7,7,7,7,7,7,8
2014-03-15 13:05:41,7,7,7,8,7,7,8
2014-03-15 13:05:42,8,8,8,8,8,7,8
2014-03-15 13:05:43,7,7,7,7,7,7,8
2014-03-15 13:05:44,7,8,7,8,7,7,8
2014-03-15 13:05:45,7,8,7,8,7,7,8
2014-03-15 13:05:46,7,8,7,7,7,7,8
2014-03-15 13:05:47,7,8,7,7,7,7,7
2014-03-15 13:05:48,7,8,7,7,7,7,7
2014-03-15 13:05:49,7,7,7,8,7,7,8
2014-03-15 13:05:50,7,7,7,8,7,7,8
2014-03-15 13:05:51,7,7,7,7,7,7,7
2014-03-15 13:05:52,7,7,7,8,7,7,8
2014-03-15 13:05:53,7,7,7,8,7,7,8
2014-03-15 13:05:54,7,7,7,8,7,7,8
2014-03-15 13:05:55,7,7,7,8,7,8,8
2014-03-15 13:05:56,7,7,7,8,7,7,8
2014-03-15 13:05:57,7,7,7,8,7,7,8
2014-03-15 13:05:58,7,7,7,8,7,7,8
2014-03-15 13:05:59,7,7,7,8,7,7,8
2014-03-15 13:06:00,7,7,7,8,7,7,8
2014-03-15 13:06:01,7,7,7,8,7,7,8
2014-03-15 13:06:02,7,7,7,8,7,7,8
2014-03-15 13:06:03,7,7,8,8,7,7,8
2014-03-15 13:06:04,7,8,7,8,7,7,8
2014-03-15 13:06:05,7,8,7,7,7,7,8
2014-03-15 13:06:06,7,1,7,7,7,7,8
2014-03-15 13:06:07,3,1,7,7,8,7,7
2014-03-15 13:06:08,8,8,8,8,8,3,8
2014-03-15 13:06:09,8,1,8,7,8,1,3
2014-03-15 13:06:10,8,1,8,7,8,1,3
2014-03-15 13:06:11,8,1,8,8,8,1,1
2014-03-15 13:06:12,8,1,8,8,8,1,1
2014-03-15 13:06:13,8,1,8,8,8,1,1
2014-03-15 13:06:14,8,1,8,8,8,1,1
2014-03-15 13:06:15,8,1,8,8,8,1,1
2014-03-15 13:06:16,8,1,8,8,8,1,1
2014-03-15 13:06:17,8,1,8,8,8,1,1
2014-03-15 13:06:18,8,1,8,8,8,1,1
2014-03-15 13:06:19,8,1,8,8,8,1,1
2014-03-15 13:06:20,8,1,8,8,8,1,1
2014-03-15 13:06:21,8,1,8,8,8,1,1
2014-03-15 13:06:22,8,1,8,8,8,1,1
2014-03-15 13:06:23,3,1,8,1,6,1,1
2014-03-15 13:06:24,3,1,8,8,8,3,1
2014-03-15 13:06:25,8,1,8,8,8,3,1
2014-03-15 13:06:26,3,1,8,8,8,8,1
2014-03-15 13:06:27,3,1,8,8,8,8,1
2014-03-15 13:06:28,3,1,8,8,8,8,1
2014-03-15 13:06:29,1,1,8,1,8,8,1
2014-03-15 13:06:30,1,1,8,1,3,8,1
2014-03-15 13:06:31,1,1,8,8,3,8,1
2014-03-15 13:06:32,1,1,8,8,3,8,1
2014-03-15 13:06:33,1,1,8,8,1,8,1
2014-03-15 13:06:34,1,1,8,8,2,4,1
2014-03-15 13:06:35,1,1,1,8,1,3,1
2014-03-15 13:06:36,1,1,1,8,1,3,1
2014-03-15 13:06:37,1,1,1,8,1,3,1
2014-03-15 13:06:38,1,1,1,1,1,3,1
2014-03-15 13:06:39,1,1,1,1,1,3,1
2014-03-15 13:06:40,1,1,1,1,1,4,1
2014-03-15 13:06:41,1,1,1,1,1,3,1
2014-03-15 13:06:42,1,1,8,1,1,3,8
2014-03-15 13:06:43,1,1,8,1,1,3,8
2014-03-15 13:06:44,1,1,8,1,1,3,8
2014-03-15 13:06:45,1,1,8,1,1,3,8
2014-03-15 13:06:46,3,1,1,1,1,4,3
2014-03-15 13:06:47,2,1,8,1,1,3,1
2014-03-15 13:06:48,2,1,8,1,1,1,1
2014-03-15 13:06:49,2,1,8,1,1,1,1
2014-03-15 13:06:50,3,1,1,1,1,1,1
2014-03-15 13:06:51,3,1,1,1,1,1,1
2014-03-15 13:06:52,1,1,1,1,1,1,1
2014-03-15 13:06:53,1,1,1,1,1,3,3
2014-03-15 13:06:54,1,1,1,1,1,1,8
2014-03-15 13:06:55,1,1,1,1,1,1,8
2014-03-15 13:06:56,1,1,1,1,1,1,8
2014-03-15 13:06:57,1,1,1,1,1,1,8
2014-03-15 13:06:58,1,1,3,1,1,1,8
2014-03-15 13:06:59,1,1,3,1,1,3,1
2014-03-15 13:07:00,1,1,3,1,1,1,1
2014-03-15 13:07:01,1,1,3,1,1,1,1
2014-03-15 13:07:02,1,1,3,1,1,1,1
2014-03-15 13:07:03,1,1,3,1,1,1,1
2014-03-15 13:07:04,1,1,3,1,1,1,1
2014-03-15 13:07:05,1,1,3,1,1,1,1
2014-03-15 13:07:06,1,1,3,1,1,1,1
2014-03-15 13:07:07,5,1,3,1,1,1,8
2014-03-15 13:07:08,5,1,3,1,1,1,8
2014-03-15 13:07:09,5,1,3,1,1,1,8
2014-03-15 13:07:10,5,1,1,1,1,1,8
2014-03-15 13:07:11,5,1,3,1,1,1,1
2014-03-15 13:07:12,1,3,3,1,1,1,1
2014-03-15 13:07:13,1,1,1,1,1,1,8
2014-03-15 13:07:14,1,1,1,1,1,1,8
2014-03-15 13:07:15,1,1,1,1,1,1,1
2014-03-15 13:07:16,1,1,1,1,1,1,8
2014-03-15 13:07:17,1,1,1,1,1,1,8
2014-03-15 13:07:18,1,1,2,1,2,1,1
2014-03-15 13:07:19,1,1,2,1,2,1,1
2014-03-15 13:07:20,1,1,1,1,2,1,1
2014-03-15 13:07:21,1,1,1,1,1,1,1
2014-03-15 13:07:22,1,1,1,1,1,1,1
2014-03-15 13:07:23,1,1,1,1,1,1,1
2014-03-15 13:07:24,1,1,2,1,1,1,1
2014-03-15 13:07:25,2,1,2,1,1,1,1
2014-03-15 13:07:26,2,1,2,1,1,1,1
2014-03-15 13:07:27,2,1,2,1,1,1,1
2014-03-15 13:07:28,2,1,2,1,1,1,1
2014-03-15 13:07:29,2,1,2,1,1,1,1
2014-03-15 13:07:30,2,1,2,1,1,1,1
2014-03-15 13:07:31,2,1,2,1,1,1,1
2014-03-15 13:07:32,2,1,2,1,1,1,1
2014-03-15 13:07:33,2,1,2,1,1,1,1
2014-03-15 13:07:34,1,1,2,1,1,1,1
2014-03-15 13:07:35,1,1,2,1,1,1,1
2014-03-15 13:07:36,1,1,2,1,1,1,1
2014-03-15 13:07:37,1,1,1,1,1,1,1
2014-03-15 13:07:38,1,1,2,1,1,1,1
2014-03-15 13:07:39,1,1,2,1,1,1,1
2014-03-15 13:07:40,1,1,1,1,1,1,1
2014-03-15 13:07:41,1,1,2,1,1,1,1
2014-03-15 13:07:42,2,1,2,1,1,1,1
2014-03-15 13:07:43,1,1,2,1,1,1,1
2014-03-15 13:07:44,1,1,2,1,1,1,1
2014-03-15 13:07:45,1,1,2,1,1,1,1
2014-03-15 13:07:46,1,1,2,1,1,1,1
2014-03-15 13:07:47,1,1,2,1,1,1,1
2014-03-15 13:07:48,1,1,2,1,1,1,1
2014-03-15 13:07:49,1,1,1,1,1,1,1
2014-03-15 13:07:50,1,1,1,1,1,1,1
2014-03-15 13:07:51,1,1,1,1,1,1,1
2014-03-15 13:07:52,1,1,1,1,1,1,1
2014-03-15 13:07:53,1,1,1,1,1,1,1
2014-03-15 13:07:54,1,1,1,1,1,1,1
2014-03-15 13:07:55,1,1,1,1,1,1,1
2014-03-15 13:07:56,1,0,1,1,0,1,0
2014-03-15 13:07:57,1,0,1,1,0,1,0
2014-03-15 13:07:58,1,0,1,1,0,1,0
2014-03-15 13:07:59,2,0,1,1,0,1,0
2014-03-15 13:08:00,2,0,3,1,0,1,0
2014-03-15 13:08:01,2,0,3,0,0,3,0
2014-03-15 13:08:02,2,0,2,0,0,2,0
2014-03-15 13:08:03,0,0,0,0,0,0,0
2014-03-15 13:08:04,0,0,0,0,0,0,0
2014-03-15 13:08:05,0,0,0,0,0,0,0
2014-03-15 13:08:06,0,0,0,0,0,0,0
2014-03-15 13:08:07,0,0,0,0,0,2,0
2014-03-15 13:08:08,0,0,0,0,0,2,0
2014-03-15 13:08:09,0,0,0,0,0,4,0
2014-03-15 13:08:10,0,0,0,0,0,4,0
2014-03-15 13:08:11,0,0,0,0,0,4,0
2014-03-15 13:08:12,0,0,0,0,0,4,0
2014-03-15 13:08:13,0,0,0,0,0,4,0
2014-03-15 13:08:14,0,0,2,0,0,4,0
2014-03-15 13:08:15,0,0,2,0,0,4,0
2014-03-15 13:08:16,0,0,2,0,0,4,0
2014-03-15 13:08:17,0,0,2,0,0,4,0
2014-03-15 13:08:18,0,0,2,0,0,4,0
2014-03-15 13:08:19,0,0,2,0,0,4,0
2014-03-15 13:08:20,0,0,0,0,0,4,0
2014-03-15 13:08:21,0,0,0,0,0,4,0
2014-03-15 13:08:22,0,0,0,0,0,4,0
2014-03-15 13:08:23,0,0,0,0,0,2,0
2014-03-15 13:08:24,0,0,0,0,0,0,0
2014-03-15 13:08:25,0,0,0,0,0,0,0
2014-03-15 13:08:26,0,0,0,0,0,0,0
2014-03-15 13:08:27,0,0,0,0,0,0,0
2014-03-15 13:08:28,0,0,0,0,0,0,0
2014-03-15 13:08:29,0,0,0,0,0,0,0
2014-03-15 13:08:30,0,0,0,0,0,0,0
2014-03-15 13:08:31,0,0,0,0,0,0,0
2014-03-15 13:08:32,0,0,0,0,0,0,0
2014-03-15 13:08:33,0,0,0,0,0,0,0
2014-03-15 13:08:34,0,0,0,0,0,0,0
2014-03-15 13:08:35,0,0,0,0,0,0,0
2014-03-15 13:08:36,0,0,0,0,0,0,0
2014-03-15 13:08:37,0,0,0,0,0,0,0
2014-03-15 13:08:38,0,0,0,0,0,0,0
2014-03-15 13:08:39,0,0,0,0,0,0,0
2014-03-15 13:08:40,0,0,0,0,0,0,0
2014-03-15 13:08:41,0,0,0,0,0,0,0
2014-03-15 13:08:42,0,0,0,0,0,0,0
2014-03-15 13:08:43,0,0,0,0,0,0,0
2014-03-15 13:08:44,0,0,0,0,0,0,0
2014-03-15 13:08:45,0,0,0,0,0,0,0
2014-03-15 13:08:46,0,0,0,0,0,0,0
2014-03-15 13:08:47,0,0,0,0,0,0,0
2014-03-15 13:08:48,0,0,0,0,0,0,0
2014-03-15 13:08:49,0,0,0,0,0,0,0
2014-03-15 13:08:50,0,0,0,0,0,0,0
2014-03-15 13:08:51,0,0,0,0,0,0,0
2014-03-15 13:08:52,0,0,0,0,0,0,0
2014-03-15 13:08:53,0,0,0,0,0,0,0
2014-03-15 13:08:54,0,0,0,0,0,0,0
2014-03-15 13:08:55,0,0,0,0,0,0,0
2014-03-15 13:08:56,0,0,0,0,0,0,0
2014-03-15 13:08:57,0,0,0,0,0,0,0
2014-03-15 13:08:58,0,0,0,0,0,0,0
2014-03-15 13:08:59,0,0,0,0,0,0,0
2014-03-15 13:09:00,0,0,0,0,0,0,0
2014-03-15 13:09:01,0,0,0,0,0,0,0
2014-03-15 13:09:02,0,0,0,0,0,0,0
2014-03-15 13:09:03,0,0,0,0,0,0,0
2014-03-15 13:09:04,0,0,0,0,0,0,0
2014-03-15 13:09:05,0,0,0,0,0,0,0
2014-03-15 13:09:06,0,0,0,0,0,0,0
2014-03-15 13:09:07,0,0,0,0,0,0,0
2014-03-15 13:09:08,0,0,0,0,0,0,0
2014-03-15 13:09:09,0,0,0,0,0,0,0
2014-03-15 13:09:10,0,0,0,0,0,0,0
2014-03-15 13:09:11,0,0,0,0,0,0,0
2014-03-15 13:09:12,0,0,0,0,0,0,0
2014-03-15 13:09:13,0,0,0,0,0,0,0
2014-03-15 13:09:14,0,0,0,0,0,0,0
2014-03-15 13:09:15,0,0,0,0,0,0,0
2014-03-15 13:09:16,0,0,0,0,0,0,0
2014-03-15 13:09:17,0,0,0,0,0,0,0
2014-03-15 13:09:18,0,0,0,0,0,0,0
2014-03-15 13:09:19,0,0,0,0,0,0,0
2014-03-15 13:09:20,0,0,0,0,0,0,0
2014-03-15 13:09:21,0,0,0,0,0,0,0
2014-03-15 13:09:22,0,0,0,0,0,0,0
2014-03-15 13:09:23,0,0,0,0,0,0,0
2014-03-15 13:09:24,0,0,0,0,0,0,0
2014-03-15 13:09:25,0,0,0,0,0,0,0
2014-03-15 13:09:26,0,0,0,0,0,0,0
2014-03-15 13:09:27,0,0,0,0,0,0,0
2014-03-15 13:09:28,0,0,0,0,0,0,0
2014-03-15 13:09:29,0,0,0,0,0,0,0
2014-03-15 13:09:30,0,0,0,0,0,0,0
2014-03-15 13:09:31,0,0,0,0,0,0,0
2014-03-15 13:09:32,0,0,0,0,0,0,0
2014-03-15 13:09:33,0,0,0,0,0,0,0
2014-03-15 13:09:34,0,0,0,0,0,0,0
2014-03-15 13:09:35,0,0,0,0,0,0,0
2014-03-15 13:09:36,0,0,0,0,0,0,0
2014-03-15 13:09:37,0,0,0,0,0,0,0
2014-03-15 13:09:38,0,0,0,0,0,0,0
2014-03-15 13:09:39,0,0,0,0,0,0,0
2014-03-15 13:09:40,0,0,0,0,0,0,0
2014-03-15 13:09:41,0,0,0,0,0,0,0
2014-03-15 13:09:42,0,0,2,0,0,0,0
2014-03-15 13:09:43,0,0,2,0,0,0,0
2014-03-15 13:09:44,0,0,2,0,0,0,0
2014-03-15 13:09:45,0,0,2,0,0,0,0
2014-03-15 13:09:46,0,0,2,0,0,0,0
2014-03-15 13:09:47,0,0,0,0,0,0,0
2014-03-15 13:09:48,0,0,0,0,0,0,0
2014-03-15 13:09:49,0,0,0,0,0,0,0
2014-03-15 13:09:50,0,0,0,0,0,0,0
2014-03-15 13:09:51,0,0,0,0,0,0,0
2014-03-15 13:09:52,0,0,0,0,0,0,0
2014-03-15 13:09:53,0,0,0,0,0,0,0
2014-03-15 13:09:54,0,0,0,0,0,0,0
2014-03-15 13:09:55,0,0,0,0,0,0,0
2014-03-15 13:09:56,0,0,0,0,0,0,0
2014-03-15 13:09:57,0,0,0,0,0,0,0
2014-03-15 13:09:58,0,0,0,0,0,0,0
2014-03-15 13:09:59,0,0,0,0,0,0,0
2014-03-15 13:10:00,0,0,0,0,0,0,0
2014-03-15 13:10:01,0,0,0,0,0,0,0
2014-03-15 13:10:02,0,0,0,0,0,0,0
2014-03-15 13:10:03,0,0,0,0,0,0,0
2014-03-15 13:10:04,0,0,0,0,0,0,0
2014-03-15 13:10:05,0,0,0,0,0,0,0
2014-03-15 13:10:06,0,0,0,0,0,0,0
2014-03-15 13:10:07,0,0,0,0,0,0,0
2014-03-15 13:10:08,0,0,0,0,0,0,0
2014-03-15 13:10:09,0,0,0,0,0,0,0
2014-03-15 13:10:10,0,0,0,0,0,0,0
2014-03-15 13:10:11,0,0,0,0,0,0,0
2014-03-15 13:10:12,0,0,0,0,0,0,0
2014-03-15 13:10:13,0,0,0,0,0,0,0
2014-03-15 13:10:14,0,0,0,0,0,0,0
2014-03-15 13:10:15,0,0,0,0,0,0,0
2014-03-15 13:10:16,0,0,0,0,0,0,0
2014-03-15 13:10:17,0,0,0,0,0,0,0
2014-03-15 13:10:18,0,0,0,0,0,0,0
2014-03-15 13:10:19,0,0,0,0,0,0,0
2014-03-15 13:10:20,0,0,0,0,0,0,0
2014-03-15 13:10:21,0,0,0,0,0,0,0
2014-03-15 13:10:22,0,0,0,0,0,0,0
2014-03-15 13:10:23,0,0,0,0,0,0,0
2014-03-15 13:10:24,0,0,0,0,0,0,0
2014-03-15 13:10:25,0,0,0,0,0,0,0
2014-03-15 13:10:26,0,0,0,0,0,0,0
2014-03-15 13:10:27,0,0,0,0,0,0,0
2014-03-15 13:10:28,0,0,0,0,0,0,0
2014-03-15 13:10:29,0,0,0,0,0,0,0
2014-03-15 13:10:30,0,0,0,0,0,0,0
2014-03-15 13:10:31,0,0,0,0,0,0,0
2014-03-15 13:10:32,0,0,0,0,0,0,0
2014-03-15 13:10:33,0,0,0,0,0,0,0
2014-03-15 13:10:34,0,0,0,0,0,0,0
2014-03-15 13:10:35,0,0,0,0,0,0,0
2014-03-15 13:10:36,0,0,0,0,0,0,0
2014-03-15 13:10:37,0,0,0,0,0,0,0
2014-03-15 13:10:38,0,0,0,0,0,0,0
2014-03-15 13:10:39,0,0,0,0,0,0,0
2014-03-15 13:10:40,0,0,0,0,0,0,0
2014-03-15 13:10:41,0,0,0,0,0,0,0
2014-03-15 13:10:42,0,0,0,0,0,0,0
2014-03-15 13:10:43,0,0,0,0,0,0,0
2014-03-15 13:10:44,0,0,0,0,0,0,0
2014-03-15 13:10:45,0,0,0,0,0,0,0
2014-03-15 13:10:46,0,0,0,0,0,0,0
2014-03-15 13:10:47,0,0,0,0,0,0,0
2014-03-15 13:10:48,0,0,0,0,0,0,0
2014-03-15 13:10:49,0,0,0,0,0,0,0
2014-03-15 13:10:50,0,0,0,0,0,0,0
2014-03-15 13:10:51,0,0,0,0,0,0,0
2014-03-15 13:10:52,0,0,0,0,0,0,0
2014-03-15 13:10:53,0,0,0,0,0,0,0
2014-03-15 13:10:54,0,0,0,0,0,0,0
2014-03-15 13:10:55,0,0,0,0,0,0,0
2014-03-15 13:10:56,0,0,0,0,0,0,0
2014-03-15 13:10:57,0,0,0,0,0,0,0
2014-03-15 13:10:58,0,0,0,0,0,0,0
2014-03-15 13:10:59,0,0,0,0,0,0,0
2014-03-15 13:11:00,0,0,0,0,0,0,0
2014-03-15 13:11:01,0,0,0,0,0,0,0
2014-03-15 13:11:02,0,0,0,0,0,0,0
2014-03-15 13:11:03,0,0,0,0,0,0,0
2014-03-15 13:11:04,0,0,0,0,0,0,0
2014-03-15 13:11:05,0,0,0,0,0,0,0
2014-03-15 13:11:06,0,0,0,0,0,0,0
2014-03-15 13:11:07,0,0,0,0,0,0,0
2014-03-15 13:11:08,0,0,0,0,0,0,0
2014-03-15 13:11:09,0,0,0,0,0,0,0
2014-03-15 13:11:10,0,0,0,0,0,0,0
2014-03-15 13:11:11,0,0,0,0,0,0,0
2014-03-15 13:11:12,0,0,0,0,0,0,0
2014-03-15 13:11:13,0,0,0,0,0,0,0
2014-03-15 13:11:14,0,0,0,0,0,0,0
2014-03-15 13:11:15,0,0,0,0,0,0,0
2014-03-15 13:11:16,0,0,0,0,0,0,0
2014-03-15 13:11:17,0,0,0,0,0,0,0
2014-03-15 13:11:18,0,0,0,0,0,0,0
2014-03-15 13:11:19,0,0,0,0,0,0,0
2014-03-15 13:11:20,0,0,0,0,0,0,0
2014-03-15 13:11:21,0,0,0,0,0,0,0
2014-03-15 13:11:22,0,0,0,0,0,0,0
2014-03-15 13:11:23,0,0,0,0,0,0,0
2014-03-15 13:11:24,0,0,0,0,0,0,0
2014-03-15 13:11:25,0,0,0,0,0,0,0
2014-03-15 13:11:26,0,0,0,0,0,0,0
2014-03-15 13:11:27,0,0,0,0,0,0,0
2014-03-15 13:11:28,0,0,0,0,0,0,0
2014-03-15 13:11:29,0,0,0,0,0,0,0
2014-03-15 13:11:30,0,0,0,0,0,0,0
2014-03-15 13:11:31,0,0,0,0,0,0,0
2014-03-15 13:11:32,0,0,0,0,0,0,0
2014-03-15 13:11:33,0,0,0,0,0,0,0
2014-03-15 13:11:34,0,0,0,0,0,0,0
2014-03-15 13:11:35,0,0,0,0,0,0,0
2014-03-15 13:11:36,0,0,0,0,0,0,0
2014-03-15 13:11:37,0,0,0,0,0,0,0
2014-03-15 13:11:38,0,0,0,0,0,0,0
2014-03-15 13:11:39,0,0,0,0,0,0,0
2014-03-15 13:11:40,0,0,0,0,0,0,0
2014-03-15 13:11:41,0,0,0,0,0,0,0
2014-03-15 13:11:42,0,0,0,0,0,0,0
2014-03-15 13:11:43,0,0,0,0,0,0,0
2014-03-15 13:11:44,0,0,0,0,0,0,0
2014-03-15 13:11:45,0,0,0,0,0,0,0
2014-03-15 13:11:46,0,0,0,0,0,0,0
2014-03-15 13:11:47,0,0,0,0,0,0,0
2014-03-15 13:11:48,0,0,0,0,0,0,0
2014-03-15 13:11:49,0,0,0,0,0,0,0
2014-03-15 13:11:50,0,0,0,0,0,0,0
2014-03-15 13:11:51,0,0,0,0,0,0,0
2014-03-15 13:11:52,0,0,0,0,0,0,0
2014-03-15 13:11:53,0,0,0,0,0,0,0
