time,device_id,x_pos,y_pos,velocity
2015-03-20T14:11:13.353861,7FC04E34-F3AE-4764-9432-DD032ED6C36B,38.0,739.5,0.0
2015-03-20T14:11:13.355851,7FC04E34-F3AE-4764-9432-DD032ED6C36B,39.5,739.5,1.5
2015-03-20T14:12:03.345911,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,209.5,510.5,0.0
2015-03-20T14:12:03.347758,2FA454D2-F35D-45D6-BE5D-D848B409B713,846.0,365.0,0.0
2015-03-20T14:12:03.396513,2FA454D2-F35D-45D6-BE5D-D848B409B713,800.0,278.0,0.0
2015-03-20T14:12:03.398470,2FA454D2-F35D-45D6-BE5D-D848B409B713,846.0,367.0,2.0
2015-03-20T14:12:03.433194,2FA454D2-F35D-45D6-BE5D-D848B409B713,838.0,363.0,8.9442720413208
2015-03-20T14:12:03.449094,2FA454D2-F35D-45D6-BE5D-D848B409B713,801.0,279.0,1.4142135381698608
2015-03-20T14:12:03.463030,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,860.5,530.0,0.0
2015-03-20T14:12:03.547043,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,203.0,512.5,0.0
2015-03-20T14:12:03.583316,2FA454D2-F35D-45D6-BE5D-D848B409B713,817.0,401.0,0.0
2015-03-20T14:12:03.610945,2FA454D2-F35D-45D6-BE5D-D848B409B713,821.0,394.0,8.062257766723633
2015-03-20T14:12:03.627928,2FA454D2-F35D-45D6-BE5D-D848B409B713,821.0,393.0,1.0
2015-03-20T14:12:03.629922,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,858.0,524.0,0.0
2015-03-20T14:12:03.644585,2FA454D2-F35D-45D6-BE5D-D848B409B713,821.0,392.0,1.0
2015-03-20T14:12:03.710202,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,216.0,518.0,0.0
2015-03-20T14:12:03.726206,2FA454D2-F35D-45D6-BE5D-D848B409B713,837.0,293.0,0.0
2015-03-20T14:12:03.733737,2FA454D2-F35D-45D6-BE5D-D848B409B713,841.0,293.0,4.0
2015-03-20T14:12:03.779820,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,857.5,519.5,0.0
2015-03-20T14:12:03.884864,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,213.5,518.0,0.0
2015-03-20T14:12:03.945123,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,866.0,515.5,0.0
2015-03-20T14:12:04.014467,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,207.5,534.0,0.0
2015-03-20T14:12:04.027820,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,206.5,534.0,1.0
2015-03-20T14:12:04.044074,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,206.0,534.0,0.5
2015-03-20T14:12:04.097278,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,863.0,512.5,0.0
2015-03-20T14:12:04.142961,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,864.5,513.0,1.5811388492584229
2015-03-20T14:12:04.196801,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,193.0,540.5,0.0
2015-03-20T14:12:04.279858,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,865.0,510.0,0.0
2015-03-20T14:12:04.285525,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,866.0,512.0,2.2360680103302
2015-03-20T14:12:04.381022,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,178.0,540.5,0.0
2015-03-20T14:12:04.463766,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,869.5,508.0,0.0
2015-03-20T14:12:04.546902,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,174.5,543.5,0.0
2015-03-20T14:12:04.630496,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,865.5,506.5,0.0
2015-03-20T14:12:04.730139,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,177.0,544.5,0.0
2015-03-20T14:12:04.796584,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,864.0,508.0,0.0
2015-03-20T14:12:04.897149,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,176.5,541.0,0.0
2015-03-20T14:12:04.979766,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,861.0,510.5,0.0
2015-03-20T14:12:05.063673,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,180.5,540.0,0.0
2015-03-20T14:12:05.130256,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,870.0,509.5,0.0
2015-03-20T14:12:05.144335,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,870.0,511.0,1.5
2015-03-20T14:12:05.236806,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,185.5,540.5,0.0
2015-03-20T14:12:05.296750,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,875.5,508.0,0.0
2015-03-20T14:12:05.298275,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,186.0,541.5,1.1180340051651
2015-03-20T14:12:05.313443,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,875.0,509.5,1.5811388492584229
2015-03-20T14:12:05.327297,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,874.5,509.0,0.7071067690849304
2015-03-20T14:12:05.379555,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,185.0,541.0,0.0
2015-03-20T14:12:05.446677,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,872.0,507.5,0.0
2015-03-20T14:12:05.448196,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,186.0,541.5,1.1180340051651
2015-03-20T14:12:05.478557,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,872.0,510.0,2.5
2015-03-20T14:12:05.546852,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,184.5,536.5,0.0
2015-03-20T14:12:05.632308,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,865.0,513.0,0.0
2015-03-20T14:12:05.696574,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,175.0,538.5,0.0
2015-03-20T14:12:05.710580,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,175.0,541.0,2.5
2015-03-20T14:12:05.814527,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,863.5,513.5,0.0
2015-03-20T14:12:05.880567,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,192.0,541.0,0.0
2015-03-20T14:12:05.882338,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,865.0,515.0,2.1213202476501465
2015-03-20T14:12:05.896875,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,191.5,541.0,0.5
2015-03-20T14:12:05.910172,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,191.5,540.5,0.5
2015-03-20T14:12:06.001853,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,866.5,513.0,0.0
2015-03-20T14:12:06.096668,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,194.0,538.0,0.0
2015-03-20T14:12:06.180632,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,866.0,510.0,0.0
2015-03-20T14:12:06.182529,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,194.0,539.0,1.0
2015-03-20T14:12:06.183820,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,868.0,512.5,3.2015621662139893
2015-03-20T14:12:06.257770,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,204.0,537.5,0.0
2015-03-20T14:12:06.360764,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,868.5,512.5,0.0
2015-03-20T14:12:06.929517,2FA454D2-F35D-45D6-BE5D-D848B409B713,855.0,471.0,0.0
2015-03-20T14:12:09.720398,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,196.5,314.5,0.0
2015-03-20T14:12:09.722547,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,97.0,295.5,0.0
