time,jonathan,charles,christina,yvonne
2014-04-28 16:27:04,0,0,0,0
2014-04-28 16:27:05,0,0,0,0
2014-04-28 16:27:06,0,2,2,0
2014-04-28 16:27:07,0,2,2,0
2014-04-28 16:27:08,0,2,2,0
2014-04-28 16:27:09,0,2,2,0
2014-04-28 16:27:10,0,2,2,0
2014-04-28 16:27:11,0,2,2,0
2014-04-28 16:27:12,0,2,2,0
2014-04-28 16:27:13,0,0,2,0
2014-04-28 16:27:14,0,0,0,0
2014-04-28 16:27:15,0,0,0,0
2014-04-28 16:27:16,0,0,0,0
2014-04-28 16:27:17,0,0,0,0
2014-04-28 16:27:18,0,0,0,0
2014-04-28 16:27:19,0,0,0,0
2014-04-28 16:27:20,0,0,0,0
2014-04-28 16:27:21,0,0,0,0
2014-04-28 16:27:22,0,0,0,0
2014-04-28 16:27:23,0,0,0,0
2014-04-28 16:27:24,0,0,0,0
2014-04-28 16:27:25,0,0,0,0
2014-04-28 16:27:26,0,0,0,0
2014-04-28 16:27:27,2,0,0,0
2014-04-28 16:27:28,2,0,0,0
2014-04-28 16:27:29,3,0,0,0
2014-04-28 16:27:30,3,0,0,0
2014-04-28 16:27:31,3,0,0,0
2014-04-28 16:27:32,3,0,0,0
2014-04-28 16:27:33,2,0,0,0
2014-04-28 16:27:34,8,0,0,0
2014-04-28 16:27:35,3,0,0,0
2014-04-28 16:27:36,3,0,0,0
2014-04-28 16:27:37,3,0,0,0
2014-04-28 16:27:38,3,0,0,0
2014-04-28 16:27:39,2,0,0,0
2014-04-28 16:27:40,2,0,0,0
2014-04-28 16:27:41,0,0,0,0
2014-04-28 16:27:42,0,0,0,0
2014-04-28 16:27:43,0,0,0,0
2014-04-28 16:27:44,0,0,0,0
2014-04-28 16:27:45,0,0,0,0
2014-04-28 16:27:46,0,0,0,0
2014-04-28 16:27:47,0,2,0,0
2014-04-28 16:27:48,0,3,0,0
2014-04-28 16:27:49,0,3,0,0
2014-04-28 16:27:50,0,3,0,0
2014-04-28 16:27:51,0,3,0,0
2014-04-28 16:27:52,0,3,0,0
2014-04-28 16:27:53,0,3,0,0
2014-04-28 16:27:54,0,0,0,0
2014-04-28 16:27:55,0,0,0,0
2014-04-28 16:27:56,0,0,3,0
2014-04-28 16:27:57,0,0,3,0
2014-04-28 16:27:58,0,0,3,0
2014-04-28 16:27:59,0,0,1,0
2014-04-28 16:28:00,0,0,1,0
2014-04-28 16:28:01,0,0,1,0
2014-04-28 16:28:02,0,0,2,0
2014-04-28 16:28:03,0,0,2,0
2014-04-28 16:28:04,0,0,0,0
2014-04-28 16:28:05,0,0,0,0
2014-04-28 16:28:06,0,0,0,0
2014-04-28 16:28:07,0,0,0,0
2014-04-28 16:28:08,0,0,0,2
2014-04-28 16:28:09,0,0,0,1
2014-04-28 16:28:10,0,0,0,3
2014-04-28 16:28:11,0,0,0,1
2014-04-28 16:28:12,0,0,0,1
2014-04-28 16:28:13,0,0,0,1
2014-04-28 16:28:14,0,0,0,1
2014-04-28 16:28:15,0,0,2,1
2014-04-28 16:28:16,0,0,1,2
2014-04-28 16:28:17,0,0,1,2
2014-04-28 16:28:18,0,0,1,2
2014-04-28 16:28:19,0,0,1,0
2014-04-28 16:28:20,0,0,1,0
2014-04-28 16:28:21,0,0,1,0
2014-04-28 16:28:22,0,0,1,0
2014-04-28 16:28:23,0,0,1,0
2014-04-28 16:28:24,0,0,8,0
2014-04-28 16:28:25,2,0,0,0
2014-04-28 16:28:26,1,0,0,0
2014-04-28 16:28:27,1,0,0,0
2014-04-28 16:28:28,1,0,0,0
2014-04-28 16:28:29,1,0,0,0
2014-04-28 16:28:30,1,0,0,0
2014-04-28 16:28:31,0,0,0,0
2014-04-28 16:28:32,0,0,0,0
2014-04-28 16:28:33,0,0,0,0
2014-04-28 16:28:34,0,0,0,0
2014-04-28 16:28:35,0,0,0,0
2014-04-28 16:28:36,0,0,0,0
2014-04-28 16:28:37,0,0,0,0
2014-04-28 16:28:38,0,0,0,0
2014-04-28 16:28:39,0,0,0,0
2014-04-28 16:28:40,0,0,0,0
2014-04-28 16:28:41,0,0,0,0
2014-04-28 16:28:42,0,0,0,0
2014-04-28 16:28:43,0,0,0,0
2014-04-28 16:28:44,0,0,0,0
2014-04-28 16:28:45,0,0,0,0
2014-04-28 16:28:46,0,0,0,0
2014-04-28 16:28:47,0,0,0,0
2014-04-28 16:28:48,2,0,0,0
2014-04-28 16:28:49,6,0,0,0
2014-04-28 16:28:50,7,0,0,0
2014-04-28 16:28:51,7,0,0,0
2014-04-28 16:28:52,7,0,0,0
2014-04-28 16:28:53,8,0,0,0
2014-04-28 16:28:54,8,0,0,0
2014-04-28 16:28:55,7,0,0,0
2014-04-28 16:28:56,7,0,0,0
2014-04-28 16:28:57,7,0,0,0
2014-04-28 16:28:58,7,0,0,0
2014-04-28 16:28:59,7,0,0,0
2014-04-28 16:29:00,7,0,0,0
2014-04-28 16:29:01,7,0,0,0
2014-04-28 16:29:02,7,0,0,0
2014-04-28 16:29:03,7,0,0,0
2014-04-28 16:29:04,7,0,0,0
2014-04-28 16:29:05,7,0,0,0
2014-04-28 16:29:06,8,0,0,0
2014-04-28 16:29:07,7,0,0,0
2014-04-28 16:29:08,7,0,0,0
2014-04-28 16:29:09,7,0,0,0
2014-04-28 16:29:10,4,0,0,0
2014-04-28 16:29:11,4,0,0,0
2014-04-28 16:29:12,4,0,0,0
2014-04-28 16:29:13,4,0,0,0
2014-04-28 16:29:14,3,0,0,0
2014-04-28 16:29:15,3,0,0,0
2014-04-28 16:29:16,1,0,0,0
2014-04-28 16:29:17,1,0,0,0
2014-04-28 16:29:18,1,0,0,0
2014-04-28 16:29:19,1,0,0,0
2014-04-28 16:29:20,1,0,0,0
2014-04-28 16:29:21,1,0,0,0
2014-04-28 16:29:22,1,0,0,0
2014-04-28 16:29:23,2,0,0,0
2014-04-28 16:29:24,0,0,0,8
2014-04-28 16:29:25,0,0,0,1
2014-04-28 16:29:26,0,0,0,1
2014-04-28 16:29:27,0,0,0,1
2014-04-28 16:29:28,0,0,0,1
2014-04-28 16:29:29,0,0,0,1
2014-04-28 16:29:30,0,0,0,0
2014-04-28 16:29:31,0,0,0,0
2014-04-28 16:29:32,0,0,0,0
2014-04-28 16:29:33,0,0,0,0
2014-04-28 16:29:34,0,0,0,0
2014-04-28 16:29:35,0,0,0,0
2014-04-28 16:29:36,0,0,0,0
2014-04-28 16:29:37,0,0,0,0
2014-04-28 16:29:38,0,0,0,0
2014-04-28 16:29:39,0,0,0,0
2014-04-28 16:29:40,0,0,2,0
2014-04-28 16:29:41,0,0,2,0
2014-04-28 16:29:42,0,0,2,2
2014-04-28 16:29:43,0,0,2,2
2014-04-28 16:29:44,0,0,2,2
2014-04-28 16:29:45,0,0,2,2
2014-04-28 16:29:46,0,0,2,2
2014-04-28 16:29:47,0,0,2,2
2014-04-28 16:29:48,0,0,2,0
2014-04-28 16:29:49,0,0,2,0
2014-04-28 16:29:50,0,0,2,3
2014-04-28 16:29:51,0,0,0,3
2014-04-28 16:29:52,0,0,0,3
2014-04-28 16:29:53,0,0,2,3
2014-04-28 16:29:54,0,0,2,3
2014-04-28 16:29:55,0,0,2,0
2014-04-28 16:29:56,0,0,2,0
2014-04-28 16:29:57,0,0,3,0
2014-04-28 16:29:58,0,0,3,0
2014-04-28 16:29:59,0,0,3,0
2014-04-28 16:30:00,0,0,3,0
2014-04-28 16:30:01,0,0,1,0
2014-04-28 16:30:02,0,0,3,0
2014-04-28 16:30:03,0,0,3,0
2014-04-28 16:30:04,0,0,3,0
2014-04-28 16:30:05,0,0,3,0
2014-04-28 16:30:06,0,0,0,0
2014-04-28 16:30:07,0,0,0,0
2014-04-28 16:30:08,0,0,0,0
2014-04-28 16:30:09,0,0,0,0
2014-04-28 16:30:10,0,0,0,0
2014-04-28 16:30:11,0,0,0,0
2014-04-28 16:30:12,0,0,0,0
2014-04-28 16:30:13,0,2,0,0
2014-04-28 16:30:14,0,2,0,0
2014-04-28 16:30:15,0,2,0,0
2014-04-28 16:30:16,0,1,0,0
2014-04-28 16:30:17,0,1,0,0
2014-04-28 16:30:18,0,1,0,0
2014-04-28 16:30:19,0,1,0,0
2014-04-28 16:30:20,0,1,0,0
2014-04-28 16:30:21,0,2,0,0
2014-04-28 16:30:22,0,2,0,0
2014-04-28 16:30:23,0,0,0,0
2014-04-28 16:30:24,0,0,0,0
2014-04-28 16:30:25,0,0,0,0
2014-04-28 16:30:26,0,0,0,0
2014-04-28 16:30:27,0,0,0,0
2014-04-28 16:30:28,0,3,0,0
2014-04-28 16:30:29,0,4,0,0
2014-04-28 16:30:30,0,4,0,0
2014-04-28 16:30:31,2,4,0,0
2014-04-28 16:30:32,3,4,0,0
2014-04-28 16:30:33,3,4,2,0
2014-04-28 16:30:34,3,4,3,0
2014-04-28 16:30:35,3,0,3,2
2014-04-28 16:30:36,3,0,3,3
2014-04-28 16:30:37,2,0,3,3
2014-04-28 16:30:38,0,0,8,3
2014-04-28 16:30:39,0,0,0,3
2014-04-28 16:30:40,0,0,0,2
2014-04-28 16:30:41,0,0,0,0
2014-04-28 16:30:42,0,0,0,0
2014-04-28 16:30:43,0,0,0,0
2014-04-28 16:30:44,0,0,0,0
2014-04-28 16:30:45,0,0,0,0
2014-04-28 16:30:46,0,0,0,0
2014-04-28 16:30:47,0,0,0,0
2014-04-28 16:30:48,0,0,0,0
2014-04-28 16:30:49,0,0,0,0
2014-04-28 16:30:50,0,0,0,0
2014-04-28 16:30:51,0,0,0,0
2014-04-28 16:30:52,0,0,0,0
2014-04-28 16:30:53,0,0,0,0
2014-04-28 16:30:54,0,0,0,0
2014-04-28 16:30:55,0,0,0,0
2014-04-28 16:30:56,0,0,0,0
2014-04-28 16:30:57,0,0,0,0
2014-04-28 16:30:58,0,0,0,0
2014-04-28 16:30:59,0,0,0,0
2014-04-28 16:31:00,0,0,0,0
2014-04-28 16:31:01,0,0,0,0
2014-04-28 16:31:02,0,0,0,0
2014-04-28 16:31:03,0,0,1,0
2014-04-28 16:31:04,0,0,1,0
2014-04-28 16:31:05,0,0,1,0
2014-04-28 16:31:06,0,0,1,0
2014-04-28 16:31:07,0,0,1,0
2014-04-28 16:31:08,0,0,1,0
2014-04-28 16:31:09,0,0,1,0
2014-04-28 16:31:10,0,0,1,0
2014-04-28 16:31:11,0,3,1,0
2014-04-28 16:31:12,0,3,1,0
2014-04-28 16:31:13,0,3,1,0
2014-04-28 16:31:14,0,3,1,0
2014-04-28 16:31:15,0,3,0,0
2014-04-28 16:31:16,0,0,0,0
2014-04-28 16:31:17,0,0,0,0
2014-04-28 16:31:18,0,0,0,0
2014-04-28 16:31:19,0,0,0,0
2014-04-28 16:31:20,0,0,0,0
2014-04-28 16:31:21,0,0,0,0
2014-04-28 16:31:22,0,0,0,0
2014-04-28 16:31:23,0,0,0,0
2014-04-28 16:31:24,0,2,0,0
2014-04-28 16:31:25,0,2,0,0
2014-04-28 16:31:26,0,1,0,0
2014-04-28 16:31:27,0,1,0,0
2014-04-28 16:31:28,0,1,0,0
2014-04-28 16:31:29,0,1,0,0
2014-04-28 16:31:30,0,8,0,0
2014-04-28 16:31:31,0,2,0,0
2014-04-28 16:31:32,0,8,0,0
2014-04-28 16:31:33,0,1,0,0
2014-04-28 16:31:34,0,1,0,0
2014-04-28 16:31:35,0,1,0,0
2014-04-28 16:31:36,0,1,0,0
2014-04-28 16:31:37,0,1,0,0
2014-04-28 16:31:38,0,1,0,0
2014-04-28 16:31:39,0,1,0,0
2014-04-28 16:31:40,0,1,0,0
2014-04-28 16:31:41,0,1,0,0
2014-04-28 16:31:42,0,0,0,0
2014-04-28 16:31:43,0,0,0,0
2014-04-28 16:31:44,0,2,0,0
2014-04-28 16:31:45,0,3,0,0
2014-04-28 16:31:46,0,1,0,0
2014-04-28 16:31:47,0,1,0,0
2014-04-28 16:31:48,0,1,0,0
2014-04-28 16:31:49,0,3,0,0
2014-04-28 16:31:50,0,3,4,0
2014-04-28 16:31:51,0,0,3,0
2014-04-28 16:31:52,0,0,3,0
2014-04-28 16:31:53,0,0,3,0
2014-04-28 16:31:54,0,0,1,0
2014-04-28 16:31:55,0,0,1,0
2014-04-28 16:31:56,0,0,1,0
2014-04-28 16:31:57,0,0,1,0
2014-04-28 16:31:58,0,0,1,0
2014-04-28 16:31:59,0,8,1,0
2014-04-28 16:32:00,0,1,1,0
2014-04-28 16:32:01,0,0,1,0
2014-04-28 16:32:02,0,0,2,0
2014-04-28 16:32:03,0,0,0,0
2014-04-28 16:32:04,0,0,0,0
2014-04-28 16:32:05,4,0,0,0
2014-04-28 16:32:06,4,0,0,0
2014-04-28 16:32:07,3,0,0,0
2014-04-28 16:32:08,3,0,0,0
2014-04-28 16:32:09,3,0,0,0
2014-04-28 16:32:10,3,0,0,0
2014-04-28 16:32:11,1,0,0,0
2014-04-28 16:32:12,2,0,0,0
2014-04-28 16:32:13,2,0,0,0
2014-04-28 16:32:14,0,0,0,0
2014-04-28 16:32:15,0,0,0,0
2014-04-28 16:32:16,0,0,0,0
2014-04-28 16:32:17,0,0,0,0
2014-04-28 16:32:18,0,0,2,0
2014-04-28 16:32:19,0,0,2,0
2014-04-28 16:32:20,0,0,2,0
2014-04-28 16:32:21,0,0,2,0
2014-04-28 16:32:22,0,0,2,0
2014-04-28 16:32:23,0,0,2,0
2014-04-28 16:32:24,0,0,2,0
2014-04-28 16:32:25,0,0,2,0
2014-04-28 16:32:26,0,0,0,0
2014-04-28 16:32:27,0,0,0,0
2014-04-28 16:32:28,0,0,0,0
2014-04-28 16:32:29,0,0,0,0
2014-04-28 16:32:30,0,0,0,0
2014-04-28 16:32:31,0,0,0,0
2014-04-28 16:32:32,0,0,0,0
2014-04-28 16:32:33,0,0,0,0
2014-04-28 16:32:34,0,0,0,0
2014-04-28 16:32:35,0,0,0,0
2014-04-28 16:32:36,0,0,0,0
2014-04-28 16:32:37,0,0,0,0
2014-04-28 16:32:38,0,0,0,0
2014-04-28 16:32:39,0,0,0,0
2014-04-28 16:32:40,0,0,0,0
2014-04-28 16:32:41,0,0,0,0
2014-04-28 16:32:42,0,0,0,0
2014-04-28 16:32:43,0,0,0,0
2014-04-28 16:32:44,0,0,0,0
2014-04-28 16:32:45,0,0,0,0
2014-04-28 16:32:46,0,0,0,0
2014-04-28 16:32:47,0,0,0,0
2014-04-28 16:32:48,0,0,0,0
2014-04-28 16:32:49,0,0,0,0
2014-04-28 16:32:50,0,0,0,0
2014-04-28 16:32:51,0,0,0,0
2014-04-28 16:32:52,0,0,0,0
2014-04-28 16:32:53,0,0,0,0
2014-04-28 16:32:54,2,0,0,0
2014-04-28 16:32:55,1,0,0,0
2014-04-28 16:32:56,1,0,0,0
2014-04-28 16:32:57,1,0,0,0
2014-04-28 16:32:58,3,0,0,0
2014-04-28 16:32:59,3,0,0,0
2014-04-28 16:33:00,3,0,0,0
2014-04-28 16:33:01,4,0,0,0
2014-04-28 16:33:02,4,0,0,0
2014-04-28 16:33:03,4,0,0,0
2014-04-28 16:33:04,4,0,0,0
2014-04-28 16:33:05,4,0,0,0
2014-04-28 16:33:06,0,0,0,0
