time,device_id,x_pos,y_pos,velocity
2015-02-07T17:20:17.103662,charles_ipadair,203.0,442.0,0.0
2015-02-07T17:20:17.104519,charles_ipadair,201.0,432.5,9.708244323730469
2015-02-07T17:20:17.105162,charles_ipadair,201.0,426.5,6.0
2015-02-07T17:20:17.105752,charles_ipadair,201.0,419.0,7.5
2015-02-07T17:20:17.106241,charles_ipadair,201.0,412.0,7.0
2015-02-07T17:20:17.106728,charles_ipadair,203.0,406.0,6.324555397033691
2015-02-07T17:20:17.107186,charles_ipadair,205.0,398.5,7.762087345123291
2015-02-07T17:20:17.107645,charles_ipadair,207.0,391.0,7.762087345123291
2015-02-07T17:20:17.108115,charles_ipadair,209.0,385.0,6.324555397033691
2015-02-07T17:20:17.108593,charles_ipadair,211.0,379.5,5.852349758148193
2015-02-07T17:20:17.109044,charles_ipadair,213.5,374.0,6.041522979736328
2015-02-07T17:20:17.119065,charles_ipadair,215.5,368.5,5.852349758148193
2015-02-07T17:20:17.138175,charles_ipadair,217.0,363.0,5.7008771896362305
2015-02-07T17:20:17.157445,charles_ipadair,218.0,359.0,4.123105525970459
2015-02-07T17:20:17.169339,charles_ipadair,219.5,354.5,4.7434163093566895
2015-02-07T17:20:17.186262,charles_ipadair,220.5,351.0,3.640054941177368
2015-02-07T17:20:17.205139,charles_ipadair,221.0,347.5,3.535533905029297
2015-02-07T17:20:17.220089,charles_ipadair,222.0,344.5,3.1622776985168457
2015-02-07T17:20:17.235601,charles_ipadair,222.5,341.0,3.535533905029297
2015-02-07T17:20:17.253662,charles_ipadair,223.0,337.5,3.535533905029297
2015-02-07T17:20:17.270938,charles_ipadair,223.0,335.0,2.5
2015-02-07T17:20:17.286355,charles_ipadair,223.5,332.5,2.5495097637176514
2015-02-07T17:20:17.302770,charles_ipadair,224.0,330.0,2.5495097637176514
2015-02-07T17:20:17.322526,charles_ipadair,224.5,328.0,2.0615527629852295
2015-02-07T17:20:17.354882,charles_ipadair,225.0,325.5,2.5495097637176514
2015-02-07T17:20:17.355560,charles_ipadair,225.5,323.5,2.0615527629852295
2015-02-07T17:20:17.369778,charles_ipadair,225.5,321.0,2.5
2015-02-07T17:20:17.389171,charles_ipadair,226.5,318.0,3.1622776985168457
2015-02-07T17:20:17.409555,charles_ipadair,227.0,314.5,3.535533905029297
2015-02-07T17:20:17.421535,charles_ipadair,228.0,311.0,3.640054941177368
2015-02-07T17:20:17.438851,charles_ipadair,228.0,307.5,3.5
2015-02-07T17:20:17.474264,charles_ipadair,229.0,304.0,3.640054941177368
2015-02-07T17:20:17.475052,charles_ipadair,230.0,301.0,3.1622776985168457
2015-02-07T17:20:17.485713,charles_ipadair,230.5,298.0,3.041381359100342
2015-02-07T17:20:17.506157,charles_ipadair,232.0,294.0,4.27200174331665
2015-02-07T17:20:17.533393,charles_ipadair,233.0,290.0,4.123105525970459
2015-02-07T17:20:17.537523,charles_ipadair,235.0,285.5,4.924428939819336
2015-02-07T17:20:17.555463,charles_ipadair,236.5,282.0,3.8078866004943848
2015-02-07T17:20:17.568902,charles_ipadair,238.5,277.5,4.924428939819336
2015-02-07T17:20:17.586336,charles_ipadair,240.5,273.5,4.4721360206604
2015-02-07T17:20:17.603906,charles_ipadair,243.0,268.5,5.590169906616211
2015-02-07T17:20:17.629589,charles_ipadair,246.0,262.5,6.7082037925720215
2015-02-07T17:20:17.635880,charles_ipadair,249.5,257.0,6.51920223236084
2015-02-07T17:20:17.654823,charles_ipadair,252.5,252.5,5.408327102661133
2015-02-07T17:20:17.670078,charles_ipadair,257.0,246.5,7.5
2015-02-07T17:20:17.689760,charles_ipadair,261.5,240.5,7.5
2015-02-07T17:20:17.703525,charles_ipadair,267.0,233.5,8.902246475219727
2015-02-07T17:20:17.731198,charles_ipadair,273.0,227.0,8.845903396606445
2015-02-07T17:20:17.746042,charles_ipadair,279.0,220.5,8.845903396606445
2015-02-07T17:20:17.766356,charles_ipadair,286.5,212.5,10.965856552124023
2015-02-07T17:20:17.771460,charles_ipadair,294.0,204.5,10.965856552124023
2015-02-07T17:20:17.786902,charles_ipadair,302.0,197.5,10.630146026611328
2015-02-07T17:20:17.804936,charles_ipadair,311.0,191.0,11.101801872253418
2015-02-07T17:20:17.819404,charles_ipadair,323.0,183.5,14.150971412658691
2015-02-07T17:20:17.836175,charles_ipadair,335.0,176.5,13.892443656921387
2015-02-07T17:20:17.863278,charles_ipadair,349.5,170.0,15.89024829864502
2015-02-07T17:20:17.869752,charles_ipadair,366.0,163.5,17.734148025512695
2015-02-07T17:20:17.888652,charles_ipadair,387.5,155.5,22.940139770507812
2015-02-07T17:20:17.902924,charles_ipadair,409.5,148.5,23.0867919921875
2015-02-07T17:20:17.922096,charles_ipadair,434.5,143.0,25.597850799560547
2015-02-07T17:20:17.936901,charles_ipadair,464.5,137.0,30.5941162109375
2015-02-07T17:20:17.953693,charles_ipadair,497.5,130.5,33.63405990600586
