time,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4,BD49B35A-8999-4987-9759-8D3F28D1292B
2015-06-03 13:31:26,4,0
2015-06-03 13:31:27,4,0
2015-06-03 13:31:28,4,0
2015-06-03 13:31:29,4,0
2015-06-03 13:31:30,4,0
2015-06-03 13:31:31,4,0
2015-06-03 13:31:32,4,0
2015-06-03 13:31:33,4,0
2015-06-03 13:31:34,4,0
2015-06-03 13:31:35,4,0
2015-06-03 13:31:36,4,0
2015-06-03 13:31:37,4,0
2015-06-03 13:31:38,4,0
2015-06-03 13:31:39,4,0
2015-06-03 13:31:40,4,0
2015-06-03 13:31:41,4,0
2015-06-03 13:31:42,2,0
2015-06-03 13:31:43,0,0
2015-06-03 13:31:44,0,0
2015-06-03 13:31:45,0,0
2015-06-03 13:31:46,4,0
2015-06-03 13:31:47,4,0
2015-06-03 13:31:48,4,0
2015-06-03 13:31:49,4,0
2015-06-03 13:31:50,4,0
2015-06-03 13:31:51,4,0
2015-06-03 13:31:52,7,0
2015-06-03 13:31:53,7,3
2015-06-03 13:31:54,7,2
2015-06-03 13:31:55,7,3
2015-06-03 13:31:56,6,3
2015-06-03 13:31:57,4,3
2015-06-03 13:31:58,0,3
2015-06-03 13:31:59,4,3
2015-06-03 13:32:00,7,2
2015-06-03 13:32:01,7,2
2015-06-03 13:32:02,7,2
2015-06-03 13:32:03,7,2
2015-06-03 13:32:04,7,2
2015-06-03 13:32:05,7,2
2015-06-03 13:32:06,7,2
2015-06-03 13:32:07,7,2
2015-06-03 13:32:08,7,2
2015-06-03 13:32:09,7,1
2015-06-03 13:32:10,7,1
2015-06-03 13:32:11,4,1
2015-06-03 13:32:12,4,1
2015-06-03 13:32:13,3,1
2015-06-03 13:32:14,0,3
2015-06-03 13:32:15,2,3
2015-06-03 13:32:16,2,4
2015-06-03 13:32:17,2,4
2015-06-03 13:32:18,3,4
2015-06-03 13:32:19,4,2
2015-06-03 13:32:20,4,2
2015-06-03 13:32:21,7,2
2015-06-03 13:32:22,7,2
2015-06-03 13:32:23,7,2
2015-06-03 13:32:24,4,2
2015-06-03 13:32:25,3,2
2015-06-03 13:32:26,4,2
2015-06-03 13:32:27,4,3
2015-06-03 13:32:28,7,3
2015-06-03 13:32:29,7,3
2015-06-03 13:32:30,7,3
2015-06-03 13:32:31,7,3
2015-06-03 13:32:32,7,2
2015-06-03 13:32:33,7,2
2015-06-03 13:32:34,7,0
2015-06-03 13:32:35,7,0
2015-06-03 13:32:36,7,0
2015-06-03 13:32:37,7,0
2015-06-03 13:32:38,7,0
2015-06-03 13:32:39,7,0
2015-06-03 13:32:40,7,0
2015-06-03 13:32:41,7,0
2015-06-03 13:32:42,4,0
2015-06-03 13:32:43,4,0
2015-06-03 13:32:44,3,0
2015-06-03 13:32:45,3,0
2015-06-03 13:32:46,2,0
2015-06-03 13:32:47,2,0
2015-06-03 13:32:48,2,0
2015-06-03 13:32:49,0,0
2015-06-03 13:32:50,0,0
2015-06-03 13:32:51,0,0
2015-06-03 13:32:52,0,0
2015-06-03 13:32:53,0,0
2015-06-03 13:32:54,0,0
2015-06-03 13:32:55,0,0
2015-06-03 13:32:56,0,0
2015-06-03 13:32:57,0,0
2015-06-03 13:32:58,0,0
2015-06-03 13:32:59,0,0
2015-06-03 13:33:00,0,0
2015-06-03 13:33:01,0,0
2015-06-03 13:33:02,0,0
2015-06-03 13:33:03,0,0
2015-06-03 13:33:04,0,0
2015-06-03 13:33:05,0,0
2015-06-03 13:33:06,0,0
2015-06-03 13:33:07,0,0
2015-06-03 13:33:08,0,0
2015-06-03 13:33:09,0,0
2015-06-03 13:33:10,0,0
2015-06-03 13:33:11,0,0
2015-06-03 13:33:12,0,0
2015-06-03 13:33:13,0,0
2015-06-03 13:33:14,0,0
2015-06-03 13:33:15,0,2
2015-06-03 13:33:16,0,2
2015-06-03 13:33:17,0,2
2015-06-03 13:33:18,0,2
2015-06-03 13:33:19,0,2
2015-06-03 13:33:20,0,2
2015-06-03 13:33:21,0,0
2015-06-03 13:33:22,0,0
2015-06-03 13:33:23,0,0
2015-06-03 13:33:24,0,0
2015-06-03 13:33:25,0,0
2015-06-03 13:33:26,0,0
2015-06-03 13:33:27,0,0
2015-06-03 13:33:28,0,0
2015-06-03 13:33:29,0,0
2015-06-03 13:33:30,0,0
2015-06-03 13:33:31,0,0
2015-06-03 13:33:32,0,0
2015-06-03 13:33:33,0,0
2015-06-03 13:33:34,0,0
2015-06-03 13:33:35,0,0
2015-06-03 13:33:36,0,0
2015-06-03 13:33:37,0,0
2015-06-03 13:33:38,0,0
2015-06-03 13:33:39,0,0
2015-06-03 13:33:40,0,0
2015-06-03 13:33:41,0,0
2015-06-03 13:33:42,0,0
2015-06-03 13:33:43,0,0
2015-06-03 13:33:44,0,0
2015-06-03 13:33:45,0,0
2015-06-03 13:33:46,0,0
2015-06-03 13:33:47,0,0
2015-06-03 13:33:48,0,0
2015-06-03 13:33:49,0,0
2015-06-03 13:33:50,0,0
2015-06-03 13:33:51,0,0
2015-06-03 13:33:52,0,0
2015-06-03 13:33:53,0,0
2015-06-03 13:33:54,0,0
2015-06-03 13:33:55,0,0
2015-06-03 13:33:56,0,0
2015-06-03 13:33:57,0,0
2015-06-03 13:33:58,0,0
2015-06-03 13:33:59,0,0
2015-06-03 13:34:00,0,0
2015-06-03 13:34:01,0,0
2015-06-03 13:34:02,0,0
2015-06-03 13:34:03,0,0
2015-06-03 13:34:04,2,0
2015-06-03 13:34:05,3,0
2015-06-03 13:34:06,3,0
2015-06-03 13:34:07,3,0
2015-06-03 13:34:08,3,0
2015-06-03 13:34:09,3,0
2015-06-03 13:34:10,2,0
2015-06-03 13:34:11,0,0
2015-06-03 13:34:12,0,0
2015-06-03 13:34:13,0,2
2015-06-03 13:34:14,0,2
2015-06-03 13:34:15,0,2
2015-06-03 13:34:16,0,2
2015-06-03 13:34:17,0,2
2015-06-03 13:34:18,0,2
2015-06-03 13:34:19,0,1
2015-06-03 13:34:20,0,1
2015-06-03 13:34:21,0,1
2015-06-03 13:34:22,0,1
2015-06-03 13:34:23,0,1
2015-06-03 13:34:24,0,3
2015-06-03 13:34:25,0,3
2015-06-03 13:34:26,0,1
2015-06-03 13:34:27,0,1
2015-06-03 13:34:28,0,1
2015-06-03 13:34:29,0,3
2015-06-03 13:34:30,0,3
2015-06-03 13:34:31,0,3
2015-06-03 13:34:32,0,2
2015-06-03 13:34:33,0,0
2015-06-03 13:34:34,0,0
2015-06-03 13:34:35,0,0
2015-06-03 13:34:36,0,0
2015-06-03 13:34:37,0,0
2015-06-03 13:34:38,0,0
2015-06-03 13:34:39,0,0
2015-06-03 13:34:40,0,0
2015-06-03 13:34:41,0,0
2015-06-03 13:34:42,0,0
2015-06-03 13:34:43,0,0
2015-06-03 13:34:44,0,0
2015-06-03 13:34:45,0,0
2015-06-03 13:34:46,0,0
2015-06-03 13:34:47,0,0
2015-06-03 13:34:48,0,0
2015-06-03 13:34:49,0,0
2015-06-03 13:34:50,0,0
2015-06-03 13:34:51,0,0
2015-06-03 13:34:52,0,0
2015-06-03 13:34:53,0,0
2015-06-03 13:34:54,0,0
2015-06-03 13:34:55,0,0
2015-06-03 13:34:56,0,0
2015-06-03 13:34:57,0,0
2015-06-03 13:34:58,0,0
2015-06-03 13:34:59,0,0
2015-06-03 13:35:00,0,0
2015-06-03 13:35:01,0,0
2015-06-03 13:35:02,0,0
2015-06-03 13:35:03,0,0
2015-06-03 13:35:04,0,0
2015-06-03 13:35:05,0,0
2015-06-03 13:35:06,0,0
2015-06-03 13:35:07,0,0
2015-06-03 13:35:08,0,0
2015-06-03 13:35:09,0,0
2015-06-03 13:35:10,0,0
2015-06-03 13:35:11,0,0
2015-06-03 13:35:12,0,0
2015-06-03 13:35:13,0,0
2015-06-03 13:35:14,0,0
2015-06-03 13:35:15,0,0
2015-06-03 13:35:16,0,0
2015-06-03 13:35:17,0,0
2015-06-03 13:35:18,0,0
2015-06-03 13:35:19,0,0
2015-06-03 13:35:20,0,0
2015-06-03 13:35:21,0,0
2015-06-03 13:35:22,0,0
2015-06-03 13:35:23,0,0
2015-06-03 13:35:24,0,0
2015-06-03 13:35:25,0,0
2015-06-03 13:35:26,0,0
2015-06-03 13:35:27,0,0
2015-06-03 13:35:28,0,0
2015-06-03 13:35:29,0,0
2015-06-03 13:35:30,0,0
2015-06-03 13:35:31,0,0
2015-06-03 13:35:32,0,0
2015-06-03 13:35:33,0,0
2015-06-03 13:35:34,0,0
2015-06-03 13:35:35,0,0
2015-06-03 13:35:36,0,0
2015-06-03 13:35:37,0,0
2015-06-03 13:35:38,0,0
2015-06-03 13:35:39,0,0
2015-06-03 13:35:40,0,0
2015-06-03 13:35:41,0,0
2015-06-03 13:35:42,0,0
2015-06-03 13:35:43,0,0
2015-06-03 13:35:44,0,0
2015-06-03 13:35:45,0,0
2015-06-03 13:35:46,0,0
2015-06-03 13:35:47,0,0
2015-06-03 13:35:48,0,0
2015-06-03 13:35:49,0,0
2015-06-03 13:35:50,0,0
2015-06-03 13:35:51,0,0
2015-06-03 13:35:52,0,0
2015-06-03 13:35:53,0,0
2015-06-03 13:35:54,3,2
2015-06-03 13:35:55,1,1
2015-06-03 13:35:56,0,0
2015-06-03 13:35:57,0,0
