time,yvonne,jonathan,christina
2014-07-19 14:55:54,1,3,4
2014-07-19 14:55:55,1,3,4
2014-07-19 14:55:56,1,3,4
2014-07-19 14:55:57,1,3,4
2014-07-19 14:55:58,1,3,4
2014-07-19 14:55:59,1,3,4
2014-07-19 14:56:00,1,1,4
2014-07-19 14:56:01,1,1,4
2014-07-19 14:56:02,1,1,4
2014-07-19 14:56:03,1,1,4
2014-07-19 14:56:04,1,1,7
2014-07-19 14:56:05,1,1,4
2014-07-19 14:56:06,1,3,7
2014-07-19 14:56:07,1,3,7
2014-07-19 14:56:08,1,3,4
2014-07-19 14:56:09,2,3,4
2014-07-19 14:56:10,0,3,6
2014-07-19 14:56:11,0,3,4
2014-07-19 14:56:12,0,3,4
2014-07-19 14:56:13,0,3,4
2014-07-19 14:56:14,0,3,4
2014-07-19 14:56:15,0,3,4
2014-07-19 14:56:16,0,3,4
2014-07-19 14:56:17,0,3,4
2014-07-19 14:56:18,0,4,4
2014-07-19 14:56:19,0,4,4
2014-07-19 14:56:20,0,4,4
2014-07-19 14:56:21,8,4,4
2014-07-19 14:56:22,7,4,4
2014-07-19 14:56:23,7,4,7
2014-07-19 14:56:24,7,4,7
2014-07-19 14:56:25,7,4,7
2014-07-19 14:56:26,6,4,7
2014-07-19 14:56:27,8,4,7
2014-07-19 14:56:28,6,4,7
2014-07-19 14:56:29,6,4,4
2014-07-19 14:56:30,6,3,4
2014-07-19 14:56:31,7,4,4
2014-07-19 14:56:32,6,4,4
2014-07-19 14:56:33,6,3,4
2014-07-19 14:56:34,6,3,4
2014-07-19 14:56:35,6,3,4
2014-07-19 14:56:36,6,3,4
2014-07-19 14:56:37,6,3,4
2014-07-19 14:56:38,7,3,4
2014-07-19 14:56:39,7,3,4
2014-07-19 14:56:40,8,3,7
2014-07-19 14:56:41,7,3,7
2014-07-19 14:56:42,7,7,7
2014-07-19 14:56:43,7,7,7
2014-07-19 14:56:44,7,8,7
2014-07-19 14:56:45,7,8,7
2014-07-19 14:56:46,7,8,7
2014-07-19 14:56:47,7,8,7
2014-07-19 14:56:48,7,7,7
2014-07-19 14:56:49,8,8,8
2014-07-19 14:56:50,7,8,7
2014-07-19 14:56:51,7,8,7
2014-07-19 14:56:52,7,7,7
2014-07-19 14:56:53,7,7,7
2014-07-19 14:56:54,7,7,6
2014-07-19 14:56:55,7,7,6
2014-07-19 14:56:56,6,7,6
2014-07-19 14:56:57,6,7,6
2014-07-19 14:56:58,8,7,7
2014-07-19 14:56:59,6,7,7
2014-07-19 14:57:00,6,8,7
2014-07-19 14:57:01,7,7,7
2014-07-19 14:57:02,7,7,7
2014-07-19 14:57:03,7,7,3
2014-07-19 14:57:04,7,7,3
2014-07-19 14:57:05,7,6,3
2014-07-19 14:57:06,7,7,3
2014-07-19 14:57:07,7,7,3
2014-07-19 14:57:08,7,7,3
2014-07-19 14:57:09,7,6,3
2014-07-19 14:57:10,7,7,3
2014-07-19 14:57:11,6,7,3
2014-07-19 14:57:12,6,6,3
2014-07-19 14:57:13,6,6,3
2014-07-19 14:57:14,6,7,2
2014-07-19 14:57:15,6,7,4
2014-07-19 14:57:16,6,7,7
2014-07-19 14:57:17,6,7,7
2014-07-19 14:57:18,6,7,7
2014-07-19 14:57:19,6,8,7
2014-07-19 14:57:20,6,8,7
2014-07-19 14:57:21,6,8,7
2014-07-19 14:57:22,6,8,7
2014-07-19 14:57:23,6,8,7
2014-07-19 14:57:24,7,7,7
2014-07-19 14:57:25,7,8,7
2014-07-19 14:57:26,6,8,7
2014-07-19 14:57:27,6,8,7
2014-07-19 14:57:28,6,8,7
2014-07-19 14:57:29,7,8,7
2014-07-19 14:57:30,4,8,7
2014-07-19 14:57:31,6,8,6
2014-07-19 14:57:32,6,7,7
2014-07-19 14:57:33,6,7,4
2014-07-19 14:57:34,6,7,4
2014-07-19 14:57:35,7,7,4
2014-07-19 14:57:36,7,7,4
2014-07-19 14:57:37,7,7,4
2014-07-19 14:57:38,7,7,4
2014-07-19 14:57:39,4,7,4
2014-07-19 14:57:40,4,7,5
2014-07-19 14:57:41,4,6,5
2014-07-19 14:57:42,7,6,7
2014-07-19 14:57:43,7,6,4
2014-07-19 14:57:44,7,6,6
2014-07-19 14:57:45,4,6,6
2014-07-19 14:57:46,4,6,6
2014-07-19 14:57:47,7,6,6
2014-07-19 14:57:48,7,6,6
2014-07-19 14:57:49,3,6,6
2014-07-19 14:57:50,3,6,6
2014-07-19 14:57:51,1,6,6
2014-07-19 14:57:52,1,6,7
2014-07-19 14:57:53,1,6,4
2014-07-19 14:57:54,1,6,4
2014-07-19 14:57:55,1,6,4
2014-07-19 14:57:56,1,6,4
2014-07-19 14:57:57,1,6,6
2014-07-19 14:57:58,1,6,6
2014-07-19 14:57:59,1,6,6
2014-07-19 14:58:00,1,6,6
2014-07-19 14:58:01,1,6,6
2014-07-19 14:58:02,1,6,4
2014-07-19 14:58:03,1,6,4
2014-07-19 14:58:04,1,7,4
2014-07-19 14:58:05,1,4,4
2014-07-19 14:58:06,1,4,4
2014-07-19 14:58:07,1,4,4
2014-07-19 14:58:08,1,7,4
2014-07-19 14:58:09,1,7,4
2014-07-19 14:58:10,1,6,4
2014-07-19 14:58:11,1,7,4
2014-07-19 14:58:12,1,8,7
2014-07-19 14:58:13,1,7,7
2014-07-19 14:58:14,1,7,7
2014-07-19 14:58:15,1,7,7
2014-07-19 14:58:16,1,7,7
2014-07-19 14:58:17,1,7,7
2014-07-19 14:58:18,1,7,7
2014-07-19 14:58:19,1,4,7
2014-07-19 14:58:20,1,4,7
2014-07-19 14:58:21,1,4,7
2014-07-19 14:58:22,1,2,7
2014-07-19 14:58:23,1,6,7
2014-07-19 14:58:24,1,2,7
2014-07-19 14:58:25,1,2,7
2014-07-19 14:58:26,1,2,6
2014-07-19 14:58:27,1,2,6
2014-07-19 14:58:28,1,2,6
2014-07-19 14:58:29,1,2,6
2014-07-19 14:58:30,1,2,7
2014-07-19 14:58:31,1,2,6
2014-07-19 14:58:32,1,2,6
2014-07-19 14:58:33,1,2,6
2014-07-19 14:58:34,1,2,6
2014-07-19 14:58:35,1,2,6
2014-07-19 14:58:36,1,2,6
2014-07-19 14:58:37,1,2,7
2014-07-19 14:58:38,1,2,6
2014-07-19 14:58:39,1,2,7
2014-07-19 14:58:40,1,2,4
2014-07-19 14:58:41,1,2,3
2014-07-19 14:58:42,1,2,3
2014-07-19 14:58:43,1,2,3
2014-07-19 14:58:44,1,2,3
2014-07-19 14:58:45,1,2,3
2014-07-19 14:58:46,1,2,2
2014-07-19 14:58:47,1,2,2
2014-07-19 14:58:48,1,2,3
2014-07-19 14:58:49,1,2,4
2014-07-19 14:58:50,1,2,4
2014-07-19 14:58:51,1,2,7
2014-07-19 14:58:52,1,2,7
2014-07-19 14:58:53,1,2,6
2014-07-19 14:58:54,1,2,6
2014-07-19 14:58:55,1,2,6
2014-07-19 14:58:56,1,2,6
2014-07-19 14:58:57,1,2,6
2014-07-19 14:58:58,1,2,4
2014-07-19 14:58:59,1,2,3
2014-07-19 14:59:00,1,2,3
2014-07-19 14:59:01,1,2,3
2014-07-19 14:59:02,1,2,3
2014-07-19 14:59:03,1,2,1
2014-07-19 14:59:04,1,2,1
2014-07-19 14:59:05,1,2,1
2014-07-19 14:59:06,1,2,1
2014-07-19 14:59:07,1,2,1
2014-07-19 14:59:08,1,2,1
2014-07-19 14:59:09,1,2,1
2014-07-19 14:59:10,1,2,1
2014-07-19 14:59:11,1,2,1
2014-07-19 14:59:12,1,2,1
2014-07-19 14:59:13,1,2,1
2014-07-19 14:59:14,1,2,1
2014-07-19 14:59:15,1,2,1
2014-07-19 14:59:16,1,2,1
2014-07-19 14:59:17,1,2,1
2014-07-19 14:59:18,1,2,1
2014-07-19 14:59:19,1,2,1
2014-07-19 14:59:20,1,2,1
2014-07-19 14:59:21,1,2,1
2014-07-19 14:59:22,1,2,1
2014-07-19 14:59:23,1,2,1
2014-07-19 14:59:24,1,2,1
2014-07-19 14:59:25,1,2,1
2014-07-19 14:59:26,1,2,1
2014-07-19 14:59:27,1,2,1
2014-07-19 14:59:28,1,2,1
2014-07-19 14:59:29,1,2,1
2014-07-19 14:59:30,1,2,1
2014-07-19 14:59:31,1,2,1
2014-07-19 14:59:32,1,2,1
2014-07-19 14:59:33,1,2,1
2014-07-19 14:59:34,1,2,1
2014-07-19 14:59:35,2,2,1
2014-07-19 14:59:36,2,0,1
2014-07-19 14:59:37,2,0,1
2014-07-19 14:59:38,2,0,1
2014-07-19 14:59:39,2,0,1
2014-07-19 14:59:40,2,0,1
2014-07-19 14:59:41,2,0,0
2014-07-19 14:59:42,1,0,0
2014-07-19 14:59:43,5,0,0
2014-07-19 14:59:44,8,0,0
2014-07-19 14:59:45,7,0,0
2014-07-19 14:59:46,0,0,0
2014-07-19 14:59:47,0,0,0
2014-07-19 14:59:48,0,0,0
2014-07-19 14:59:49,0,0,0
