time,yvonne,jonathan,christina
2014-07-19 14:54:37,0,0,0
2014-07-19 14:54:38,2,0,0
2014-07-19 14:54:39,4,0,0
2014-07-19 14:54:40,3,2,0
2014-07-19 14:54:41,3,2,2
2014-07-19 14:54:42,3,2,5
2014-07-19 14:54:43,1,1,5
2014-07-19 14:54:44,3,1,5
2014-07-19 14:54:45,3,1,7
2014-07-19 14:54:46,3,1,5
2014-07-19 14:54:47,1,1,3
2014-07-19 14:54:48,1,1,3
2014-07-19 14:54:49,1,1,4
2014-07-19 14:54:50,1,1,3
2014-07-19 14:54:51,1,1,8
2014-07-19 14:54:52,1,1,5
2014-07-19 14:54:53,1,1,4
2014-07-19 14:54:54,1,1,4
2014-07-19 14:54:55,1,1,6
2014-07-19 14:54:56,3,1,7
2014-07-19 14:54:57,3,1,6
2014-07-19 14:54:58,3,1,6
2014-07-19 14:54:59,3,1,6
2014-07-19 14:55:00,3,1,6
2014-07-19 14:55:01,3,1,6
2014-07-19 14:55:02,3,1,4
2014-07-19 14:55:03,3,1,4
2014-07-19 14:55:04,1,1,4
2014-07-19 14:55:05,1,1,3
2014-07-19 14:55:06,1,1,3
2014-07-19 14:55:07,1,1,3
2014-07-19 14:55:08,1,3,3
2014-07-19 14:55:09,1,3,3
2014-07-19 14:55:10,1,3,3
2014-07-19 14:55:11,3,3,3
2014-07-19 14:55:12,3,3,3
2014-07-19 14:55:13,3,3,3
2014-07-19 14:55:14,3,3,3
2014-07-19 14:55:15,3,3,3
2014-07-19 14:55:16,3,3,3
2014-07-19 14:55:17,3,3,3
2014-07-19 14:55:18,3,3,3
2014-07-19 14:55:19,3,3,3
2014-07-19 14:55:20,3,3,1
2014-07-19 14:55:21,3,3,2
2014-07-19 14:55:22,1,3,1
2014-07-19 14:55:23,1,3,1
2014-07-19 14:55:24,1,3,1
2014-07-19 14:55:25,1,3,3
2014-07-19 14:55:26,1,3,2
2014-07-19 14:55:27,1,3,2
2014-07-19 14:55:28,1,3,2
2014-07-19 14:55:29,1,3,2
2014-07-19 14:55:30,1,3,3
2014-07-19 14:55:31,1,3,8
2014-07-19 14:55:32,1,3,4
2014-07-19 14:55:33,1,3,4
2014-07-19 14:55:34,1,3,6
2014-07-19 14:55:35,1,3,6
2014-07-19 14:55:36,1,3,6
2014-07-19 14:55:37,1,3,6
2014-07-19 14:55:38,1,3,6
2014-07-19 14:55:39,1,3,6
2014-07-19 14:55:40,1,3,6
2014-07-19 14:55:41,1,3,7
2014-07-19 14:55:42,1,3,6
2014-07-19 14:55:43,1,3,8
2014-07-19 14:55:44,1,3,6
2014-07-19 14:55:45,1,3,4
2014-07-19 14:55:46,1,3,4
2014-07-19 14:55:47,1,3,4
2014-07-19 14:55:48,1,3,4
2014-07-19 14:55:49,1,3,7
2014-07-19 14:55:50,1,3,6
2014-07-19 14:55:51,1,3,6
2014-07-19 14:55:52,1,3,6
2014-07-19 14:55:53,1,3,4
