time,christina,jonathan,charles
2014-08-14 19:04:39,0,0,0
2014-08-14 19:04:40,0,0,0
2014-08-14 19:04:41,0,0,0
2014-08-14 19:04:42,0,0,0
2014-08-14 19:04:43,0,0,0
2014-08-14 19:04:44,0,0,0
2014-08-14 19:04:45,0,0,0
2014-08-14 19:04:46,0,0,0
2014-08-14 19:04:47,0,0,0
2014-08-14 19:04:48,0,0,0
2014-08-14 19:04:49,0,0,0
2014-08-14 19:04:50,0,0,0
2014-08-14 19:04:51,0,0,0
2014-08-14 19:04:52,0,0,0
2014-08-14 19:04:53,0,0,0
2014-08-14 19:04:54,0,0,0
2014-08-14 19:04:55,0,0,0
2014-08-14 19:04:56,0,0,0
2014-08-14 19:04:57,0,0,0
2014-08-14 19:04:58,0,0,0
2014-08-14 19:04:59,0,0,0
2014-08-14 19:05:00,0,0,0
2014-08-14 19:05:01,0,0,0
2014-08-14 19:05:02,0,0,0
2014-08-14 19:05:03,0,0,0
2014-08-14 19:05:04,0,0,0
2014-08-14 19:05:05,0,0,0
2014-08-14 19:05:06,0,0,0
2014-08-14 19:05:07,0,0,0
2014-08-14 19:05:08,0,0,0
2014-08-14 19:05:09,0,0,0
2014-08-14 19:05:10,0,0,0
2014-08-14 19:05:11,0,0,0
2014-08-14 19:05:12,0,0,0
2014-08-14 19:05:13,0,0,0
2014-08-14 19:05:14,0,0,0
2014-08-14 19:05:15,0,0,0
2014-08-14 19:05:16,0,0,0
2014-08-14 19:05:17,0,0,0
2014-08-14 19:05:18,0,0,0
2014-08-14 19:05:19,0,0,0
2014-08-14 19:05:20,0,0,0
2014-08-14 19:05:21,0,0,0
2014-08-14 19:05:22,0,0,0
2014-08-14 19:05:23,0,0,0
2014-08-14 19:05:24,0,0,0
2014-08-14 19:05:25,0,0,0
2014-08-14 19:05:26,0,0,0
2014-08-14 19:05:27,0,0,0
2014-08-14 19:05:28,0,0,0
2014-08-14 19:05:29,0,0,0
2014-08-14 19:05:30,0,0,0
2014-08-14 19:05:31,0,0,0
2014-08-14 19:05:32,0,0,0
2014-08-14 19:05:33,0,0,0
2014-08-14 19:05:34,0,0,0
2014-08-14 19:05:35,0,0,0
2014-08-14 19:05:36,0,0,0
2014-08-14 19:05:37,0,0,0
2014-08-14 19:05:38,0,0,0
2014-08-14 19:05:39,0,0,0
2014-08-14 19:05:40,0,0,0
2014-08-14 19:05:41,0,0,0
2014-08-14 19:05:42,0,0,0
2014-08-14 19:05:43,0,0,0
2014-08-14 19:05:44,0,0,0
2014-08-14 19:05:45,0,0,0
2014-08-14 19:05:46,0,0,0
2014-08-14 19:05:47,0,0,0
2014-08-14 19:05:48,0,0,0
2014-08-14 19:05:49,0,0,0
2014-08-14 19:05:50,0,0,0
2014-08-14 19:05:51,0,0,0
2014-08-14 19:05:52,0,0,0
2014-08-14 19:05:53,0,0,0
2014-08-14 19:05:54,0,0,0
2014-08-14 19:05:55,0,0,0
2014-08-14 19:05:56,0,0,0
2014-08-14 19:05:57,0,0,0
2014-08-14 19:05:58,0,0,0
2014-08-14 19:05:59,0,0,0
2014-08-14 19:06:00,0,0,0
2014-08-14 19:06:01,0,0,0
2014-08-14 19:06:02,0,0,0
2014-08-14 19:06:03,0,0,0
2014-08-14 19:06:04,0,0,0
2014-08-14 19:06:05,0,0,0
2014-08-14 19:06:06,0,0,0
2014-08-14 19:06:07,0,0,0
2014-08-14 19:06:08,0,0,0
2014-08-14 19:06:09,0,0,0
2014-08-14 19:06:10,0,0,0
2014-08-14 19:06:11,0,0,0
2014-08-14 19:06:12,0,0,0
2014-08-14 19:06:13,0,2,0
2014-08-14 19:06:14,0,2,0
2014-08-14 19:06:15,0,2,0
2014-08-14 19:06:16,0,2,0
2014-08-14 19:06:17,0,2,0
2014-08-14 19:06:18,2,0,0
2014-08-14 19:06:19,2,0,0
2014-08-14 19:06:20,2,0,0
2014-08-14 19:06:21,2,0,0
2014-08-14 19:06:22,2,0,0
2014-08-14 19:06:23,0,0,0
2014-08-14 19:06:24,0,0,0
2014-08-14 19:06:25,0,0,0
2014-08-14 19:06:26,0,0,0
2014-08-14 19:06:27,0,0,0
2014-08-14 19:06:28,0,0,0
2014-08-14 19:06:29,0,0,0
2014-08-14 19:06:30,0,0,0
2014-08-14 19:06:31,0,0,0
2014-08-14 19:06:32,0,0,0
2014-08-14 19:06:33,0,0,0
2014-08-14 19:06:34,0,0,0
2014-08-14 19:06:35,0,0,0
2014-08-14 19:06:36,0,0,0
2014-08-14 19:06:37,0,0,0
2014-08-14 19:06:38,0,0,0
2014-08-14 19:06:39,0,0,0
2014-08-14 19:06:40,0,0,0
2014-08-14 19:06:41,0,0,0
2014-08-14 19:06:42,0,0,0
2014-08-14 19:06:43,0,0,0
2014-08-14 19:06:44,0,0,0
2014-08-14 19:06:45,0,0,0
2014-08-14 19:06:46,0,0,0
2014-08-14 19:06:47,0,0,0
2014-08-14 19:06:48,0,0,0
2014-08-14 19:06:49,0,0,0
2014-08-14 19:06:50,0,0,0
2014-08-14 19:06:51,0,0,0
2014-08-14 19:06:52,0,0,0
2014-08-14 19:06:53,0,0,0
2014-08-14 19:06:54,0,0,0
2014-08-14 19:06:55,0,0,0
2014-08-14 19:06:56,0,0,0
2014-08-14 19:06:57,0,0,0
2014-08-14 19:06:58,0,0,0
2014-08-14 19:06:59,0,0,0
2014-08-14 19:07:00,0,0,0
2014-08-14 19:07:01,0,0,0
2014-08-14 19:07:02,0,0,0
2014-08-14 19:07:03,0,0,0
2014-08-14 19:07:04,0,0,0
2014-08-14 19:07:05,0,0,0
2014-08-14 19:07:06,0,0,0
2014-08-14 19:07:07,0,0,0
2014-08-14 19:07:08,0,0,0
2014-08-14 19:07:09,0,0,0
2014-08-14 19:07:10,0,0,0
2014-08-14 19:07:11,0,0,0
2014-08-14 19:07:12,0,0,0
2014-08-14 19:07:13,0,0,0
2014-08-14 19:07:14,0,0,0
2014-08-14 19:07:15,0,0,0
2014-08-14 19:07:16,0,0,0
2014-08-14 19:07:17,0,0,0
2014-08-14 19:07:18,0,0,0
2014-08-14 19:07:19,0,0,0
2014-08-14 19:07:20,0,0,0
2014-08-14 19:07:21,0,0,0
2014-08-14 19:07:22,0,0,0
2014-08-14 19:07:23,0,0,0
2014-08-14 19:07:24,0,0,0
2014-08-14 19:07:25,0,0,0
2014-08-14 19:07:26,0,0,0
2014-08-14 19:07:27,0,0,0
2014-08-14 19:07:28,0,0,0
2014-08-14 19:07:29,0,0,0
2014-08-14 19:07:30,0,0,0
2014-08-14 19:07:31,0,0,0
2014-08-14 19:07:32,0,0,0
2014-08-14 19:07:33,0,0,0
2014-08-14 19:07:34,0,0,0
2014-08-14 19:07:35,0,0,0
2014-08-14 19:07:36,0,0,0
2014-08-14 19:07:37,0,0,0
2014-08-14 19:07:38,0,0,0
2014-08-14 19:07:39,0,0,0
2014-08-14 19:07:40,0,0,0
2014-08-14 19:07:41,0,0,0
2014-08-14 19:07:42,0,0,0
2014-08-14 19:07:43,0,0,0
2014-08-14 19:07:44,0,0,0
2014-08-14 19:07:45,0,0,0
2014-08-14 19:07:46,0,0,0
2014-08-14 19:07:47,0,0,0
2014-08-14 19:07:48,0,0,0
2014-08-14 19:07:49,0,0,0
2014-08-14 19:07:50,0,0,0
2014-08-14 19:07:51,0,0,0
2014-08-14 19:07:52,0,0,0
2014-08-14 19:07:53,0,0,0
2014-08-14 19:07:54,0,0,0
2014-08-14 19:07:55,0,0,0
2014-08-14 19:07:56,0,0,0
2014-08-14 19:07:57,0,0,0
2014-08-14 19:07:58,0,0,0
2014-08-14 19:07:59,0,0,0
2014-08-14 19:08:00,0,0,0
2014-08-14 19:08:01,0,0,0
2014-08-14 19:08:02,0,0,0
2014-08-14 19:08:03,0,0,0
2014-08-14 19:08:04,0,0,0
2014-08-14 19:08:05,0,0,0
2014-08-14 19:08:06,0,0,0
2014-08-14 19:08:07,0,0,0
2014-08-14 19:08:08,0,0,0
2014-08-14 19:08:09,0,0,0
2014-08-14 19:08:10,0,0,0
2014-08-14 19:08:11,0,0,0
2014-08-14 19:08:12,0,0,0
2014-08-14 19:08:13,0,0,0
2014-08-14 19:08:14,0,0,0
2014-08-14 19:08:15,0,0,0
2014-08-14 19:08:16,0,0,0
2014-08-14 19:08:17,0,0,0
2014-08-14 19:08:18,0,0,0
2014-08-14 19:08:19,0,0,0
2014-08-14 19:08:20,0,0,0
2014-08-14 19:08:21,0,0,0
2014-08-14 19:08:22,0,0,0
2014-08-14 19:08:23,0,0,0
2014-08-14 19:08:24,0,0,0
2014-08-14 19:08:25,0,0,0
2014-08-14 19:08:26,0,0,0
2014-08-14 19:08:27,0,0,0
2014-08-14 19:08:28,0,0,0
2014-08-14 19:08:29,0,0,0
2014-08-14 19:08:30,0,0,0
2014-08-14 19:08:31,0,0,0
2014-08-14 19:08:32,0,0,0
2014-08-14 19:08:33,0,0,0
2014-08-14 19:08:34,0,0,0
2014-08-14 19:08:35,0,0,0
2014-08-14 19:08:36,0,0,0
2014-08-14 19:08:37,0,0,0
2014-08-14 19:08:38,0,0,0
2014-08-14 19:08:39,0,0,0
2014-08-14 19:08:40,0,0,0
2014-08-14 19:08:41,0,0,0
2014-08-14 19:08:42,0,0,0
2014-08-14 19:08:43,0,0,0
2014-08-14 19:08:44,0,0,0
2014-08-14 19:08:45,0,0,0
2014-08-14 19:08:46,0,0,0
2014-08-14 19:08:47,0,0,0
2014-08-14 19:08:48,0,0,0
2014-08-14 19:08:49,0,0,0
2014-08-14 19:08:50,0,0,0
2014-08-14 19:08:51,0,0,0
2014-08-14 19:08:52,0,0,0
2014-08-14 19:08:53,0,0,0
2014-08-14 19:08:54,0,0,0
2014-08-14 19:08:55,0,0,0
2014-08-14 19:08:56,0,0,0
2014-08-14 19:08:57,0,0,0
2014-08-14 19:08:58,0,0,0
2014-08-14 19:08:59,0,0,0
2014-08-14 19:09:00,0,0,0
2014-08-14 19:09:01,0,0,0
2014-08-14 19:09:02,0,0,0
2014-08-14 19:09:03,0,0,0
2014-08-14 19:09:04,0,0,0
2014-08-14 19:09:05,0,0,0
2014-08-14 19:09:06,0,2,0
2014-08-14 19:09:07,0,4,0
2014-08-14 19:09:08,0,8,0
2014-08-14 19:09:09,0,8,0
2014-08-14 19:09:10,0,8,0
2014-08-14 19:09:11,0,3,0
2014-08-14 19:09:12,0,3,0
2014-08-14 19:09:13,0,1,0
2014-08-14 19:09:14,0,3,0
2014-08-14 19:09:15,0,1,0
2014-08-14 19:09:16,0,3,0
2014-08-14 19:09:17,0,3,0
2014-08-14 19:09:18,0,3,0
2014-08-14 19:09:19,0,3,0
2014-08-14 19:09:20,0,3,0
2014-08-14 19:09:21,0,3,0
2014-08-14 19:09:22,0,3,0
2014-08-14 19:09:23,0,3,0
2014-08-14 19:09:24,0,3,0
2014-08-14 19:09:25,0,3,0
2014-08-14 19:09:26,0,3,0
2014-08-14 19:09:27,0,3,0
2014-08-14 19:09:28,0,3,0
2014-08-14 19:09:29,0,3,0
2014-08-14 19:09:30,0,3,0
2014-08-14 19:09:31,0,3,0
2014-08-14 19:09:32,0,1,0
2014-08-14 19:09:33,0,1,0
2014-08-14 19:09:34,0,2,0
2014-08-14 19:09:35,0,1,0
2014-08-14 19:09:36,0,2,0
2014-08-14 19:09:37,0,2,0
2014-08-14 19:09:38,0,2,0
2014-08-14 19:09:39,0,2,0
2014-08-14 19:09:40,0,2,0
2014-08-14 19:09:41,0,2,0
2014-08-14 19:09:42,0,1,0
2014-08-14 19:09:43,0,1,0
2014-08-14 19:09:44,0,1,0
2014-08-14 19:09:45,0,3,0
2014-08-14 19:09:46,0,3,0
2014-08-14 19:09:47,0,3,0
2014-08-14 19:09:48,0,3,0
2014-08-14 19:09:49,0,3,0
2014-08-14 19:09:50,0,1,0
2014-08-14 19:09:51,0,3,0
2014-08-14 19:09:52,0,2,0
2014-08-14 19:09:53,0,3,0
2014-08-14 19:09:54,0,3,0
2014-08-14 19:09:55,0,8,0
2014-08-14 19:09:56,0,3,0
2014-08-14 19:09:57,0,3,0
2014-08-14 19:09:58,0,3,0
2014-08-14 19:09:59,0,3,0
2014-08-14 19:10:00,0,3,0
2014-08-14 19:10:01,0,3,0
2014-08-14 19:10:02,0,3,0
2014-08-14 19:10:03,0,3,0
2014-08-14 19:10:04,0,3,0
2014-08-14 19:10:05,0,3,0
2014-08-14 19:10:06,2,1,0
2014-08-14 19:10:07,2,2,0
2014-08-14 19:10:08,2,2,0
2014-08-14 19:10:09,2,2,0
2014-08-14 19:10:10,2,2,0
2014-08-14 19:10:11,2,1,0
2014-08-14 19:10:12,2,1,0
2014-08-14 19:10:13,2,3,0
2014-08-14 19:10:14,2,1,0
2014-08-14 19:10:15,2,1,0
2014-08-14 19:10:16,2,1,0
2014-08-14 19:10:17,2,2,0
2014-08-14 19:10:18,2,2,0
2014-08-14 19:10:19,2,2,0
2014-08-14 19:10:20,2,2,0
2014-08-14 19:10:21,2,2,0
2014-08-14 19:10:22,2,2,0
2014-08-14 19:10:23,2,2,0
2014-08-14 19:10:24,2,2,0
2014-08-14 19:10:25,2,2,0
2014-08-14 19:10:26,2,2,0
2014-08-14 19:10:27,2,2,0
2014-08-14 19:10:28,2,2,0
2014-08-14 19:10:29,2,2,0
2014-08-14 19:10:30,2,2,0
2014-08-14 19:10:31,8,2,0
2014-08-14 19:10:32,8,2,0
2014-08-14 19:10:33,8,2,0
2014-08-14 19:10:34,8,2,0
2014-08-14 19:10:35,8,2,0
2014-08-14 19:10:36,0,2,0
2014-08-14 19:10:37,0,2,0
2014-08-14 19:10:38,0,3,0
2014-08-14 19:10:39,0,3,0
2014-08-14 19:10:40,0,3,0
2014-08-14 19:10:41,0,3,0
2014-08-14 19:10:42,0,3,0
2014-08-14 19:10:43,0,3,0
2014-08-14 19:10:44,0,3,0
2014-08-14 19:10:45,0,3,0
