time,charles,charles_ipadair,yvonne
2014-05-05 21:09:31,2,4,4
2014-05-05 21:09:32,2,4,4
2014-05-05 21:09:33,3,4,4
2014-05-05 21:09:34,3,4,4
2014-05-05 21:09:35,3,4,4
2014-05-05 21:09:36,3,4,4
2014-05-05 21:09:37,3,7,2
2014-05-05 21:09:38,3,4,2
2014-05-05 21:09:39,3,4,2
2014-05-05 21:09:40,3,4,2
2014-05-05 21:09:41,3,4,2
2014-05-05 21:09:42,3,4,2
2014-05-05 21:09:43,8,4,3
2014-05-05 21:09:44,2,4,3
2014-05-05 21:09:45,2,4,3
2014-05-05 21:09:46,2,4,3
2014-05-05 21:09:47,2,4,3
2014-05-05 21:09:48,2,4,3
2014-05-05 21:09:49,2,4,3
2014-05-05 21:09:50,2,4,2
2014-05-05 21:09:51,2,4,2
2014-05-05 21:09:52,0,4,2
2014-05-05 21:09:53,0,4,2
2014-05-05 21:09:54,0,2,4
2014-05-05 21:09:55,0,2,4
2014-05-05 21:09:56,0,2,4
2014-05-05 21:09:57,0,2,4
2014-05-05 21:09:58,0,2,4
2014-05-05 21:09:59,0,2,4
2014-05-05 21:10:00,0,2,2
2014-05-05 21:10:01,0,2,2
2014-05-05 21:10:02,0,2,2
2014-05-05 21:10:03,0,2,2
2014-05-05 21:10:04,0,2,2
2014-05-05 21:10:05,0,2,2
2014-05-05 21:10:06,0,2,2
2014-05-05 21:10:07,0,2,2
2014-05-05 21:10:08,0,2,2
2014-05-05 21:10:09,0,2,4
2014-05-05 21:10:10,0,2,4
2014-05-05 21:10:11,0,2,4
2014-05-05 21:10:12,0,2,4
2014-05-05 21:10:13,0,2,4
2014-05-05 21:10:14,0,2,4
2014-05-05 21:10:15,0,2,4
2014-05-05 21:10:16,2,2,2
2014-05-05 21:10:17,2,2,2
2014-05-05 21:10:18,2,2,2
2014-05-05 21:10:19,2,2,2
2014-05-05 21:10:20,2,2,2
2014-05-05 21:10:21,3,2,2
2014-05-05 21:10:22,3,2,2
2014-05-05 21:10:23,3,2,2
2014-05-05 21:10:24,3,2,2
2014-05-05 21:10:25,3,2,2
2014-05-05 21:10:26,3,2,2
2014-05-05 21:10:27,3,2,2
2014-05-05 21:10:28,3,2,2
2014-05-05 21:10:29,3,2,2
2014-05-05 21:10:30,3,2,2
2014-05-05 21:10:31,3,2,2
2014-05-05 21:10:32,3,2,2
2014-05-05 21:10:33,2,1,2
2014-05-05 21:10:34,3,1,2
2014-05-05 21:10:35,3,1,2
2014-05-05 21:10:36,3,1,2
2014-05-05 21:10:37,3,1,0
2014-05-05 21:10:38,3,2,0
2014-05-05 21:10:39,3,1,0
2014-05-05 21:10:40,3,2,0
2014-05-05 21:10:41,3,3,0
2014-05-05 21:10:42,2,2,0
2014-05-05 21:10:43,2,2,0
2014-05-05 21:10:44,2,2,2
2014-05-05 21:10:45,2,2,2
2014-05-05 21:10:46,2,2,2
2014-05-05 21:10:47,2,2,2
2014-05-05 21:10:48,2,2,2
2014-05-05 21:10:49,2,2,2
2014-05-05 21:10:50,2,2,2
2014-05-05 21:10:51,2,2,2
2014-05-05 21:10:52,2,2,2
2014-05-05 21:10:53,2,2,2
2014-05-05 21:10:54,2,2,2
2014-05-05 21:10:55,2,2,2
2014-05-05 21:10:56,2,2,0
2014-05-05 21:10:57,2,2,0
2014-05-05 21:10:58,2,2,0
2014-05-05 21:10:59,2,2,6
2014-05-05 21:11:00,2,2,6
2014-05-05 21:11:01,2,2,6
2014-05-05 21:11:02,2,2,6
2014-05-05 21:11:03,8,2,2
2014-05-05 21:11:04,8,2,4
2014-05-05 21:11:05,4,2,6
2014-05-05 21:11:06,7,2,6
2014-05-05 21:11:07,8,2,6
2014-05-05 21:11:08,8,2,6
2014-05-05 21:11:09,8,2,2
2014-05-05 21:11:10,3,2,0
2014-05-05 21:11:11,3,2,0
2014-05-05 21:11:12,1,2,0
2014-05-05 21:11:13,1,2,2
2014-05-05 21:11:14,1,2,2
2014-05-05 21:11:15,1,2,2
2014-05-05 21:11:16,1,2,2
2014-05-05 21:11:17,1,2,2
2014-05-05 21:11:18,3,2,2
2014-05-05 21:11:19,1,2,3
2014-05-05 21:11:20,1,2,4
2014-05-05 21:11:21,3,2,4
2014-05-05 21:11:22,3,2,4
2014-05-05 21:11:23,3,2,4
2014-05-05 21:11:24,3,2,4
2014-05-05 21:11:25,3,2,4
2014-05-05 21:11:26,3,2,0
2014-05-05 21:11:27,3,2,0
2014-05-05 21:11:28,3,2,0
2014-05-05 21:11:29,3,2,0
2014-05-05 21:11:30,3,2,0
2014-05-05 21:11:31,4,2,0
2014-05-05 21:11:32,4,2,0
2014-05-05 21:11:33,3,2,0
2014-05-05 21:11:34,3,2,0
2014-05-05 21:11:35,6,2,0
2014-05-05 21:11:36,6,2,0
2014-05-05 21:11:37,6,2,0
2014-05-05 21:11:38,2,2,0
2014-05-05 21:11:39,2,2,0
2014-05-05 21:11:40,2,2,0
2014-05-05 21:11:41,2,2,0
2014-05-05 21:11:42,2,2,0
2014-05-05 21:11:43,2,2,0
2014-05-05 21:11:44,2,2,0
2014-05-05 21:11:45,2,2,0
2014-05-05 21:11:46,2,2,0
2014-05-05 21:11:47,2,2,0
2014-05-05 21:11:48,2,2,0
2014-05-05 21:11:49,2,2,0
2014-05-05 21:11:50,2,2,0
2014-05-05 21:11:51,2,2,0
2014-05-05 21:11:52,2,2,0
2014-05-05 21:11:53,2,2,0
2014-05-05 21:11:54,2,2,0
2014-05-05 21:11:55,2,2,0
2014-05-05 21:11:56,2,2,0
2014-05-05 21:11:57,2,2,0
2014-05-05 21:11:58,2,2,0
2014-05-05 21:11:59,2,2,0
2014-05-05 21:12:00,2,2,0
2014-05-05 21:12:01,0,0,0
2014-05-05 21:12:02,0,0,0
2014-05-05 21:12:03,0,0,0
