time,yvonne,christina,charles,jonathan
2014-04-28 17:19:19,1,4,0,0
2014-04-28 17:19:20,2,4,0,0
2014-04-28 17:19:21,2,4,0,0
2014-04-28 17:19:22,1,3,0,0
2014-04-28 17:19:23,1,3,0,0
2014-04-28 17:19:24,1,3,0,0
2014-04-28 17:19:25,1,4,0,0
2014-04-28 17:19:26,1,8,0,0
2014-04-28 17:19:27,1,2,0,0
2014-04-28 17:19:28,1,0,0,0
2014-04-28 17:19:29,1,0,0,0
2014-04-28 17:19:30,1,2,0,0
2014-04-28 17:19:31,1,3,0,0
2014-04-28 17:19:32,1,3,0,0
2014-04-28 17:19:33,3,3,0,0
2014-04-28 17:19:34,0,3,0,0
2014-04-28 17:19:35,0,3,0,0
2014-04-28 17:19:36,0,3,0,0
2014-04-28 17:19:37,0,8,0,0
2014-04-28 17:19:38,0,7,0,0
2014-04-28 17:19:39,0,7,0,0
2014-04-28 17:19:40,0,4,0,0
2014-04-28 17:19:41,0,0,0,0
2014-04-28 17:19:42,0,0,0,0
2014-04-28 17:19:43,0,0,0,0
2014-04-28 17:19:44,0,0,0,0
2014-04-28 17:19:45,0,2,0,0
2014-04-28 17:19:46,0,4,0,0
2014-04-28 17:19:47,0,4,0,0
2014-04-28 17:19:48,0,4,0,0
2014-04-28 17:19:49,0,4,0,0
2014-04-28 17:19:50,0,2,0,0
2014-04-28 17:19:51,0,0,0,0
2014-04-28 17:19:52,0,0,0,0
2014-04-28 17:19:53,0,3,0,0
2014-04-28 17:19:54,0,3,0,0
2014-04-28 17:19:55,2,3,0,0
2014-04-28 17:19:56,2,0,0,0
2014-04-28 17:19:57,2,0,0,0
2014-04-28 17:19:58,2,0,0,0
2014-04-28 17:19:59,2,0,0,0
2014-04-28 17:20:00,2,0,0,0
2014-04-28 17:20:01,0,0,0,0
2014-04-28 17:20:02,0,0,0,0
2014-04-28 17:20:03,0,0,0,0
2014-04-28 17:20:04,0,0,0,0
2014-04-28 17:20:05,0,0,0,0
2014-04-28 17:20:06,0,0,0,0
2014-04-28 17:20:07,0,0,0,0
2014-04-28 17:20:08,0,0,0,0
2014-04-28 17:20:09,0,0,0,0
2014-04-28 17:20:10,0,0,0,0
2014-04-28 17:20:11,0,0,0,0
2014-04-28 17:20:12,0,0,0,0
2014-04-28 17:20:13,0,0,0,0
2014-04-28 17:20:14,0,0,0,0
2014-04-28 17:20:15,0,0,0,0
2014-04-28 17:20:16,0,0,0,1
2014-04-28 17:20:17,0,0,0,1
2014-04-28 17:20:18,0,0,0,1
2014-04-28 17:20:19,0,0,0,1
2014-04-28 17:20:20,0,0,0,1
2014-04-28 17:20:21,0,0,0,1
2014-04-28 17:20:22,0,0,0,1
2014-04-28 17:20:23,0,0,0,1
2014-04-28 17:20:24,0,0,0,1
2014-04-28 17:20:25,0,0,0,1
2014-04-28 17:20:26,0,0,0,0
2014-04-28 17:20:27,0,0,0,0
2014-04-28 17:20:28,0,0,0,0
2014-04-28 17:20:29,0,0,0,0
2014-04-28 17:20:30,0,0,0,0
2014-04-28 17:20:31,0,0,0,0
2014-04-28 17:20:32,0,0,0,0
2014-04-28 17:20:33,0,0,0,0
2014-04-28 17:20:34,0,0,0,0
2014-04-28 17:20:35,0,0,0,0
2014-04-28 17:20:36,0,0,0,0
2014-04-28 17:20:37,0,0,0,0
2014-04-28 17:20:38,0,0,0,0
2014-04-28 17:20:39,0,0,0,0
2014-04-28 17:20:40,0,0,0,0
2014-04-28 17:20:41,0,0,0,0
2014-04-28 17:20:42,0,0,0,0
2014-04-28 17:20:43,0,0,0,0
2014-04-28 17:20:44,0,0,0,0
2014-04-28 17:20:45,0,0,0,0
2014-04-28 17:20:46,0,0,0,0
2014-04-28 17:20:47,0,0,0,0
2014-04-28 17:20:48,0,0,0,0
2014-04-28 17:20:49,0,0,0,0
2014-04-28 17:20:50,0,0,0,0
2014-04-28 17:20:51,0,0,0,0
2014-04-28 17:20:52,0,0,0,0
2014-04-28 17:20:53,0,0,0,0
2014-04-28 17:20:54,0,0,0,0
2014-04-28 17:20:55,0,0,0,0
2014-04-28 17:20:56,0,0,0,0
2014-04-28 17:20:57,0,0,0,0
2014-04-28 17:20:58,0,0,0,0
2014-04-28 17:20:59,0,0,0,0
2014-04-28 17:21:00,0,0,0,0
2014-04-28 17:21:01,0,0,0,0
2014-04-28 17:21:02,0,0,0,0
2014-04-28 17:21:03,0,0,0,0
2014-04-28 17:21:04,0,0,0,2
2014-04-28 17:21:05,0,0,0,2
2014-04-28 17:21:06,0,0,0,2
2014-04-28 17:21:07,0,0,0,2
2014-04-28 17:21:08,0,0,0,1
2014-04-28 17:21:09,0,0,0,1
2014-04-28 17:21:10,0,0,0,1
2014-04-28 17:21:11,0,0,0,0
