time,yvonne,charles,christina
2013-04-21 11:59:19,2,7,5
2013-04-21 11:59:20,2,7,7
2013-04-21 11:59:21,2,7,7
2013-04-21 11:59:22,0,7,5
2013-04-21 11:59:23,2,7,6
2013-04-21 11:59:24,2,7,5
2013-04-21 11:59:25,2,7,5
2013-04-21 11:59:26,2,7,5
2013-04-21 11:59:27,2,7,5
2013-04-21 11:59:28,0,7,5
2013-04-21 11:59:29,2,7,5
2013-04-21 11:59:30,2,7,5
2013-04-21 11:59:31,2,7,5
2013-04-21 11:59:32,2,7,5
2013-04-21 11:59:33,2,7,5
2013-04-21 11:59:34,2,7,5
2013-04-21 11:59:35,6,7,5
2013-04-21 11:59:36,6,7,5
2013-04-21 11:59:37,6,5,5
2013-04-21 11:59:38,6,7,5
2013-04-21 11:59:39,6,5,5
2013-04-21 11:59:40,2,5,5
2013-04-21 11:59:41,2,7,5
2013-04-21 11:59:42,2,7,5
2013-04-21 11:59:43,6,5,5
2013-04-21 11:59:44,3,5,5
2013-04-21 11:59:45,3,5,5
2013-04-21 11:59:46,3,5,5
2013-04-21 11:59:47,3,5,5
2013-04-21 11:59:48,3,5,5
2013-04-21 11:59:49,2,5,5
2013-04-21 11:59:50,2,5,5
2013-04-21 11:59:51,2,5,5
2013-04-21 11:59:52,2,5,5
2013-04-21 11:59:53,2,7,5
2013-04-21 11:59:54,6,7,5
2013-04-21 11:59:55,2,7,5
2013-04-21 11:59:56,6,5,5
2013-04-21 11:59:57,2,5,2
2013-04-21 11:59:58,6,5,2
2013-04-21 11:59:59,6,5,2
2013-04-21 12:00:00,6,5,0
2013-04-21 12:00:01,6,5,0
2013-04-21 12:00:02,5,7,0
2013-04-21 12:00:03,2,7,0
2013-04-21 12:00:04,2,5,0
2013-04-21 12:00:05,2,5,0
2013-04-21 12:00:06,2,5,0
2013-04-21 12:00:07,2,7,0
2013-04-21 12:00:08,2,5,0
2013-04-21 12:00:09,2,5,0
2013-04-21 12:00:10,2,5,0
2013-04-21 12:00:11,2,5,2
2013-04-21 12:00:12,2,5,2
2013-04-21 12:00:13,2,5,2
2013-04-21 12:00:14,2,5,2
2013-04-21 12:00:15,2,5,2
2013-04-21 12:00:16,2,5,0
2013-04-21 12:00:17,2,5,0
2013-04-21 12:00:18,2,5,0
2013-04-21 12:00:19,2,5,0
2013-04-21 12:00:20,2,5,0
2013-04-21 12:00:21,2,5,2
2013-04-21 12:00:22,2,5,2
2013-04-21 12:00:23,2,5,2
2013-04-21 12:00:24,2,5,2
2013-04-21 12:00:25,2,5,2
2013-04-21 12:00:26,2,5,0
2013-04-21 12:00:27,2,5,0
2013-04-21 12:00:28,2,5,0
2013-04-21 12:00:29,2,5,0
2013-04-21 12:00:30,2,5,0
2013-04-21 12:00:31,2,5,0
2013-04-21 12:00:32,2,5,2
2013-04-21 12:00:33,2,5,2
2013-04-21 12:00:34,2,5,2
2013-04-21 12:00:35,2,5,2
2013-04-21 12:00:36,2,5,2
2013-04-21 12:00:37,2,5,0
2013-04-21 12:00:38,2,5,0
2013-04-21 12:00:39,2,5,0
2013-04-21 12:00:40,2,5,2
2013-04-21 12:00:41,2,5,2
2013-04-21 12:00:42,2,5,2
2013-04-21 12:00:43,2,5,2
2013-04-21 12:00:44,2,5,2
2013-04-21 12:00:45,2,5,0
2013-04-21 12:00:46,2,5,0
2013-04-21 12:00:47,2,5,0
2013-04-21 12:00:48,2,5,0
2013-04-21 12:00:49,2,5,0
2013-04-21 12:00:50,2,5,0
2013-04-21 12:00:51,2,0,0
2013-04-21 12:00:52,2,0,0
2013-04-21 12:00:53,2,0,0
2013-04-21 12:00:54,2,0,0
2013-04-21 12:00:55,2,0,0
2013-04-21 12:00:56,0,0,0
2013-04-21 12:00:57,0,0,0
2013-04-21 12:00:58,0,0,0
2013-04-21 12:00:59,0,0,0
2013-04-21 12:01:00,0,0,0
2013-04-21 12:01:01,0,0,0
2013-04-21 12:01:02,0,0,0
2013-04-21 12:01:03,0,0,0
2013-04-21 12:01:04,0,0,0
2013-04-21 12:01:05,0,0,0
2013-04-21 12:01:06,0,0,0
2013-04-21 12:01:07,0,0,0
2013-04-21 12:01:08,0,0,0
2013-04-21 12:01:09,0,0,0
2013-04-21 12:01:10,0,0,0
2013-04-21 12:01:11,0,0,0
2013-04-21 12:01:12,0,0,0
2013-04-21 12:01:13,0,0,0
2013-04-21 12:01:14,0,0,0
2013-04-21 12:01:15,0,0,0
2013-04-21 12:01:16,0,0,0
