time,device_id,x_pos,y_pos,velocity
2014-04-28T15:53:48.822274,jonathan,717.5,402.0,0.0
2014-04-28T15:53:48.880659,jonathan,378.0,404.5,0.0
2014-04-28T15:53:48.952323,jonathan,721.5,400.0,0.0
2014-04-28T15:53:49.070124,jonathan,343.0,386.5,0.0
2014-04-28T15:53:49.157295,jonathan,750.5,374.5,0.0
2014-04-28T15:53:49.158026,jonathan,746.0,373.0,4.7434163093566895
2014-04-28T15:53:49.159257,jonathan,745.5,372.5,0.7071067690849304
2014-04-28T15:53:49.174993,jonathan,745.5,370.0,2.5
2014-04-28T15:53:49.219732,jonathan,326.0,373.5,0.0
2014-04-28T15:53:49.254986,jonathan,319.5,365.5,10.307764053344727
2014-04-28T15:53:49.272637,jonathan,313.0,361.5,7.632168769836426
2014-04-28T15:53:49.335991,jonathan,787.5,303.5,0.0
2014-04-28T15:53:49.398452,jonathan,262.0,323.0,0.0
2014-04-28T15:53:49.618609,jonathan,810.0,236.5,0.0
2014-04-28T15:53:49.619340,jonathan,206.5,266.5,0.0
2014-04-28T15:53:49.619519,jonathan,204.0,261.5,5.590169906616211
2014-04-28T15:53:49.645589,jonathan,203.5,258.0,3.535533905029297
2014-04-28T15:53:49.657222,jonathan,848.5,213.5,0.0
2014-04-28T15:53:49.764933,jonathan,163.0,198.5,0.0
2014-04-28T15:53:49.833190,jonathan,896.5,177.5,0.0
2014-04-28T15:53:49.867094,jonathan,889.0,175.0,7.905694007873535
2014-04-28T15:53:49.868950,jonathan,888.0,174.5,1.1180340051651
2014-04-28T15:53:49.890285,jonathan,887.5,173.5,1.1180340051651
2014-04-28T15:53:49.944362,jonathan,142.0,189.0,0.0
2014-04-28T15:53:50.019330,jonathan,938.0,139.5,0.0
2014-04-28T15:53:50.134432,jonathan,114.5,169.5,0.0
2014-04-28T15:53:50.219398,jonathan,952.0,111.5,0.0
2014-04-28T15:53:50.313288,jonathan,84.0,125.5,0.0
2014-04-28T15:53:50.481047,jonathan,971.5,100.5,0.0
2014-04-28T15:53:50.481242,jonathan,968.0,98.0,4.3011627197265625
2014-04-28T15:53:50.481431,jonathan,967.0,95.5,2.692582368850708
2014-04-28T15:53:50.481622,jonathan,966.0,94.5,1.4142135381698608
2014-04-28T15:53:50.481789,jonathan,965.5,90.0,4.527692794799805
2014-04-28T15:53:50.481992,jonathan,70.0,111.5,0.0
2014-04-28T15:53:50.687312,jonathan,986.5,70.5,0.0
2014-04-28T15:53:50.687811,jonathan,71.0,91.0,0.0
2014-04-28T15:53:50.785606,jonathan,1014.5,60.5,0.0
2014-04-28T15:53:50.785762,jonathan,1004.5,59.0,10.1118745803833
2014-04-28T15:53:50.817962,jonathan,1004.0,59.0,0.5
2014-04-28T15:53:50.822201,jonathan,1004.0,58.0,1.0
2014-04-28T15:53:50.865864,jonathan,64.0,68.0,0.0
2014-04-28T15:53:50.896835,jonathan,71.0,80.5,14.32654857635498
2014-04-28T15:53:51.001928,jonathan,1013.0,56.5,0.0
2014-04-28T15:53:51.176602,jonathan,79.5,70.0,0.0
2014-04-28T15:53:51.188838,jonathan,991.5,75.5,0.0
2014-04-28T15:53:51.189067,jonathan,986.5,73.0,5.590169906616211
2014-04-28T15:53:51.189211,jonathan,985.0,73.0,1.5
2014-04-28T15:53:51.189349,jonathan,984.5,73.0,0.5
2014-04-28T15:53:51.199777,jonathan,92.5,80.5,0.0
2014-04-28T15:53:51.453505,jonathan,976.0,89.0,0.0
2014-04-28T15:53:51.454037,jonathan,88.5,95.0,0.0
2014-04-28T15:53:51.478777,jonathan,959.5,117.0,0.0
2014-04-28T15:53:51.566281,jonathan,122.5,120.5,0.0
2014-04-28T15:53:51.802235,jonathan,940.5,141.0,0.0
2014-04-28T15:53:51.802586,jonathan,181.5,175.0,0.0
2014-04-28T15:53:51.802721,jonathan,183.5,179.5,4.924428939819336
2014-04-28T15:53:51.802857,jonathan,186.0,186.0,6.964194297790527
2014-04-28T15:53:51.952587,jonathan,918.5,187.5,0.0
