time,BD49B35A-8999-4987-9759-8D3F28D1292B,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4
2015-06-03 11:49:44,0,0
2015-06-03 11:49:45,2,0
2015-06-03 11:49:46,2,0
2015-06-03 11:49:47,2,0
2015-06-03 11:49:48,2,0
2015-06-03 11:49:49,2,0
2015-06-03 11:49:50,6,0
2015-06-03 11:49:51,0,0
2015-06-03 11:49:52,0,0
2015-06-03 11:49:53,0,0
2015-06-03 11:49:54,2,0
2015-06-03 11:49:55,2,0
2015-06-03 11:49:56,2,0
2015-06-03 11:49:57,2,0
2015-06-03 11:49:58,8,0
2015-06-03 11:49:59,4,0
2015-06-03 11:50:00,4,0
2015-06-03 11:50:01,4,0
2015-06-03 11:50:02,4,0
2015-06-03 11:50:03,4,0
2015-06-03 11:50:04,0,0
2015-06-03 11:50:05,0,0
2015-06-03 11:50:06,0,0
2015-06-03 11:50:07,0,0
2015-06-03 11:50:08,0,0
2015-06-03 11:50:09,0,0
2015-06-03 11:50:10,0,0
2015-06-03 11:50:11,0,0
2015-06-03 11:50:12,0,0
2015-06-03 11:50:13,0,0
2015-06-03 11:50:14,0,0
2015-06-03 11:50:15,0,0
2015-06-03 11:50:16,0,0
2015-06-03 11:50:17,0,0
2015-06-03 11:50:18,0,0
2015-06-03 11:50:19,0,0
2015-06-03 11:50:20,4,0
2015-06-03 11:50:21,8,0
2015-06-03 11:50:22,1,0
2015-06-03 11:50:23,1,0
2015-06-03 11:50:24,1,0
2015-06-03 11:50:25,1,0
2015-06-03 11:50:26,1,0
2015-06-03 11:50:27,1,0
2015-06-03 11:50:28,1,0
2015-06-03 11:50:29,2,0
2015-06-03 11:50:30,2,0
2015-06-03 11:50:31,2,0
2015-06-03 11:50:32,2,0
2015-06-03 11:50:33,2,0
2015-06-03 11:50:34,2,0
2015-06-03 11:50:35,2,0
2015-06-03 11:50:36,1,0
2015-06-03 11:50:37,1,0
2015-06-03 11:50:38,1,0
2015-06-03 11:50:39,1,0
2015-06-03 11:50:40,1,0
2015-06-03 11:50:41,3,0
2015-06-03 11:50:42,3,0
2015-06-03 11:50:43,3,0
2015-06-03 11:50:44,4,0
2015-06-03 11:50:45,7,0
2015-06-03 11:50:46,7,0
2015-06-03 11:50:47,7,0
2015-06-03 11:50:48,4,0
2015-06-03 11:50:49,3,0
2015-06-03 11:50:50,3,0
2015-06-03 11:50:51,3,0
2015-06-03 11:50:52,3,0
2015-06-03 11:50:53,3,0
2015-06-03 11:50:54,3,0
2015-06-03 11:50:55,8,0
2015-06-03 11:50:56,8,0
2015-06-03 11:50:57,8,0
2015-06-03 11:50:58,8,0
2015-06-03 11:50:59,3,0
2015-06-03 11:51:00,3,0
2015-06-03 11:51:01,3,0
2015-06-03 11:51:02,3,0
2015-06-03 11:51:03,2,0
2015-06-03 11:51:04,2,0
2015-06-03 11:51:05,2,0
2015-06-03 11:51:06,2,0
2015-06-03 11:51:07,3,0
2015-06-03 11:51:08,8,0
2015-06-03 11:51:09,3,0
2015-06-03 11:51:10,3,0
2015-06-03 11:51:11,3,0
2015-06-03 11:51:12,1,0
2015-06-03 11:51:13,3,0
2015-06-03 11:51:14,3,0
2015-06-03 11:51:15,3,0
2015-06-03 11:51:16,4,0
2015-06-03 11:51:17,4,0
2015-06-03 11:51:18,4,0
2015-06-03 11:51:19,3,0
2015-06-03 11:51:20,3,0
2015-06-03 11:51:21,3,0
2015-06-03 11:51:22,3,0
2015-06-03 11:51:23,3,0
2015-06-03 11:51:24,3,0
2015-06-03 11:51:25,3,0
2015-06-03 11:51:26,3,0
2015-06-03 11:51:27,8,0
2015-06-03 11:51:28,3,0
2015-06-03 11:51:29,3,0
2015-06-03 11:51:30,3,0
2015-06-03 11:51:31,1,0
2015-06-03 11:51:32,1,0
2015-06-03 11:51:33,1,0
2015-06-03 11:51:34,1,0
2015-06-03 11:51:35,1,0
2015-06-03 11:51:36,3,0
2015-06-03 11:51:37,3,0
2015-06-03 11:51:38,8,0
2015-06-03 11:51:39,4,0
2015-06-03 11:51:40,7,0
2015-06-03 11:51:41,7,0
2015-06-03 11:51:42,7,0
2015-06-03 11:51:43,7,0
2015-06-03 11:51:44,7,0
2015-06-03 11:51:45,7,0
2015-06-03 11:51:46,7,0
2015-06-03 11:51:47,7,0
2015-06-03 11:51:48,7,0
2015-06-03 11:51:49,7,0
2015-06-03 11:51:50,7,0
2015-06-03 11:51:51,7,2
2015-06-03 11:51:52,7,2
2015-06-03 11:51:53,7,2
2015-06-03 11:51:54,7,2
2015-06-03 11:51:55,7,2
2015-06-03 11:51:56,7,6
2015-06-03 11:51:57,7,0
2015-06-03 11:51:58,7,0
2015-06-03 11:51:59,7,0
2015-06-03 11:52:00,7,0
2015-06-03 11:52:01,7,0
2015-06-03 11:52:02,4,6
2015-06-03 11:52:03,3,6
2015-06-03 11:52:04,3,6
2015-06-03 11:52:05,3,7
2015-06-03 11:52:06,1,7
2015-06-03 11:52:07,1,7
2015-06-03 11:52:08,8,7
2015-06-03 11:52:09,8,6
2015-06-03 11:52:10,8,6
