time,BD49B35A-8999-4987-9759-8D3F28D1292B,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4
2015-06-03 11:52:11,8,0
2015-06-03 11:52:12,8,0
2015-06-03 11:52:13,8,0
2015-06-03 11:52:14,8,0
2015-06-03 11:52:15,8,0
2015-06-03 11:52:16,7,0
2015-06-03 11:52:17,7,0
2015-06-03 11:52:18,7,0
2015-06-03 11:52:19,4,0
2015-06-03 11:52:20,2,0
2015-06-03 11:52:21,2,0
2015-06-03 11:52:22,2,0
2015-06-03 11:52:23,2,6
2015-06-03 11:52:24,2,6
2015-06-03 11:52:25,3,6
2015-06-03 11:52:26,8,6
2015-06-03 11:52:27,8,6
2015-06-03 11:52:28,8,6
2015-06-03 11:52:29,8,0
2015-06-03 11:52:30,8,0
2015-06-03 11:52:31,7,0
2015-06-03 11:52:32,7,0
2015-06-03 11:52:33,7,0
2015-06-03 11:52:34,8,0
2015-06-03 11:52:35,3,4
2015-06-03 11:52:36,3,8
2015-06-03 11:52:37,3,8
2015-06-03 11:52:38,1,8
2015-06-03 11:52:39,1,8
2015-06-03 11:52:40,1,8
2015-06-03 11:52:41,1,8
2015-06-03 11:52:42,1,8
2015-06-03 11:52:43,1,6
2015-06-03 11:52:44,1,6
2015-06-03 11:52:45,1,7
2015-06-03 11:52:46,1,7
2015-06-03 11:52:47,1,7
2015-06-03 11:52:48,1,7
2015-06-03 11:52:49,1,7
2015-06-03 11:52:50,1,4
2015-06-03 11:52:51,1,8
2015-06-03 11:52:52,3,8
2015-06-03 11:52:53,3,3
2015-06-03 11:52:54,3,2
2015-06-03 11:52:55,2,2
2015-06-03 11:52:56,0,3
2015-06-03 11:52:57,0,1
2015-06-03 11:52:58,0,2
2015-06-03 11:52:59,0,3
2015-06-03 11:53:00,0,3
2015-06-03 11:53:01,0,3
2015-06-03 11:53:02,0,3
2015-06-03 11:53:03,0,3
2015-06-03 11:53:04,0,3
2015-06-03 11:53:05,0,3
2015-06-03 11:53:06,0,3
2015-06-03 11:53:07,0,3
2015-06-03 11:53:08,0,4
2015-06-03 11:53:09,0,7
2015-06-03 11:53:10,0,7
2015-06-03 11:53:11,0,7
2015-06-03 11:53:12,0,4
2015-06-03 11:53:13,0,4
2015-06-03 11:53:14,2,3
2015-06-03 11:53:15,2,3
2015-06-03 11:53:16,5,3
2015-06-03 11:53:17,5,3
2015-06-03 11:53:18,1,3
2015-06-03 11:53:19,1,3
2015-06-03 11:53:20,2,3
2015-06-03 11:53:21,2,3
2015-06-03 11:53:22,2,3
2015-06-03 11:53:23,3,3
2015-06-03 11:53:24,8,3
2015-06-03 11:53:25,8,4
2015-06-03 11:53:26,8,4
2015-06-03 11:53:27,8,7
2015-06-03 11:53:28,8,7
2015-06-03 11:53:29,8,4
2015-06-03 11:53:30,7,7
2015-06-03 11:53:31,7,7
2015-06-03 11:53:32,7,7
2015-06-03 11:53:33,7,8
2015-06-03 11:53:34,7,8
2015-06-03 11:53:35,7,8
2015-06-03 11:53:36,7,8
2015-06-03 11:53:37,7,8
2015-06-03 11:53:38,7,8
2015-06-03 11:53:39,7,8
2015-06-03 11:53:40,7,8
2015-06-03 11:53:41,7,7
2015-06-03 11:53:42,7,4
2015-06-03 11:53:43,7,3
2015-06-03 11:53:44,7,2
2015-06-03 11:53:45,7,2
2015-06-03 11:53:46,7,3
2015-06-03 11:53:47,7,3
2015-06-03 11:53:48,7,3
2015-06-03 11:53:49,4,3
2015-06-03 11:53:50,4,3
2015-06-03 11:53:51,3,3
2015-06-03 11:53:52,3,3
2015-06-03 11:53:53,4,3
2015-06-03 11:53:54,4,3
2015-06-03 11:53:55,7,1
2015-06-03 11:53:56,7,1
2015-06-03 11:53:57,6,1
2015-06-03 11:53:58,0,1
2015-06-03 11:53:59,0,1
2015-06-03 11:54:00,0,1
2015-06-03 11:54:01,0,1
2015-06-03 11:54:02,0,1
2015-06-03 11:54:03,7,1
2015-06-03 11:54:04,7,1
2015-06-03 11:54:05,7,1
2015-06-03 11:54:06,7,1
2015-06-03 11:54:07,7,1
2015-06-03 11:54:08,7,1
2015-06-03 11:54:09,6,1
2015-06-03 11:54:10,7,1
2015-06-03 11:54:11,7,2
2015-06-03 11:54:12,7,2
2015-06-03 11:54:13,2,2
2015-06-03 11:54:14,0,2
2015-06-03 11:54:15,0,2
2015-06-03 11:54:16,2,2
2015-06-03 11:54:17,2,3
2015-06-03 11:54:18,2,3
2015-06-03 11:54:19,2,3
2015-06-03 11:54:20,2,4
2015-06-03 11:54:21,2,4
2015-06-03 11:54:22,2,7
2015-06-03 11:54:23,2,4
2015-06-03 11:54:24,1,4
2015-06-03 11:54:25,1,3
2015-06-03 11:54:26,1,1
2015-06-03 11:54:27,1,1
2015-06-03 11:54:28,1,1
2015-06-03 11:54:29,1,1
2015-06-03 11:54:30,1,1
2015-06-03 11:54:31,1,1
2015-06-03 11:54:32,1,1
2015-06-03 11:54:33,1,1
2015-06-03 11:54:34,1,2
2015-06-03 11:54:35,1,2
2015-06-03 11:54:36,1,2
2015-06-03 11:54:37,1,2
2015-06-03 11:54:38,1,2
2015-06-03 11:54:39,1,2
2015-06-03 11:54:40,1,2
2015-06-03 11:54:41,1,2
2015-06-03 11:54:42,1,3
2015-06-03 11:54:43,1,3
2015-06-03 11:54:44,1,3
2015-06-03 11:54:45,1,3
2015-06-03 11:54:46,1,3
2015-06-03 11:54:47,2,3
2015-06-03 11:54:48,2,2
2015-06-03 11:54:49,2,2
2015-06-03 11:54:50,0,2
2015-06-03 11:54:51,0,2
2015-06-03 11:54:52,0,4
2015-06-03 11:54:53,0,8
2015-06-03 11:54:54,0,8
2015-06-03 11:54:55,0,8
2015-06-03 11:54:56,2,3
2015-06-03 11:54:57,2,3
2015-06-03 11:54:58,2,3
2015-06-03 11:54:59,2,3
2015-06-03 11:55:00,2,3
2015-06-03 11:55:01,2,3
2015-06-03 11:55:02,0,3
2015-06-03 11:55:03,0,3
2015-06-03 11:55:04,0,3
2015-06-03 11:55:05,0,3
2015-06-03 11:55:06,0,3
2015-06-03 11:55:07,0,3
2015-06-03 11:55:08,0,3
2015-06-03 11:55:09,0,3
2015-06-03 11:55:10,0,3
2015-06-03 11:55:11,0,3
2015-06-03 11:55:12,0,3
2015-06-03 11:55:13,0,8
2015-06-03 11:55:14,0,8
2015-06-03 11:55:15,0,8
2015-06-03 11:55:16,0,8
2015-06-03 11:55:17,0,3
2015-06-03 11:55:18,0,3
2015-06-03 11:55:19,0,4
2015-06-03 11:55:20,0,4
2015-06-03 11:55:21,0,4
2015-06-03 11:55:22,0,3
2015-06-03 11:55:23,0,3
2015-06-03 11:55:24,0,8
2015-06-03 11:55:25,0,8
2015-06-03 11:55:26,0,8
2015-06-03 11:55:27,0,8
2015-06-03 11:55:28,0,8
2015-06-03 11:55:29,2,3
2015-06-03 11:55:30,2,7
2015-06-03 11:55:31,2,7
2015-06-03 11:55:32,2,7
2015-06-03 11:55:33,2,8
2015-06-03 11:55:34,2,8
2015-06-03 11:55:35,2,8
2015-06-03 11:55:36,2,8
2015-06-03 11:55:37,2,8
2015-06-03 11:55:38,2,1
2015-06-03 11:55:39,2,1
2015-06-03 11:55:40,2,3
2015-06-03 11:55:41,2,3
2015-06-03 11:55:42,2,4
2015-06-03 11:55:43,2,4
2015-06-03 11:55:44,2,4
2015-06-03 11:55:45,2,4
2015-06-03 11:55:46,2,4
2015-06-03 11:55:47,2,4
2015-06-03 11:55:48,2,4
2015-06-03 11:55:49,2,4
2015-06-03 11:55:50,2,8
2015-06-03 11:55:51,2,8
2015-06-03 11:55:52,2,3
2015-06-03 11:55:53,2,3
2015-06-03 11:55:54,2,4
2015-06-03 11:55:55,2,7
2015-06-03 11:55:56,2,4
2015-06-03 11:55:57,2,4
2015-06-03 11:55:58,2,4
2015-06-03 11:55:59,2,4
2015-06-03 11:56:00,0,8
2015-06-03 11:56:01,2,4
2015-06-03 11:56:02,2,4
2015-06-03 11:56:03,2,4
2015-06-03 11:56:04,2,4
2015-06-03 11:56:05,2,4
2015-06-03 11:56:06,2,4
2015-06-03 11:56:07,2,4
2015-06-03 11:56:08,0,4
2015-06-03 11:56:09,0,4
2015-06-03 11:56:10,0,4
2015-06-03 11:56:11,2,4
2015-06-03 11:56:12,2,4
2015-06-03 11:56:13,2,4
2015-06-03 11:56:14,2,0
2015-06-03 11:56:15,2,0
2015-06-03 11:56:16,2,0
2015-06-03 11:56:17,2,0
2015-06-03 11:56:18,2,0
2015-06-03 11:56:19,2,0
2015-06-03 11:56:20,2,0
2015-06-03 11:56:21,2,0
2015-06-03 11:56:22,2,0
2015-06-03 11:56:23,2,0
2015-06-03 11:56:24,2,0
2015-06-03 11:56:25,2,0
2015-06-03 11:56:26,2,0
2015-06-03 11:56:27,2,0
2015-06-03 11:56:28,2,0
2015-06-03 11:56:29,2,0
2015-06-03 11:56:30,2,0
2015-06-03 11:56:31,0,0
2015-06-03 11:56:32,0,0
2015-06-03 11:56:33,0,0
2015-06-03 11:56:34,0,0
2015-06-03 11:56:35,0,0
2015-06-03 11:56:36,0,0
2015-06-03 11:56:37,0,0
2015-06-03 11:56:38,0,0
2015-06-03 11:56:39,0,0
2015-06-03 11:56:40,0,0
2015-06-03 11:56:41,0,0
2015-06-03 11:56:42,0,0
2015-06-03 11:56:43,0,0
2015-06-03 11:56:44,0,0
2015-06-03 11:56:45,0,0
2015-06-03 11:56:46,0,0
2015-06-03 11:56:47,0,0
2015-06-03 11:56:48,0,0
2015-06-03 11:56:49,0,0
2015-06-03 11:56:50,0,0
2015-06-03 11:56:51,0,0
2015-06-03 11:56:52,0,0
2015-06-03 11:56:53,0,0
2015-06-03 11:56:54,0,0
2015-06-03 11:56:55,0,0
2015-06-03 11:56:56,0,0
2015-06-03 11:56:57,0,0
2015-06-03 11:56:58,0,0
2015-06-03 11:56:59,0,0
2015-06-03 11:57:00,0,0
2015-06-03 11:57:01,0,0
2015-06-03 11:57:02,0,0
2015-06-03 11:57:03,0,0
2015-06-03 11:57:04,0,0
2015-06-03 11:57:05,0,0
2015-06-03 11:57:06,0,0
2015-06-03 11:57:07,0,0
2015-06-03 11:57:08,0,0
2015-06-03 11:57:09,0,0
2015-06-03 11:57:10,0,0
2015-06-03 11:57:11,0,0
2015-06-03 11:57:12,0,0
2015-06-03 11:57:13,0,0
2015-06-03 11:57:14,0,0
2015-06-03 11:57:15,0,0
2015-06-03 11:57:16,0,0
2015-06-03 11:57:17,0,0
2015-06-03 11:57:18,0,0
2015-06-03 11:57:19,0,0
2015-06-03 11:57:20,0,0
2015-06-03 11:57:21,0,0
2015-06-03 11:57:22,0,0
2015-06-03 11:57:23,0,0
2015-06-03 11:57:24,0,0
2015-06-03 11:57:25,0,0
2015-06-03 11:57:26,0,0
2015-06-03 11:57:27,0,0
2015-06-03 11:57:28,0,0
2015-06-03 11:57:29,0,0
2015-06-03 11:57:30,0,0
2015-06-03 11:57:31,0,0
2015-06-03 11:57:32,0,0
2015-06-03 11:57:33,0,0
2015-06-03 11:57:34,0,0
2015-06-03 11:57:35,0,0
2015-06-03 11:57:36,0,0
2015-06-03 11:57:37,0,0
2015-06-03 11:57:38,0,0
2015-06-03 11:57:39,0,0
2015-06-03 11:57:40,0,0
2015-06-03 11:57:41,0,0
2015-06-03 11:57:42,0,0
2015-06-03 11:57:43,0,0
2015-06-03 11:57:44,0,0
2015-06-03 11:57:45,0,0
2015-06-03 11:57:46,0,0
2015-06-03 11:57:47,0,0
2015-06-03 11:57:48,0,0
2015-06-03 11:57:49,0,0
2015-06-03 11:57:50,0,0
2015-06-03 11:57:51,0,0
2015-06-03 11:57:52,0,0
2015-06-03 11:57:53,0,0
2015-06-03 11:57:54,0,2
2015-06-03 11:57:55,0,2
2015-06-03 11:57:56,0,2
2015-06-03 11:57:57,0,2
2015-06-03 11:57:58,0,4
2015-06-03 11:57:59,0,2
2015-06-03 11:58:00,0,2
