time,jonathan,charles,yvonne,christina
2014-04-28 15:57:30,4,0,0,0
2014-04-28 15:57:31,4,0,0,0
2014-04-28 15:57:32,7,0,0,0
2014-04-28 15:57:33,4,0,0,0
2014-04-28 15:57:34,4,0,0,0
2014-04-28 15:57:35,4,0,0,0
2014-04-28 15:57:36,4,0,0,0
2014-04-28 15:57:37,0,0,0,0
2014-04-28 15:57:38,0,0,0,0
2014-04-28 15:57:39,0,0,0,0
2014-04-28 15:57:40,0,0,0,0
2014-04-28 15:57:41,0,0,0,0
2014-04-28 15:57:42,0,0,0,0
2014-04-28 15:57:43,0,0,0,0
2014-04-28 15:57:44,0,0,0,0
2014-04-28 15:57:45,0,0,0,0
2014-04-28 15:57:46,0,0,0,0
2014-04-28 15:57:47,0,0,0,0
2014-04-28 15:57:48,0,0,0,0
2014-04-28 15:57:49,0,0,0,0
2014-04-28 15:57:50,0,0,0,0
2014-04-28 15:57:51,0,0,0,0
2014-04-28 15:57:52,0,0,0,0
2014-04-28 15:57:53,0,0,0,0
2014-04-28 15:57:54,0,0,0,0
2014-04-28 15:57:55,0,2,0,0
2014-04-28 15:57:56,0,3,0,0
2014-04-28 15:57:57,0,3,0,0
2014-04-28 15:57:58,4,1,0,0
2014-04-28 15:57:59,4,1,0,0
2014-04-28 15:58:00,4,1,0,0
2014-04-28 15:58:01,4,3,0,0
2014-04-28 15:58:02,7,2,0,0
2014-04-28 15:58:03,7,0,0,0
2014-04-28 15:58:04,7,0,0,0
2014-04-28 15:58:05,7,0,0,0
2014-04-28 15:58:06,7,0,0,0
2014-04-28 15:58:07,7,0,0,0
2014-04-28 15:58:08,7,0,0,0
2014-04-28 15:58:09,7,0,0,0
2014-04-28 15:58:10,7,0,0,0
2014-04-28 15:58:11,4,0,0,0
2014-04-28 15:58:12,4,0,0,0
2014-04-28 15:58:13,4,0,0,0
2014-04-28 15:58:14,4,0,0,0
2014-04-28 15:58:15,5,0,0,0
2014-04-28 15:58:16,5,0,0,0
2014-04-28 15:58:17,5,0,0,0
2014-04-28 15:58:18,5,0,0,0
2014-04-28 15:58:19,2,0,0,0
2014-04-28 15:58:20,2,0,0,0
2014-04-28 15:58:21,1,0,0,0
2014-04-28 15:58:22,2,0,0,0
2014-04-28 15:58:23,2,0,0,0
2014-04-28 15:58:24,2,0,0,0
2014-04-28 15:58:25,2,0,0,0
2014-04-28 15:58:26,2,0,0,0
2014-04-28 15:58:27,2,0,0,0
2014-04-28 15:58:28,2,0,0,0
2014-04-28 15:58:29,2,0,0,0
2014-04-28 15:58:30,2,0,0,0
2014-04-28 15:58:31,2,0,0,0
2014-04-28 15:58:32,2,0,0,0
2014-04-28 15:58:33,3,0,0,0
2014-04-28 15:58:34,2,0,0,0
2014-04-28 15:58:35,2,0,0,0
2014-04-28 15:58:36,2,0,0,0
2014-04-28 15:58:37,2,0,0,0
2014-04-28 15:58:38,2,0,0,0
2014-04-28 15:58:39,2,0,0,0
2014-04-28 15:58:40,2,0,0,0
2014-04-28 15:58:41,2,0,0,0
2014-04-28 15:58:42,2,0,0,0
2014-04-28 15:58:43,2,0,0,0
2014-04-28 15:58:44,2,0,0,0
2014-04-28 15:58:45,2,0,0,0
2014-04-28 15:58:46,2,0,0,0
2014-04-28 15:58:47,2,0,0,0
2014-04-28 15:58:48,2,0,0,0
2014-04-28 15:58:49,2,0,0,0
2014-04-28 15:58:50,2,0,0,0
2014-04-28 15:58:51,3,0,0,0
2014-04-28 15:58:52,4,0,0,0
2014-04-28 15:58:53,4,0,0,0
2014-04-28 15:58:54,4,0,0,0
2014-04-28 15:58:55,7,0,0,0
2014-04-28 15:58:56,7,0,0,0
2014-04-28 15:58:57,6,0,0,0
2014-04-28 15:58:58,6,0,0,0
2014-04-28 15:58:59,6,0,0,0
2014-04-28 15:59:00,6,0,0,0
2014-04-28 15:59:01,6,0,0,0
2014-04-28 15:59:02,6,0,0,0
2014-04-28 15:59:03,8,0,0,0
2014-04-28 15:59:04,8,0,0,0
2014-04-28 15:59:05,8,0,0,0
2014-04-28 15:59:06,8,0,0,0
2014-04-28 15:59:07,7,0,0,0
2014-04-28 15:59:08,3,0,0,0
2014-04-28 15:59:09,3,0,0,0
2014-04-28 15:59:10,1,0,0,0
2014-04-28 15:59:11,1,0,0,0
2014-04-28 15:59:12,1,0,0,0
2014-04-28 15:59:13,1,0,0,0
2014-04-28 15:59:14,1,0,0,0
2014-04-28 15:59:15,1,0,0,0
2014-04-28 15:59:16,1,0,0,0
2014-04-28 15:59:17,1,0,0,0
2014-04-28 15:59:18,1,0,0,0
2014-04-28 15:59:19,1,0,0,0
2014-04-28 15:59:20,1,0,0,0
2014-04-28 15:59:21,2,0,0,0
2014-04-28 15:59:22,0,0,0,0
2014-04-28 15:59:23,0,0,0,0
2014-04-28 15:59:24,0,0,0,0
2014-04-28 15:59:25,0,0,0,0
2014-04-28 15:59:26,0,0,0,0
2014-04-28 15:59:27,1,0,0,0
2014-04-28 15:59:28,1,0,0,0
2014-04-28 15:59:29,1,0,0,0
2014-04-28 15:59:30,1,0,0,0
2014-04-28 15:59:31,1,0,0,0
2014-04-28 15:59:32,1,0,0,0
2014-04-28 15:59:33,1,0,0,0
2014-04-28 15:59:34,2,0,0,0
2014-04-28 15:59:35,2,0,0,0
2014-04-28 15:59:36,2,0,0,0
2014-04-28 15:59:37,2,0,0,0
2014-04-28 15:59:38,2,0,0,0
2014-04-28 15:59:39,2,0,0,0
2014-04-28 15:59:40,2,0,0,0
2014-04-28 15:59:41,2,0,0,0
2014-04-28 15:59:42,2,0,0,0
2014-04-28 15:59:43,2,0,0,0
2014-04-28 15:59:44,1,0,0,0
2014-04-28 15:59:45,3,0,0,0
2014-04-28 15:59:46,5,0,0,0
2014-04-28 15:59:47,8,0,0,0
2014-04-28 15:59:48,8,0,0,0
2014-04-28 15:59:49,8,0,0,0
2014-04-28 15:59:50,8,0,0,0
2014-04-28 15:59:51,7,0,0,0
2014-04-28 15:59:52,7,0,0,0
2014-04-28 15:59:53,4,0,0,0
2014-04-28 15:59:54,4,0,0,0
2014-04-28 15:59:55,4,0,0,0
2014-04-28 15:59:56,4,0,0,0
2014-04-28 15:59:57,4,0,0,0
2014-04-28 15:59:58,4,0,0,0
2014-04-28 15:59:59,4,0,0,0
2014-04-28 16:00:00,4,0,0,0
2014-04-28 16:00:01,4,0,0,0
2014-04-28 16:00:02,4,0,0,0
2014-04-28 16:00:03,4,0,0,0
2014-04-28 16:00:04,4,0,0,0
2014-04-28 16:00:05,3,2,0,0
2014-04-28 16:00:06,1,2,0,2
2014-04-28 16:00:07,1,2,0,3
2014-04-28 16:00:08,1,2,0,1
2014-04-28 16:00:09,1,2,2,1
2014-04-28 16:00:10,1,2,2,1
2014-04-28 16:00:11,1,2,1,1
2014-04-28 16:00:12,0,2,1,2
2014-04-28 16:00:13,0,2,1,0
2014-04-28 16:00:14,0,0,3,0
2014-04-28 16:00:15,0,0,3,0
2014-04-28 16:00:16,0,0,3,0
2014-04-28 16:00:17,0,0,0,0
2014-04-28 16:00:18,0,0,0,0
2014-04-28 16:00:19,0,0,0,0
2014-04-28 16:00:20,0,0,0,0
2014-04-28 16:00:21,0,0,0,0
2014-04-28 16:00:22,0,0,0,0
2014-04-28 16:00:23,0,0,0,3
2014-04-28 16:00:24,0,0,0,1
2014-04-28 16:00:25,0,0,0,1
2014-04-28 16:00:26,0,0,0,1
2014-04-28 16:00:27,0,0,0,1
2014-04-28 16:00:28,0,0,0,3
2014-04-28 16:00:29,0,0,0,2
2014-04-28 16:00:30,0,0,0,0
2014-04-28 16:00:31,0,0,0,0
2014-04-28 16:00:32,0,0,0,0
2014-04-28 16:00:33,0,0,0,0
2014-04-28 16:00:34,0,0,0,0
2014-04-28 16:00:35,0,0,0,1
2014-04-28 16:00:36,0,0,0,1
2014-04-28 16:00:37,0,0,0,1
2014-04-28 16:00:38,0,0,0,1
2014-04-28 16:00:39,0,0,0,1
2014-04-28 16:00:40,0,0,0,0
2014-04-28 16:00:41,0,0,0,0
2014-04-28 16:00:42,0,0,0,0
2014-04-28 16:00:43,0,0,0,0
2014-04-28 16:00:44,0,0,0,0
2014-04-28 16:00:45,0,0,0,0
2014-04-28 16:00:46,0,0,0,0
2014-04-28 16:00:47,0,0,0,0
2014-04-28 16:00:48,0,0,0,0
2014-04-28 16:00:49,0,0,0,0
2014-04-28 16:00:50,0,0,0,4
2014-04-28 16:00:51,0,0,0,4
2014-04-28 16:00:52,0,0,0,4
2014-04-28 16:00:53,0,0,0,7
2014-04-28 16:00:54,0,0,0,7
2014-04-28 16:00:55,0,0,0,6
2014-04-28 16:00:56,0,0,0,4
2014-04-28 16:00:57,0,0,0,4
2014-04-28 16:00:58,0,0,0,4
2014-04-28 16:00:59,0,0,0,2
2014-04-28 16:01:00,0,0,0,4
2014-04-28 16:01:01,0,0,0,4
2014-04-28 16:01:02,0,0,0,4
2014-04-28 16:01:03,0,0,0,7
2014-04-28 16:01:04,0,0,0,7
2014-04-28 16:01:05,0,0,0,8
2014-04-28 16:01:06,0,0,0,4
2014-04-28 16:01:07,0,0,0,4
2014-04-28 16:01:08,0,0,0,4
2014-04-28 16:01:09,0,0,0,3
2014-04-28 16:01:10,0,0,0,1
2014-04-28 16:01:11,0,0,0,1
2014-04-28 16:01:12,0,0,0,1
2014-04-28 16:01:13,0,0,0,1
2014-04-28 16:01:14,0,0,0,1
2014-04-28 16:01:15,0,0,0,1
2014-04-28 16:01:16,0,0,0,1
2014-04-28 16:01:17,0,0,0,1
2014-04-28 16:01:18,0,0,0,1
2014-04-28 16:01:19,0,0,0,1
2014-04-28 16:01:20,0,0,0,2
2014-04-28 16:01:21,0,0,0,3
2014-04-28 16:01:22,0,0,0,3
2014-04-28 16:01:23,0,0,0,3
2014-04-28 16:01:24,0,0,0,3
2014-04-28 16:01:25,0,0,0,3
2014-04-28 16:01:26,0,0,0,3
2014-04-28 16:01:27,0,0,0,2
2014-04-28 16:01:28,0,0,0,2
2014-04-28 16:01:29,0,0,0,2
2014-04-28 16:01:30,0,0,0,2
2014-04-28 16:01:31,0,0,0,0
2014-04-28 16:01:32,0,0,0,0
2014-04-28 16:01:33,0,0,0,0
2014-04-28 16:01:34,0,0,2,0
2014-04-28 16:01:35,0,0,2,0
2014-04-28 16:01:36,0,0,2,0
2014-04-28 16:01:37,0,0,1,0
2014-04-28 16:01:38,0,0,5,0
2014-04-28 16:01:39,0,0,1,0
2014-04-28 16:01:40,0,0,5,0
2014-04-28 16:01:41,0,0,3,0
2014-04-28 16:01:42,0,0,3,0
2014-04-28 16:01:43,0,0,3,0
2014-04-28 16:01:44,0,0,3,0
2014-04-28 16:01:45,0,0,3,0
2014-04-28 16:01:46,0,0,5,0
2014-04-28 16:01:47,0,0,5,0
2014-04-28 16:01:48,0,0,3,0
2014-04-28 16:01:49,0,0,3,0
2014-04-28 16:01:50,0,0,3,0
2014-04-28 16:01:51,0,0,3,0
2014-04-28 16:01:52,0,0,1,0
2014-04-28 16:01:53,0,0,2,0
2014-04-28 16:01:54,0,0,2,0
2014-04-28 16:01:55,0,0,0,0
2014-04-28 16:01:56,0,0,2,0
2014-04-28 16:01:57,0,0,2,0
2014-04-28 16:01:58,0,0,2,0
2014-04-28 16:01:59,0,0,2,0
2014-04-28 16:02:00,2,0,2,0
2014-04-28 16:02:01,3,0,1,0
2014-04-28 16:02:02,3,0,1,0
2014-04-28 16:02:03,3,0,1,0
2014-04-28 16:02:04,3,0,1,0
2014-04-28 16:02:05,2,0,1,0
2014-04-28 16:02:06,0,0,3,0
2014-04-28 16:02:07,0,0,1,0
2014-04-28 16:02:08,0,0,1,0
2014-04-28 16:02:09,0,2,2,0
2014-04-28 16:02:10,0,3,2,0
2014-04-28 16:02:11,0,4,2,0
2014-04-28 16:02:12,0,4,2,0
2014-04-28 16:02:13,0,4,0,0
2014-04-28 16:02:14,0,4,0,0
2014-04-28 16:02:15,0,7,0,0
2014-04-28 16:02:16,0,7,0,0
2014-04-28 16:02:17,0,7,0,0
2014-04-28 16:02:18,0,7,0,0
2014-04-28 16:02:19,0,7,0,0
2014-04-28 16:02:20,0,7,0,0
2014-04-28 16:02:21,0,7,0,0
2014-04-28 16:02:22,0,7,0,0
2014-04-28 16:02:23,0,7,0,0
2014-04-28 16:02:24,0,7,0,0
2014-04-28 16:02:25,0,7,0,2
2014-04-28 16:02:26,0,4,0,4
2014-04-28 16:02:27,0,4,0,4
2014-04-28 16:02:28,0,4,0,7
2014-04-28 16:02:29,0,4,0,7
2014-04-28 16:02:30,0,0,0,7
2014-04-28 16:02:31,0,0,0,7
2014-04-28 16:02:32,0,0,0,7
2014-04-28 16:02:33,0,0,0,7
2014-04-28 16:02:34,0,0,0,4
2014-04-28 16:02:35,0,0,0,4
2014-04-28 16:02:36,0,0,0,4
2014-04-28 16:02:37,2,0,2,4
2014-04-28 16:02:38,2,0,2,4
2014-04-28 16:02:39,2,0,2,4
2014-04-28 16:02:40,2,0,2,0
2014-04-28 16:02:41,2,0,3,0
2014-04-28 16:02:42,1,0,3,0
2014-04-28 16:02:43,1,0,2,0
2014-04-28 16:02:44,2,0,2,0
2014-04-28 16:02:45,1,0,3,0
2014-04-28 16:02:46,2,0,2,0
2014-04-28 16:02:47,2,0,2,0
2014-04-28 16:02:48,2,0,3,0
2014-04-28 16:02:49,2,0,3,0
2014-04-28 16:02:50,2,0,3,0
2014-04-28 16:02:51,2,0,1,0
2014-04-28 16:02:52,2,0,3,0
2014-04-28 16:02:53,2,0,2,0
2014-04-28 16:02:54,2,0,2,0
2014-04-28 16:02:55,2,0,2,0
2014-04-28 16:02:56,2,0,2,0
2014-04-28 16:02:57,2,0,2,0
2014-04-28 16:02:58,2,0,2,0
2014-04-28 16:02:59,2,0,2,0
2014-04-28 16:03:00,2,0,2,0
2014-04-28 16:03:01,2,0,2,0
2014-04-28 16:03:02,2,0,2,0
2014-04-28 16:03:03,2,2,2,2
2014-04-28 16:03:04,2,2,2,2
2014-04-28 16:03:05,2,2,2,2
2014-04-28 16:03:06,0,2,0,2
2014-04-28 16:03:07,0,2,0,2
2014-04-28 16:03:08,0,2,0,2
2014-04-28 16:03:09,0,2,0,2
2014-04-28 16:03:10,0,2,0,2
2014-04-28 16:03:11,0,1,0,2
2014-04-28 16:03:12,0,2,0,1
2014-04-28 16:03:13,0,2,0,1
2014-04-28 16:03:14,0,2,0,1
2014-04-28 16:03:15,0,2,0,2
2014-04-28 16:03:16,0,2,0,2
2014-04-28 16:03:17,0,2,0,2
2014-04-28 16:03:18,0,2,0,2
2014-04-28 16:03:19,0,2,0,2
2014-04-28 16:03:20,0,2,0,2
2014-04-28 16:03:21,0,2,0,1
2014-04-28 16:03:22,0,2,0,1
2014-04-28 16:03:23,0,2,0,1
2014-04-28 16:03:24,0,2,0,1
2014-04-28 16:03:25,0,2,0,1
2014-04-28 16:03:26,0,2,0,2
2014-04-28 16:03:27,0,2,0,2
2014-04-28 16:03:28,0,2,0,2
2014-04-28 16:03:29,0,2,0,2
2014-04-28 16:03:30,0,2,0,1
2014-04-28 16:03:31,0,2,0,1
2014-04-28 16:03:32,0,2,0,1
2014-04-28 16:03:33,0,2,0,2
2014-04-28 16:03:34,0,2,0,2
2014-04-28 16:03:35,0,2,0,2
2014-04-28 16:03:36,2,2,2,2
2014-04-28 16:03:37,4,2,4,2
2014-04-28 16:03:38,4,2,4,2
2014-04-28 16:03:39,4,2,4,2
2014-04-28 16:03:40,4,0,4,0
2014-04-28 16:03:41,7,0,7,0
2014-04-28 16:03:42,7,0,7,0
2014-04-28 16:03:43,6,0,6,0
2014-04-28 16:03:44,6,0,6,0
2014-04-28 16:03:45,6,0,6,0
2014-04-28 16:03:46,7,0,7,0
2014-04-28 16:03:47,7,0,7,0
2014-04-28 16:03:48,7,0,7,0
2014-04-28 16:03:49,8,0,7,0
2014-04-28 16:03:50,7,0,8,0
2014-04-28 16:03:51,7,0,8,0
2014-04-28 16:03:52,4,0,8,0
2014-04-28 16:03:53,4,0,8,0
2014-04-28 16:03:54,4,0,8,0
2014-04-28 16:03:55,4,0,7,0
2014-04-28 16:03:56,4,0,7,0
2014-04-28 16:03:57,4,0,7,0
2014-04-28 16:03:58,4,0,7,0
2014-04-28 16:03:59,4,0,8,0
2014-04-28 16:04:00,7,0,7,0
2014-04-28 16:04:01,8,0,7,0
2014-04-28 16:04:02,8,0,7,0
2014-04-28 16:04:03,7,0,7,0
2014-04-28 16:04:04,7,0,7,0
2014-04-28 16:04:05,7,0,7,0
2014-04-28 16:04:06,4,0,4,0
2014-04-28 16:04:07,2,0,4,0
2014-04-28 16:04:08,0,0,0,0
2014-04-28 16:04:09,0,0,0,0
2014-04-28 16:04:10,0,0,0,0
2014-04-28 16:04:11,0,0,0,0
2014-04-28 16:04:12,2,0,0,0
2014-04-28 16:04:13,2,0,0,0
2014-04-28 16:04:14,4,0,0,0
2014-04-28 16:04:15,4,0,0,0
2014-04-28 16:04:16,4,0,0,0
2014-04-28 16:04:17,4,2,0,0
2014-04-28 16:04:18,4,2,0,2
2014-04-28 16:04:19,3,2,0,2
2014-04-28 16:04:20,4,2,0,2
2014-04-28 16:04:21,4,2,0,2
2014-04-28 16:04:22,4,2,0,2
2014-04-28 16:04:23,4,2,0,2
2014-04-28 16:04:24,4,2,0,2
2014-04-28 16:04:25,4,2,0,2
2014-04-28 16:04:26,4,2,0,2
2014-04-28 16:04:27,3,2,0,2
2014-04-28 16:04:28,3,2,0,2
2014-04-28 16:04:29,2,2,0,2
2014-04-28 16:04:30,2,2,0,2
2014-04-28 16:04:31,2,2,0,2
2014-04-28 16:04:32,2,2,0,2
2014-04-28 16:04:33,3,2,0,2
2014-04-28 16:04:34,4,2,0,2
2014-04-28 16:04:35,4,2,0,2
2014-04-28 16:04:36,4,2,0,2
2014-04-28 16:04:37,4,2,0,2
2014-04-28 16:04:38,3,2,0,2
2014-04-28 16:04:39,2,2,0,2
2014-04-28 16:04:40,2,2,0,2
2014-04-28 16:04:41,0,0,0,2
2014-04-28 16:04:42,0,0,0,2
2014-04-28 16:04:43,0,0,0,2
2014-04-28 16:04:44,0,0,2,0
2014-04-28 16:04:45,3,0,2,0
2014-04-28 16:04:46,3,0,2,0
2014-04-28 16:04:47,3,0,2,0
2014-04-28 16:04:48,3,0,2,0
2014-04-28 16:04:49,3,0,2,0
2014-04-28 16:04:50,2,0,2,0
2014-04-28 16:04:51,3,0,2,0
2014-04-28 16:04:52,4,0,2,0
2014-04-28 16:04:53,4,0,2,0
2014-04-28 16:04:54,4,0,2,0
2014-04-28 16:04:55,4,0,2,0
2014-04-28 16:04:56,3,0,2,0
2014-04-28 16:04:57,2,0,2,0
2014-04-28 16:04:58,2,0,2,0
2014-04-28 16:04:59,2,0,2,0
2014-04-28 16:05:00,2,0,2,0
2014-04-28 16:05:01,2,0,2,0
2014-04-28 16:05:02,2,0,2,0
2014-04-28 16:05:03,2,0,2,0
2014-04-28 16:05:04,2,0,2,0
2014-04-28 16:05:05,2,0,2,0
2014-04-28 16:05:06,2,0,2,0
2014-04-28 16:05:07,2,0,2,0
2014-04-28 16:05:08,2,0,2,0
2014-04-28 16:05:09,0,0,2,0
2014-04-28 16:05:10,2,0,0,0
2014-04-28 16:05:11,1,0,0,0
2014-04-28 16:05:12,1,0,0,0
2014-04-28 16:05:13,1,0,0,0
2014-04-28 16:05:14,1,0,0,0
2014-04-28 16:05:15,1,0,0,0
2014-04-28 16:05:16,2,0,0,0
2014-04-28 16:05:17,2,0,2,0
2014-04-28 16:05:18,2,0,3,0
2014-04-28 16:05:19,2,0,3,0
2014-04-28 16:05:20,2,0,3,0
2014-04-28 16:05:21,2,0,3,0
2014-04-28 16:05:22,2,0,3,0
2014-04-28 16:05:23,2,0,0,0
2014-04-28 16:05:24,2,0,0,0
2014-04-28 16:05:25,2,0,0,0
2014-04-28 16:05:26,2,0,0,0
2014-04-28 16:05:27,2,0,0,0
2014-04-28 16:05:28,2,0,0,0
2014-04-28 16:05:29,2,0,0,0
2014-04-28 16:05:30,2,0,0,0
2014-04-28 16:05:31,2,0,0,0
2014-04-28 16:05:32,2,0,0,0
2014-04-28 16:05:33,1,0,0,0
2014-04-28 16:05:34,1,0,0,0
2014-04-28 16:05:35,1,0,0,0
2014-04-28 16:05:36,1,0,0,0
2014-04-28 16:05:37,1,0,0,0
2014-04-28 16:05:38,1,0,0,0
2014-04-28 16:05:39,1,0,0,0
2014-04-28 16:05:40,1,0,0,0
2014-04-28 16:05:41,1,0,0,0
2014-04-28 16:05:42,1,0,0,0
2014-04-28 16:05:43,2,0,0,0
2014-04-28 16:05:44,2,0,0,0
2014-04-28 16:05:45,2,0,0,0
2014-04-28 16:05:46,2,0,0,0
2014-04-28 16:05:47,2,0,0,0
2014-04-28 16:05:48,0,0,0,0
2014-04-28 16:05:49,0,0,0,2
2014-04-28 16:05:50,0,0,0,2
2014-04-28 16:05:51,0,0,0,0
2014-04-28 16:05:52,0,0,0,0
2014-04-28 16:05:53,0,0,0,0
2014-04-28 16:05:54,0,0,0,0
2014-04-28 16:05:55,0,0,0,0
2014-04-28 16:05:56,0,0,2,0
2014-04-28 16:05:57,0,0,2,0
2014-04-28 16:05:58,0,0,2,0
2014-04-28 16:05:59,0,0,2,0
2014-04-28 16:06:00,0,0,2,0
2014-04-28 16:06:01,0,0,2,0
2014-04-28 16:06:02,0,0,3,0
2014-04-28 16:06:03,0,0,4,0
2014-04-28 16:06:04,0,0,4,0
2014-04-28 16:06:05,0,0,4,0
2014-04-28 16:06:06,0,0,4,0
2014-04-28 16:06:07,0,0,4,0
2014-04-28 16:06:08,0,0,0,0
2014-04-28 16:06:09,0,0,0,0
2014-04-28 16:06:10,0,0,0,0
2014-04-28 16:06:11,0,0,0,0
2014-04-28 16:06:12,0,0,0,0
2014-04-28 16:06:13,0,0,0,0
2014-04-28 16:06:14,0,0,0,0
2014-04-28 16:06:15,0,0,0,0
2014-04-28 16:06:16,0,0,0,0
2014-04-28 16:06:17,0,0,0,0
2014-04-28 16:06:18,0,0,0,0
2014-04-28 16:06:19,0,0,0,0
2014-04-28 16:06:20,0,0,0,0
2014-04-28 16:06:21,0,0,0,0
2014-04-28 16:06:22,0,0,0,0
2014-04-28 16:06:23,0,0,0,0
2014-04-28 16:06:24,0,0,0,0
2014-04-28 16:06:25,0,0,0,0
2014-04-28 16:06:26,0,0,0,0
2014-04-28 16:06:27,0,0,0,0
2014-04-28 16:06:28,0,0,0,0
2014-04-28 16:06:29,0,0,0,0
2014-04-28 16:06:30,0,0,0,0
2014-04-28 16:06:31,0,0,0,0
2014-04-28 16:06:32,0,0,0,0
2014-04-28 16:06:33,0,0,0,0
2014-04-28 16:06:34,0,0,0,0
2014-04-28 16:06:35,0,0,0,0
2014-04-28 16:06:36,0,0,0,0
2014-04-28 16:06:37,0,0,0,0
2014-04-28 16:06:38,0,0,0,0
2014-04-28 16:06:39,0,0,0,0
2014-04-28 16:06:40,0,0,0,0
2014-04-28 16:06:41,0,0,0,0
2014-04-28 16:06:42,0,0,0,0
2014-04-28 16:06:43,0,0,0,0
2014-04-28 16:06:44,0,0,0,0
2014-04-28 16:06:45,0,0,0,0
2014-04-28 16:06:46,0,0,0,0
2014-04-28 16:06:47,0,0,0,0
2014-04-28 16:06:48,0,0,0,0
2014-04-28 16:06:49,0,0,0,0
2014-04-28 16:06:50,0,0,0,0
2014-04-28 16:06:51,0,0,0,0
2014-04-28 16:06:52,0,0,0,0
2014-04-28 16:06:53,0,0,2,0
2014-04-28 16:06:54,0,0,2,0
