time,jonathan,charles,yvonne,christina
2014-04-28 15:55:51,0,0,0,0
2014-04-28 15:55:52,2,0,0,0
2014-04-28 15:55:53,2,0,0,0
2014-04-28 15:55:54,3,0,0,0
2014-04-28 15:55:55,3,0,0,0
2014-04-28 15:55:56,3,0,0,0
2014-04-28 15:55:57,3,0,0,0
2014-04-28 15:55:58,7,1,0,0
2014-04-28 15:55:59,8,1,0,0
2014-04-28 15:56:00,8,1,0,0
2014-04-28 15:56:01,7,1,0,0
2014-04-28 15:56:02,7,1,0,0
2014-04-28 15:56:03,7,1,0,0
2014-04-28 15:56:04,7,1,3,0
2014-04-28 15:56:05,7,1,3,0
2014-04-28 15:56:06,7,1,1,0
2014-04-28 15:56:07,2,2,1,0
2014-04-28 15:56:08,0,0,1,2
2014-04-28 15:56:09,0,0,1,2
2014-04-28 15:56:10,0,0,1,2
2014-04-28 15:56:11,0,0,2,2
2014-04-28 15:56:12,0,0,2,2
2014-04-28 15:56:13,0,0,0,2
2014-04-28 15:56:14,0,0,0,2
2014-04-28 15:56:15,0,0,0,2
2014-04-28 15:56:16,0,0,0,2
2014-04-28 15:56:17,0,0,0,6
2014-04-28 15:56:18,0,0,0,0
2014-04-28 15:56:19,0,0,0,0
2014-04-28 15:56:20,0,0,0,0
2014-04-28 15:56:21,0,0,0,0
2014-04-28 15:56:22,0,0,0,0
2014-04-28 15:56:23,0,0,0,0
2014-04-28 15:56:24,0,0,0,0
2014-04-28 15:56:25,0,0,0,0
2014-04-28 15:56:26,0,0,0,0
2014-04-28 15:56:27,0,0,0,0
2014-04-28 15:56:28,3,0,0,0
2014-04-28 15:56:29,4,0,0,0
2014-04-28 15:56:30,4,0,0,0
2014-04-28 15:56:31,4,0,0,0
2014-04-28 15:56:32,4,0,0,0
2014-04-28 15:56:33,7,0,0,0
2014-04-28 15:56:34,7,0,0,0
2014-04-28 15:56:35,7,0,0,0
2014-04-28 15:56:36,7,0,0,0
2014-04-28 15:56:37,4,0,0,0
2014-04-28 15:56:38,4,0,0,0
2014-04-28 15:56:39,4,0,0,0
2014-04-28 15:56:40,3,0,0,0
2014-04-28 15:56:41,3,0,0,0
2014-04-28 15:56:42,3,0,0,0
2014-04-28 15:56:43,3,0,0,0
2014-04-28 15:56:44,1,0,0,0
2014-04-28 15:56:45,3,0,0,0
2014-04-28 15:56:46,3,0,0,0
2014-04-28 15:56:47,3,0,0,0
2014-04-28 15:56:48,2,0,0,0
2014-04-28 15:56:49,0,0,0,0
2014-04-28 15:56:50,0,0,0,0
2014-04-28 15:56:51,0,0,0,0
2014-04-28 15:56:52,0,0,0,0
2014-04-28 15:56:53,0,0,0,0
2014-04-28 15:56:54,0,0,0,0
2014-04-28 15:56:55,0,0,0,0
2014-04-28 15:56:56,3,0,0,0
2014-04-28 15:56:57,1,0,0,0
2014-04-28 15:56:58,1,0,0,0
2014-04-28 15:56:59,1,0,0,0
2014-04-28 15:57:00,1,0,0,0
2014-04-28 15:57:01,2,0,0,0
2014-04-28 15:57:02,0,0,0,0
2014-04-28 15:57:03,0,0,0,0
2014-04-28 15:57:04,2,0,0,0
2014-04-28 15:57:05,3,0,0,0
2014-04-28 15:57:06,3,0,0,0
2014-04-28 15:57:07,3,0,0,0
2014-04-28 15:57:08,3,0,0,0
2014-04-28 15:57:09,3,0,0,0
2014-04-28 15:57:10,2,0,0,0
2014-04-28 15:57:11,2,0,0,0
2014-04-28 15:57:12,1,0,0,0
2014-04-28 15:57:13,1,0,0,0
2014-04-28 15:57:14,1,0,0,0
2014-04-28 15:57:15,3,0,0,0
2014-04-28 15:57:16,2,0,0,0
2014-04-28 15:57:17,3,0,0,0
2014-04-28 15:57:18,1,0,0,0
2014-04-28 15:57:19,1,0,0,0
2014-04-28 15:57:20,1,0,0,0
2014-04-28 15:57:21,1,0,0,0
2014-04-28 15:57:22,3,0,0,0
2014-04-28 15:57:23,3,0,0,0
2014-04-28 15:57:24,3,0,0,0
2014-04-28 15:57:25,3,0,0,0
2014-04-28 15:57:26,3,0,0,0
2014-04-28 15:57:27,2,0,0,0
2014-04-28 15:57:28,4,0,0,0
2014-04-28 15:57:29,4,0,0,0
