time,charles_ipadair,charles,christina,yvonne,jonathan_iPad2,jonathan
2014-03-15 12:35:07,7,2,2,6,7,7
2014-03-15 12:35:08,7,2,2,6,8,7
2014-03-15 12:35:09,7,2,2,6,8,7
2014-03-15 12:35:10,7,2,2,6,8,7
2014-03-15 12:35:11,7,2,2,6,8,7
2014-03-15 12:35:12,7,2,2,6,8,7
2014-03-15 12:35:13,7,2,2,6,8,7
2014-03-15 12:35:14,7,2,2,6,8,7
2014-03-15 12:35:15,7,4,2,6,8,7
2014-03-15 12:35:16,7,4,2,6,8,7
2014-03-15 12:35:17,7,4,2,6,7,7
2014-03-15 12:35:18,7,4,2,6,7,7
2014-03-15 12:35:19,7,4,2,6,7,7
2014-03-15 12:35:20,7,4,2,6,7,7
2014-03-15 12:35:21,7,2,2,6,8,6
2014-03-15 12:35:22,7,2,2,6,8,6
2014-03-15 12:35:23,7,2,2,6,8,6
2014-03-15 12:35:24,7,2,2,6,8,6
2014-03-15 12:35:25,7,2,2,6,8,6
2014-03-15 12:35:26,7,2,2,6,8,6
2014-03-15 12:35:27,7,2,2,6,8,7
2014-03-15 12:35:28,7,2,2,6,8,7
2014-03-15 12:35:29,7,2,2,6,8,6
2014-03-15 12:35:30,7,2,2,6,8,6
2014-03-15 12:35:31,7,2,2,6,8,6
2014-03-15 12:35:32,7,2,2,6,8,6
2014-03-15 12:35:33,7,2,2,6,8,6
2014-03-15 12:35:34,7,2,2,6,8,6
2014-03-15 12:35:35,7,2,2,6,8,6
2014-03-15 12:35:36,7,2,2,6,8,6
2014-03-15 12:35:37,7,2,2,6,8,6
2014-03-15 12:35:38,7,2,2,6,8,6
2014-03-15 12:35:39,7,2,2,6,8,6
2014-03-15 12:35:40,7,2,2,6,8,6
2014-03-15 12:35:41,7,2,2,6,8,6
2014-03-15 12:35:42,7,2,2,6,8,7
2014-03-15 12:35:43,7,2,2,4,8,4
2014-03-15 12:35:44,7,2,2,4,8,4
2014-03-15 12:35:45,7,2,2,4,8,8
2014-03-15 12:35:46,7,2,2,2,8,2
2014-03-15 12:35:47,7,2,2,2,8,2
