time,BD49B35A-8999-4987-9759-8D3F28D1292B,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4
2015-06-03 14:16:41,0,0
2015-06-03 14:16:42,2,0
2015-06-03 14:16:43,2,0
2015-06-03 14:16:44,2,0
2015-06-03 14:16:45,3,0
2015-06-03 14:16:46,3,0
2015-06-03 14:16:47,8,0
2015-06-03 14:16:48,6,0
2015-06-03 14:16:49,5,0
2015-06-03 14:16:50,5,0
2015-06-03 14:16:51,0,0
2015-06-03 14:16:52,0,0
2015-06-03 14:16:53,0,0
2015-06-03 14:16:54,0,0
2015-06-03 14:16:55,0,0
2015-06-03 14:16:56,0,0
2015-06-03 14:16:57,0,0
2015-06-03 14:16:58,0,0
2015-06-03 14:16:59,0,0
2015-06-03 14:17:00,0,0
2015-06-03 14:17:01,0,0
2015-06-03 14:17:02,0,0
2015-06-03 14:17:03,0,0
2015-06-03 14:17:04,0,0
2015-06-03 14:17:05,0,0
2015-06-03 14:17:06,0,0
2015-06-03 14:17:07,0,0
2015-06-03 14:17:08,0,0
2015-06-03 14:17:09,0,0
2015-06-03 14:17:10,0,0
2015-06-03 14:17:11,0,0
2015-06-03 14:17:12,0,0
2015-06-03 14:17:13,0,0
2015-06-03 14:17:14,0,0
2015-06-03 14:17:15,0,0
2015-06-03 14:17:16,0,0
2015-06-03 14:17:17,0,0
2015-06-03 14:17:18,0,0
2015-06-03 14:17:19,0,0
2015-06-03 14:17:20,0,0
2015-06-03 14:17:21,0,0
2015-06-03 14:17:22,0,0
2015-06-03 14:17:23,0,0
2015-06-03 14:17:24,0,0
2015-06-03 14:17:25,0,0
2015-06-03 14:17:26,0,0
2015-06-03 14:17:27,0,0
2015-06-03 14:17:28,0,0
2015-06-03 14:17:29,0,0
2015-06-03 14:17:30,0,0
2015-06-03 14:17:31,0,0
2015-06-03 14:17:32,0,0
2015-06-03 14:17:33,0,0
2015-06-03 14:17:34,0,0
2015-06-03 14:17:35,0,0
2015-06-03 14:17:36,0,0
2015-06-03 14:17:37,0,0
2015-06-03 14:17:38,0,0
