time,BD49B35A-8999-4987-9759-8D3F28D1292B,B6CE44A7-A245-41A7-9AE7-557D1EAD3DF4
2015-06-03 14:17:39,0,0
2015-06-03 14:17:40,0,0
2015-06-03 14:17:41,0,0
2015-06-03 14:17:42,0,0
2015-06-03 14:17:43,0,0
2015-06-03 14:17:44,0,0
2015-06-03 14:17:45,0,0
2015-06-03 14:17:46,0,0
2015-06-03 14:17:47,0,0
2015-06-03 14:17:48,0,0
2015-06-03 14:17:49,0,0
2015-06-03 14:17:50,0,0
2015-06-03 14:17:51,0,0
2015-06-03 14:17:52,0,0
2015-06-03 14:17:53,0,0
2015-06-03 14:17:54,0,0
2015-06-03 14:17:55,0,0
2015-06-03 14:17:56,0,0
2015-06-03 14:17:57,0,0
2015-06-03 14:17:58,0,0
2015-06-03 14:17:59,0,0
2015-06-03 14:18:00,0,0
2015-06-03 14:18:01,0,0
2015-06-03 14:18:02,0,0
2015-06-03 14:18:03,0,0
2015-06-03 14:18:04,0,0
2015-06-03 14:18:05,0,0
2015-06-03 14:18:06,0,0
2015-06-03 14:18:07,0,0
2015-06-03 14:18:08,0,0
2015-06-03 14:18:09,0,0
2015-06-03 14:18:10,0,0
2015-06-03 14:18:11,0,0
2015-06-03 14:18:12,0,0
2015-06-03 14:18:13,0,0
2015-06-03 14:18:14,0,0
2015-06-03 14:18:15,0,0
2015-06-03 14:18:16,0,0
2015-06-03 14:18:17,0,0
2015-06-03 14:18:18,0,0
2015-06-03 14:18:19,0,0
2015-06-03 14:18:20,0,0
2015-06-03 14:18:21,0,0
2015-06-03 14:18:22,0,0
2015-06-03 14:18:23,0,0
2015-06-03 14:18:24,0,4
2015-06-03 14:18:25,0,8
2015-06-03 14:18:26,0,8
2015-06-03 14:18:27,0,3
2015-06-03 14:18:28,0,3
2015-06-03 14:18:29,0,1
2015-06-03 14:18:30,2,1
2015-06-03 14:18:31,2,3
2015-06-03 14:18:32,2,8
2015-06-03 14:18:33,2,2
2015-06-03 14:18:34,3,2
2015-06-03 14:18:35,3,2
2015-06-03 14:18:36,3,3
2015-06-03 14:18:37,3,3
2015-06-03 14:18:38,3,3
2015-06-03 14:18:39,1,3
2015-06-03 14:18:40,3,3
2015-06-03 14:18:41,3,2
2015-06-03 14:18:42,3,2
2015-06-03 14:18:43,3,8
2015-06-03 14:18:44,3,2
2015-06-03 14:18:45,3,8
2015-06-03 14:18:46,2,2
2015-06-03 14:18:47,2,2
2015-06-03 14:18:48,1,2
2015-06-03 14:18:49,1,2
2015-06-03 14:18:50,1,2
2015-06-03 14:18:51,3,1
2015-06-03 14:18:52,1,3
2015-06-03 14:18:53,1,3
2015-06-03 14:18:54,3,1
2015-06-03 14:18:55,1,1
2015-06-03 14:18:56,1,1
2015-06-03 14:18:57,1,1
2015-06-03 14:18:58,3,1
2015-06-03 14:18:59,3,2
2015-06-03 14:19:00,1,2
2015-06-03 14:19:01,1,1
2015-06-03 14:19:02,3,5
2015-06-03 14:19:03,3,5
2015-06-03 14:19:04,3,5
2015-06-03 14:19:05,3,5
2015-06-03 14:19:06,3,5
2015-06-03 14:19:07,2,5
2015-06-03 14:19:08,2,5
2015-06-03 14:19:09,2,5
2015-06-03 14:19:10,2,2
2015-06-03 14:19:11,2,0
2015-06-03 14:19:12,2,0
2015-06-03 14:19:13,3,0
2015-06-03 14:19:14,3,0
2015-06-03 14:19:15,1,0
2015-06-03 14:19:16,1,0
2015-06-03 14:19:17,8,3
2015-06-03 14:19:18,8,8
2015-06-03 14:19:19,8,8
2015-06-03 14:19:20,8,8
2015-06-03 14:19:21,8,8
2015-06-03 14:19:22,8,8
2015-06-03 14:19:23,8,8
2015-06-03 14:19:24,8,8
2015-06-03 14:19:25,8,8
2015-06-03 14:19:26,8,8
2015-06-03 14:19:27,8,8
2015-06-03 14:19:28,8,8
2015-06-03 14:19:29,8,8
2015-06-03 14:19:30,7,7
2015-06-03 14:19:31,2,0
2015-06-03 14:19:32,2,0
2015-06-03 14:19:33,2,0
2015-06-03 14:19:34,4,0
2015-06-03 14:19:35,3,0
2015-06-03 14:19:36,3,0
2015-06-03 14:19:37,3,0
2015-06-03 14:19:38,3,0
2015-06-03 14:19:39,3,0
2015-06-03 14:19:40,3,0
2015-06-03 14:19:41,3,0
2015-06-03 14:19:42,3,0
2015-06-03 14:19:43,3,0
2015-06-03 14:19:44,3,0
2015-06-03 14:19:45,3,0
2015-06-03 14:19:46,2,0
2015-06-03 14:19:47,2,0
2015-06-03 14:19:48,2,0
2015-06-03 14:19:49,0,0
2015-06-03 14:19:50,0,2
2015-06-03 14:19:51,0,2
2015-06-03 14:19:52,0,2
2015-06-03 14:19:53,0,2
2015-06-03 14:19:54,0,3
2015-06-03 14:19:55,0,3
2015-06-03 14:19:56,0,3
2015-06-03 14:19:57,0,3
2015-06-03 14:19:58,0,4
2015-06-03 14:19:59,0,4
2015-06-03 14:20:00,0,2
2015-06-03 14:20:01,2,2
2015-06-03 14:20:02,2,0
2015-06-03 14:20:03,2,0
2015-06-03 14:20:04,2,0
2015-06-03 14:20:05,2,0
2015-06-03 14:20:06,0,0
2015-06-03 14:20:07,0,0
2015-06-03 14:20:08,0,0
2015-06-03 14:20:09,0,0
2015-06-03 14:20:10,0,0
2015-06-03 14:20:11,0,0
2015-06-03 14:20:12,0,0
2015-06-03 14:20:13,0,0
2015-06-03 14:20:14,0,0
2015-06-03 14:20:15,0,0
2015-06-03 14:20:16,0,0
2015-06-03 14:20:17,0,0
2015-06-03 14:20:18,0,0
2015-06-03 14:20:19,0,0
2015-06-03 14:20:20,0,0
2015-06-03 14:20:21,0,0
2015-06-03 14:20:22,0,0
2015-06-03 14:20:23,0,0
2015-06-03 14:20:24,0,0
2015-06-03 14:20:25,0,0
2015-06-03 14:20:26,0,0
2015-06-03 14:20:27,0,3
2015-06-03 14:20:28,0,4
2015-06-03 14:20:29,0,3
2015-06-03 14:20:30,0,4
2015-06-03 14:20:31,0,4
2015-06-03 14:20:32,0,4
2015-06-03 14:20:33,0,3
2015-06-03 14:20:34,0,3
2015-06-03 14:20:35,0,2
2015-06-03 14:20:36,0,0
2015-06-03 14:20:37,0,0
2015-06-03 14:20:38,0,2
2015-06-03 14:20:39,0,2
2015-06-03 14:20:40,0,2
2015-06-03 14:20:41,0,2
2015-06-03 14:20:42,0,2
2015-06-03 14:20:43,0,2
2015-06-03 14:20:44,0,2
2015-06-03 14:20:45,0,0
2015-06-03 14:20:46,0,0
2015-06-03 14:20:47,0,0
2015-06-03 14:20:48,0,0
2015-06-03 14:20:49,0,3
2015-06-03 14:20:50,0,3
2015-06-03 14:20:51,0,3
2015-06-03 14:20:52,0,3
2015-06-03 14:20:53,0,3
2015-06-03 14:20:54,0,0
2015-06-03 14:20:55,0,0
2015-06-03 14:20:56,0,0
2015-06-03 14:20:57,0,0
2015-06-03 14:20:58,0,0
2015-06-03 14:20:59,2,2
2015-06-03 14:21:00,2,2
2015-06-03 14:21:01,2,8
2015-06-03 14:21:02,3,3
2015-06-03 14:21:03,3,3
2015-06-03 14:21:04,1,3
2015-06-03 14:21:05,3,3
2015-06-03 14:21:06,1,1
2015-06-03 14:21:07,2,1
2015-06-03 14:21:08,2,1
2015-06-03 14:21:09,2,1
2015-06-03 14:21:10,2,2
2015-06-03 14:21:11,2,1
2015-06-03 14:21:12,2,1
2015-06-03 14:21:13,1,3
2015-06-03 14:21:14,1,3
2015-06-03 14:21:15,1,3
2015-06-03 14:21:16,3,3
2015-06-03 14:21:17,3,3
2015-06-03 14:21:18,1,3
2015-06-03 14:21:19,3,3
2015-06-03 14:21:20,1,3
2015-06-03 14:21:21,1,3
2015-06-03 14:21:22,1,3
2015-06-03 14:21:23,1,3
2015-06-03 14:21:24,1,3
2015-06-03 14:21:25,1,3
2015-06-03 14:21:26,1,3
2015-06-03 14:21:27,1,3
2015-06-03 14:21:28,3,3
2015-06-03 14:21:29,3,3
2015-06-03 14:21:30,3,3
2015-06-03 14:21:31,3,1
2015-06-03 14:21:32,3,1
2015-06-03 14:21:33,1,1
2015-06-03 14:21:34,1,1
2015-06-03 14:21:35,1,3
2015-06-03 14:21:36,2,2
2015-06-03 14:21:37,2,2
2015-06-03 14:21:38,2,2
2015-06-03 14:21:39,0,0
2015-06-03 14:21:40,0,0
2015-06-03 14:21:41,0,0
2015-06-03 14:21:42,0,0
2015-06-03 14:21:43,0,0
2015-06-03 14:21:44,0,0
2015-06-03 14:21:45,0,0
2015-06-03 14:21:46,0,0
2015-06-03 14:21:47,0,0
2015-06-03 14:21:48,0,0
2015-06-03 14:21:49,0,0
2015-06-03 14:21:50,0,0
2015-06-03 14:21:51,0,0
2015-06-03 14:21:52,0,0
2015-06-03 14:21:53,0,0
2015-06-03 14:21:54,0,0
2015-06-03 14:21:55,0,0
2015-06-03 14:21:56,0,0
2015-06-03 14:21:57,0,0
2015-06-03 14:21:58,0,0
2015-06-03 14:21:59,0,0
2015-06-03 14:22:00,0,0
2015-06-03 14:22:01,0,0
2015-06-03 14:22:02,0,0
2015-06-03 14:22:03,0,0
2015-06-03 14:22:04,0,0
2015-06-03 14:22:05,0,0
2015-06-03 14:22:06,0,0
2015-06-03 14:22:07,0,0
2015-06-03 14:22:08,0,0
2015-06-03 14:22:09,0,0
2015-06-03 14:22:10,0,0
2015-06-03 14:22:11,0,0
2015-06-03 14:22:12,0,0
2015-06-03 14:22:13,0,0
2015-06-03 14:22:14,0,0
2015-06-03 14:22:15,0,0
2015-06-03 14:22:16,0,0
2015-06-03 14:22:17,0,0
2015-06-03 14:22:18,0,0
2015-06-03 14:22:19,0,0
2015-06-03 14:22:20,0,0
2015-06-03 14:22:21,0,0
2015-06-03 14:22:22,0,0
2015-06-03 14:22:23,0,0
2015-06-03 14:22:24,0,0
2015-06-03 14:22:25,0,0
2015-06-03 14:22:26,0,0
2015-06-03 14:22:27,0,0
2015-06-03 14:22:28,0,0
2015-06-03 14:22:29,0,0
2015-06-03 14:22:30,0,0
2015-06-03 14:22:31,0,0
2015-06-03 14:22:32,0,0
2015-06-03 14:22:33,0,0
2015-06-03 14:22:34,0,0
2015-06-03 14:22:35,0,0
2015-06-03 14:22:36,0,0
2015-06-03 14:22:37,0,0
2015-06-03 14:22:38,0,0
2015-06-03 14:22:39,0,0
2015-06-03 14:22:40,0,0
2015-06-03 14:22:41,0,0
2015-06-03 14:22:42,0,0
2015-06-03 14:22:43,0,0
2015-06-03 14:22:44,0,0
2015-06-03 14:22:45,0,0
2015-06-03 14:22:46,0,0
2015-06-03 14:22:47,0,0
2015-06-03 14:22:48,0,0
2015-06-03 14:22:49,0,0
2015-06-03 14:22:50,0,0
2015-06-03 14:22:51,0,0
2015-06-03 14:22:52,0,0
2015-06-03 14:22:53,0,0
2015-06-03 14:22:54,0,0
2015-06-03 14:22:55,0,0
2015-06-03 14:22:56,0,0
2015-06-03 14:22:57,0,0
2015-06-03 14:22:58,0,0
2015-06-03 14:22:59,0,0
2015-06-03 14:23:00,0,0
2015-06-03 14:23:01,0,0
2015-06-03 14:23:02,0,0
2015-06-03 14:23:03,0,0
2015-06-03 14:23:04,0,0
2015-06-03 14:23:05,0,0
2015-06-03 14:23:06,0,0
2015-06-03 14:23:07,0,0
2015-06-03 14:23:08,0,0
2015-06-03 14:23:09,0,0
2015-06-03 14:23:10,0,0
2015-06-03 14:23:11,0,0
2015-06-03 14:23:12,0,0
2015-06-03 14:23:13,0,0
2015-06-03 14:23:14,0,0
2015-06-03 14:23:15,0,0
2015-06-03 14:23:16,0,0
2015-06-03 14:23:17,0,0
2015-06-03 14:23:18,0,0
2015-06-03 14:23:19,7,0
2015-06-03 14:23:20,7,0
2015-06-03 14:23:21,7,0
2015-06-03 14:23:22,4,0
2015-06-03 14:23:23,7,0
2015-06-03 14:23:24,7,8
2015-06-03 14:23:25,8,6
2015-06-03 14:23:26,7,7
2015-06-03 14:23:27,8,8
2015-06-03 14:23:28,7,7
2015-06-03 14:23:29,8,7
2015-06-03 14:23:30,8,7
2015-06-03 14:23:31,8,7
2015-06-03 14:23:32,8,7
2015-06-03 14:23:33,8,7
2015-06-03 14:23:34,8,7
2015-06-03 14:23:35,8,7
2015-06-03 14:23:36,8,7
2015-06-03 14:23:37,8,7
2015-06-03 14:23:38,8,4
2015-06-03 14:23:39,8,4
2015-06-03 14:23:40,7,4
2015-06-03 14:23:41,7,4
2015-06-03 14:23:42,7,2
2015-06-03 14:23:43,7,3
2015-06-03 14:23:44,8,3
2015-06-03 14:23:45,3,3
2015-06-03 14:23:46,1,1
2015-06-03 14:23:47,1,1
2015-06-03 14:23:48,1,1
2015-06-03 14:23:49,1,1
2015-06-03 14:23:50,1,3
2015-06-03 14:23:51,1,0
2015-06-03 14:23:52,1,0
2015-06-03 14:23:53,1,0
2015-06-03 14:23:54,1,0
2015-06-03 14:23:55,1,0
2015-06-03 14:23:56,1,0
2015-06-03 14:23:57,1,0
2015-06-03 14:23:58,1,0
2015-06-03 14:23:59,1,0
2015-06-03 14:24:00,1,0
2015-06-03 14:24:01,2,0
2015-06-03 14:24:02,2,0
2015-06-03 14:24:03,2,0
2015-06-03 14:24:04,1,0
2015-06-03 14:24:05,1,0
2015-06-03 14:24:06,1,0
2015-06-03 14:24:07,1,0
2015-06-03 14:24:08,1,0
2015-06-03 14:24:09,1,0
2015-06-03 14:24:10,1,0
2015-06-03 14:24:11,1,0
2015-06-03 14:24:12,1,0
2015-06-03 14:24:13,1,0
2015-06-03 14:24:14,8,0
2015-06-03 14:24:15,8,0
2015-06-03 14:24:16,8,0
2015-06-03 14:24:17,8,0
2015-06-03 14:24:18,8,0
2015-06-03 14:24:19,7,0
2015-06-03 14:24:20,7,0
2015-06-03 14:24:21,7,0
2015-06-03 14:24:22,7,0
2015-06-03 14:24:23,7,0
2015-06-03 14:24:24,7,0
2015-06-03 14:24:25,7,0
2015-06-03 14:24:26,4,0
2015-06-03 14:24:27,4,0
2015-06-03 14:24:28,4,0
2015-06-03 14:24:29,4,0
2015-06-03 14:24:30,4,0
2015-06-03 14:24:31,3,0
2015-06-03 14:24:32,3,0
2015-06-03 14:24:33,3,0
2015-06-03 14:24:34,3,0
2015-06-03 14:24:35,3,0
2015-06-03 14:24:36,3,0
2015-06-03 14:24:37,3,0
2015-06-03 14:24:38,3,0
2015-06-03 14:24:39,3,0
2015-06-03 14:24:40,3,0
2015-06-03 14:24:41,4,0
2015-06-03 14:24:42,4,0
2015-06-03 14:24:43,4,0
2015-06-03 14:24:44,4,0
2015-06-03 14:24:45,4,0
2015-06-03 14:24:46,4,0
2015-06-03 14:24:47,4,0
2015-06-03 14:24:48,4,0
2015-06-03 14:24:49,2,0
2015-06-03 14:24:50,0,0
2015-06-03 14:24:51,0,0
2015-06-03 14:24:52,3,0
2015-06-03 14:24:53,3,0
2015-06-03 14:24:54,3,0
2015-06-03 14:24:55,3,0
2015-06-03 14:24:56,8,0
2015-06-03 14:24:57,3,0
2015-06-03 14:24:58,3,0
2015-06-03 14:24:59,3,0
2015-06-03 14:25:00,1,0
2015-06-03 14:25:01,1,0
2015-06-03 14:25:02,1,0
2015-06-03 14:25:03,1,0
2015-06-03 14:25:04,1,0
2015-06-03 14:25:05,1,0
2015-06-03 14:25:06,1,0
2015-06-03 14:25:07,1,0
2015-06-03 14:25:08,1,0
2015-06-03 14:25:09,8,0
2015-06-03 14:25:10,8,0
2015-06-03 14:25:11,0,0
2015-06-03 14:25:12,0,0
2015-06-03 14:25:13,0,0
2015-06-03 14:25:14,0,0
