time,yvonne,jonathan,christina
2014-07-19 16:38:50,0,5,7
2014-07-19 16:38:51,2,5,7
2014-07-19 16:38:52,7,5,7
2014-07-19 16:38:53,7,5,6
2014-07-19 16:38:54,7,7,6
2014-07-19 16:38:55,7,7,7
2014-07-19 16:38:56,7,7,6
2014-07-19 16:38:57,2,7,7
2014-07-19 16:38:58,2,7,7
2014-07-19 16:38:59,2,7,7
2014-07-19 16:39:00,2,7,7
2014-07-19 16:39:01,2,7,7
2014-07-19 16:39:02,2,7,7
2014-07-19 16:39:03,0,4,7
2014-07-19 16:39:04,7,4,7
2014-07-19 16:39:05,7,4,7
2014-07-19 16:39:06,7,4,7
2014-07-19 16:39:07,7,4,7
2014-07-19 16:39:08,7,4,6
2014-07-19 16:39:09,7,4,6
2014-07-19 16:39:10,7,4,6
2014-07-19 16:39:11,7,4,6
2014-07-19 16:39:12,7,4,6
2014-07-19 16:39:13,7,4,6
2014-07-19 16:39:14,7,4,6
2014-07-19 16:39:15,7,4,6
2014-07-19 16:39:16,7,4,6
2014-07-19 16:39:17,6,4,6
2014-07-19 16:39:18,7,4,7
2014-07-19 16:39:19,7,4,7
2014-07-19 16:39:20,7,4,7
2014-07-19 16:39:21,8,4,6
2014-07-19 16:39:22,4,7,6
2014-07-19 16:39:23,7,4,7
2014-07-19 16:39:24,4,4,7
2014-07-19 16:39:25,4,4,7
2014-07-19 16:39:26,4,4,4
2014-07-19 16:39:27,4,3,6
2014-07-19 16:39:28,4,4,6
2014-07-19 16:39:29,4,3,7
2014-07-19 16:39:30,4,4,7
2014-07-19 16:39:31,4,3,7
2014-07-19 16:39:32,4,3,6
2014-07-19 16:39:33,4,3,7
2014-07-19 16:39:34,4,3,6
2014-07-19 16:39:35,4,3,4
2014-07-19 16:39:36,4,4,4
2014-07-19 16:39:37,4,4,4
2014-07-19 16:39:38,4,4,4
2014-07-19 16:39:39,4,4,4
2014-07-19 16:39:40,4,4,4
2014-07-19 16:39:41,4,4,4
2014-07-19 16:39:42,4,4,4
2014-07-19 16:39:43,4,4,4
2014-07-19 16:39:44,4,4,4
2014-07-19 16:39:45,4,4,4
2014-07-19 16:39:46,4,4,4
2014-07-19 16:39:47,4,4,4
2014-07-19 16:39:48,4,4,4
2014-07-19 16:39:49,4,3,4
2014-07-19 16:39:50,4,4,4
2014-07-19 16:39:51,8,4,4
2014-07-19 16:39:52,8,4,4
2014-07-19 16:39:53,8,4,4
2014-07-19 16:39:54,8,4,4
2014-07-19 16:39:55,8,4,4
2014-07-19 16:39:56,8,4,4
2014-07-19 16:39:57,4,4,6
2014-07-19 16:39:58,8,4,7
2014-07-19 16:39:59,3,4,4
2014-07-19 16:40:00,8,4,4
2014-07-19 16:40:01,3,3,3
2014-07-19 16:40:02,4,3,1
2014-07-19 16:40:03,4,3,2
2014-07-19 16:40:04,3,4,1
2014-07-19 16:40:05,3,4,3
2014-07-19 16:40:06,0,4,3
2014-07-19 16:40:07,8,3,3
2014-07-19 16:40:08,0,3,3
2014-07-19 16:40:09,0,3,3
2014-07-19 16:40:10,0,3,2
2014-07-19 16:40:11,0,4,2
2014-07-19 16:40:12,0,4,2
2014-07-19 16:40:13,0,4,2
2014-07-19 16:40:14,0,4,2
2014-07-19 16:40:15,0,4,2
2014-07-19 16:40:16,0,4,2
2014-07-19 16:40:17,0,2,2
2014-07-19 16:40:18,0,2,2
2014-07-19 16:40:19,0,2,2
2014-07-19 16:40:20,0,2,2
2014-07-19 16:40:21,0,2,2
2014-07-19 16:40:22,0,2,2
2014-07-19 16:40:23,2,2,2
2014-07-19 16:40:24,2,2,2
2014-07-19 16:40:25,2,2,2
2014-07-19 16:40:26,2,0,2
2014-07-19 16:40:27,2,0,2
2014-07-19 16:40:28,2,2,2
2014-07-19 16:40:29,0,2,2
2014-07-19 16:40:30,2,2,2
2014-07-19 16:40:31,2,2,2
2014-07-19 16:40:32,2,2,2
2014-07-19 16:40:33,2,2,2
2014-07-19 16:40:34,2,2,2
2014-07-19 16:40:35,2,2,2
2014-07-19 16:40:36,2,2,8
2014-07-19 16:40:37,2,0,8
2014-07-19 16:40:38,2,0,8
2014-07-19 16:40:39,2,2,8
2014-07-19 16:40:40,2,2,8
2014-07-19 16:40:41,2,2,8
2014-07-19 16:40:42,2,2,8
2014-07-19 16:40:43,2,2,8
2014-07-19 16:40:44,2,2,8
2014-07-19 16:40:45,2,2,7
2014-07-19 16:40:46,2,2,8
2014-07-19 16:40:47,2,0,8
2014-07-19 16:40:48,2,2,8
2014-07-19 16:40:49,2,2,8
2014-07-19 16:40:50,2,2,7
2014-07-19 16:40:51,2,2,7
2014-07-19 16:40:52,0,2,7
2014-07-19 16:40:53,0,2,7
2014-07-19 16:40:54,0,2,7
2014-07-19 16:40:55,2,0,7
2014-07-19 16:40:56,2,2,7
2014-07-19 16:40:57,2,4,8
2014-07-19 16:40:58,3,4,8
2014-07-19 16:40:59,3,4,8
2014-07-19 16:41:00,0,4,8
2014-07-19 16:41:01,0,7,8
2014-07-19 16:41:02,0,4,8
2014-07-19 16:41:03,0,4,7
2014-07-19 16:41:04,2,8,7
2014-07-19 16:41:05,2,8,7
2014-07-19 16:41:06,2,0,0
2014-07-19 16:41:07,2,0,0
2014-07-19 16:41:08,2,0,0
2014-07-19 16:41:09,2,0,0
2014-07-19 16:41:10,0,0,0
2014-07-19 16:41:11,0,0,0
2014-07-19 16:41:12,2,0,0
2014-07-19 16:41:13,2,0,0
2014-07-19 16:41:14,2,0,0
2014-07-19 16:41:15,3,0,0
