time,yvonne,jonathan,christina
2014-07-19 16:36:11,0,0,0
2014-07-19 16:36:12,2,0,0
2014-07-19 16:36:13,2,0,0
2014-07-19 16:36:14,2,0,0
2014-07-19 16:36:15,2,2,2
2014-07-19 16:36:16,2,2,2
2014-07-19 16:36:17,2,2,2
2014-07-19 16:36:18,2,2,2
2014-07-19 16:36:19,1,2,2
2014-07-19 16:36:20,1,2,2
2014-07-19 16:36:21,1,2,1
2014-07-19 16:36:22,1,2,2
2014-07-19 16:36:23,1,2,2
2014-07-19 16:36:24,1,2,1
2014-07-19 16:36:25,1,2,1
2014-07-19 16:36:26,1,2,1
2014-07-19 16:36:27,1,2,1
2014-07-19 16:36:28,1,2,1
2014-07-19 16:36:29,1,2,1
2014-07-19 16:36:30,2,2,1
2014-07-19 16:36:31,2,2,1
2014-07-19 16:36:32,2,1,2
2014-07-19 16:36:33,2,1,2
2014-07-19 16:36:34,2,1,2
2014-07-19 16:36:35,2,3,2
2014-07-19 16:36:36,1,3,2
2014-07-19 16:36:37,1,1,2
2014-07-19 16:36:38,1,1,2
2014-07-19 16:36:39,1,1,2
2014-07-19 16:36:40,1,1,2
2014-07-19 16:36:41,2,1,2
2014-07-19 16:36:42,2,1,2
2014-07-19 16:36:43,1,2,2
2014-07-19 16:36:44,1,1,1
2014-07-19 16:36:45,1,3,1
2014-07-19 16:36:46,1,3,1
2014-07-19 16:36:47,1,3,1
2014-07-19 16:36:48,2,3,3
2014-07-19 16:36:49,1,3,3
2014-07-19 16:36:50,1,1,3
2014-07-19 16:36:51,1,2,3
2014-07-19 16:36:52,1,1,3
2014-07-19 16:36:53,1,3,3
2014-07-19 16:36:54,1,3,3
2014-07-19 16:36:55,1,1,3
2014-07-19 16:36:56,1,1,3
2014-07-19 16:36:57,1,1,3
2014-07-19 16:36:58,1,1,1
2014-07-19 16:36:59,1,1,1
2014-07-19 16:37:00,1,1,1
2014-07-19 16:37:01,1,1,1
2014-07-19 16:37:02,1,1,1
2014-07-19 16:37:03,1,1,1
2014-07-19 16:37:04,1,1,1
2014-07-19 16:37:05,1,1,1
2014-07-19 16:37:06,1,1,1
2014-07-19 16:37:07,1,1,1
2014-07-19 16:37:08,1,1,3
2014-07-19 16:37:09,1,1,3
2014-07-19 16:37:10,1,1,3
2014-07-19 16:37:11,1,1,3
2014-07-19 16:37:12,1,1,1
2014-07-19 16:37:13,1,1,1
2014-07-19 16:37:14,1,1,1
2014-07-19 16:37:15,1,1,1
2014-07-19 16:37:16,1,1,1
2014-07-19 16:37:17,1,1,8
2014-07-19 16:37:18,1,1,1
2014-07-19 16:37:19,1,1,1
2014-07-19 16:37:20,8,1,1
2014-07-19 16:37:21,8,1,1
2014-07-19 16:37:22,8,1,1
2014-07-19 16:37:23,8,1,6
2014-07-19 16:37:24,8,1,6
2014-07-19 16:37:25,1,1,6
2014-07-19 16:37:26,1,1,7
2014-07-19 16:37:27,1,1,6
2014-07-19 16:37:28,1,1,4
2014-07-19 16:37:29,1,1,4
2014-07-19 16:37:30,1,1,3
2014-07-19 16:37:31,1,1,3
2014-07-19 16:37:32,3,1,3
2014-07-19 16:37:33,3,1,3
2014-07-19 16:37:34,3,1,3
2014-07-19 16:37:35,3,1,3
2014-07-19 16:37:36,3,1,3
2014-07-19 16:37:37,3,1,4
2014-07-19 16:37:38,3,1,4
2014-07-19 16:37:39,3,1,8
2014-07-19 16:37:40,3,1,7
2014-07-19 16:37:41,3,2,5
2014-07-19 16:37:42,3,1,2
2014-07-19 16:37:43,3,1,5
2014-07-19 16:37:44,3,3,5
2014-07-19 16:37:45,3,1,5
2014-07-19 16:37:46,3,1,7
2014-07-19 16:37:47,3,1,7
2014-07-19 16:37:48,3,1,7
2014-07-19 16:37:49,3,3,7
2014-07-19 16:37:50,3,3,7
2014-07-19 16:37:51,1,3,7
2014-07-19 16:37:52,1,1,5
2014-07-19 16:37:53,3,3,2
2014-07-19 16:37:54,3,3,2
2014-07-19 16:37:55,3,3,7
2014-07-19 16:37:56,3,2,7
2014-07-19 16:37:57,3,2,7
2014-07-19 16:37:58,3,2,7
2014-07-19 16:37:59,3,2,7
2014-07-19 16:38:00,8,2,7
2014-07-19 16:38:01,3,0,7
2014-07-19 16:38:02,3,0,7
2014-07-19 16:38:03,8,0,7
2014-07-19 16:38:04,8,0,7
2014-07-19 16:38:05,8,0,6
2014-07-19 16:38:06,8,0,6
2014-07-19 16:38:07,8,0,6
2014-07-19 16:38:08,8,0,7
2014-07-19 16:38:09,8,8,7
2014-07-19 16:38:10,8,7,7
2014-07-19 16:38:11,8,7,7
2014-07-19 16:38:12,8,7,7
2014-07-19 16:38:13,8,7,7
2014-07-19 16:38:14,8,7,6
2014-07-19 16:38:15,8,7,6
2014-07-19 16:38:16,8,7,6
2014-07-19 16:38:17,8,8,6
2014-07-19 16:38:18,7,7,7
2014-07-19 16:38:19,8,7,7
2014-07-19 16:38:20,7,8,6
2014-07-19 16:38:21,8,8,6
2014-07-19 16:38:22,8,8,5
2014-07-19 16:38:23,8,8,7
2014-07-19 16:38:24,8,8,7
2014-07-19 16:38:25,8,8,7
2014-07-19 16:38:26,7,8,7
2014-07-19 16:38:27,8,7,8
2014-07-19 16:38:28,8,7,6
2014-07-19 16:38:29,8,7,6
2014-07-19 16:38:30,8,7,6
2014-07-19 16:38:31,8,8,8
2014-07-19 16:38:32,8,8,6
2014-07-19 16:38:33,8,4,6
2014-07-19 16:38:34,7,8,4
2014-07-19 16:38:35,8,8,4
2014-07-19 16:38:36,8,8,3
2014-07-19 16:38:37,7,4,2
2014-07-19 16:38:38,7,4,1
2014-07-19 16:38:39,7,3,1
2014-07-19 16:38:40,6,3,3
2014-07-19 16:38:41,6,3,3
2014-07-19 16:38:42,6,3,3
2014-07-19 16:38:43,6,3,6
2014-07-19 16:38:44,4,3,6
2014-07-19 16:38:45,4,3,6
2014-07-19 16:38:46,4,3,6
2014-07-19 16:38:47,2,4,6
2014-07-19 16:38:48,0,2,6
2014-07-19 16:38:49,0,2,7
