time,device_id,x_pos,y_pos,velocity
2015-06-03T13:15:18.136367,BD49B35A-8999-4987-9759-8D3F28D1292B,793.0,644.0,0.0
2015-06-03T13:15:18.204183,BD49B35A-8999-4987-9759-8D3F28D1292B,1018.0,762.5,0.0
2015-06-03T13:15:18.206440,BD49B35A-8999-4987-9759-8D3F28D1292B,789.5,640.0,5.315073013305664
2015-06-03T13:15:18.266896,BD49B35A-8999-4987-9759-8D3F28D1292B,1015.5,763.0,2.5495097637176514
2015-06-03T13:15:18.268868,BD49B35A-8999-4987-9759-8D3F28D1292B,792.5,653.0,13.34166431427002
2015-06-03T13:15:19.026155,BD49B35A-8999-4987-9759-8D3F28D1292B,828.5,661.5,0.0
2015-06-03T13:15:19.068101,BD49B35A-8999-4987-9759-8D3F28D1292B,825.0,661.0,3.535533905029297
2015-06-03T13:15:19.099751,BD49B35A-8999-4987-9759-8D3F28D1292B,826.0,662.5,1.8027756214141846
2015-06-03T13:15:19.119338,BD49B35A-8999-4987-9759-8D3F28D1292B,831.5,666.5,6.8007354736328125
2015-06-03T13:15:19.139281,BD49B35A-8999-4987-9759-8D3F28D1292B,1024.0,763.0,0.0
2015-06-03T13:15:19.141224,BD49B35A-8999-4987-9759-8D3F28D1292B,841.5,670.5,10.770329475402832
2015-06-03T13:15:19.156253,BD49B35A-8999-4987-9759-8D3F28D1292B,856.5,679.0,17.24094009399414
2015-06-03T13:15:19.172907,BD49B35A-8999-4987-9759-8D3F28D1292B,869.5,686.0,14.764822959899902
2015-06-03T13:15:19.187976,BD49B35A-8999-4987-9759-8D3F28D1292B,882.0,694.0,14.840822219848633
2015-06-03T13:15:19.549883,BD49B35A-8999-4987-9759-8D3F28D1292B,863.5,685.5,0.0
2015-06-03T13:15:19.615756,BD49B35A-8999-4987-9759-8D3F28D1292B,861.5,685.5,2.0
2015-06-03T13:15:19.641285,BD49B35A-8999-4987-9759-8D3F28D1292B,1010.0,763.0,0.0
2015-06-03T13:15:19.643197,BD49B35A-8999-4987-9759-8D3F28D1292B,860.0,685.5,1.5
2015-06-03T13:15:19.649794,BD49B35A-8999-4987-9759-8D3F28D1292B,859.0,686.5,1.4142135381698608
2015-06-03T13:15:19.651704,BD49B35A-8999-4987-9759-8D3F28D1292B,1008.5,763.0,1.5
2015-06-03T13:15:19.669547,BD49B35A-8999-4987-9759-8D3F28D1292B,858.5,688.0,1.5811388492584229
2015-06-03T13:15:19.671612,BD49B35A-8999-4987-9759-8D3F28D1292B,1008.0,763.0,0.5
2015-06-03T13:15:19.684167,BD49B35A-8999-4987-9759-8D3F28D1292B,858.5,689.5,1.5
2015-06-03T13:15:19.686252,BD49B35A-8999-4987-9759-8D3F28D1292B,1007.5,763.0,0.5
2015-06-03T13:15:19.700996,BD49B35A-8999-4987-9759-8D3F28D1292B,858.5,691.0,1.5
2015-06-03T13:15:19.703215,BD49B35A-8999-4987-9759-8D3F28D1292B,1007.0,763.0,0.5
2015-06-03T13:15:19.719598,BD49B35A-8999-4987-9759-8D3F28D1292B,857.0,691.0,1.5
2015-06-03T13:15:20.029388,BD49B35A-8999-4987-9759-8D3F28D1292B,846.0,654.0,0.0
2015-06-03T13:15:20.032530,BD49B35A-8999-4987-9759-8D3F28D1292B,1023.0,761.5,0.0
2015-06-03T13:15:20.033996,BD49B35A-8999-4987-9759-8D3F28D1292B,843.5,653.0,2.692582368850708
2015-06-03T13:15:20.034559,BD49B35A-8999-4987-9759-8D3F28D1292B,1021.0,761.5,2.0
2015-06-03T13:15:20.036692,BD49B35A-8999-4987-9759-8D3F28D1292B,842.5,654.0,1.4142135381698608
2015-06-03T13:15:20.052912,BD49B35A-8999-4987-9759-8D3F28D1292B,1022.0,762.0,1.1180340051651
2015-06-03T13:15:20.054915,BD49B35A-8999-4987-9759-8D3F28D1292B,840.5,655.5,2.5
2015-06-03T13:15:20.066531,BD49B35A-8999-4987-9759-8D3F28D1292B,1021.5,761.5,0.7071067690849304
2015-06-03T13:15:20.068786,BD49B35A-8999-4987-9759-8D3F28D1292B,838.5,658.0,3.2015621662139893
2015-06-03T13:15:20.087182,BD49B35A-8999-4987-9759-8D3F28D1292B,1020.5,761.5,1.0
